,tradeYMD,buildYear,gu,dong,aptName,jySize,floor,price,add1
0,20180126,2008,종로구, 사직동,광화문 풍림스페이스본,39.54,11,33800,9
1,20180110,2004,종로구, 내수동,경희궁의 아침 3단지,37.5,5,30000,72
2,20180112,2004,종로구, 내수동,광화문시대,73.78,15,54500,74
3,20180113,2004,종로구, 내수동,용비어천가,30.36,10,23200,75
4,20180113,2004,종로구, 내수동,용비어천가,37.56,10,30000,75
5,20180115,2004,종로구, 내수동,경희궁의 아침 3단지,37.5,3,28700,72
6,20180117,2004,종로구, 내수동,경희궁의 아침 3단지,63.96,3,52500,72
7,20180117,2004,종로구, 내수동,경희궁의 아침 3단지,63.96,7,53500,72
8,20180124,2004,종로구, 내수동,경희궁의 아침 4단지,56.48,7,46000,73
9,20180129,2004,종로구, 내수동,경희궁의 아침 4단지,56.48,7,46800,73
10,20180130,2004,종로구, 내수동,용비어천가,37.56,18,29500,75
11,20180130,2004,종로구, 내수동,경희궁의 아침 3단지,75,6,65500,72
12,20180117,2005,종로구, 신문로1가,광화문오피시아빌딩,41.71,19,39000,163
13,20180119,2005,종로구, 신문로1가,광화문오피시아빌딩,41.71,19,39300,163
14,20180109,2004,종로구, 수송동,두산위브파빌리온,37.42,3,29000,58
15,20180129,2004,종로구, 수송동,두산위브파빌리온,70.44,13,50500,58
16,20180118,2007,종로구, 종로1가,르메이에르종로타운1,36.23,10,32500,24
17,20180111,1992,종로구, 인사동,대일빌딩,39.28,11,27400,43
18,20180109,2004,종로구, 낙원동,나스빌,28.69,3,15000,212
19,20180105,2003,종로구, 연지동,연지드림빌,34.5,4,15500,275-1
20,20180109,2003,종로구, 효제동,반도 보라 아이비 타워,30.7,4,17800,45
21,20180123,2003,종로구, 효제동,반도 보라 아이비 타워,31.31,8,17500,45
22,20180131,2003,종로구, 효제동,반도 보라 아이비 타워,26.58,8,15000,45
23,20180105,,종로구, 숭인동,INSPIRE [케이디종합건설 (주)],12.57,8,12580,298-9
24,20180111,2005,종로구, 숭인동,동양파라빌,27.09,6,14000,1388
25,20180127,2014,종로구, 숭인동,삼전솔하임4차,19.17,4,12000,318-2
26,20180131,2005,종로구, 숭인동,동양파라빌,27.09,5,14000,1388
27,20180118,2002,종로구, 부암동,타임730오피스텔,32.59,2,14700,129-8
28,20180120,2002,종로구, 부암동,캐피탈오피스텔,24.53,5,10800,154-2
29,20180126,2002,종로구, 부암동,타임730오피스텔,31.27,5,16700,129-8
0,20180105,2008,중구, 을지로2가,명동아르누보센텀,44.3,5,41000,199-40
1,20180122,2009,중구, 장충동2가,아도라타워,73.22,9,41000,173-2
2,20180111,1999,중구, 광희동1가,광희동금호트윈 오피스텔,19.8,6,9900,89-1
3,20180115,1999,중구, 광희동1가,광희동금호트윈 오피스텔,29.88,2,12300,89-1
4,20180123,1999,중구, 광희동1가,광희동금호트윈 오피스텔,24.84,11,11300,89-1
5,20180106,2004,중구, 을지로5가,삼성골드캐슬,30.5,10,17550,273-2
6,20180123,2014,중구, 신당동,신당아르브,21.31,10,16350,160-5
7,20180120,2013,중구, 흥인동,	(91)	,21.88,8,16500,91
8,20180125,2018,중구, 흥인동,위더스하임,29.76,3,28800,142-1
9,20180126,2018,중구, 흥인동,위더스하임,29.76,3,28800,142-1
10,20180128,2018,중구, 흥인동,위더스하임,29.76,4,28800,142-1
11,20180130,2018,중구, 흥인동,위더스하임,29.76,5,28800,142-1
12,20180131,2016,중구, 흥인동,동대문솔하임,29.83,8,27500,8
13,20180103,2017,중구, 황학동,골드캐슬Ⅲ,43.97,3,25000,1743
14,20180103,2017,중구, 황학동,골드캐슬Ⅲ,43.97,5,25000,1743
15,20180103,2017,중구, 황학동,골드캐슬Ⅲ,40.31,3,23900,1743
16,20180103,2017,중구, 황학동,골드캐슬Ⅲ,40.31,5,24000,1743
17,20180103,2017,중구, 황학동,골드캐슬Ⅲ,40.47,2,23700,1743
18,20180103,2017,중구, 황학동,골드캐슬Ⅲ,43.17,4,24500,1743
19,20180105,2017,중구, 황학동,골드캐슬Ⅲ,40.31,4,24000,1743
20,20180105,2017,중구, 황학동,골드캐슬Ⅲ,43.97,4,24500,1743
21,20180110,,중구, 황학동,주건축물제1동,21.32,7,15700,19
22,20180110,,중구, 황학동,주건축물제1동,21.32,6,15500,19
23,20180110,2017,중구, 황학동,골드캐슬Ⅲ,39.02,5,23500,1743
24,20180115,2004,중구, 황학동,신당역올리브2,26.47,5,12900,2484
25,20180117,2017,중구, 황학동,주건축물제1동,59.01,5,35800,1452
26,20180117,,중구, 황학동,주건축물제1동,23.81,9,17300,19
27,20180120,,중구, 황학동,주건축물제1동,23.23,9,17300,19
28,20180120,2004,중구, 황학동,올리브1,25.05,3,16800,808
29,20180125,2017,중구, 황학동,골드캐슬Ⅲ,39.02,3,22500,1743
30,20180126,,중구, 황학동,주건축물제1동,23.81,3,16300,19
31,20180131,,중구, 황학동,주건축물제1동,21.32,7,15700,19
32,20180131,2004,중구, 황학동,올리브1,25.05,10,12000,808
33,20180124,2016,중구, 순화동,덕수궁롯데캐슬,38.79,2,34700,217
34,20180131,2016,중구, 순화동,덕수궁롯데캐슬,41.14,5,37500,217
35,20180116,2005,중구, 의주로1가,바비엥-2,44.48,7,27000,25-10
36,20180117,2005,중구, 의주로1가,바비엥-2,60.88,19,32000,25-10
