,tradeYMD,buildYear,gu,dong,aptName,jySize,floor,price,add1
21,20200109,2005,용산구, 한강로2가,한강현대하이엘,30.03,5,23000,2-36
22,20200109,,용산구, 한강로2가,래미안 용산 더 센트럴,42.5,9,59900,422
23,20200110,,용산구, 한강로2가,래미안 용산 더 센트럴,47.65,18,67000,422
24,20200110,2017,용산구, 한강로2가,용산푸르지오써밋,44.7,17,64000,420
25,20200110,,용산구, 한강로2가,래미안 용산 더 센트럴,51.84,16,62500,422
26,20200111,2005,용산구, 한강로2가,한강로벽산메가트리움,32.15,18,27850,2-8
27,20200111,2005,용산구, 한강로2가,한강로벽산메가트리움,29.89,19,25500,2-8
28,20200111,2005,용산구, 한강로2가,한강로벽산메가트리움,32.15,12,26700,2-8
29,20200113,,용산구, 한강로2가,래미안 용산 더 센트럴,51.84,11,62000,422
30,20200114,2005,용산구, 한강로2가,한강로벽산메가트리움,33.02,5,26800,2-8
31,20200114,2012,용산구, 한강로2가,아스테리움 용산,49.98,15,64000,419
32,20200117,2004,용산구, 한강로2가,한강로 대우아이빌,33.54,7,24000,2-11
33,20200117,2012,용산구, 한강로2가,아스테리움 용산,49.98,26,73000,419
34,20200117,2005,용산구, 한강로2가,한강로벽산메가트리움,29.55,3,23500,2-8
35,20200117,2005,용산구, 한강로2가,한강로벽산메가트리움,29.89,18,26800,2-8
36,20200118,2012,용산구, 한강로2가,아스테리움 용산,49.66,25,61300,419
37,20200129,,용산구, 한강로2가,래미안 용산 더 센트럴,55.99,16,60500,422
38,20200130,2012,용산구, 한강로2가,아스테리움 용산,49.66,12,60000,419
39,20200111,2007,용산구, 한강로3가,용산 시티파크(63-387),45.51,3,48000,63-387
40,20200115,2004,용산구, 한강로3가,한강대우트럼프월드3,105.4,30,100000,65-230
41,20200118,2006,용산구, 한강로3가,지에스 한강에클라스,46.42,8,30800,16-85
42,20200123,2004,용산구, 한강로3가,한강대우트럼프월드3,105.4,25,94500,65-230
43,20200130,2007,용산구, 한강로3가,용산 시티파크(63-389),104.99,6,117000,63-389
44,20200118,2004,용산구, 한남동,한남동 하이페리온Ⅱ,139.38,5,150000,550
0,20200108,2016,성동구, 하왕십리동,센트라스,32.53,16,30000,1070
1,20200113,2011,성동구, 하왕십리동,리오파크 오피스텔,24.07,12,15800,898-2
2,20200118,2011,성동구, 하왕십리동,리오파크 오피스텔,23.88,10,15400,898-2
3,20200130,2018,성동구, 홍익동,비앤리베스텔,16.74,7,10500,146-1
4,20200117,1998,성동구, 도선동,신한넥스텔,39.26,15,16500,14
5,20200120,1998,성동구, 도선동,신한넥스텔,19.63,4,10500,14
6,20200121,2018,성동구, 마장동,트레저힐스,29.51,4,24000,775-4
7,20200102,2006,성동구, 행당동,왕십리역이스타빌,29.43,8,23500,287-15
8,20200103,2006,성동구, 행당동,왕십리역이스타빌,21.91,7,18000,287-15
9,20200118,2004,성동구, 행당동,성동샤르망,24.84,5,15450,192-29
10,20200110,2005,성동구, 성수동1가,뚝섬리버빌,33.94,5,17500,13-117
11,20200111,2003,성동구, 성수동1가,성수동 뉴타운오피스텔,30.81,5,17800,72-69
12,20200120,2002,성동구, 성수동1가,백산오피스텔,23.65,6,30000,671-23
13,20200120,2002,성동구, 성수동1가,백산오피스텔,23.65,6,30000,671-23
14,20200120,2002,성동구, 성수동1가,백산오피스텔,23.65,3,30000,671-23
15,20200121,2002,성동구, 성수동1가,백산오피스텔,23.65,5,30000,671-23
16,20200131,2004,성동구, 성수동1가,이에스에이리버하우스,39.15,8,28000,13-12
17,20200108,2013,성동구, 성수동2가,성수동램킨중흥S클래스오피스텔,18.33,8,13200,277-101
18,20200121,2003,성동구, 성수동2가,성원상떼뷰오피스텔,28.08,5,14950,277-37
19,20200102,2006,성동구, 용답동,신창비바패밀리,42.75,9,19000,232-1
20,20200103,2006,성동구, 용답동,신창비바패밀리,51.5,12,22800,232-1
21,20200120,2016,성동구, 용답동,서희스타힐스리버파크,21.9,13,14900,238-12
22,20200128,1990,성동구, 용답동,	(228-1)	,23.43,9,5800,228-1
0,20200120,2019,광진구, 중곡동,아스하임,16.04,8,19300,157-6
1,20200104,2002,광진구, 구의동,다성리버텔,29.97,2,18650,218-12
2,20200104,2003,광진구, 구의동,센트럴빌,32.19,6,16575,253-19
3,20200117,2003,광진구, 구의동,신도브래뉴오피스텔,24.41,7,12000,251-34
4,20200120,2003,광진구, 구의동,신도브래뉴오피스텔,31.2,7,14500,251-34
5,20200120,2003,광진구, 구의동,신도브래뉴오피스텔,30.71,2,10000,251-34
6,20200129,2003,광진구, 구의동,신도브래뉴오피스텔,24.41,7,11500,251-34
7,20200131,,광진구, 구의동,강변에스케이뷰,28.01,2,23700,667
8,20200102,1991,광진구, 광장동,학산코스모스텔,71.82,5,20000,110
9,20200108,1991,광진구, 광장동,현대골든텔(102-0),28.45,10,16000,102
10,20200116,2003,광진구, 광장동,효성리버카운티,26.63,3,12750,108
11,20200117,1991,광진구, 광장동,현대골든텔(102-0),24.71,9,11000,102
12,20200120,1992,광진구, 광장동,현대골든텔(114-0),93.62,3,20000,114
13,20200125,1993,광진구, 광장동,리버힐오피스텔,104.4,2,28100,127
14,20200128,1993,광진구, 광장동,리버힐오피스텔,83.52,11,33500,127
15,20200103,1999,광진구, 자양동,자양오피스텔(767-4),30.24,8,8700,767-4
16,20200111,2014,광진구, 자양동,타워더모스트광진아크로텔,23.97,19,24950,779
17,20200116,2004,광진구, 자양동,제이원하이텔,23.94,7,13900,608-21
18,20200116,2006,광진구, 자양동,광진트라팰리스,59.25,5,50000,854
19,20200117,2002,광진구, 자양동,	(224-12)	,25.2,5,12500,224-12
20,20200111,2013,광진구, 화양동,케이타워 오피스텔 B,18.85,11,15000,21-22
21,20200111,2005,광진구, 화양동,KCC파크타운,25.79,3,18000,527
22,20200115,2005,광진구, 화양동,KCC파크타운,25.79,7,18700,527
23,20200120,2012,광진구, 화양동,	(19-57)	,78.05,7,36300,19-57
24,20200107,2019,광진구, 군자동,(473-1),18.2,11,20400,473-1
25,20200109,2019,광진구, 군자동,뫼비우스,36.21,4,28500,91-1
0,20200129,2018,동대문구, 신설동,포레스트힐시티,19.2,2,14300,100-26
1,20200130,2004,동대문구, 신설동,동광동대문베르빌,28.31,9,15600,97-8
2,20200104,,동대문구, 용두동,동대문 푸르지오시티,23.47,10,19000,104-3
3,20200106,2005,동대문구, 용두동,동의보감타워,36.02,12,15750,787
4,20200109,2011,동대문구, 용두동,에이플러스빌,23.5,7,12300,40-35
5,20200112,,동대문구, 용두동,동대문 푸르지오시티,23.47,9,19000,104-3
6,20200113,2005,동대문구, 용두동,동의보감타워,36.02,16,16500,787
7,20200116,,동대문구, 용두동,동대문 푸르지오시티,23.47,14,19000,104-3
8,20200118,2005,동대문구, 용두동,동의보감타워,36.02,11,16400,787
9,20200120,2005,동대문구, 용두동,동의보감타워,46.96,10,19500,787
10,20200128,2019,동대문구, 용두동,청계 다우아트리체,17.23,13,20500,255-71
11,20200104,2005,동대문구, 답십리동,메트로팰리스,25.47,9,11400,498-5
12,20200110,2004,동대문구, 답십리동,답십리한화오벨리스크,27.64,7,12400,492-4
13,20200114,2004,동대문구, 답십리동,답십리한화오벨리스크,31.93,14,14200,492-4
14,20200114,2006,동대문구, 답십리동,청계벽산메가트리움,31.86,14,15000,999
15,20200114,2006,동대문구, 답십리동,청계벽산메가트리움,41.87,13,18850,999
16,20200117,2015,동대문구, 답십리동,청계 푸르지오시티,23.85,14,15900,497-23
17,20200118,2015,동대문구, 답십리동,청계 푸르지오시티,20.62,12,13250,497-23
18,20200120,2015,동대문구, 답십리동,청계 푸르지오시티,20.62,10,13300,497-23
19,20200123,2006,동대문구, 답십리동,청계벽산메가트리움,34.41,10,15500,999
20,20200129,2015,동대문구, 답십리동,청계 푸르지오시티,20.62,20,13700,497-23
21,20200129,2019,동대문구, 답십리동,한성아펠시티,22.14,3,19200,530-17
22,20200104,2019,동대문구, 장안동,글로벌팰리스,31.71,9,25200,415-10
23,20200105,2019,동대문구, 장안동,글로벌팰리스,31.52,7,25200,415-10
24,20200108,2004,동대문구, 장안동,장안현대벤처빌,43.42,7,16850,374-1
25,20200110,2019,동대문구, 장안동,마하나임,58.17,8,32200,337-1
26,20200114,2019,동대문구, 장안동,마하나임,56.99,5,31200,337-1
27,20200115,2004,동대문구, 장안동,장안현대벤처빌,32.24,17,13300,374-1
28,20200116,2019,동대문구, 장안동,마하나임,58.17,7,32200,337-1
29,20200122,2019,동대문구, 장안동,마하나임,56.99,4,31200,337-1
30,20200122,2019,동대문구, 장안동,마하나임,56.99,3,31200,337-1
31,20200128,2004,동대문구, 장안동,장안현대벤처빌,43.42,18,17900,374-1
32,20200129,2019,동대문구, 장안동,마하나임,58.17,4,31200,337-1
33,20200130,2019,동대문구, 장안동,태솔아파트4차,74.99,4,42500,335-10
34,20200131,1997,동대문구, 장안동,황금오피스텔,31.35,4,8000,373-6
35,20200123,2002,동대문구, 휘경동,휘경동 코업레지던스,13.86,6,8000,319-5
36,20200130,2019,동대문구, 휘경동,스페이스 에이치,14.76,4,18671,183-353
0,20200111,2000,중랑구, 상봉동,시네마시티,31.68,9,10000,92-2
1,20200121,2019,중랑구, 상봉동,동일씨엘로,19.54,4,16703,102-7
2,20200130,2003,중랑구, 상봉동,한일써너스빌,32.48,8,17000,81-5
3,20200107,2012,중랑구, 중화동,중화동 범양프레체,22.21,6,10400,208-4
4,20200111,2008,중랑구, 망우동,한일써너스빌리젠시 2단지,59.2,14,31300,495
5,20200122,2008,중랑구, 망우동,한일써너스빌리젠시 2단지,59.2,3,30400,495
0,20200104,2002,성북구, 성북동1가,성북리시온오피스텔,26.22,4,17000,35-18
1,20200123,2015,성북구, 동소문동6가,시티플레이스,18.44,5,19900,3-1
2,20200106,2010,성북구, 동선동1가,코아루센타시아,55.95,3,32000,121-6
3,20200116,2005,성북구, 동선동4가,골든타워,50.89,11,27950,111-1
4,20200121,2005,성북구, 동선동4가,골든타워,24.64,10,18500,111-1
5,20200123,2010,성북구, 하월곡동,코업스타클래스,99.66,11,46800,46-73
6,20200111,2019,성북구, 장위동,석계역 한일노벨리아시티,18.03,3,11700,8-2
0,20200104,2014,강북구, 미아동,수유역푸르지오시티,22.43,3,14000,160-3
1,20200110,2014,강북구, 미아동,수유역푸르지오시티,22.43,14,14450,160-3
2,20200113,2014,강북구, 미아동,수유역푸르지오시티,22.43,18,14300,160-3
3,20200115,2014,강북구, 미아동,수유역푸르지오시티,22.43,20,14300,160-3
4,20200117,2014,강북구, 미아동,수유역푸르지오시티,22.43,9,13700,160-3
5,20200109,2005,강북구, 번동,효성네오인텔리안,32.97,6,14500,418-3
6,20200106,2005,강북구, 수유동,효성 인텔리안 오피스텔,29.32,10,12000,230-7
7,20200113,2005,강북구, 수유동,효성 인텔리안 오피스텔,30.49,13,12800,230-7
8,20200114,2005,강북구, 수유동,수유동이테크밸리오피스텔,36.78,9,13500,95-7
9,20200116,2019,강북구, 수유동,삼성쉐르빌,45.35,9,23200,50-31
10,20200116,2019,강북구, 수유동,삼성쉐르빌,45.35,11,23200,50-31
11,20200116,2019,강북구, 수유동,삼성쉐르빌,45.35,11,23200,50-31
12,20200116,2019,강북구, 수유동,삼성쉐르빌,45.35,12,23200,50-31
13,20200116,2019,강북구, 수유동,삼성쉐르빌,45.35,12,23200,50-31
14,20200116,2019,강북구, 수유동,삼성쉐르빌,45.35,13,23200,50-31
15,20200116,2019,강북구, 수유동,삼성쉐르빌,45.35,13,23200,50-31
16,20200116,2019,강북구, 수유동,삼성쉐르빌,47.01,9,24050,50-31
17,20200116,2019,강북구, 수유동,삼성쉐르빌,47.01,9,24050,50-31
18,20200116,2019,강북구, 수유동,삼성쉐르빌,47.01,10,24050,50-31
19,20200116,2019,강북구, 수유동,삼성쉐르빌,47.01,10,24050,50-31
20,20200116,2019,강북구, 수유동,삼성쉐르빌,47.01,11,24050,50-31
21,20200116,2019,강북구, 수유동,삼성쉐르빌,47.01,11,24050,50-31
22,20200116,2019,강북구, 수유동,삼성쉐르빌,47.01,12,24050,50-31
23,20200116,2019,강북구, 수유동,삼성쉐르빌,47.01,12,24050,50-31
24,20200116,2019,강북구, 수유동,삼성쉐르빌,47.01,13,24050,50-31
25,20200116,2019,강북구, 수유동,삼성쉐르빌,47.01,13,24050,50-31
26,20200116,2019,강북구, 수유동,삼성쉐르빌,45.35,10,23200,50-31
27,20200116,2019,강북구, 수유동,삼성쉐르빌,45.35,10,23200,50-31
28,20200116,2019,강북구, 수유동,삼성쉐르빌,45.35,9,23200,50-31
29,20200118,2005,강북구, 수유동,수유동이테크밸리오피스텔,27.81,9,11300,95-7
0,20200103,2004,도봉구, 방학동,북한산현대렉시온오피스텔,32.1,12,15000,719-2
1,20200112,2013,도봉구, 방학동,퍼스티안,20.32,3,9000,705-17
2,20200121,2004,도봉구, 방학동,북한산현대렉시온오피스텔,26.4,13,13500,719-2
3,20200129,2004,도봉구, 방학동,북한산현대렉시온오피스텔,33.76,10,15000,719-2
4,20200109,2005,도봉구, 창동,북한산현대홈시티(647-1),60.97,11,27600,647-1
5,20200110,2003,도봉구, 창동,창동신원리베르텔,32.76,12,14000,338
6,20200112,2004,도봉구, 창동,삼성쉐르빌퍼스티,33.59,4,16000,659-29
7,20200113,2005,도봉구, 창동,북한산현대홈시티(647-1),61.57,9,26800,647-1
8,20200115,2004,도봉구, 창동,삼성쉐르빌퍼스티,35.35,15,16400,659-29
9,20200121,2004,도봉구, 창동,EQ빌딩,25.8,8,12800,13-2
10,20200128,2005,도봉구, 창동,북한산현대홈시티(624-1),64.09,5,27250,624-1
11,20200128,1992,도봉구, 창동,	(9-1)	,33,10,7500,9-1
12,20200131,2003,도봉구, 창동,창동신원리베르텔,30.22,4,13400,338
13,20200105,2018,도봉구, 도봉동,도봉 엠블렘,18.96,5,10350,62-1
14,20200105,2018,도봉구, 도봉동,도봉 엠블렘,18.96,4,10350,62-1
15,20200115,2017,도봉구, 도봉동,도봉 투웨니퍼스트 1단지,29.66,2,18250,62-3
16,20200115,,도봉구, 도봉동,도봉 투웨니퍼스트 2단지,29.66,4,16500,62-43
17,20200117,2018,도봉구, 도봉동,도봉 엠블렘,18.96,3,11800,62-1
18,20200121,2018,도봉구, 도봉동,도봉 엠블렘,18.96,3,11800,62-1
19,20200123,2018,도봉구, 도봉동,도봉 엠블렘,18.96,4,9511,62-1
20,20200123,2018,도봉구, 도봉동,도봉 엠블렘,18.96,3,9511,62-1
21,20200123,2018,도봉구, 도봉동,도봉 엠블렘,18.96,3,9511,62-1
22,20200123,2018,도봉구, 도봉동,도봉 엠블렘,18.96,4,9511,62-1
0,20200103,2005,노원구, 상계동,토마토파르코,36.77,8,15400,1267
1,20200107,2003,노원구, 상계동,하이베라스,41.44,8,13500,1262
2,20200115,2005,노원구, 상계동,토마토파르코,36.77,11,14500,1267
3,20200121,2004,노원구, 상계동,오피앙,23.37,10,9000,1258
4,20200121,2004,노원구, 상계동,오피앙,23.37,13,9100,1258
5,20200122,2003,노원구, 상계동,수락네스트죤,29.97,5,10850,1132-28
6,20200102,2005,노원구, 중계동,	(506)	,69.03,7,29950,506
7,20200109,2002,노원구, 중계동,새롬스타빌,28.2,2,10780,360-12
8,20200118,2005,노원구, 중계동,	(506)	,69.03,10,30000,506
9,20200118,2005,노원구, 중계동,	(506)	,83.62,9,35000,506
10,20200121,2005,노원구, 중계동,	(506)	,72.45,5,34000,506
11,20200122,2005,노원구, 중계동,	(506)	,69.03,6,31700,506
12,20200127,2005,노원구, 중계동,	(506)	,69.03,3,28200,506
0,20200109,2001,은평구, 녹번동,녹번동오피스텔,35.42,4,13500,35-75
1,20200119,2003,은평구, 녹번동,녹번동메카오피스텔,20.51,8,12900,35-21
2,20200108,2003,은평구, 불광동,백마노블레스텔,12.63,4,6900,484-31
3,20200117,2019,은평구, 갈현동,플라잉캐슬,65.95,2,25282,468-4
4,20200102,2019,은평구, 대조동,연신엘피스,16.71,14,19070,186-3
5,20200103,2019,은평구, 대조동,연신엘피스,16.71,11,18960,186-3
6,20200111,2013,은평구, 대조동,연신내역마에스트로,18.72,6,13500,186-25
7,20200113,2019,은평구, 대조동,연신엘피스,16.71,13,19070,186-3
8,20200114,2019,은평구, 대조동,연신엘피스,16.71,12,19070,186-3
9,20200116,2019,은평구, 대조동,연신엘피스,16.71,12,19070,186-3
10,20200117,2019,은평구, 대조동,연신엘피스,16.71,9,18960,186-3
11,20200118,2019,은평구, 대조동,연신엘피스,16.71,14,19070,186-3
12,20200120,2019,은평구, 대조동,연신엘피스,16.71,10,18960,186-3
13,20200122,2019,은평구, 대조동,연신엘피스,16.71,14,19070,186-3
14,20200124,2019,은평구, 대조동,연신엘피스,16.71,10,18960,186-3
15,20200128,2019,은평구, 대조동,연신엘피스,16.71,9,18960,186-3
16,20200129,2019,은평구, 대조동,연신엘피스,16.71,9,18960,186-3
17,20200130,2019,은평구, 대조동,연신엘피스,16.71,8,18850,186-3
18,20200101,2019,은평구, 응암동,아우르미,50.46,7,27000,125-11
19,20200103,2019,은평구, 응암동,동인에버빌,16.93,2,15800,109-15
20,20200103,2019,은평구, 응암동,동인에버빌,16.65,4,15800,109-15
21,20200103,2004,은평구, 응암동,CJ드림시티(91-8),23.04,14,12500,91-8
22,20200105,2019,은평구, 응암동,동인에버빌,16.93,8,16800,109-15
23,20200105,2019,은평구, 응암동,더클래스,41.93,5,24800,109-37
24,20200105,2019,은평구, 응암동,동인에버빌,16.65,3,15800,109-15
25,20200105,2019,은평구, 응암동,아우르미,50.46,6,27000,125-11
26,20200107,2003,은평구, 응암동,래디앙,17.98,5,7500,109-12
27,20200107,2019,은평구, 응암동,동인에버빌,16.65,5,16500,109-15
28,20200107,2019,은평구, 응암동,동인에버빌,16.93,8,16800,109-15
29,20200108,2019,은평구, 응암동,동인에버빌,16.65,4,15800,109-15
30,20200108,2002,은평구, 응암동,미성드림투유,17.05,4,7450,116-15
31,20200109,2019,은평구, 응암동,동인에버빌,16.65,3,15800,109-15
32,20200110,2019,은평구, 응암동,동인에버빌,16.93,6,16800,109-15
33,20200110,2019,은평구, 응암동,동인에버빌,16.65,4,15800,109-15
34,20200110,2019,은평구, 응암동,동인에버빌,27.85,5,20500,366-6
35,20200111,2003,은평구, 응암동,	(678-3)	,16.41,4,5800,678-3
36,20200111,2003,은평구, 응암동,백명 TRENDY,37.84,5,13300,111-61
37,20200112,2004,은평구, 응암동,CJ드림시티(91-8),21.68,5,11500,91-8
38,20200115,2008,은평구, 응암동,유성오피우스,97.78,2,33000,112-21
39,20200115,2019,은평구, 응암동,동인에버빌,16.93,5,16500,109-15
40,20200120,2019,은평구, 응암동,더클래스,39.46,2,23800,109-37
41,20200120,2019,은평구, 응암동,동인에버빌,16.93,6,16800,109-15
42,20200120,,은평구, 응암동,뉴월드애필리움,56.98,8,27900,599-15
43,20200122,2004,은평구, 응암동,CJ드림시티(91-8),39.8,7,13500,91-8
44,20200123,2003,은평구, 응암동,래디앙,35.23,6,13500,109-12
45,20200130,2019,은평구, 응암동,아우르미,57.45,5,33000,125-11
46,20200130,2019,은평구, 응암동,동인에버빌,16.93,8,16800,109-15
47,20200131,2019,은평구, 응암동,동인에버빌,16.93,7,16400,109-15
48,20200129,2004,은평구, 역촌동,대상오피스텔,24.32,2,9800,8-15
49,20200109,2018,은평구, 신사동,명남더블레스,81.74,4,42500,19-162
50,20200102,2013,은평구, 진관동,아이파크 포레스트 게이트,24.91,9,15500,100-3
51,20200103,2017,은평구, 진관동,은평뉴타운 힐데스하임,56.73,4,39750,64
52,20200104,2017,은평구, 진관동,은평뉴타운솔하임,18.72,9,17400,60
53,20200106,2018,은평구, 진관동,은평뉴타운 꿈에그린,19.84,7,15000,66
54,20200107,2013,은평구, 진관동,아이파크 포레스트 게이트,24.91,10,15500,100-3
55,20200110,2013,은평구, 진관동,아이파크 포레스트 게이트,24.91,10,15000,100-3
56,20200112,2013,은평구, 진관동,아이파크 포레스트 게이트,30.62,8,17600,100-3
57,20200114,2017,은평구, 진관동,웅신 미켈란의아침,19.06,15,15000,73
58,20200115,2017,은평구, 진관동,웅신 미켈란의아침,19.06,14,14700,73
59,20200129,2013,은평구, 진관동,어드벤스힐 오피스텔,29.79,7,16000,100-4
60,20200131,2017,은평구, 진관동,은평뉴타운솔하임,18.72,8,15500,60
0,20200122,2009,서대문구, 충정로2가,서대문 디오빌 오피스텔,35.53,4,20000,192
1,20200102,2019,서대문구, 대현동,아리움Ⅰ,17.37,3,20815,90-15
2,20200102,2001,서대문구, 대현동,신촌현대캠퍼빌,32.11,7,16400,110-20
3,20200103,2019,서대문구, 대현동,아리움Ⅰ,17.37,3,20815,90-15
4,20200103,2005,서대문구, 대현동,신촌가이아,26.64,6,18400,27-20
5,20200103,2019,서대문구, 대현동,아리움Ⅰ,15.88,5,20240,90-15
6,20200104,2019,서대문구, 대현동,아리움Ⅰ,17.37,8,22594,90-15
7,20200104,2019,서대문구, 대현동,아리움Ⅰ,17.37,4,20815,90-15
8,20200105,2019,서대문구, 대현동,아리움Ⅰ,17.37,7,22175,90-15
9,20200106,2019,서대문구, 대현동,아리움Ⅰ,16.89,9,22280,90-15
10,20200106,2019,서대문구, 대현동,아리움Ⅰ,16.89,6,21548,90-15
11,20200107,2001,서대문구, 대현동,신촌현대캠퍼빌,34.2,5,16300,110-20
