,tradeYMD,buildYear,gu,dong,aptName,jySize,floor,price,add1
8,20170121,2004,중구, 을지로5가,삼성골드캐슬,19.92,9,14000,273-2
9,20170117,2006,중구, 신당동,디오트,37.58,6,28000,193-2
10,20170104,2013,중구, 흥인동,	(91)	,22.33,13,16350,91
11,20170113,2014,중구, 흥인동,청계천 두산위브더제니스,59.91,8,42388,13-1
12,20170124,2014,중구, 흥인동,동대문 와이즈 캐슬,19.92,2,16500,119
13,20170131,2014,중구, 흥인동,청계천 두산위브더제니스,79.25,20,54976,13-1
14,20170104,2004,중구, 황학동,올리브1,25.05,5,12700,808
15,20170110,2004,중구, 황학동,신당역올리브2,23.82,4,15500,2484
16,20170110,2016,중구, 황학동,해비치,24.8,2,19000,1834
17,20170120,2014,중구, 황학동,	DUO302	,22.52,10,16200,819
18,20170115,2016,중구, 순화동,덕수궁롯데캐슬,41.14,10,35300,217
19,20170109,2003,중구, 의주로1가,바비엥-1,126.59,9,48000,32-2
20,20170113,2005,중구, 의주로1가,바비엥-2,29.48,15,20800,25-10
21,20170105,2006,중구, 중림동,브라운스톤서울,68.04,32,44000,355
22,20170117,2005,중구, 만리동1가,서울역 디오빌,27.74,2,20000,62-7
23,20170117,2005,중구, 만리동1가,서울역 디오빌,27.7,2,21000,62-7
0,20170106,1990,용산구, 후암동,	(339-4)	,34.38,2,13500,339-4
1,20170127,1990,용산구, 후암동,	(339-4)	,34.38,4,12800,339-4
2,20170124,2004,용산구, 갈월동,갈월동 에이트리움,34.11,18,21750,101-49
3,20170102,2004,용산구, 서계동,서울역풍림아이원플러스,27.95,10,22750,219-17
4,20170114,2004,용산구, 서계동,서울역풍림아이원플러스,28.79,15,24800,219-17
5,20170113,2004,용산구, 원효로1가,디아뜨 센트럴,25.19,9,15000,112-4
6,20170125,2004,용산구, 원효로1가,디아뜨 센트럴,25.19,7,16700,112-4
7,20170104,2003,용산구, 원효로3가,e테크밸리,38.12,14,12800,51-37
8,20170111,2007,용산구, 문배동,용산씨제이나인파크,68.41,10,43000,24-6
9,20170114,2007,용산구, 문배동,용산아크로타워,46.29,4,34750,24-21
10,20170121,2007,용산구, 문배동,용산아크로타워,46.29,3,35200,24-21
11,20170125,2004,용산구, 문배동,삼라마이다스빌,28.23,5,16800,40-19
12,20170109,2005,용산구, 한강로1가,용산파크자이,33.6,31,28000,50-1
13,20170114,2005,용산구, 한강로1가,용산파크자이,37.26,19,30000,50-1
14,20170125,2005,용산구, 한강로1가,용산파크자이,36.13,5,27800,50-1
15,20170102,2005,용산구, 한강로2가,한강로벽산메가트리움,30.35,4,21900,2-8
16,20170103,2004,용산구, 한강로2가,한강로 대우아이빌,35.28,7,19900,2-11
17,20170116,2012,용산구, 한강로2가,아스테리움 용산,49.85,27,48500,419
18,20170121,2012,용산구, 한강로2가,아스테리움 용산,49.98,16,50500,419
19,20170124,2005,용산구, 한강로2가,한강로벽산메가트리움,30.29,21,24300,2-8
0,20170126,2003,성동구, 상왕십리동,노블리안,25.74,11,13700,750
1,20170112,2005,성동구, 하왕십리동,동인 레반트 오피스텔,27.54,3,15000,903-3
2,20170117,2011,성동구, 하왕십리동,리오파크 오피스텔,21.56,6,14000,898-2
3,20170121,2005,성동구, 하왕십리동,동인 레반트 오피스텔,33.34,15,18200,903-3
4,20170112,1998,성동구, 도선동,신한넥스텔,19.63,9,10500,14
5,20170130,2006,성동구, 행당동,왕십리역이스타빌,29.43,10,20700,287-15
6,20170111,2003,성동구, 성수동1가,성수동 뉴타운오피스텔,31.6,2,15200,72-69
7,20170105,1998,성동구, 성수동2가,성수아카데미타워,33.45,7,15300,277-17
8,20170109,2003,성동구, 성수동2가,성원상떼뷰오피스텔,28.08,5,14100,277-37
9,20170112,2003,성동구, 성수동2가,성원상떼뷰오피스텔,24.84,11,13200,277-37
10,20170116,2003,성동구, 성수동2가,성원상떼뷰오피스텔,40.94,4,17900,277-37
11,20170127,2017,성동구, 성수동2가,B동,29.96,2,16900,255-7
12,20170111,2011,성동구, 용답동,오르세오피스텔,33.2,8,15500,238-2
13,20170117,2016,성동구, 용답동,서희스타힐스리버파크,21.9,9,13300,238-12
14,20170124,1991,성동구, 용답동,삼호오피스텔,26.25,5,2200,236-5
0,20170105,2003,광진구, 구의동,센트럴빌,32.19,8,15700,253-19
1,20170106,2003,광진구, 구의동,신도브래뉴오피스텔,31.2,7,14900,251-34
2,20170107,2003,광진구, 구의동,센트럴빌,41.29,2,16900,253-19
3,20170116,2003,광진구, 구의동,센트럴빌,32.19,4,14600,253-19
4,20170119,2001,광진구, 구의동,	(199-14)	,35.34,7,13800,199-14
5,20170123,2000,광진구, 구의동,	(219-17)	,32.34,5,12500,219-17
6,20170125,1991,광진구, 구의동,	(547-8)	,33.06,6,17000,547-8
7,20170105,1992,광진구, 광장동,현대골든텔(114-0),169.29,5,31000,114
8,20170113,2004,광진구, 자양동,제이원하이텔,29.48,7,15000,608-21
9,20170116,2004,광진구, 자양동,제이원하이텔,23.94,5,13000,608-21
10,20170103,2006,광진구, 화양동,한림타워,30.3,8,19500,7-3
11,20170103,2013,광진구, 화양동,케이타워 오피스텔 A,19.93,2,12200,21-23
12,20170103,2013,광진구, 화양동,케이타워 오피스텔 B,18.85,5,14000,21-22
13,20170104,2013,광진구, 화양동,케이타워 오피스텔 A,19.78,9,13600,21-23
14,20170105,2014,광진구, 화양동,광진 코지웰,19.53,14,16000,113-1
15,20170105,2013,광진구, 화양동,케이타워 오피스텔 B,18.85,9,14500,21-22
16,20170110,2015,광진구, 화양동,(112-14),15.86,6,13865,112-14
17,20170117,2013,광진구, 화양동,케이타워 오피스텔 B,18.85,16,15000,21-22
18,20170117,2006,광진구, 화양동,한림타워,33.1,7,20600,7-3
19,20170121,2013,광진구, 화양동,케이타워 오피스텔 B,18.85,16,15000,21-22
20,20170123,2014,광진구, 화양동,광진 코지웰,19.53,14,16500,113-1
0,20170119,2004,동대문구, 신설동,동광동대문베르빌,28.31,6,15200,97-8
1,20170131,2004,동대문구, 신설동,동광동대문베르빌,28.31,14,15000,97-8
2,20170103,2004,동대문구, 용두동,랜드마크타워1,30.47,9,13250,100-1
3,20170104,2004,동대문구, 용두동,랜드마크타워1,28.9,16,13700,100-1
4,20170105,2005,동대문구, 용두동,동의보감타워,36.02,15,15000,787
5,20170106,2006,동대문구, 용두동,한방천하-용두동 포스빌,39.02,17,16900,788
6,20170113,2005,동대문구, 용두동,동의보감타워,46.96,16,15900,787
7,20170116,2006,동대문구, 용두동,한방천하-용두동 포스빌,39.02,14,15800,788
8,20170116,2004,동대문구, 용두동,신설동역대우아이빌(236-4),30.29,8,14000,236-4
9,20170118,2005,동대문구, 용두동,동의보감타워,36.02,15,13900,787
10,20170121,2004,동대문구, 용두동,신설동역대우아이빌(236-4),30.29,5,13800,236-4
11,20170124,2005,동대문구, 용두동,동의보감타워,36.02,13,14800,787
12,20170131,2006,동대문구, 용두동,한방천하-용두동 포스빌,51.88,11,22000,788
13,20170110,2015,동대문구, 답십리동,청계 푸르지오시티,23.85,6,15000,497-23
14,20170110,2004,동대문구, 답십리동,답십리한화오벨리스크,30.27,2,13300,492-4
15,20170110,2005,동대문구, 답십리동,메트로팰리스,25.33,7,11500,498-5
16,20170110,2005,동대문구, 답십리동,메트로팰리스,17.52,12,8600,498-5
17,20170116,2012,동대문구, 답십리동,청계 G well estates,26.46,5,14000,498-7
18,20170119,2015,동대문구, 답십리동,청계 푸르지오시티,20.62,6,13300,497-23
19,20170104,2004,동대문구, 장안동,장안현대벤처빌,28.49,10,12030,374-1
20,20170107,2009,동대문구, 장안동,우민에뜨와르오피스텔,34.95,9,12500,381-1
21,20170108,2002,동대문구, 장안동,장안 삼성쉐르빌,37.17,4,12900,371-1
22,20170109,2004,동대문구, 장안동,장안현대벤처빌,28.49,5,11600,374-1
23,20170109,2005,동대문구, 장안동,르.메이에르 장안타운 3차,18.9,1,6000,337-3
24,20170110,2013,동대문구, 장안동,서희스타힐스,51.05,3,26642,365-4
25,20170112,2005,동대문구, 장안동,르.메이에르 장안타운 3차,25.46,2,8150,337-3
26,20170113,2004,동대문구, 장안동,장안현대벤처빌,28.49,3,11300,374-1
27,20170114,2004,동대문구, 장안동,공감대 오피스텔,33.8,8,10300,295-3
28,20170116,2004,동대문구, 장안동,장안현대벤처빌,32.24,4,11450,374-1
29,20170117,2015,동대문구, 장안동,태솔에버빌2차,70.67,3,26700,383-10
30,20170118,2012,동대문구, 장안동,슈프림오피스텔,24.53,5,13730,416-2
31,20170119,2012,동대문구, 장안동,슈프림오피스텔,24.53,12,13000,416-2
32,20170120,2004,동대문구, 장안동,장안현대벤처빌,28.49,4,11800,374-1
33,20170125,2012,동대문구, 장안동,장안 루아르 오피스텔,18.92,9,10500,431-7
34,20170125,2004,동대문구, 장안동,장안현대벤처빌,28.49,3,10000,374-1
35,20170130,2016,동대문구, 장안동,태솔아파트1차,67.68,4,28500,382-5
36,20170113,1999,동대문구, 휘경동,	(330)	,32.41,8,9500,330
37,20170107,2006,동대문구, 이문동,이문동오피스텔,21.6,4,9100,255-182
0,20170104,2013,중랑구, 면목동,중랑 지웰 에스테이트,17.01,3,8900,538
1,20170109,2002,중랑구, 면목동,서일타운,28.18,6,7500,68-2
2,20170112,2002,중랑구, 면목동,서일타운,25.76,5,7300,68-2
3,20170111,2003,중랑구, 상봉동,한일써너스빌,32.48,14,13000,81-5
4,20170114,2003,중랑구, 상봉동,한일써너스빌,30.88,4,14300,81-5
5,20170116,,중랑구, 상봉동,스마트빌,60.54,6,29720,129-19
6,20170111,2012,중랑구, 중화동,중화동 범양프레체,22.21,2,10800,208-4
7,20170112,2012,중랑구, 망우동,	(506-8)	,18.03,4,9500,506-8
8,20170119,2008,중랑구, 망우동,한일써너스빌리젠시 1단지,59.28,7,26500,479
9,20170119,2008,중랑구, 망우동,한일써너스빌리젠시 1단지,59.29,14,27000,479
10,20170124,2003,중랑구, 신내동,금강리빙스텔,38.7,5,15500,646
0,20170117,2003,성북구, 동선동3가,1,24.64,2,12000,14-3
1,20170117,2003,성북구, 동선동3가,1,24.64,2,12000,14-3
2,20170117,2003,성북구, 동선동3가,1,24.64,3,12000,14-3
3,20170117,2003,성북구, 동선동3가,1,24.64,3,12000,14-3
4,20170117,2003,성북구, 동선동3가,1,24.64,4,12000,14-3
5,20170117,2003,성북구, 동선동3가,1,51.1,5,22000,14-3
6,20170117,2003,성북구, 동선동3가,1,24.64,4,12000,14-3
7,20170114,2011,성북구, 동선동4가,벨라미아 오피스텔,21.05,7,15000,295-4
8,20170123,2005,성북구, 동선동4가,골든타워,23.09,9,18500,111-1
0,20170102,1991,강북구, 번동,가든타워오피스텔,36.9,14,12500,446-13
1,20170111,2010,강북구, 번동,삼보힐,37.8,8,20000,449-22
2,20170112,1991,강북구, 번동,가든타워오피스텔,40.02,8,13500,446-13
3,20170119,2005,강북구, 번동,효성네오인텔리안,29.1,4,14500,418-3
4,20170121,2010,강북구, 번동,삼보힐,17.85,7,10000,449-22
5,20170104,2005,강북구, 수유동,효성 인텔리안 오피스텔,30.49,10,12700,230-7
6,20170109,2005,강북구, 수유동,수유동이테크밸리오피스텔,27.98,8,10100,95-7
7,20170109,2005,강북구, 수유동,효성 인텔리안 오피스텔,34.13,10,14500,230-7
0,20170106,2004,도봉구, 방학동,북한산현대렉시온오피스텔,27.76,14,13000,719-2
1,20170119,2004,도봉구, 방학동,북한산현대렉시온오피스텔,32.1,12,15000,719-2
2,20170123,2004,도봉구, 방학동,북한산현대렉시온오피스텔,26.4,13,13000,719-2
3,20170103,2003,도봉구, 창동,창동 SR스타빌,28.5,9,12000,135-28
4,20170111,2004,도봉구, 창동,삼성쉐르빌퍼스티,33.59,6,14500,659-29
5,20170112,2003,도봉구, 창동,플러스 오피스텔,41.18,2,10500,181-46
6,20170117,2003,도봉구, 창동,창동신원리베르텔,31.49,6,14000,338
7,20170121,2003,도봉구, 창동,창동신원리베르텔,33.27,6,13500,338
8,20170125,2005,도봉구, 창동,북한산현대홈시티(624-1),60.97,10,25500,624-1
0,20170102,2003,노원구, 월계동,카펠라오피스텔,30,5,12000,366-3
1,20170113,2003,노원구, 월계동,카펠라오피스텔,30,7,11770,366-3
2,20170121,2004,노원구, 공릉동,로우폴리스,29.07,8,11500,670-11
3,20170101,2004,노원구, 상계동,노빌리안골드,24.68,8,13300,734-3
4,20170104,2005,노원구, 상계동,토마토파르코,36.77,3,15000,1267
5,20170106,2004,노원구, 상계동,오피앙,23.37,15,10300,1258
6,20170106,2004,노원구, 상계동,오피앙,27.78,11,12000,1258
7,20170108,2005,노원구, 상계동,토마토파르코,31.07,6,14700,1267
8,20170112,2004,노원구, 상계동,오피앙,23.37,8,11200,1258
9,20170112,2004,노원구, 상계동,노빌리안골드,27.72,11,13000,734-3
10,20170113,1993,노원구, 상계동,(693-2),33.99,9,15321,693-2
11,20170130,1993,노원구, 상계동,(693-2),26.15,9,13500,693-2
12,20170103,2000,노원구, 중계동,중계동 두타빌,23.75,4,11000,360-9
13,20170104,2000,노원구, 중계동,중계동 두타빌,27.85,5,13000,360-9
14,20170111,2004,노원구, 중계동,씨앤미,50.35,8,18800,509-1
15,20170118,2004,노원구, 중계동,씨앤미,50.35,4,18600,509-1
16,20170126,2005,노원구, 중계동,	(506)	,72.55,10,26500,506
17,20170131,2005,노원구, 중계동,	(506)	,51.3,6,23700,506
0,20170109,2003,은평구, 녹번동,녹번동메카오피스텔,20.51,2,11900,35-21
1,20170116,2003,은평구, 녹번동,녹번동메카오피스텔,20.36,7,12000,35-21
2,20170121,2011,은평구, 녹번동,경원파발리안,59.89,2,22000,83-16
3,20170107,2014,은평구, 불광동,엘리사,38.9,4,18000,319-8
4,20170110,2014,은평구, 불광동,엘리사,18.84,5,9900,319-8
5,20170116,2003,은평구, 불광동,백마노블레스텔,12.63,4,7200,484-31
6,20170107,2016,은평구, 구산동,구산아이빌,38.28,3,16500,2-9
7,20170107,2016,은평구, 구산동,구산아이빌,38.28,2,16500,2-9
8,20170107,2016,은평구, 구산동,구산아이빌,41.04,3,19000,2-9
9,20170110,2002,은평구, 응암동,미성드림투유,17.05,3,7300,116-15
10,20170121,2002,은평구, 응암동,	(20-2)	,38.54,4,12000,20-2
11,20170121,2003,은평구, 응암동,송원하이본,31.06,4,11800,111-1
12,20170109,2002,은평구, 역촌동,	(83-25)	,33.97,9,12000,83-25
13,20170102,2008,은평구, 신사동,삼익하이빌,57.86,2,17500,29-115
14,20170107,2015,은평구, 진관동,은평헤스티아,23.19,5,14100,100
15,20170114,2013,은평구, 진관동,어드벤스힐 오피스텔,29.79,4,16400,100-4
16,20170123,2013,은평구, 진관동,아이파크 포레스트 게이트,24.91,4,15000,100-3
0,20170110,2009,서대문구, 충정로2가,서대문 디오빌 오피스텔,25.35,9,18000,192
1,20170112,2009,서대문구, 충정로2가,서대문 디오빌 오피스텔,25.35,10,18000,192
2,20170121,2009,서대문구, 충정로2가,서대문 디오빌 오피스텔,25.35,5,18450,192
3,20170123,2004,서대문구, 충정로3가,충정리시온,24.7,4,12800,465
4,20170110,2005,서대문구, 합동,SK리쳄블,34.22,15,23000,116
5,20170111,2005,서대문구, 합동,SK리쳄블,49.83,16,30000,116
6,20170115,2005,서대문구, 합동,SK리쳄블,60.06,13,36000,116
7,20170116,2005,서대문구, 합동,SK리쳄블,41.08,16,27000,116
8,20170121,2005,서대문구, 합동,SK리쳄블,41.57,9,25000,116
9,20170102,2005,서대문구, 대현동,신촌가이아,28.22,5,18900,27-20
10,20170105,2014,서대문구, 대현동,신촌푸르지오시티,27.4,21,25800,104-5
11,20170105,2005,서대문구, 대현동,신촌가이아,28.22,7,19000,27-20
12,20170106,2005,서대문구, 대현동,신촌가이아,26.64,8,18400,27-20
13,20170107,2004,서대문구, 대현동,이화인비따레오피스텔,24.29,9,15500,45-5
14,20170108,2014,서대문구, 대현동,신촌자이엘라,28.3,10,26450,104-36
15,20170121,2005,서대문구, 대현동,신촌가이아,26.64,5,18300,27-20
16,20170123,2015,서대문구, 대현동,SONG'S 8,20.3,4,18467,56-119
17,20170131,2015,서대문구, 대현동,SONG'S 8,20.3,3,18467,56-119
18,20170104,2004,서대문구, 창천동,아남오피스텔,28.5,10,17300,20-41
19,20170109,2004,서대문구, 창천동,홍익사랑,44.22,7,23500,490
20,20170109,2004,서대문구, 창천동,홍익사랑,22.11,9,14000,490
21,20170110,2005,서대문구, 창천동,신촌 르메이에르타운5,31.41,8,23850,29-81
22,20170110,2005,서대문구, 창천동,신촌 르메이에르타운5,26.34,13,19350,29-81
23,20170119,2005,서대문구, 창천동,신촌 르메이에르타운5,31.41,11,23200,29-81
24,20170120,2005,서대문구, 창천동,신촌 르메이에르타운5,31.41,8,23500,29-81
25,20170126,2005,서대문구, 창천동,신촌 르메이에르타운5,54.04,5,34000,29-81
26,20170116,2002,서대문구, 연희동,오벨리스크,20.39,4,9550,121-4
27,20170124,2004,서대문구, 연희동,시아 루비움,17.16,3,8900,78-4
28,20170124,2001,서대문구, 연희동,연희소프트빌,16.2,8,10500,212-2
29,20170115,2004,서대문구, 북가좌동,선정오피스텔,24.84,8,9800,343-1
30,20170116,2004,서대문구, 북가좌동,선정오피스텔,21.75,8,9400,343-1
0,20170106,2005,마포구, 아현동,효성인텔리안,33.28,14,18000,733
1,20170107,2006,마포구, 아현동,마포 에스케이 허브 블루,35.09,15,21150,737
2,20170116,2005,마포구, 아현동,효성인텔리안,35.91,9,20000,733
3,20170102,2005,마포구, 공덕동,마포현대하이엘,31.38,3,20000,463
4,20170104,2005,마포구, 공덕동,마포현대하이엘,49.37,2,27900,463
5,20170106,2005,마포구, 공덕동,마포현대하이엘,53.06,10,29300,463
6,20170107,2013,마포구, 공덕동,공덕푸르지오시티,27.74,18,23800,475
7,20170107,2005,마포구, 공덕동,마포현대하이엘,53.06,4,28300,463
8,20170109,2013,마포구, 공덕동,공덕푸르지오시티,27.74,16,23850,475
9,20170112,2002,마포구, 공덕동,미네뜨오피스텔,22.68,10,9900,29-5
10,20170118,2005,마포구, 공덕동,마포현대하이엘,46.48,3,28100,463
11,20170121,2005,마포구, 공덕동,마포현대하이엘,31.38,12,22500,463
12,20170125,2013,마포구, 공덕동,공덕푸르지오시티,32.07,20,26350,475
13,20170126,2013,마포구, 공덕동,공덕푸르지오시티,38.15,12,29400,475
14,20170131,2004,마포구, 공덕동,마포 신영 지웰,29.33,7,25000,461
15,20170106,2011,마포구, 신공덕동,마포케이씨씨웰츠타워,40.85,4,32000,171
16,20170106,,마포구, 신공덕동,갑을명가시티1,19.73,2,14800,5-75
17,20170112,,마포구, 신공덕동,갑을명가시티2,16.76,4,13390,1-48
18,20170121,2012,마포구, 신공덕동,신공덕동 THE NEST 오피스텔,15.89,18,12800,14-5
19,20170125,2011,마포구, 신공덕동,펜트라우스,59.68,7,42000,172
20,20170102,1988,마포구, 도화동,고려아카데미텔,20.25,8,10000,36
21,20170106,2015,마포구, 도화동,나눔빌딩,25.56,19,24800,571
22,20170109,2004,마포구, 도화동,마포 한화 오벨리스크,28.71,23,22500,555
23,20170113,2006,마포구, 도화동,마포트라팰리스,80.3,14,50900,559
24,20170113,2004,마포구, 도화동,마포 한화 오벨리스크,31.41,16,21000,555
25,20170113,2004,마포구, 도화동,마포 한화 오벨리스크,33.93,35,30000,555
26,20170117,2006,마포구, 도화동,마포트라팰리스,55.92,22,43000,559
27,20170119,2006,마포구, 도화동,마포트라팰리스,55.92,31,42000,559
28,20170124,2004,마포구, 도화동,마포 한화 오벨리스크,33.93,23,27500,555
29,20170125,2004,마포구, 도화동,마포 한화 오벨리스크,33.93,20,27500,555
30,20170131,2015,마포구, 도화동,나눔빌딩,26.25,13,23900,571
31,20170109,1992,마포구, 마포동,강변한신코아,26.4,3,10000,350
32,20170105,2000,마포구, 대흥동,캠프21오피스텔,32.64,14,17200,12-33
33,20170106,2013,마포구, 대흥동,이대역 푸르지오 시티,28.8,10,26400,12-27
34,20170108,2013,마포구, 대흥동,이대역 푸르지오 시티,29.14,11,26000,12-27
35,20170119,2013,마포구, 대흥동,이대역 푸르지오 시티,28.5,18,26900,12-27
36,20170109,1999,마포구, 노고산동,	신촌르·메이에르타운(Ⅱ)	,28.32,6,12700,31-90
37,20170109,2006,마포구, 노고산동,	(주)HTC 까사빌	,21.61,12,20500,57-26
38,20170111,1999,마포구, 노고산동,	신촌르·메이에르타운(I)	,22.79,12,12300,57-18
39,20170121,2006,마포구, 노고산동,우정마샹스 오피스텔,18.72,14,13900,107-17
40,20170114,2007,마포구, 상수동,로하스타워,47.09,9,34000,93-45
41,20170103,2004,마포구, 서교동,동양한강트레벨,29.09,14,20900,394-25
42,20170104,2002,마포구, 서교동,서교동 오피스텔,26.96,3,14850,458-14
43,20170109,2001,마포구, 서교동,파빌리온오피스텔,28.14,8,16400,467-1
44,20170125,2004,마포구, 서교동,동양한강트레벨,29.09,13,22000,394-25
45,20170102,1999,마포구, 동교동,LG팰리스빌딩,92.6,13,49500,165-8
46,20170118,2004,마포구, 동교동,효성홍익인간오피스텔,32.92,15,22000,155-27
47,20170125,2004,마포구, 동교동,효성홍익인간오피스텔,32.92,13,21500,155-27
48,20170107,2005,마포구, 성산동,이안상암Ⅱ,65.96,3,33000,592-6
49,20170116,2004,마포구, 성산동,골든빌오피스텔(51-2),23.76,6,10000,51-2
50,20170103,2002,마포구, 중동,서울 오피스텔,17.22,3,8100,151
51,20170111,2014,마포구, 상암동,상암 오벨리스크 2차,24.2,7,17600,1748
52,20170120,2007,마포구, 상암동,DMC 이안상암2단지,98.87,17,49800,1653
0,20170106,2003,양천구, 신정동,이스타빌 3차,33.6,18,15350,323-9
1,20170114,2004,양천구, 신정동,신정동대우미래사랑5차,97.79,2,32600,1290-4
2,20170114,2003,양천구, 신정동,문창 오피스텔,51.92,4,18200,1006-1
3,20170121,2004,양천구, 신정동,제이월드빌,64.43,10,31500,318-17
4,20170125,2003,양천구, 신정동,이스타빌 3차,73.87,10,31500,323-9
5,20170103,1999,양천구, 목동,현대월드타워,51.85,17,19000,907
6,20170103,2004,양천구, 목동,현대파리지앙,33.88,9,18450,907-10
7,20170104,2003,양천구, 목동,하이베라스,30.71,5,14500,908-29
8,20170105,1999,양천구, 목동,현대월드타워,38.07,19,14600,907
9,20170106,2004,양천구, 목동,목동 성우네트빌,43.17,7,16500,919
10,20170106,2004,양천구, 목동,목동 성우네트빌,48.06,4,17000,919
11,20170110,2004,양천구, 목동,현대파리지앙,33.88,3,22300,907-10
12,20170118,2004,양천구, 목동,현대파리지앙,33.88,12,18470,907-10
13,20170118,2004,양천구, 목동,목동 성우네트빌,43.17,2,15500,919
14,20170118,2004,양천구, 목동,향도 드림네스트,26,5,16200,909-4
15,20170119,2004,양천구, 목동,목동파라곤,99.21,3,74500,917
16,20170120,2004,양천구, 목동,현대파리지앙,33.88,12,18300,907-10
17,20170121,2015,양천구, 목동,스카이포레,18.13,5,14300,905-33
18,20170123,2006,양천구, 목동,목동 현대 하이페리온2,94.57,11,69800,961
19,20170124,2015,양천구, 목동,스카이포레,18.13,10,15000,905-33
20,20170126,2001,양천구, 목동,현대41타워,94.57,26,51500,917-9
21,20170131,2004,양천구, 목동,목동 굿모닝탑,113,12,64000,923-15
22,20170104,2004,양천구, 신월동,신목동샤르망오피스텔,26.94,9,7800,235-7
0,20170118,2012,강서구, 염창동,대명투웨니퍼스트,15.04,2,14000,283-3
1,20170103,1995,강서구, 등촌동,	(641-11)	,35.04,6,7400,641-11
2,20170105,2016,강서구, 등촌동,등촌투웨니퍼스트2차,29.68,14,21100,633-17
3,20170106,2005,강서구, 등촌동,ACE A-ZONE,77.2,7,27500,639-8
4,20170106,2003,강서구, 등촌동,등촌동성원상떼뷰오피스텔,38.98,9,13600,673-6
5,20170109,2005,강서구, 등촌동,ACE A-ZONE,57.96,10,24500,639-8
6,20170109,2013,강서구, 등촌동,강서메트로칸,17.34,10,10400,656-52
7,20170110,2005,강서구, 등촌동,효성인텔리안,85.18,7,31000,681-3
8,20170112,2004,강서구, 등촌동,우림보보카운티뷰,31.54,5,14300,649-14
9,20170116,2004,강서구, 등촌동,비원오피스텔,70.18,12,22000,648-6
10,20170117,2004,강서구, 등촌동,비원오피스텔,40.37,6,16200,648-6
11,20170117,2004,강서구, 등촌동,길훈엔트런스빌,27.29,8,16900,78-7
12,20170120,2004,강서구, 등촌동,비원오피스텔,36.99,10,15000,648-6
13,20170123,2013,강서구, 등촌동,강서메트로칸,18.24,14,10800,656-52
14,20170123,,강서구, 등촌동,투웨니퍼스트1차,29.74,11,19000,634-10
15,20170124,2004,강서구, 등촌동,등촌동두산위브센티움,28.45,11,16000,631
16,20170102,2008,강서구, 화곡동,우공팰리스,65,2,15000,916-32
17,20170106,1995,강서구, 화곡동,송원오피스텔(24-122),34.83,4,6200,24-122
18,20170106,2013,강서구, 화곡동,아델리아Ⅴ,21.26,4,10000,105-370
19,20170116,2013,강서구, 화곡동,	(925-3)	,19.12,4,7000,925-3
20,20170116,2013,강서구, 화곡동,	(925-3)	,19.94,4,7000,925-3
21,20170116,2013,강서구, 화곡동,	(925-3)	,19.94,4,7000,925-3
