,year,month,week,pct_de_마포구,pct_de_영등포구,pct_de_관악구,pct_de_송파구,pct_de_구로구,pct_de_중구,pct_de_양천구,pct_de_강서구,pct_de_금천구,pct_de_강북구,pct_de_강동구,pct_de_도봉구,pct_de_광진구,pct_de_서초구,pct_de_서대문구,pct_de_노원구,pct_de_강남구,pct_de_성동구,pct_de_은평구,pct_de_중랑구,pct_de_성북구,pct_de_동대문구,pct_de_동작구,pct_de_종로구,pct_de_용산구,pct_de_서북권,pct_de_서남권,pct_de_동남권,pct_de_도심권,pct_de_동북권
561,2015,3,12,-0.014458793855786523,-0.021000287222876723,-0.053021136772017696,0.02706956708898156,-0.12212345286596982,-0.07308078383450456,-0.03802097016375827,-0.09290446713907496,0.4942312170544274,-0.15509420795533857,0.2076998450114429,-0.005400287547778548,0.1316407552201715,0.1509277678812786,-0.11065036178225363,0.2220118438544898,0.12826541035704864,0.22630949576133697,-0.028506097000577157,-1.0,-1.0,0.0597483958719931,0.0,-0.08268782788204765,-0.015093225438790658,-0.03837219343084808,-0.05304560625978283,0.05368413470643918,-0.050153160221565574,0.1162387442200048
568,2015,3,13,-0.023531544431135143,0.0747676850931025,0.2156249126826677,0.034008986854729306,0.060737381789550016,0.015308284483367629,0.2399345372515167,0.1395642791179319,-0.035847158664267464,-0.027794984743157336,0.03822709613993536,-0.17695589324119454,-0.12910158472981925,-0.03447549015179563,-1.0,0.016439199138480687,0.010432943507185932,-0.3730691432672859,-0.06220470636162778,inf,inf,-0.005379614719389081,inf,-1.0,0.16644013541064595,-0.04027805368310111,0.11550427322483525,0.05465410303406104,0.14647386569832577,-0.18929889745849204
575,2015,3,14,0.1841386724183527,-0.13907712214607848,-0.13105088953247845,-0.0678609354906643,0.1492107974770498,-0.17794723753543285,-0.14205845959617092,-0.08577100199139698,-0.13124808971857138,-1.0,-0.13814357279618106,0.6766835161069225,0.4370233702337023,0.3256653838237038,inf,-0.09711020778827661,0.047301440385811855,0.5413330372878533,0.2176851988489632,1.4925026399155223,-0.2351905004604916,0.12031684735680703,-1.0,0.0,0.09479315555192547,0.09673411164082713,-0.0767485751614222,0.045320182502252226,-0.018004557198274207,0.34780006237778904
582,2015,4,15,-0.10096367195997391,0.16425563691426892,-0.0013516909362639717,-0.07066220581449034,-0.08967136150234745,0.10897212144290136,0.03750038761631447,-0.05092404712064613,-0.1044806413964583,inf,0.0031508965775550735,-0.29818857704934787,-0.17776898057005908,-0.13955169103946707,-1.0,0.055857894642311834,-0.056771121958741344,-1.0,-0.05208900182628895,-1.0,0.29101293053054933,-0.010549528188275148,inf,inf,-0.13959460165173332,-0.07971002091326951,0.03948958978467898,-0.06107994709718645,-0.05230090333396309,-0.10992128733759166
589,2015,4,16,-0.007496485493131866,-0.12836064609924502,0.06748884427186241,0.07604742101669681,-0.13038020115077253,0.07469875687533767,0.0726847495776819,0.08719352792859691,0.4390676941674223,-0.3932678291853372,0.01889266928961164,0.11972478316663171,0.09783471483038153,0.11803942412430923,inf,0.09680711721979374,-0.0020168847387430633,inf,0.04311775304285326,inf,-0.12552807096187035,-0.15086929709729435,0.08751448560024033,-0.21440219089664247,0.12372929412743994,0.04616520505552768,-0.04231007761498107,0.02562444748563486,0.056246460894100236,0.005374361757670032
596,2015,4,17,-0.04426449478874106,-0.035791429495621085,-0.02998522243543089,0.0264206304341974,0.10552886201873801,0.06115819835810976,-0.06233971937427718,-0.07966786087263344,-0.1348260926630791,0.2542821550918717,0.1228044918880471,-0.35260745171987773,0.033182208788929524,-0.08748257596877607,0.20890033637113192,-0.09203914513477474,-0.016563593282607147,0.10546287980508429,0.014040939801244212,-1.0,0.37619609792469255,-0.21682847896440127,-0.35930223379903703,-0.0880476762183039,-0.13639546525153512,0.027980155804258278,-0.024796404590881616,-0.05888361632022576,-0.09099000884990893,-0.026911125519999413
603,2015,4,18,0.04236592931189276,0.1349199619359882,-0.140166802921609,0.004588877420337756,0.08413971284383148,-1.0,0.13010024481175075,0.09041123336616952,0.019606296345740848,0.21989890928438416,-0.07489142369586055,0.3479137894957103,0.1990087992015328,-0.07246731027740438,-0.20961667300414655,0.023011379003077703,0.12323551059968962,-0.37156956786660145,-0.07183059158576299,inf,-0.5804794907104319,0.3763421617752327,-0.144357521251694,0.25112219649145073,0.19340317332678136,-0.027229474907169093,0.06921828863115453,0.04303551925493054,0.17547246096628588,-0.12642732855091432
610,2015,5,19,0.06162918631717629,-0.04961019662240829,-0.1435608672957457,0.08884895056833675,-0.08826433493826302,inf,0.04471676374236089,-0.12581324050822418,-0.2833581312304718,-0.2231914398697371,-0.2430978957275748,0.1118155512226624,-0.1606866065790229,-0.02413147493239043,-1.0,-0.18046217551983623,-0.002367296756340953,0.49293449043852244,0.11823927011992397,-1.0,0.7891139989775879,-0.2629697048498245,-1.0,-0.5106065360222876,0.015175215744211545,0.06369011855708995,-0.07852273489302375,0.06379158716126798,-0.06823727243315403,-0.010131675130624296
617,2015,5,20,-0.04463781478706841,-0.032024776776381936,0.11942819527716608,-0.012407214645504205,0.11085892020259314,-0.1899784359087423,-0.18656599926960715,0.07990824427920873,0.5707785309678783,-0.37932325198383,0.3672755079746559,0.1867701020391066,0.15665754673962606,0.14411994599587863,inf,0.3322829512115615,-0.09861986098620701,0.06840710923634874,-0.042435269928492114,inf,0.45533565928777664,0.05913327506341526,0.0,0.8503594326792305,-0.1894722247624554,-0.015228895599898595,0.04016679198700879,-0.07949460263120589,-0.1394757834113115,0.24105321954197723
624,2015,5,21,0.13709129262861808,0.06672697785467685,0.16295437198283103,-0.05569850481948635,-0.0976464645918651,0.11096445602771032,0.27686955093647136,0.07599085194391453,-1.0,0.39367989386081303,0.044982278739921,-0.14544684455739076,-0.12923064792730288,-0.06637781656025632,0.0979085368527206,0.08765598238316619,0.40054072348329806,-1.0,0.13084429732886416,-0.3315657967795669,-0.38735610804554943,0.2903261626674474,inf,0.1741321741321742,0.1758807686708399,0.04810657111831418,0.07305210974490794,0.12290728573714316,0.0979402201607329,-0.045101970982753925
631,2015,5,22,-0.14770244390560172,-0.08983309858005994,0.06522569264293865,0.0064565414230561835,-0.08951181033632771,0.18833147628572577,-0.21541982449002994,0.06088890826529747,0.0,0.7002596278667244,0.008514386376981875,-0.15881905894792514,0.13503112620260338,-0.013243860152420295,-0.05754792332268377,-0.14331308700298084,-0.34458250479948604,inf,0.010584012436557488,-1.0,0.25755633517743903,-0.1597859506653836,-1.0,0.0583248376884693,-0.022984663478651246,-0.012108982798390344,-0.06821944578503303,-0.16992643049698564,0.10152153286638388,0.02677673642242495
638,2015,6,23,0.08918851763992786,-0.00039654466395488974,-0.153511749249155,-0.0029908304553829534,0.10489125007489686,-0.21222887483054675,-0.013177120456165148,0.03097630808864582,inf,0.009925432010790658,-0.05469432314410483,0.24049887066679743,0.005165536497806045,-0.10163584085860577,-0.006151390595646622,-0.01866045198667332,0.17022990162044604,0.6487455863222447,-0.05492213505900978,inf,0.12197215590546939,0.19188484913784487,0.0,-0.40078077469073214,-0.097417360717314,0.004184439753200264,-0.0014383002464561923,-0.005411967393214812,-0.21626249612681236,0.05765417927580074
645,2015,6,24,-0.07628479958589351,0.27394608269725573,0.09785238176263,0.005983317350979567,0.033080932241825955,0.052636107466282445,0.09846004761001903,-0.028444511947339324,0.17082420360694428,-1.0,0.059180557159538516,-1.0,-0.13774578860691666,0.2257846650282347,-0.20546037250484994,0.3101648994882429,-0.04086088970672108,0.005731579481283555,-0.00798843517490988,-0.21861192570869992,-1.0,-0.2931250376659815,0.0,0.3680608436509951,-0.15947624479608458,-0.08641520091235311,0.09424378324134075,0.11812851609376684,0.0024256404463653958,-0.11547917028610166
652,2015,6,25,0.04148470751262012,-0.22300828319263455,0.06606469002695414,0.0045445865295628,0.03680497948412498,-0.06464225382812938,0.03999708492831244,-0.0176584104379488,-0.05913949470956603,0.0,-0.03142604460705334,inf,-0.22472343191794153,0.02967645168202293,0.3641400590287094,-0.15819079227299804,0.011107206594688668,-0.18360370961867134,0.10319018855951034,-1.0,inf,0.3244524648554432,inf,-1.0,0.2823460155434403,0.12375117220330045,-0.07392431081552653,-0.018244669001059255,0.13571178630101222,0.019170529250981616
659,2015,6,26,0.030969361053982958,0.1621614349577989,0.03082728628858944,0.036454625104962224,0.12815272478115514,0.17314554537642568,-0.03428113997915483,0.04901327802653532,0.29523481653613337,0.0,-0.12706850617268484,-1.0,0.21646730580867302,-0.019129866076073587,-0.053935597231919985,-1.0,-0.20125998093532727,0.08528382181343952,-0.20849690854899527,inf,-1.0,0.11465608598059118,0.7881246846327321,inf,0.04011495141837185,-0.035165520189693655,0.1100479961148304,-0.05049055932310498,-0.0008973324595001886,0.09214975460023056
666,2015,6,27,0.02611330216522556,0.060688159545467135,-0.0749382208841004,0.03658945608440778,-0.22144450311827302,0.04206550212919158,0.02805680549150713,0.040919102464093804,-0.3150896311390686,inf,0.18493030110740372,inf,0.0003497299759256389,0.18957417790574316,-0.16486021982286647,0.0,0.0820079486470997,0.09572146855137076,0.3063481908011658,0.29013940139401395,inf,0.125724744818706,-0.40134644068577474,0.4319343625396179,0.006590378985926959,0.06297835530748919,-0.03755747721656588,0.03204565196409592,0.04951064089273727,-0.0046364173069674
673,2015,7,28,0.09462600520216657,-0.044457471260989534,-0.0178822370788434,-0.06706379994734468,0.16346109505656647,-0.12506664363303854,-0.09797171797221338,-0.1573830191844494,-0.06850496404971596,-0.41924344133763236,0.23570241537882164,-0.2749007749007749,0.024026992967193683,-0.05287898089171972,0.3712710254005924,inf,-0.10038585715761228,0.31968253968253957,-0.18466542490834525,-0.4382915163745571,0.21852868514960178,-0.2659267436293026,0.08223026012005552,-0.07984815760193753,0.03454680369861851,-0.034110325052102874,-0.053736485253822686,-0.05933769848675041,0.04327629107674347,-0.06976734006236562
680,2015,7,29,-0.1273564645986589,-0.0408476183727432,0.012655363745288417,-0.036321304030275336,-0.043015849161300634,-0.007784143713553293,0.21360019767729166,-0.026285960088588856,0.6547701708096099,0.1926915842485284,0.04551326076358375,-0.3142621312828533,0.25808454452632845,-0.33110958676870805,-0.15731571160147784,0.17647731169276493,0.16164596699781675,-1.0,0.014675764013104331,0.9191890617633194,-1.0,0.1854294436844921,-0.08005333333333331,-0.044455508926666276,0.04709726326278174,-0.05197484771074856,0.014142710941899894,-0.0032965446808510546,-0.08991715745652518,0.11576635263154422
687,2015,7,30,0.08594331681732759,0.06827406825386362,-0.042215524770977564,0.07601608353756295,-0.06378466601703525,0.2166717444737678,-0.07416154936230501,0.17561016189396206,0.6412386706948641,0.018759459218843366,-0.10008696184910504,0.42492872980677876,-0.2669069016004443,0.1402737375497678,0.06007152397776716,0.0,-0.069969326721538,inf,0.1070460704607048,-0.30572397189603506,0.0,0.015508869073092235,0.26682706243840215,-1.0,-0.1126671595615627,0.06649812354530726,0.06771352209515924,-0.002222502492056244,0.10987352841464748,-0.13621201052659337
694,2015,7,31,0.03364503094293658,0.003012137925680669,0.04113498302721341,-0.06926457420806831,0.107783190636487,-0.21315336426816023,-0.10481834975369464,-0.19066765887702086,-0.4528699584689768,0.11384484781903081,0.10161175293266211,0.238701789485384,-1.0,0.37176849555025226,-0.30230620407101505,-0.016613232293791858,0.28791482061788853,0.29379546003911483,-0.19141780846335743,-0.22967177614538659,inf,-0.08624010694497308,0.18646317186463168,inf,-0.11050529727572522,-0.014596696984202961,-0.05498728842899003,0.13314159916807933,-0.15346063055891568,-0.005401315629975367
701,2015,8,32,-0.1598929207522598,-0.1329318447073382,-0.010411932282337166,0.07664299139979036,0.007123430738977143,0.18593492858084915,0.10583202516273293,0.1675573889649864,0.18823077402338484,-0.12156527820742158,-0.03942432878318847,0.08310751395294602,inf,-0.12969815913064364,0.46920664511180377,0.09724692089837306,-0.16982895070580528,0.16978263915722258,0.12006483295227155,0.17429169882041684,0.06827398763643222,-0.004488696589709296,-0.14225102213993668,-1.0,0.1784551489980899,-0.07150787645903633,-0.011794119274892267,-0.0653160750481302,0.15297047823872467,0.019391690204215495
708,2015,8,33,-0.15676897632167297,0.07932821064247109,-0.050998876846598984,0.035621771568131955,0.03030040186230276,-0.17167809978544013,0.0570382328329917,-0.027496991106324198,-0.07037988621765456,-0.01008612440191381,0.02397575272082131,-0.356231567087517,0.7766746004760283,0.17752975618978994,0.07095388519541612,-0.12077193193073021,0.039623396509014475,-0.05562048988718382,0.04482237651081222,0.40386781825009366,0.027858037176153205,0.011659602747621012,-0.28755958269628557,inf,-0.12859336775249086,-0.03534124275103756,0.008395652095098516,0.06410105071953232,-0.1710446931540095,0.02266324761629579
715,2015,8,34,-0.0036507573547382988,-0.014516826927241211,-0.02083648129290805,0.0787698837769586,0.0038120836964457006,0.22191608901860627,0.10793311078963308,-0.0435177301578461,-0.08121700955577194,0.5153413375094251,-0.13522083513675787,0.4475214907088072,-0.12975579882109767,-0.21170611773855674,0.2723396929183126,-0.0032940774876257795,-0.037865962914549245,0.09245656989623408,-0.0510695905742411,0.20436003744817444,-0.3034153997516924,-0.24059048284913498,-1.0,0.4457100744724867,0.004543200255056945,0.07394698876209471,0.04389479419318354,0.0011836450001658783,0.14749696746671037,-0.046905405166781655
722,2015,8,35,0.1723023504273502,-0.021453492623752846,0.22245118241585726,-0.10342822018261166,-0.013372272895008419,0.018166677074045623,-0.2852271811141621,0.14958316723573173,0.34687832528443985,-0.12240679782592045,0.1602875217024129,0.02921304363287236,0.24793279380717803,0.09150727220648602,-0.2660298707250889,-0.010182029898796241,0.0473121287649414,-0.007482965273787001,0.09514776680812531,-0.19892652230242447,-0.08657710221445025,0.6715660938105701,0.0,0.05627945661214295,0.06370681219088614,-0.01693750117504378,-0.003483287043689054,-0.03258774649989571,0.03956203192481755,0.07402075094603555
729,2015,8,36,-0.08965644690508545,0.07673342413174011,-0.1416135994720037,-0.07141066122807027,-0.12406896330256179,0.03904465787099087,0.08105253380395694,0.03254770181761213,0.013867523558837025,-0.4825540823447313,-0.09535646068042736,-1.0,-1.0,-0.08073040055399627,0.13418666518651845,0.19026199604168692,-0.08522819290234795,0.08558418838943416,-0.06785697022335746,-1.0,0.36411162653707385,-0.1291461332817987,inf,-0.27355008043349416,-0.006930492842413871,-0.025153446055558137,0.0015600445931769347,-0.06967913726850239,-0.02374297993513852,0.012331426898254616
736,2015,9,37,0.2142380246094615,0.07931772671499449,-0.14083186715246887,0.09174489260804575,0.10032930561156594,-0.1626110840174484,-0.06305204911794882,-0.028554326922782258,-0.011980758856320661,-1.0,0.005170318369246196,inf,inf,0.15144450611899662,-0.3290570280843724,-0.13189437984496122,-0.016697319386711706,-0.12056413362743867,0.06636583857143386,0.0,-1.0,-0.09635172020978333,0.03215265575387649,-1.0,0.04791393685475587,0.05089550598137138,0.02684409467190596,0.06117547670191836,-0.0733837589294154,-0.01933469367841323
743,2015,9,38,-0.023637927567905392,-0.05737919629667754,0.060590587577666444,-0.06072863891378988,-0.10714316943713331,0.2145637644965268,0.20317846681094798,-0.08785981323735592,-0.24356728472301215,inf,-0.024366246151287352,0.33477017364657824,0.36952868424810226,-0.3793965465789463,0.5891078607836591,0.0668110304335936,0.16590270221021508,0.06047590580651874,-0.19196487367612713,inf,0.0,-0.005185758197140844,0.30407383071501104,inf,-0.23456116597642562,0.11693065088983956,-0.06426741146521009,0.0056183226585759805,-0.06676023524762142,0.13021604590522773
750,2015,9,39,-0.06922685810690066,-0.015196405669527846,0.17383884454580012,0.0791701607904618,-0.08019331796083373,-0.25899070960007997,0.23733170734363007,0.1512251309418171,0.5891530572348038,-1.0,-0.060323302613355057,-1.0,-0.3194384293344882,0.19136234006902142,-0.1459070524454643,-0.1629418042563876,-0.23692426315510984,-0.05263996372615687,-0.022753716222993492,0.08589820359281441,0.0,-0.22169788032387605,-0.256395575200971,-0.08634665538873598,0.18520734378332837,-0.11985273146827746,0.09040928796355985,-0.10289679164065502,-0.09415107660520883,-0.10172754981738452
757,2015,9,40,0.17366863010614653,-0.04233296510929574,0.10224764889847093,-0.10230620574085092,0.004726834770793831,0.5686922134969048,-0.30934877646992565,-0.0557430116850407,-0.2879901206996891,0.0,0.07520342381515821,inf,-0.019733314477971664,-0.016458337214284247,-0.05259925338042082,-1.0,0.04383119206042574,-0.2960313559102786,0.3609456068233954,-1.0,inf,0.3052899228740136,-1.0,-1.0,-0.03502372518293195,0.10721684697128331,-0.06882946813745894,0.0019984612595260742,0.34265859639228125,0.06729289282288753
764,2015,10,41,-0.08040160199385138,0.16682372478851537,-0.11680574999617632,0.15248353738321896,0.24705673702712572,-0.2508701319162955,0.0008371079639928336,-0.14472216197559207,-0.26553786449057704,0.0,-0.045578737444272766,-0.2967583630091697,0.13921882137962527,0.2581088119702637,-0.09769858795405284,inf,0.15420249609801107,0.46138439205453774,0.02359908368449326,inf,-1.0,0.01686413520467034,inf,inf,-0.06068104695275611,-0.028041952897971734,0.0556983770943531,0.17101165216510283,-0.14244039405943543,0.002977533186451886
771,2015,10,42,-0.05024733308200968,-0.02117935876843302,0.08264012488395589,-0.08310519182935949,-0.027212719077702396,0.36082750181637424,0.3174795953961378,0.2588479014647591,0.6509163554243029,0.0,0.016138483215172306,-1.0,-0.19841709537000396,-0.1731840421528038,-0.27985899839464734,0.34624547620346635,-0.01606437968130847,0.3008256842281738,-0.12716937497118663,-1.0,inf,0.012329449443484686,0.2736950503523998,0.0020209468409049247,0.07997171885441978,-0.15081268082922628,0.06460716926013732,-0.0959605811135853,0.03537671684656063,0.07301104672038239
778,2015,10,43,0.039501262533139236,0.11699762075076303,-0.046128532847976134,0.1515920504327386,0.016628539572079548,-0.20536291342344104,-0.3205543392534881,0.05536488026028219,-0.3060889847600007,0.0,-0.22864708589684724,0.0,0.41644850673286693,-0.002553656371623303,0.8653426451331294,-0.16530228118048618,0.0711610592574985,-0.18678970499155845,-0.017813536696102528,inf,-1.0,-0.020602915867313665,-0.2968772968772969,0.3856822610757553,-0.06162538338744117,0.1668258861590397,0.019813019931932185,-0.019024565584454423,0.06582967336750056,0.03736032137705769
785,2015,10,44,0.00045275028117686134,-0.17672079777270078,0.0634570113488635,-0.13774941781715,-0.08243859276307652,-0.015921849445254987,-0.002677487864077621,0.0035882639131212812,0.46975632358206454,inf,0.19919154130272831,inf,-0.0808174689372958,0.19301095878741426,-0.3531063531063531,-0.01576323853092232,-0.18894492615418257,0.039645003470802465,-0.03308302178677325,-1.0,inf,-0.009079077390277579,0.42070366166895634,-0.5147407008563399,0.07015952688599558,-0.09073156466150034,-0.06939018891482795,-0.004903566587370567,-0.07237119486128851,-0.0853865486662363
792,2015,11,45,0.01790599827452577,0.024182111083658198,0.03436918046865145,0.10215161705511355,0.16464744235585327,0.06617316779560523,0.7248283100230439,-0.2226647723968329,-0.210466357624435,-1.0,-0.05456908653960546,-0.0859859446052087,-0.24611215595866442,0.05942477672992874,0.16036224582073766,-0.012420113348607154,0.20884499681472812,0.16686817411386734,-0.003394592175153366,inf,-0.06714165876828893,0.031974681963858664,-1.0,0.3680346557227543,0.1752898327461514,0.05602716385223916,0.0023781677786349764,0.09295735871241728,0.10108042489887348,-0.0023474082504112426
799,2015,11,46,-0.037136599192774344,0.15019018940911355,-0.10506353775419353,-0.1018116879728943,-0.1632553352332321,-0.08364930906639712,-0.2757626149768747,-0.0064073913141485805,0.025064430650840297,inf,0.03383469290808483,0.20608645086257038,0.19289009898334175,-0.09724222454226195,0.15164942829468164,-0.11440781440781445,0.0490054347702531,-0.1673942894095548,0.10147617555098609,-0.07422690663219644,0.04434881113654421,-0.005400535929047212,0.0,0.10075219714898376,-0.18686916018044086,-0.012757691559604045,0.01025329147175702,0.019379677976437693,-0.08568670907513853,-0.007504453286165669
806,2015,11,47,-0.01617795989774462,-0.07837534208825458,-0.15292265699489616,-0.06055698699625578,0.13325311938172257,-0.13819912185926753,0.08170745230803367,-0.0032721554637628048,0.06690982489066744,-0.26193491350473097,0.023540581333073574,-0.4242068721674006,0.04450028764872016,0.15830148833467383,0.26075663830884244,-0.014038078287354261,-0.03329359538077126,0.08789985811215217,0.01598915086351682,-0.036088287417431864,-0.14541154368720344,0.0155740683205281,inf,0.05039819927122968,0.045967237013017304,0.05668670943846177,-0.0113609068128665,-0.016399511772572373,-0.04756283833073238,-0.01859054861940379
813,2015,11,48,0.24509512290794966,-0.005146139258639382,0.28319912989203977,0.06478522650488805,-0.07478484536651642,0.02099271256788615,-0.03738028778420921,0.2767333716675562,0.29240930664807974,-0.13481927515822523,-0.022223807824949593,0.39821922014123423,-0.054664545191722036,0.12801811212580305,-0.2106196228382724,0.5317112238282291,0.06639221829574815,-0.19776950868615206,-0.004963736097905791,-0.09152599030586661,0.2804820601397502,0.0030933436444788853,0.4855116834890476,0.1337157902829027,0.017502010184937022,-0.028122291578915104,0.0558053598157624,0.056354706253648024,0.04910023795359875,-0.0015443763676308286
820,2015,11,49,-0.12177936699838154,-0.03477430204780163,-0.06551122033240642,-1.0,0.09285218332089396,0.148881027897231,0.38130862432632706,-0.14603184953042325,-0.4241409640720101,0.15292797006548176,0.08215703492529935,0.11836746915798302,0.2710212872559512,-0.09890153781207822,-0.0064940699841598,-0.3926624007170779,-0.12277209532550915,0.29136092121408264,0.19738136637279458,0.048312911653236146,-0.02906281615009665,-0.28235696143361455,-1.0,0.027403181922206477,-0.13231304164581303,0.0943135184177315,-0.07726203251639041,-0.05159268817536,0.004209500002756439,-0.07241792652055135
827,2015,12,50,-0.03686385036033368,-0.020841842655845544,0.08656408746226907,inf,0.04672347364032747,-0.01735842649274877,-0.18584898172986863,0.04654439061651039,0.21538907501658433,-0.06307607425678308,-0.09284556272038891,-0.3677653127705338,0.02189123812936744,-0.0009524952690687094,-0.2509728514160937,0.28272009839089884,0.42396165802391383,-0.10577352213251112,-0.2128498058826519,0.10508950508950532,-1.0,0.2941366344870806,inf,-0.09063734063734041,0.2313614942030242,-0.10780551900962276,0.0792113064653941,0.1906947728424251,0.08064084787607495,0.10768004902351813
834,2015,12,51,-0.0561431570321983,0.03794368149982463,0.02405556346044402,0.2746916098293246,0.02800316503607614,-0.05102966496547201,-0.12346845204556256,-0.04225604442286046,-0.235484004127967,0.449746263228086,0.03720241045057193,0.31294936947110874,-0.4638775769637088,0.06564396018634122,0.38626079086605425,-0.07185489992409422,-0.33844923896960466,-0.07512911017401513,0.1343726412760866,-1.0,inf,-0.16239257369170812,-0.14246087861882484,0.12697284661467223,0.12381219607833938,0.0408413976967521,-0.03864484146467251,-0.07747442707386998,-0.0014505101130450893,-0.1705616117900468
841,2015,12,52,0.0956924503607437,-0.1338685011204016,-0.03328284150320926,-0.07620958580146753,0.04185678609311072,-0.06998582335115178,0.09291096303024116,0.04849655825367938,1.1121214084649003,-1.0,-0.03761437205857765,-1.0,0.34536891679748805,-0.060551372916556656,-0.3550954814247511,-0.00835040718995872,0.09692276133712263,-0.42752534498213546,-0.10965138989217971,0.0,0.8241651759093618,0.14648495903355085,-1.0,-0.09095726981946217,-0.23973118633408663,-0.13624342814993917,0.011376503212068734,-0.07549181258687498,-0.08658900631201316,0.11056127476401256
848,2015,12,53,0.026298532234272365,0.10221284639577566,0.02086394235010336,0.09673314192597182,-0.09518553031600208,0.044484029312225726,-0.03904209490858512,0.03401513797069411,-0.2177380871225032,inf,0.19410070870930496,inf,0.4465107610527683,0.025968622309477052,0.19394638476813464,0.2638724911452184,0.047186379950829416,0.5640878616796048,-0.013373775788375508,inf,0.07898500388182894,0.06853673963081053,inf,-0.10224648384005453,0.3420252774945658,0.18288537281451966,-0.0091065448294807,0.10806385271270269,0.018733611945560558,0.12696971884428399
855,2016,1,1,-0.03262080501584996,-0.025233886468746802,-0.10935287906243085,-0.1490200151210085,-0.05254951507964878,0.13736851354404633,0.06025957804990645,0.0241099572580743,0.03729121278140868,-0.3021288728378635,0.06693196624854769,-0.07621236325588776,-0.22443098744615186,-0.09512514013959916,0.13176064864071613,-0.2221886419210375,0.017750297367866708,0.2936888412622316,0.046183451286828436,-0.5389664111190777,-0.025503463017664374,-0.04136348658115396,0.553169379979217,0.09618477898272038,-0.25862461924386315,-0.04357900989493979,-0.0018124102940131337,-0.0534420215671767,0.02754676225796948,-0.08239299490481389
862,2016,1,2,0.07386182867873581,0.06557611864663304,0.07059655655470154,0.14704824969324948,0.15495513649821957,-0.11179893899605708,0.10672491930933381,-0.041701377894229896,-0.2612044866954377,1.359730355440555,0.0880772913512069,-0.44744905698538706,-0.21063637072798658,0.176260246822727,0.05102515671621366,0.24097492052278335,0.0055668402583832766,-0.25604080609475655,0.015255887093687637,0.1576743629620767,-0.27265504570518095,0.00700889564486018,0.0805084745762712,-0.01862535128923748,-1.0,0.05627300823442205,0.02786717329580335,0.07848950019916123,-0.03366814538549168,-0.08351932676046736
869,2016,1,3,-0.18491684025896704,0.008621406705569656,0.13492432396376497,-0.025619632990880103,0.017095204693243105,0.01877318246624493,-0.2751089313539805,-0.026634544146263872,0.08272515470142072,-0.4760352041552445,-0.10521940001074415,0.444682369735903,0.24168919939058697,-0.12185583374675812,0.02473595109012261,-0.16423773198223834,-0.06616148247040876,0.11771341508079569,-0.04759427264548721,0.3941131893493164,0.39266717325227973,0.04404222592132179,-0.24532593739250075,-0.051732452061941436,inf,-0.11809878819115505,-0.0007772113128240443,-0.09558901487152605,-0.02608386005028074,0.05161336379738346
876,2016,1,4,0.16261984510627192,0.020675825354813604,-0.1525298023977153,-0.0688347710441699,0.03633703675661648,0.05749616215231712,0.04703993663824635,-0.04454099349086116,0.1621059817689301,-1.0,-0.038818176966592066,0.1709612850917197,-0.201473117358411,-0.12259880468585804,-0.0741823289412078,0.3190007492677609,0.06377954436188937,-0.05982777151545349,0.04580581664628758,0.5596145530916055,-0.1452713647524213,-0.06540771596715989,0.08125601827847295,0.07792088104337536,0.19173943552159667,0.05946363002556376,0.016371493634489864,-0.02073637923177507,0.09589758563593453,-0.02752886385129305
883,2016,2,5,0.01751197366176349,-0.04630768874608426,0.1079273679220889,0.035983253593067754,-0.10434493883068163,0.24377348973679203,-0.08580317862946374,-0.04445620766935654,0.003976592331503159,inf,0.00236897201883135,-1.0,0.07465000599857885,0.20956191060586504,0.09281962736329552,-0.19939235102486963,0.10909145833195666,0.04382785325423999,0.0876631641404757,-1.0,0.17371984290256215,-0.10585575372017553,-1.0,-0.0502481128611465,-0.06826433980471358,0.0677114865256141,-0.059042241120359384,0.04341603040363262,-0.03180046708279194,0.04364775527443343
890,2016,2,6,7.006751004734468e-06,0.06456750399126587,0.04178790817976097,-0.0827001957248985,0.08601223587562035,-0.21949392066824425,-0.18920840540880346,0.055069727024339654,0.18904017103634518,0.20945006706499214,0.14792085469178073,inf,0.0,-0.19596101958604184,-0.2573727250490855,0.07503843300831003,-0.022647622087456076,0.0005776428831389957,-0.13351871021579642,inf,0.044557894669751574,0.073563339740226,inf,0.019760483705527854,0.1138387991931038,-0.11830716005555131,0.07442763702998878,-0.008368064600156044,1.10247617737258e-05,0.05012806390318447
897,2016,2,7,0.005021469702437109,-0.011435895275275998,-0.07005168002918027,-0.12857986389111287,-0.14114786945741775,0.1552836355094629,0.566595194045493,0.11555984788369211,-0.12579987439455598,-0.3938721808301491,-0.23912178056577593,-0.03944072768018991,0.28881131492168155,0.15657985246329398,0.5056162371478166,-0.11202712027120254,-0.11226299199826695,0.0501091214885907,-0.2084999688417566,-0.1979777081489632,-0.008176315532558931,0.11747234595039302,-0.2758754470008772,0.030570756835945012,-0.018428531653682523,0.10987573814363283,-0.029839678725823604,-0.0513645954936911,0.05039650579270227,-0.02336192719975605
