,year,month,week,pct_de_마포구,pct_de_영등포구,pct_de_관악구,pct_de_송파구,pct_de_구로구,pct_de_중구,pct_de_양천구,pct_de_강서구,pct_de_금천구,pct_de_강북구,pct_de_강동구,pct_de_도봉구,pct_de_광진구,pct_de_서초구,pct_de_서대문구,pct_de_노원구,pct_de_강남구,pct_de_성동구,pct_de_은평구,pct_de_중랑구,pct_de_성북구,pct_de_동대문구,pct_de_동작구,pct_de_종로구,pct_de_용산구,pct_de_서북권,pct_de_서남권,pct_de_동남권,pct_de_도심권,pct_de_동북권
120,2013,12,1,-0.15586166903627674,0.05774928432193982,-0.07183903248068746,-0.03208723787771928,0.12707690000746164,-0.12827234107404806,-0.04728503471909096,0.4316370919209356,0.01577348172073534,-0.2373527373527372,-0.09147627317425244,-0.038433503412629966,0.0,inf,-0.2957358742960171,0.028857561147991984,-0.4579022869596402,-0.11602372323433785,-0.06865077587365487,-1.0,-1.0,-0.07019195444526083,-0.36672684501340347,-1.0,-0.13708129157171678,-0.05320893969082052,0.08530454300386614,-0.29209537621761095,-0.06468235828682312,-0.1017028344557046
127,2014,1,2,0.005639177034485021,-0.06360897922704012,0.10286100621671102,0.37592184688294705,0.10993393868627788,0.19283713144345693,-0.1463612457811867,-0.12621328492869222,-0.3219240048250904,-0.08427987278509785,0.2603263854625346,0.05734959685755636,inf,0.013543722335574326,0.8916559996696674,-0.012802914604302162,1.568297668422347,0.14691537782465613,0.05613481868636372,inf,inf,0.17436720582788023,0.1075365423822523,inf,0.6299853779055109,0.04201412722926667,-0.03465279063320592,0.4704524343674119,0.19784545460221148,0.13758190363311207
134,2014,1,3,-0.07241444054281865,0.07673150206201096,0.13577643155638652,-0.164992830275692,-0.08616983167402525,-0.03830352440057716,0.060215781069812735,-0.0368728535822348,-0.06897408730003018,0.40953068266390025,-0.08572223494333375,-0.30150164242139843,-1.0,0.22974289305131967,-0.22568533985271366,-0.09639486162471667,-0.4080380436577392,-0.04690245848052821,0.07653865319390651,-0.14537460491233012,0.08792759796432503,-0.15401725217521334,0.24108452154378957,0.9501458941225509,-0.179723145928389,-0.05124842926872564,0.042719166688673704,-0.19556959058752477,0.0007410906247962146,-0.11291972323143484
141,2014,1,4,0.04219818601526293,-0.00255162309335355,-0.19830163072747276,0.2813094893511703,0.13457479311953868,0.0,-0.07514027684085556,0.05193070664594557,0.14995223108913125,-0.20595200000000002,0.027624800381328862,0.44667450453476665,inf,-0.24430132977668695,-0.4242099625066953,0.15415106728961048,0.009825552852966934,-0.020894033692238856,-0.13715688294089712,-1.0,-0.19775406291413822,0.21910569554762627,-0.0618281462114737,-0.015624999999999889,0.014518714056754867,-0.032758102058077054,-0.031675508382714934,0.10396317315465375,-0.012426454432264866,0.13014579372637858
148,2014,1,5,0.0708766840534436,-0.1076436268224642,0.05191768836972854,-0.18446947771494726,-0.087649838752206,-0.20114110452822265,-0.03904218025556949,0.19967776332289655,0.5338611345282165,-1.0,-0.03739868078649644,-1.0,0.5578140830800407,-0.09144265758891879,1.6331456548347614,0.08834848502901282,0.5262418635099915,0.3050108057298486,0.24410764053159761,0.0,0.013913764222411418,-0.3415502742672113,-0.26639798920645474,-1.0,-0.5011244308149799,0.1919658994406166,-0.010612351372212836,0.31567368883037106,-0.2701737038135731,0.07467867433086117
155,2014,2,6,0.06606038956528604,0.07164651438217517,-0.004885184238156648,0.05695679123363684,-0.046100627812260986,0.1364946126300144,0.32301197375775925,-0.23855048426718417,-0.4651017563423474,inf,0.07854731569203977,inf,0.007845209544327325,0.14453374373005,-0.44154177977762077,-0.19968001651527667,-0.28846004684857973,-0.209802629958876,-0.004108536296996923,inf,0.038287290448900224,0.33617227081576195,0.24639295759213953,inf,-1.0,0.002745138081623244,-0.01940527888001653,-0.28870576269234216,0.21360569410446995,-0.10625492790998148
162,2014,2,7,-0.1041537117870579,0.0171225593139952,-0.04126646087637109,-0.021558147373707093,0.0697001392749872,-0.10705018359853136,-0.2797379292081372,0.1716735385517969,0.677269193999446,-0.25237214121826657,0.11075324185791335,0.1729396771452847,0.2657497781721383,0.10668486082959405,-0.050774096886965214,0.18897037701448616,-0.2001002877823319,0.12678533788489266,-0.06975244800905922,-0.03167743421557767,0.12874741913282883,-0.1295545236245499,0.43011209612425816,0.4995028255566194,inf,-0.0990445455394875,0.02711272304568002,0.026336122240590898,0.12048050193696769,0.1275308764302039
169,2014,2,8,0.11513193474454098,-0.001525948843304037,0.15275739720829984,-0.20145166891107902,-0.025983533095382594,-0.06583013170725982,0.1918344110889072,0.039870995044918534,-0.39852177387135435,-1.0,-0.26006478061550664,-0.1473688022889429,-0.10706433419367167,-0.18093412354479133,0.4709425264318283,-0.1350654057225693,0.21955420852662066,-0.0821005598952731,-0.10302822286927105,-0.34059707071736844,-0.1271470120177799,0.1212309996947174,-1.0,-0.40025206761343046,-0.06380694020571942,0.014410707578348392,0.020899987729106728,-0.0019710157472163647,-0.12312170914788567,-0.14281254762374196
176,2014,2,9,0.0420316656272095,-0.06549898351219319,-0.018005288200292124,0.010910703035676761,-0.020657110325091765,-0.009923280090554654,0.04813038316243934,-0.049276665926258234,0.6342680014549824,inf,0.32519716960271206,0.15662433098292428,0.07516861149769838,-0.11139924840120441,-0.024795098720516662,0.21972485759035898,-0.22228175685138696,-0.05155322546626917,-0.03393635112914495,0.6632954120875583,-0.23644932496938031,0.15225378533041023,inf,-1.0,-0.22089316257743663,0.05609968910930996,-0.022784416124760898,-0.12646822876031538,-0.04893402201755026,0.08007950807249653
183,2014,3,10,-0.10364187346024056,0.08888912731707532,0.022579079398148405,0.09119134559646436,0.00907432752632964,0.07623124706241047,-0.1620673122074432,0.029304627309311826,-0.16324934872900532,0.8291080894215255,-0.0004491363511215374,-0.016397807504797357,-0.2964109865928519,0.23143394173220577,0.03499666843942362,-0.020131300573622002,0.20344864662675044,0.13966579833534531,0.31660225286463395,-0.11727343144848956,0.553007477524732,-0.2320377270012931,-0.17106356162814007,inf,0.0301419800460474,0.021194973237804948,0.019147972418807502,0.06938519700335188,0.04572287799449737,-0.030557643484293684
190,2014,3,11,0.04911397883378599,-0.06197129731008366,0.10612370444545816,0.07973214717400756,0.08522938970534821,-0.06131229196666743,0.018832252850645936,-0.1742338361075222,0.26799002622972057,-1.0,0.13774649258870242,-0.1205906787017762,0.16596497434990276,0.10974669954260952,0.0768852768852768,-0.07347638338601259,-0.22026194512762953,-0.10453322331987891,-0.1259596470667197,-0.1987363987363987,0.013502050049484016,0.04866854701975942,-1.0,0.24609589382826935,0.10690554067935798,-0.012017191954306838,-0.0203004799949833,0.05124658054782727,0.062478149899118485,-0.0595482223945446
197,2014,3,12,-0.057565026022510346,0.005644700511040712,-0.08905843075109465,-0.004936186774493478,-0.006074628652266156,0.007450253057118328,0.10790288074897725,0.07495258268737182,-0.30227529658535257,0.0,-0.3300805035629918,-0.015857852502865977,-0.05647530040053417,-0.06804448879765457,-0.022835568114008886,-0.00763963963963965,0.044820058807347074,0.10075954883629223,0.14194579371232408,0.3104520763974066,-1.0,0.35390138405025184,inf,-0.3987407659506317,-0.07308847869454016,0.0013546779886837168,-2.7775593197110204e-05,-0.0458258816139564,-0.09898405106412278,0.04963409407300845
204,2014,3,13,0.04251036653651741,0.10968399644781601,-0.017323198212572555,-0.1392880229166188,-0.07838104898211185,0.04855633216841437,0.021076340984154562,0.15787324901532807,-0.1499749884092627,inf,0.25149891858841555,0.12731077029271543,0.20647182165506783,0.05401154255443119,-0.32627998608039677,-0.0408617183528216,1.1185226472257748,0.11548921368544574,-0.181308977513726,-1.0,inf,-0.13223966601987425,-0.24492598235615004,0.5058185026720163,-0.08753681229603993,-0.18906537100470944,0.039796114576929664,0.11733363990719115,0.03285452638848452,-0.039619676465803444
211,2014,3,14,-0.0482715581790879,-0.18949898031445822,-0.05465978503465252,-0.07388914667381186,0.04987750120677248,0.010185254988473558,-0.20056981515128236,-0.08479777682510004,0.10906096261289866,-1.0,-0.08978911753124585,-0.057518991217159976,-1.0,0.04172117022674704,0.791342452971658,0.07235142118863047,-0.49297266542381923,-0.16170363797692988,-0.013534492873970128,inf,-0.1794525785484561,-0.09612220006582373,0.4419062328732999,-0.15978625391560708,-0.17292197507058749,0.17335898835123542,-0.09625423370426356,-0.16564120933244253,-0.09529429164792225,-0.009279199099863189
218,2014,4,15,0.08097523447975852,0.046878879318576816,-0.03937547228277727,0.31828467659795656,0.03545841885465317,0.004011029151839152,-0.10018886446573749,-0.12457334623708427,0.054812470880571285,0.0,0.06427366880242746,-0.03433153994518323,inf,0.08693781060798123,-0.23390164727330232,-0.17031937272901132,0.08120313318064243,0.27309732479299353,-0.05280488418586993,-0.03094122875995764,0.8036947703102733,-1.0,-0.3588656035659369,-0.33221341099687707,0.5603247293921729,0.03111399262259895,-0.01004800891224289,0.14222144380366486,0.12017863528770656,0.07166378666666673
225,2014,4,16,-0.1546442760043606,0.14861825022933295,0.1430867439333574,-0.0733954522460859,-0.008129238396395677,0.12512205655913178,0.12583696919953358,0.20742518174957159,0.29541828086610056,inf,0.025377769557343832,-0.28521570936002016,0.21511214974683246,-0.17618071342566122,-0.3612743431596328,-1.0,-0.18331763016802405,-0.16623215431028326,0.0023201954204667974,-0.322890206040079,-0.17487767072911287,inf,0.437448631751977,0.49276847290640413,0.324403888399726,-0.1930979386374273,0.13167152391067938,-0.09479760853135022,0.14668807995452404,-0.027765852966803672
232,2014,4,17,0.08002406437071641,-0.07035928467934216,-0.06919222924134105,0.06598443724304826,-0.13074373188282595,-0.08506917642433709,0.012250425456038938,0.04542575674408367,-0.34328968903436985,0.007338946141051794,0.04153611689429049,0.4539208188716981,0.12133267968926775,0.21556691082694712,0.6503446877534467,inf,-0.054240373984521306,-0.0005896565390569597,0.03681878170234465,0.9941121300541891,-1.0,0.1867956019753254,-0.3558011360440919,0.6856833601731829,-0.19918878263672501,0.1878989157182407,-0.07713696252016278,0.02978865542860798,0.003166820074014254,0.03775138270279044
239,2014,4,18,-0.016335998204963342,0.0064287636303062,-0.21065322071640813,-0.14908571081039246,0.12103888771261206,-0.0007606946960388994,0.20672152436131164,0.026530385869116158,0.07254528671974159,-0.08972373057347616,0.18930884636059853,0.06656362616257727,-1.0,-0.13615351493634686,0.14286043368757317,0.03830204125454606,0.23759332287570745,0.16516051785997887,-0.0066917082865081134,-0.24326513548117368,inf,0.037964130891798176,0.32276979935105565,-0.3114154607529912,-0.029881660774303542,-0.014387499544827431,0.042023434715569685,0.035127688070741625,-0.06108386867420046,-0.013606086434952647
