,year,month,week,pct_de_강남구,pct_re_강남구,pct_de_강동구,pct_re_강동구,pct_de_송파구,pct_re_송파구,pct_de_양천구,pct_re_양천구,pct_de_중랑구,pct_re_중랑구,pct_de_강서구,pct_re_강서구,pct_de_동대문구,pct_re_동대문구,pct_de_서초구,pct_re_서초구,pct_de_구로구,pct_re_구로구,pct_de_금천구,pct_re_금천구,pct_de_성동구,pct_re_성동구,pct_de_영등포구,pct_re_영등포구,pct_de_강북구,pct_re_강북구,pct_de_도봉구,pct_re_도봉구,pct_de_노원구,pct_re_노원구,pct_de_성북구,pct_re_성북구,pct_de_마포구,pct_re_마포구,pct_de_은평구,pct_re_은평구,pct_de_관악구,pct_re_관악구,pct_de_용산구,pct_re_용산구,pct_de_동작구,pct_re_동작구,pct_de_종로구,pct_re_종로구,pct_de_중구,pct_re_중구,pct_de_서대문구,pct_re_서대문구,pct_de_광진구,pct_re_광진구,pct_de_동남권,pct_re_동남권,pct_de_서남권,pct_re_서남권,pct_de_동북권,pct_re_동북권,pct_de_서북권,pct_re_서북권,pct_de_도심권,pct_re_도심권
64,2013,11,45,0.08094317668481743,0.007030906533016967,-0.1902758645964402,0.2027467811158794,-0.19236355624926904,0.3698715629522433,0.10635770234986941,-0.14487461504619448,0.23210022190387902,0.26321036889332006,-0.06795174424985295,0.17326726148898874,0.009923993746371984,0.03081401184382182,-0.03931757143196157,-0.02253893623273595,-0.1919602208221427,-0.10025452488687803,0.0996647545258138,0.26666666666666683,0.06494393891782368,0.02436440677966112,0.027359806565609324,-0.12645717181956417,0.4535680930548478,-0.05120927936821307,-0.20021472709175625,0.14320914058619016,0.23721521999798667,-0.03239960904194428,0.02110091857563612,-0.009690462911321807,-0.20683952687589902,0.2879754786191646,0.33952952164458305,-0.18339829347940584,-0.12764669111518612,-0.12359671848013831,0.47043004278753164,-0.03476482617586907,0.6267613195728685,-0.27434210526315805,1.1965448153328553,0.06765261170547521,-0.20073376973179435,-0.19440063091482673,0.1867868725817925,-0.21018525577494873,-0.6957439156673537,1.361244019138756,-0.0849153918191703,0.08728665398988955,0.08953329258964504,-0.07138333437156086,-0.003433351206083901,0.07623329191611083,-0.10808405470256399,0.03601272534464517,0.1579206048325914,-0.10933821606068539
71,2013,11,46,0.06599366440303989,-0.03408576205025149,0.2575204567648568,-0.26887444690265483,0.39606049511762453,-0.09492273730684342,-0.11284765242427464,-0.07300509337860761,-0.2734465971744834,-0.15827818590249532,0.12910922320988205,-0.08040701211082213,-0.18524371432476583,-0.06734177215189852,0.26561656246592835,-0.031351866724502964,0.3486679814635114,-0.014600373080786211,-0.12255772044875612,-0.1557017543859649,-0.16710535237370538,0.04214064115822125,0.09004091534506453,0.30809399477806765,-0.25605516481751334,0.047650489710575616,-0.07671306868375871,-0.01743377598553897,-0.07639693120362234,0.03284618195104039,-0.211845874742687,0.041710665258711366,0.1106506014687747,-0.09245786516853927,-0.2091031058365741,-0.038871689026487743,0.5617256142895337,0.008246773685867348,0.7140432064074196,-0.2588899966766368,0.09601684448981063,0.24204081096351193,-0.23469982032589176,0.00017683465959317246,0.07210146592527922,-0.1350954478707781,-0.2150115297873958,-0.1567567567567566,1.6028055879723464,-0.373719464144996,0.12427786157961185,-0.08184888752965092,0.07002433393648233,0.06310211184054393,-0.04619125418723946,-0.026074810610571486,-0.014878236799023559,-0.06430057618437901,0.3372943558684316,-0.18061674008810547
78,2013,11,47,-0.05661221057353538,-0.058732042959172226,-0.1514199617200449,-0.07594978856591073,-0.038549174257086816,-0.08765749411362955,0.2729796958842998,-0.10909014357290259,0.027295346963996048,0.036270711400544275,-0.04567818205417373,-0.04470619729621239,-0.006901972813896262,0.1114006514657977,-0.33146026668358475,0.02748418036547462,-0.0479481717995085,0.08344601446825739,0.38625625451729984,-0.059804393137726675,-0.09963112147551434,0.009912310032034188,-0.25904092143223834,-0.44341232065782943,0.34120913016656407,-0.19159663865546228,-0.24480247345437312,0.14635486418735644,0.14429233465647395,-0.10901896575248993,0.10177487736108026,-0.05520683067565979,-0.08186141710359496,0.03765263011281861,-0.05148754256228727,-0.006929133858267766,-0.37660290986182376,0.44005994005993965,-0.4694348882748278,0.35695067264573965,-0.05536547216713705,-0.1702775897088693,-1.0,-1.0,-0.014268705053102848,0.22316544048292752,0.7136953375513806,0.06944444444444442,-0.46761723343642214,0.17611108614568804,-0.05043138433223249,-0.09077046396971833,-0.07041056987020355,-0.12489202878458117,-0.06762128679762214,-0.026839432982126987,-0.005083549513159258,-0.022173977401687917,-0.32628693037663126,0.28279569892473044
85,2013,11,48,0.32181935969664055,0.04391869025294293,-0.04615800060344577,-0.13426842718738674,-0.09150941223502917,0.054302600472813545,0.12780275081941594,-0.06566943371414458,0.13654716607905426,-0.099276111685626,-0.09588063143421066,-0.08896940418679555,-0.18810431445810483,0.03255478402020029,0.6058993416143457,-0.0708456132396279,0.11563072508213357,-0.16110513096519552,-0.12315118509808731,-0.058663028649385995,0.27719760900140633,-0.11961722488038251,0.3846457209015912,0.4701562683585949,-0.3784278552044523,0.1702702702702703,0.4887218329718417,-0.15894095575370493,-0.014553807589920198,0.02461367116803559,0.10119125562717901,-0.022885459222272697,-0.14948098645479369,-0.20207634228187898,-0.0716818690417903,0.3258348058538352,0.48422515147867307,0.09157127991675362,0.836050027165679,-0.27917026793431277,-0.024686521341681145,0.05548755609955114,inf,inf,-0.013982432576072457,-0.056138186304750204,-0.3429347373218443,0.5980210265924548,0.9076947020245898,-0.08711600183402113,0.0922251079866172,-0.04042648368638391,0.08386598961164804,0.06300070171334982,0.10930248494575978,-0.028845561273225018,-0.15371435609800055,0.06980175328023841,0.3543812474425674,-0.17384744341994962
92,2013,12,49,-0.1888082117624197,0.014338394793925735,-0.0827612852694879,0.38695447342498634,0.33102079486112856,-0.0390235516589309,-0.1595638952743833,0.25978708791208804,-0.23257969762740638,0.07546185158125462,-0.031093811453257625,0.2825234500509597,0.23303519168861597,-0.10671397379912673,-0.2540896985449621,0.138795900939368,-0.018460458276847502,0.1893926432848585,-0.16226974380690262,0.14347826086956528,-0.1952503605266076,-0.36006433823529405,-0.17100546573088926,0.09109243697479008,-0.09432548862456525,-0.1958311126902349,-0.03504181144120655,-0.07436662187407816,-0.17182539218052628,0.07071017771643873,-0.336197089761753,-0.12480100243418957,0.09134931042131811,0.32284773125204014,-0.15469248890273324,-0.4199060230670649,-0.1617092354585804,-0.21609552957704103,-0.41844381969061095,0.3909272581934453,0.06200852217702901,-0.17910063136193766,-0.7129682294629073,0.13253012048192758,0.26148765190121503,-0.15960784313725473,0.15868685897672896,-0.39346528084918164,-0.17099411584292268,0.006906077348066253,0.016540979540355494,0.13889498498803277,-0.038884741211872687,0.07887748607661993,-0.15729821830205304,-0.17057121722969437,-0.043190683328805046,-0.16124299324083236,-0.1527734346683255,0.09272447982125409
99,2013,12,50,0.04497163728753928,-0.0324438764805729,0.29704881696016305,-0.005358987603305665,-0.13258533438525688,0.22989266547406095,-0.3677436450783409,0.1882221227048808,0.4366085982070087,-0.21535326086956508,0.4956468282936948,-0.3129965740943217,0.19093991236202856,-0.15252383938765335,0.32834685679667275,0.02697352140559306,-0.1549793650400888,0.032496643651707346,0.48011929434362854,0.05399239543726253,0.43826402758702443,0.4337921404348686,-0.2315033960436369,-0.12334061502268534,0.972831529504439,-0.29160530191458045,0.0035553567982862244,0.13896476372575828,0.2403226900556923,-0.01623190679794395,0.40572944480449324,0.32598788902971454,0.45306434001417917,-0.16217330036425537,0.7580575044551985,0.8821796759941078,-0.08000893685766308,0.07039170506912473,0.4237807768556128,-0.09138273401097075,0.0656319816164066,0.029602888086642576,4.05588110403397,-0.25,-0.40113953643088485,0.2560980783099305,-0.018682044536854736,0.14044298605414274,0.5202324613463645,-0.13786008230452673,-0.0022142440815077213,0.012861649065455616,-0.10170841082110216,-0.040501160893822274,0.23033090031828096,0.14855685773209681,0.532204041712177,0.18802070495439938,0.021434068748187984,0.018712916476494756
106,2013,12,51,-0.21808469292866028,0.13151185407138644,-0.14724370329147551,0.004401168451801496,-0.1608298240922229,0.045560549422311025,0.15404951498150576,-0.055450226870885855,0.1410677457289582,0.21111111111111103,-0.27101494217777955,0.22299507389162576,-0.0708512289067692,0.4092634055633564,-0.09252623843237395,0.053786574870912096,0.053032567584593515,-0.03572088212478286,-0.17248951545701685,0.0010822510822510178,-0.15720420871805907,0.2367549668874176,0.6977867998698528,-0.10845313398504897,-0.13814401678723287,1.0371621621621618,-0.26681683333253614,0.0784619381657572,-0.03239336843229268,-0.028030627543371378,-0.20426166446449823,-0.2520700342307336,-0.4587015743511046,0.11706837186424002,-0.1909100261705058,-0.07497928748964378,-0.0627458355075835,0.22376493380690987,-0.02445563313799559,-0.22443057067033256,-0.11599774480613512,0.11600881586856326,-0.5132531537130667,-0.08156028368794321,0.9994467558933102,-0.3125,-0.14221213412435663,0.28801611278952666,-0.35800966908562804,0.3640944046671972,-0.11340987425292315,0.04287384909327563,0.05639536679942947,0.01910894270784058,-0.10154894915631774,0.07956536978618978,-0.3371043940677344,0.1009060663976784,0.12792918365307893,-0.23667983716475127
113,2013,12,52,0.2580034420103794,-0.12056295659647542,-0.027567610827067046,-0.2573605382085479,0.030468882903799788,-0.004068039542186819,0.2965391154507646,0.07616899714328684,-0.1422735392086889,-0.07268877911079774,-0.1355169127272865,-0.08673422806537012,-0.03548721842263036,-0.24174980813507263,0.054000532280179314,0.04419243476001311,0.1786488468365086,-0.37296965982224983,0.1958770970471102,-0.13297297297297295,-0.11718335932965607,-0.08007540365543808,-0.021492174556955623,0.1816166760988489,-0.1592262619855387,-0.2404643449419568,0.7819615244125171,-0.23946037099494077,0.09949650024556433,-0.03226277372262787,0.1569362444863862,0.13490529570931575,0.24818833679428187,-0.13701453104359307,-0.0677846078455131,0.0262036813760953,-0.2547595214156314,-0.09066256229844616,-0.007626154056210477,0.27619270346117886,-0.12536542328254485,-0.03964691801316589,2.424553532913468,0.052767052767052736,-0.21433524323929787,0.38601823708206684,-0.05856841260591705,-0.04612978889757624,-0.029672306591711828,-0.014491729110702845,-0.0022319021928824956,-0.09207856797917646,-0.010537137780753492,0.07402297021826709,0.11750289710726136,-0.055767761650113656,0.07141762365790272,-0.06356740559213636,0.048134645334843684,0.28988078898866765
120,2013,12,1,0.08114273406451655,-0.007299374467027997,0.10688264076372134,0.15904481438213947,0.21368345481084194,-0.12617142857142905,-0.1043271541964762,-0.1935941890356908,-0.3670117787706244,0.07371167645140275,0.5680642365952122,-0.09367189843047108,-0.198856416909866,0.2645429362880882,-0.12506851387222706,-0.011188637168480509,-0.14869236581853473,0.5711574952561675,-0.12477956427060366,0.3009143807148795,-0.014453493682447638,0.1106200997861726,-0.10140520193289349,0.028178008381560815,-0.2092343157613975,0.2379912663755459,-0.40928390169093265,0.35304262133530395,-0.05630699767718961,0.012257228021868016,-0.03017666313177747,0.07772838089774825,0.21343523688362498,0.34308683061762557,-0.24747916695893712,0.1522137150466043,0.5820824343126771,-0.4418070444104135,-0.2935500280570372,0.33644859813084116,0.4746884476614206,-0.06667705250038902,-0.547790598075276,0.5599022004889975,-0.3322036417688592,0.3087719298245615,0.42097557440023214,-0.09016393442622961,0.5793534759398988,-0.3480279135540595,0.22254229737970443,-0.009598635677518397,0.16198582944254913,-0.13644535037617422,-0.06135804437276682,0.06597247664407324,0.16695287937948744,0.21012350830826643,-0.3571349650577935,0.35823965909925803
127,2014,1,2,-0.015010736479438958,-0.09989270467625633,0.08500027175008795,0.0958496799504438,-0.1668756753942614,0.069159811452701,-0.11743157696704154,0.003083377562109524,0.5549278836452856,-0.07225597407857443,-0.0023983601001220656,0.12816617532037822,0.6074724582038022,-0.14533368584054085,-0.21725416156939137,-0.1855800406660436,0.013680825332172297,-0.16064391050089,-0.18535772023410535,-0.153811045184847,0.1418478881337526,-0.07979229427620138,-0.012859388351505019,-0.014557835109037187,0.5825954970908169,-0.12610229276895957,0.2308007399213261,-0.09456872333784194,-0.017626403801654034,-0.0065827745082991385,0.11002803891957535,0.20010324179227745,-0.1409541751400447,-0.0860619469026549,0.48732183159393516,-0.21220657276995325,-0.06243326762859425,0.3457182049774643,1.8389368114737064,-0.43881118881118875,-0.15154153282699423,0.1497245868803201,0.6299721448467965,-0.6355799373040752,0.5333437207852916,-0.09964253798033973,-0.06872921469814142,0.010135135135135087,-0.23904193291910836,0.3342842323651456,-0.07181547574699332,0.036294222288542954,-0.09709426977862012,0.0024543101873917283,0.0479747843023528,-0.018357429871891817,-0.04333825338394737,-0.13713092339821575,1.1084804156128234,-0.28822415751609254
134,2014,1,3,-0.15956730327464275,0.27957100979248595,-0.025147374186192284,0.06606241551343528,0.0564701585569114,-0.038232871069614593,0.10766352172652494,-0.1914170813669498,-0.09010125309562522,-0.1752979568671964,0.0875273836226711,-0.07509916005599637,-0.27861379582990076,0.3580524569189558,0.2549850777280991,0.18402777777777768,-0.02827148467745355,-0.09314829890758991,0.8563279191818616,-0.015821646889608187,0.1254909924598384,-0.003820965052927061,-0.026748220970461922,-0.21626805658972448,0.014208581983518043,-0.11738984191052804,-0.048142721661839305,-0.050633666674622435,-0.08066840135296638,0.06813607628458307,-0.12131198100418239,0.013300331574277457,0.10864299797394694,-0.07995296884185799,0.2778295473640795,-0.14225009068767136,-0.02622557869413711,-0.040292986952469745,-0.43717074578741155,-0.06254493170381037,-0.17161937023209028,0.280885471898197,-0.2969786041424566,0.7182795698924735,0.08132400404527207,-0.06906534325889158,-0.036838237643375016,-0.06874767744332944,0.4583584464835946,-0.2372448979591838,0.047442694220726445,0.08521349239658993,0.02517392831539844,-0.1405173869382459,0.022393093544996967,0.04055988318983772,0.1374725858648398,-0.09970238095238104,-0.2631652396476629,-0.06983927596964645
141,2014,1,4,0.1497408693767166,-0.17414273541107572,-0.0963737882120499,-0.11652236652236636,0.1711473394551053,-0.06136817520224713,-0.1276691117095906,-0.001583812140894869,0.04757534523230156,0.17972350230414746,-0.09630901556692106,0.18677547145699802,0.04434033035577856,-0.1227321237993596,0.22186495002025297,-0.17194258373205717,-0.08111321632997226,0.19513013761327902,-0.2239518147684605,-0.02995981001096093,-0.24906298209308386,0.13331205347503228,-0.16198816040009978,0.4201130748341717,-0.06662780690869807,0.3942454268292681,-0.050684104398546426,0.15398152221733397,-0.15443994425377394,0.04633883839782538,0.0354799339862244,-0.16733493718257186,0.013377347581959409,-0.16052205034993838,-0.08679758564991935,-0.23666827775092636,0.09937253334954832,-0.02503884660018496,-0.06262589622098724,0.1852419904567144,0.1412519339865912,-0.17556215904554917,0.5762717357836222,-0.028785982478097827,0.134820296219605,-0.17127741205928682,0.023386187222185217,-0.174780526735834,-0.3628337322990408,0.18082497212932003,0.035551247533360364,-0.07559651566130499,-0.060339161328349156,0.20412045912300814,-0.17336734354191485,0.038159786545746366,-0.013051473415839787,-0.14357589195726694,0.08731619880983588,-0.042709523781031655
