,year,month,pct_de_마포구,pct_de_영등포구,pct_de_관악구,pct_de_송파구,pct_de_구로구,pct_de_중구,pct_de_양천구,pct_de_강서구,pct_de_금천구,pct_de_강북구,pct_de_강동구,pct_de_도봉구,pct_de_광진구,pct_de_서초구,pct_de_서대문구,pct_de_노원구,pct_de_강남구,pct_de_성동구,pct_de_은평구,pct_de_중랑구,pct_de_성북구,pct_de_동대문구,pct_de_동작구,pct_de_종로구,pct_de_용산구,pct_de_서북권,pct_de_서남권,pct_de_동남권,pct_de_도심권,pct_de_동북권
303,2014,7,0.09766119256958028,-0.01469858562764248,0.004040752409537163,-0.0510512512867366,-6.991501019848467e-05,0.08223115519101509,0.08344511640065089,0.006704431515554221,0.37060288790206,-0.0791415886067901,0.0193319698938188,0.013286029214661044,-0.19246385372643193,0.03427526544661097,-0.07767237506650415,-0.020894234792807276,-0.027293816265224313,-0.06223207502582839,0.059100502558396384,0.11700854239577341,-0.06970948494406515,-0.13838270085290993,-0.06619134613070932,0.13879823104284505,0.10782957246407987,0.042969954855958115,0.05636052003540093,-0.00874029582281588,0.10201360056113007,-0.055911775752498394
334,2014,8,-0.07645181504987397,0.005864789378045909,0.011319306004079044,0.04618571951303729,-0.017280593858610693,0.12962447014938006,-0.028360041825415183,-0.08511755948488675,-0.14942811367177422,-0.08774796493034887,0.114185357168888,0.005572254221142936,0.2182686534363607,0.07537666741940718,-0.020071478639538287,-0.03929095444208042,0.02075462628764657,0.05580319547037216,-0.10769736352588122,0.1190928969195415,0.05336959465912616,0.2785625558525351,0.01322481794071817,-0.03865268889335027,-0.11818308972773717,-0.07587746232512904,-0.055896206659224346,0.03152471962826042,-0.007403964153415932,0.08935746351704688
365,2014,9,0.04372791207905413,0.007625529660917563,-0.015042043235695801,-0.01159445835894135,0.030374937207491737,0.11410911705362192,0.20252134895872653,-0.05395211892460594,-0.03094234893826786,-0.061450681780913397,0.1169615846855303,-0.03947383920683234,0.024010244582468365,-0.03946399083298302,-0.023532565851357323,0.028587030487784215,-0.022764418622855498,0.03894180592881935,0.23407453623322216,0.2826090566413708,-0.03662393873813852,0.001790938800610098,0.41534260081615404,0.07920295668118271,0.13260021417921242,0.029336885173639526,0.015222063909278383,-0.01311330839118352,0.11345313829361259,0.019708029945052052
395,2014,10,-0.055740928907965004,0.011300712922643452,-0.008695748102904965,0.0031784793175475556,-0.009906165169534464,-0.13149023281855676,-0.11390698949885569,0.04591535514229306,-0.16709479603885047,0.29331102330457215,-0.16602910678616278,0.020654501453448493,0.12902405789724347,-0.007666462204123592,-0.021105385171009572,-0.05404944108745968,0.03474826609296344,0.062093467485995424,-0.015847362784875196,-0.22727343345416873,0.25960990150336927,-0.13928433562627762,-0.308278184140253,-0.15279026242085558,0.0719980421163382,-0.01542117789483688,-0.011901857060103715,0.0059863905719927946,-0.07519293428347507,0.05934830914730371
426,2014,11,0.013801102720725211,0.05849179274977123,0.051100895796200474,-0.028807070018754488,0.03065788058600183,0.020979420564197993,0.05202081758963617,-0.00703437720744049,0.03337823091680803,0.04418818366948951,0.07324645479203795,0.012157645225420621,0.14070591355332773,0.15118879284136244,0.17641641566069022,0.09090509545392123,0.13912092443063373,-0.04262712837751148,-0.012134480014129978,0.08244227231450241,-0.10939772934633885,0.1091226711927662,0.018016531083434817,0.11054847243599708,-0.013066266488852674,0.046544496842337635,0.03755797263201344,0.09450960464393554,0.022214259377308254,0.1041265620379801
456,2014,12,0.04815160717780809,0.020500734745409366,-0.08541352279090719,0.030887583028126553,0.04789776883799579,0.15264752802512294,0.09907756103392429,-0.06225043297100685,0.11413859457591458,-0.13635137946542597,-0.047957901653256085,-0.05303015313996273,0.02422745760764844,-0.027968997730287604,-0.011255914197749295,-0.059698008486475884,-0.07337011933973525,0.005350986632717936,0.03545030688223649,-0.06521582102797485,0.04608416822261607,-0.000962435718975696,0.07869884815315209,0.03567988924336363,0.03741519347658606,0.045875712004372016,0.016132589703119926,-0.06309611580305285,0.13365827943087694,-0.014369564258159495
487,2015,1,0.05694357213819723,0.048985668914907965,0.10907013702089263,0.02425836821450189,-0.05524551690654034,-0.0993196996599981,-0.10614139119003385,-0.01137749082731887,-0.16100733003046952,0.09497851745765207,0.16733376166254454,0.13410674146543577,-0.28073011460056385,0.10335062070961176,-0.0417353695278716,0.0052195128781356015,0.08571448556447092,0.023724975267783055,0.09036883631411285,-0.10442768989612417,0.03799872893988265,0.11155845460196523,0.015810825441507248,-0.032888714528573226,-0.0770042098884024,0.03696543561357979,-6.977582413669747e-05,0.08420495433837405,-0.09516820377379209,-0.056435637950204676
518,2015,2,-0.01722748508828187,0.023365691427389867,-0.1084140591064986,0.01949741485111045,0.020815618520445778,-0.01013410109219992,0.07738723594222163,0.19616222415441142,-0.019998996515170897,-0.039593238746503445,-0.18000019527563138,0.10252639077382253,0.029465152699838404,-0.011412135209073027,-0.014911976456986498,0.015018677148759707,0.10226425599954703,-0.16412899690074845,-0.11743902233032655,0.09057427060607193,-0.11680470180007818,0.1755180544716186,-0.018567838817917903,0.014868275753273208,0.09602296063053717,-0.03865767331298131,0.027515119854976344,0.025011470474522124,0.06836143278618079,0.02898585251332597
546,2015,3,0.02061101812095134,-0.009905211583625229,0.14361880737291877,0.055155832647911573,0.06125121573987302,0.21285603236001882,-0.009151784241245409,-0.03641513855393319,0.022665655115277072,-0.04512855914049174,0.1285162756365914,-0.08596859134493551,0.012444604761413736,-0.09257701218479009,-0.03491038985703232,0.025007581943310653,0.0765733079921227,0.20391035742007357,-0.05305090419362135,-0.37365784631520893,0.08656320854970767,-0.0011363576302443334,-0.12013968740683956,0.021507363291953574,0.0808686947924917,-0.019321315407642592,0.004898550025383752,0.06478293950601222,0.10350119031007421,-0.020246254525803198
577,2015,4,0.041535524457601,-0.041925419046700885,-0.024162994448467923,-0.06450514936850937,-0.03389279356652164,-0.08125672825801189,0.030868792213100793,0.062217338794426924,0.02653165400168711,0.07493430338638785,-0.01736143014292202,0.07255337440222442,0.05349917292276385,0.1510147710412395,-0.05980245146714169,0.00159622671426507,-0.031592245945489705,0.09063234215704541,0.15207776776556603,0.6479058772578812,-0.06696844332659635,-0.0005310850912707554,0.1436810261374637,0.0031551913145284605,0.007517985383105774,0.017810884290870854,0.002757353003375096,-0.026593432873557976,-0.01644776874100684,-0.0053633280474875145
607,2015,5,0.008835032142456178,0.0003693328549589925,-0.07534798005009002,0.12124355279934629,0.02487584229505635,-0.019882974454845548,0.08635434698162547,0.010716029810812655,-0.015823122303822545,-0.15369690305637695,0.015922551438484867,-0.0057949238365705424,0.1602182790848703,-0.035387856593055655,0.13953077280053194,-0.04396898915205616,0.08710875499369375,-0.15231610439361354,0.048193587676049754,-0.012882985479950149,-0.08044964832764678,-0.17158417924840308,-0.1861252007643328,0.05329386270412506,0.04304598995189046,0.04072693118596704,0.0029645097292330114,0.022387917225486165,0.011123825545090282,-0.028965510867347888
638,2015,6,0.012232333779833349,0.03327080583539033,0.09473856641010658,-0.0044967006874476745,0.013129219744123066,-0.030073419749264252,-0.0920648294164802,0.1217559664454615,-0.1580795960882806,0.5017076470421282,0.0332303541051564,-0.05035882419500293,-0.16013333589584244,0.05091146539307445,-0.02029571018524834,0.19785692754976014,-0.11699306899632944,-0.002656046571327342,0.029044327964351968,-0.15207913872572676,0.30377708978328166,0.09112907339550924,0.14867554834482566,-0.04920456941822737,-0.14377047235873575,0.01928246787724741,0.033043353124277086,-0.037175961030307514,-0.09888412170233174,0.0642520037377694
668,2015,7,0.06817310465669046,0.07804017224672721,-0.03131564116053054,-0.010946567886559677,0.011016996073422103,0.035507248764958366,0.08646037518518246,-0.08791955473440238,0.2695225512962822,-0.3092037732362304,0.2563229668696898,-0.08939517940817754,0.09508040259139272,-0.0844736832382682,-0.021541956937151108,-0.11920047860561467,-0.07248319354563282,-0.02347004767705907,-0.01937245482277339,0.11218172006083482,-0.001234802431610893,0.07797361080913556,0.09740639537305129,0.10415448379328462,0.1650188206619776,0.020368293604007714,0.018800407216129855,-0.03746626729950708,0.08906072892465966,-0.024113969400915147
699,2015,8,-0.1541951120689864,-0.07814496827286577,0.013815075921909115,0.06764281339488054,0.05814720765893955,0.030449038048407706,-0.02796600387967585,0.04874613193981414,0.08912398830353152,0.06143587074682677,0.027840585306661003,0.11837114119684067,-0.03432065181507249,0.1936068038054497,0.18352727155297677,-0.005361673608119233,0.0929506625792329,0.20323355691260359,-0.013376208680009216,-0.016429806562848204,-0.15223717670408732,-0.04177129584893435,-0.1477818937850126,-0.027129144657851323,-0.10028169348819227,-0.06314170260628471,-0.011052515049235545,0.08448763869851961,-0.02315901675223464,-0.01709659300977373
730,2015,9,0.06430582393151729,0.09051428892415059,-0.02196854349865196,-0.053447074374660564,-0.10821370490737148,-0.020572936958254906,0.012321558320293136,0.05122797334541129,0.16191659842342498,-0.42401851279055114,-0.09816785388679139,0.012987051357302715,0.16634368439422587,-0.1441957037143472,-0.021668023362452993,0.027161444546052627,-0.08330324428549907,-0.04016385031602465,-0.02514279150207077,0.23267213394840258,0.08430491173853993,-0.021162379136830833,0.15197086397379156,-0.2789646920424146,0.030637865129644393,0.05443146353236972,0.02938591778502575,-0.06869562353282388,-0.06493020429521934,0.05718902592227981
760,2015,10,0.05103713641903007,0.06512353956166361,0.0843608676635954,0.02337061867038548,0.05882036300492022,0.0848412099518967,-0.09562264402739551,0.06209964414928737,-0.09777530015429414,1.04056446159354,-0.09072977316722686,0.07388291881716325,-0.0273926102928862,0.029352449339453912,-0.13825210578463776,0.013983726690726117,-0.008682802497126496,0.11902476516291971,0.06320054610544368,-0.11354529489953347,-0.026951311670085243,0.03929289161988647,0.09980788721315448,0.42134583906364487,-0.08079808790215315,0.0018905973243199536,0.05344025854614065,0.0009923479103137733,0.052663733939243285,0.09068255473011422
791,2015,11,-0.012738608016969355,0.008916991594221546,-0.0174024916861254,-0.02357851530213928,0.016738220735238674,-0.0853399503128558,0.14157624054062223,-0.09984574230494025,0.12325294170448209,-0.08430194306767858,-0.025259684226868306,-0.23227131144106272,-0.06579348432559784,0.1340029669482634,0.13438216315757234,-0.08675024555375543,0.10477388948660415,0.03729997070419899,0.002252902960980574,0.014031477792614488,-0.19429829879329785,0.02904846542069528,0.21288464036555643,-0.019217115764896264,0.10796291762706067,-0.010544542300313542,0.0010499472441403146,0.08501637769716752,0.006329781991962546,-0.034638675384931594
821,2015,12,0.022386939204902978,-0.07035321691191931,0.08456345057034231,0.09548399254722062,0.10889519997912789,-0.023588032325433494,0.03182499240373016,0.03924455758050649,-0.17060730804935564,-0.03695454327729075,0.028382826841616415,0.18308788341900928,0.12592346810633437,0.0771732998025263,-0.11946544212881205,0.0869580747067138,0.025524252471855968,-0.07858907517187919,0.01740727426601385,0.03391330627752365,0.13967138459117345,-0.14444435771042552,0.06465107195282505,0.10536210529530288,-0.02192207163006399,0.015123981325158908,-0.0028288347726659335,0.0692244891129099,0.013007144161880202,-0.05973374133400211
852,2016,1,0.02103471370300447,0.03500778337775201,-0.030423818131290803,-0.023688385642856247,0.04563301426717592,0.02976670952202709,-0.025699904750492997,0.03352438486285214,0.07984917432569816,-0.15318362305505118,0.21997087366975054,0.05781755105901998,-0.1682860782124369,-0.04638114028613016,0.024297940298464438,0.05779566457209828,-0.014433114619999077,-0.07568992534487051,-0.009743066537398537,-0.20159276989843855,0.06452172024357927,0.07523967431202072,-0.14872178315497775,-0.011736280064026494,-0.058035807658242566,-0.006364759835538525,0.022902633819302576,-0.018048787370801178,-0.014311915928293062,-0.022701755456942085
883,2016,2,0.0376523322208544,0.033145047505473535,0.03320389238996424,-0.04878876554591416,-0.07929187083145217,0.06744537878106116,-0.09010186298483913,6.365877706815404e-05,0.24725162881214513,0.6666209840045421,-0.0796854724010142,0.038687081550706104,0.09912970080069439,-0.07243953359585942,0.0596145897476994,-0.07114990822790557,0.06694635197063459,-0.005110482087670509,-0.07352776738434308,0.3967138222042901,0.08435719767806371,-0.061113621410663344,0.054046408056826145,0.0014624618107479392,0.0846139333739897,0.016346440686131114,-0.005521062076964345,-0.02726678252973147,0.02764022498700247,0.031161139531129534
912,2016,3,-0.017861971226968087,-0.04701194871947434,-0.027067860459278226,0.006506573919911496,-0.03795009227324053,0.1253910096034998,-0.1085008336502592,0.031848693918069104,-0.04380884020945042,-0.10580081291262355,-0.08852679226858984,0.032640581307533445,-0.050146140179953,-0.0004027123364069851,-0.029228978061235034,-0.0060364079689664285,-0.006731664975412666,0.010184341838823219,0.10392967022333344,-0.0896517552160988,-0.08168125104672586,-0.11824269655184283,-0.027210076820625262,-0.1449501643148181,0.07755466458619287,0.0070938756565583905,-0.02562888579966216,0.0018347873229325184,0.09572631336800175,-0.03886884711533889
943,2016,4,0.004927666044693746,-0.025087508523902624,-0.011237293175910934,0.02851465036867107,-0.005754967562095259,-0.10354096704341431,0.008283425155937385,-0.07109341370484745,-0.007912298705637255,-0.14545005491358332,0.09713354824773712,0.004527183658495915,0.15714673585133343,0.017519209227100152,0.011454488436472676,-0.07630794670153229,-0.007979931385132644,0.06206934989057933,-0.06442571394503116,-0.0544642817792782,-0.8982703103182971,0.10750847318646484,-0.16988587499709473,0.08342050363276532,-0.02993286303905096,0.007260098253332847,-0.021531222347855428,0.02879114984647657,-0.03979122055248829,0.0451834338643915
973,2016,5,0.07052921610278773,0.008241179246869512,0.06076486585483143,-0.01719056740154401,0.023983829973695858,-0.10017330383955347,0.17577798308798598,0.11542223223084336,-0.002366249593503511,0.009080473906448505,-0.033283166869572,-0.06308390986438739,-0.1534327768167134,0.005390072619523512,0.1479086073500968,0.2868400450909301,-0.05460659802880452,-0.13556595429804208,0.09596893594229905,0.1829456099709612,9.724509803921569,0.1432500243666921,0.33189190513524114,-0.17777676706954382,0.06558681184515636,0.09620136594036732,0.05254480486230895,-0.05633434218101019,-0.035251850040169286,0.007627323039160139
1004,2016,6,-0.03597919393483939,0.001187396783951744,0.008567154769126839,0.052554170030873815,-0.07968001438174765,0.2093444733167249,-0.13357585539263372,-0.0028505181983916605,-0.0386591945867506,0.23444006581486532,-0.0981958978345201,0.04485402420515561,0.27474204941060854,-0.1097967004980932,-0.12396423518609678,-0.12017607518580276,0.01608508360309946,0.16356891369997406,-0.0678476671312308,0.21958393602337667,-0.12741044493489884,-0.08073033818313458,-0.18890319613704298,0.19340059404273746,-0.028754055438631188,-0.04907442050897348,-0.02918255805495773,0.01195565607361937,0.0982283242482207,0.052165845621758855
1034,2016,7,0.030600849798350094,0.08439508388358474,-0.04417510726832363,-0.020833395062643034,0.12955181437500074,0.06015431511511382,0.03719402800890004,-0.02298578105469895,0.011452182740409711,0.1007441963789848,0.15412827927028983,0.02513051681442513,-0.0842287087870609,0.10285034627180845,0.044244760405548256,0.16610495326651753,-0.0054620098503025405,0.0861303036030554,-0.08706109846240206,-0.0062178318196923765,0.011041705507768063,0.058334892752333944,-0.03405334665221382,0.4210291789542506,-0.04196284010265994,0.02147991384920034,0.03808737163219367,0.013549410035166298,0.06311369528814859,0.06655374665789404
1065,2016,8,-0.03155345338919191,-0.07110357790770805,0.02608697324015008,-0.039606578979189844,0.005093717658783525,-0.020661464838983012,0.03518809075202789,0.06130994079599916,-0.024281663637676698,-0.2740516500355047,-0.01867137160789889,-0.060921442371290824,-0.0976846142177843,0.24944277520460512,-0.06763401248371981,-0.1869661104309056,-0.0007710609322630901,0.09381740396007832,0.15614610222345493,-0.18178786327775565,0.11226126884367171,0.05972582703629725,0.08933126151258564,-0.094247657526081,0.09186735863506312,-0.038602840154066564,0.008311620575983447,0.011325331102541414,-0.01094743068093984,0.024283958254847526
1096,2016,9,0.020414462566588076,0.02222122890393763,0.03109021635048248,0.012814807435357567,-0.06188699481952886,-0.03713088987430846,0.15519525093084297,-0.041439082958548035,-0.11641810066591052,0.3272721656490356,0.12916022764474033,0.08688050867747199,0.19181232372458146,-0.08481852474482299,-0.0682336797064057,0.10690681065753682,-0.024332938591101305,-0.06322898258866017,-0.025237452325525656,0.03035882047541949,0.3139498258767164,0.13179430075583087,-0.11341731955355805,-0.06979960913065408,-0.03283583130038492,0.0374431082778377,-0.014122707165108106,0.01840135471319848,-0.051402791670767,0.0378044768336494
1126,2016,10,0.0006020771039170203,-0.015807270923818617,0.00025950169621835606,0.00504567797431843,0.005988936827213465,-0.006034117838519815,-0.003818207478313518,-0.040288986682207595,0.05615174052241212,-0.36723659100429773,-0.09829240799548089,-0.06969268520083816,-0.046066991036494476,-0.023657661962103282,-0.020173266692172676,0.08295955189149251,-0.04472380972552392,-0.02150600197081287,-0.09549692370609641,-0.1492681346713186,-0.14710112632687788,-0.04073737038183867,0.0787130667117375,-0.06390089095078355,0.011714904315837993,0.0025572890649268043,-0.015599297185527772,-0.035120422700258835,0.01546113099645785,-0.06772896738594536
1157,2016,11,0.055864418866135246,0.050992367029427,0.035776551044225835,-0.041107545591929306,0.044609030602843935,-0.04931916943995507,0.0611217482745543,0.025383840796491253,0.08602233878535981,0.8037257714516899,0.03099931528817823,-0.011686613244961896,0.07256121012308414,0.02272922419018153,0.0702805598871572,0.056818503524615815,-0.008725509291790168,-0.017177442337856008,0.1677284964255099,0.37972458433811407,0.03346357104684983,-0.06080298049528854,0.24243717905378226,0.007086172897224241,0.01508603030657385,0.06568537290951926,0.05215558921207175,-0.011690919539924738,-0.02454649153426869,0.030586784551749124
1187,2016,12,-0.030750411120366472,0.007008846092547039,0.023996615011372846,0.02178325195553188,-0.05260616640815763,0.0027410736674908787,0.031100681477994163,0.04133358195384429,-0.05962970035448867,-0.02046226155398989,-0.08608630255587468,-0.10867596422395565,-0.09834290533467527,-0.07926375978236166,-0.012418242578497107,-0.14147042349560446,-0.022805704416878125,0.11523611908557685,-0.014259770020809692,0.22260448814950062,-0.07219717131602277,0.07747678892705179,-0.19310497446018116,-0.05086112619683536,-0.016421366526471082,-0.011586803769394582,0.0015361736750925115,-0.022680169846845954,0.010064177648283934,0.056455282349844094
1218,2017,1,-0.020735244154954757,0.006877636489206029,0.01715451560804193,0.016987772576623206,0.10914762312242376,0.02668742520138867,-0.055756448485735355,0.0020596491123769933,0.08592410851573051,-0.35522770663700753,0.017063756316599177,0.04015752461322086,-0.09681308591549487,-0.011984752659821907,0.17928292680072788,0.046782033268596424,0.06521297523543823,0.142482935095527,0.003547131764631839,-0.13977061113932632,0.2593835149863759,0.01700450147832533,0.08604480732311548,0.08119303592087834,-0.018435079813134414,-0.03715504956716742,0.019093277689624655,0.025614214235931465,-0.0028039038227339885,0.020685936233702185
1249,2017,2,0.037225339328906815,0.05039622052334236,0.024014745565280382,0.025229041593405777,-0.022083103957161954,-0.10771657066366414,-0.13939865681389874,0.025464612367916306,-0.02458638344012587,0.27195535364250634,-0.013205005498675093,0.20133991028803022,0.28616301827707713,-0.02475720267821835,0.1605299981089765,0.020150927023786958,0.06931828614441238,0.04538877234641303,0.0983703778088878,-0.12865260738621798,-0.1907040821051449,-0.11965789928169579,0.017009787889952888,-0.08977269959251566,0.02189166634201123,-0.00010453654999609263,0.016591928651955135,0.028975556586527507,-0.032646397110272285,-0.02109758752249069
1277,2017,3,-0.01835104364274598,-0.05302295948623037,-0.06212342705362994,0.07421014387228198,-0.10503056054879789,0.11471476469079422,0.11591259988124536,-0.0028765728332172946,0.004342195134042326,0.0015419955834197197,0.01726116357631735,-0.04684613642503033,-0.05856742103510182,-0.021021145981976352,0.034820302458104635,0.020333647812701416,0.045583395573352226,0.01103905752912171,-0.005054697835797151,-0.11401673827666359,0.48863792865996425,0.03280219543384244,-0.11056377704500675,0.07525522010291663,0.029939593497647854,0.016661938902501783,-0.03485447988098289,0.06163806902106739,0.04854157206024334,-0.011063074428757314
1308,2017,4,0.07670810100518866,0.019674297206436764,0.13036629930669563,0.04164114069404978,0.025829426705681557,0.02608598988302524,-0.03130032041206865,-0.029053091011089993,0.08842608101699811,-0.1068294568240713,-0.08014262986330378,0.18658616706530018,0.06626950443968438,0.12811733791055957,-0.016419102670136354,0.052229041197281,-0.09858010990034871,-0.20157220106449125,-0.08305224175271941,0.10361792524404434,-0.3693776428139949,0.04970216963947438,0.5187816329629777,-0.03129130006433345,-0.07843711973591772,0.012672808493660703,0.019907963249765848,-0.025471980590134002,-0.02937138691974084,0.001065097152283867
1338,2017,5,-0.015942149467650713,0.01576700396337838,-0.13883090637096684,0.011808690109842424,0.007689603182568172,-0.08056820266166642,0.06593642419474977,-0.0033372564280022,0.09979202176471369,0.04134212953110583,0.08991584716267176,0.03323163750694502,-0.15632794569186914,-0.0040846615793509455,-0.21098573907329632,-0.07807850714855957,0.054928115435914915,0.023834271905639248,0.016304678271141793,0.03211649326775934,0.1738325620530079,0.07126834352395295,-0.3026351473512927,-0.1293834426910505,0.04612609466795092,0.002462656340378011,-0.010593186196331317,0.038675772182833246,-0.01818857727060552,-0.028092415777395408
1369,2017,6,0.006334651188748985,0.02889295987459284,0.05294625605048031,-0.0019661841884327513,-0.004747491311723251,0.02591847808739467,-0.07382928495070673,0.029365957981363433,-0.11460873605506261,0.2847858962656167,0.047311677688999465,-0.00772073031896614,0.04330709586756076,0.05127692712790344,-0.09243087060813227,0.037739144553150084,0.0034751454955412875,0.06839065896592933,0.015037209315023725,-0.031291184881263256,-0.025302845674145202,-0.050312395642390095,-0.021111068555732748,0.14489584073112383,-0.019674012698368992,-0.014313879875569202,0.01617619488408084,0.007421148733618876,0.007279136533779651,0.028951867090386774
