,year,month,week,pct_서초구,pct_영등포구,pct_종로구,pct_강서구,pct_양천구,pct_강남구,pct_강동구,pct_마포구,pct_관악구,pct_노원구,pct_중랑구,pct_서대문구,pct_구로구,pct_송파구,pct_성동구,pct_동대문구,pct_도봉구,pct_용산구,pct_은평구,pct_광진구,pct_금천구,pct_성북구,pct_중구,pct_동작구,pct_강북구,pct_동남권,pct_서남권,pct_도심권,pct_서북권,pct_동북권
610,2015,5,19,-0.1933435764724396,-0.10520582692485492,-0.18433253037916708,-0.012248057164367054,-0.009178661328683946,-0.10490966477508556,0.5095801721010234,-0.12853392204573288,-0.1700743385124993,-0.06336527464562292,-0.11334534426692577,-0.24098331812677953,-0.008767793495047083,0.15162235385801992,0.26687779181915094,0.032113105270460185,-0.03317165853066473,0.002342558331082545,-0.10318507671308375,0.706408861354159,0.16914601426653308,inf,-0.003156163596012229,-0.14222920786721371,-0.08587043824822083,-0.10391195073222204,-0.06576861115146648,-0.06161595069492609,-0.13368898060206325,0.12687169668283138
617,2015,5,20,0.1163099823613909,0.035492591226775394,0.023661356360692665,0.0369818689008139,0.11351986929733915,0.006628847566787943,0.1079073058951514,-0.005220959661532687,0.05515695681476007,-0.00480974457394201,0.17303886655241674,0.07118661911198143,0.1772670133267764,-0.1727009822594031,-0.06635493903103928,0.036363704441774614,0.05398880541825779,0.21563979483331663,0.2407326344797316,0.12365977598866085,-0.0005223219714960425,-1.0,0.17481871880596178,0.20518981259010105,0.05272670471954588,0.05114876084975584,0.0924569916360991,0.09421352492807267,0.07263862356625728,-0.014346207024193425
624,2015,5,21,-0.050100866966798385,0.03216806023941854,0.008730494787370091,-0.07086917703406881,-0.08224481097872349,0.08799431182668749,-0.2751122474638342,0.1473351312846034,0.21407698634078076,0.38041379530048824,0.031323491427299066,0.02798135988340089,-0.1737269398525575,0.3166206032510379,-0.04061749930085112,-0.09160346115324769,-0.08955409447301688,-0.14773297017977793,-0.05274994593173743,-0.4062220683529455,-0.2825477839382413,inf,-0.08089876928793127,-0.3085459861775651,-0.097364345108227,0.04733091195218875,-0.05845534471909619,-0.036374797578634266,0.07350834970089193,-0.02572608357950623
631,2015,5,22,0.038378043771753134,-0.043715419123268595,0.0077510713848298884,-0.07903820775955761,0.00028201018144091705,0.042569680936621834,-0.17597286755381336,-0.1200628969654648,-0.12412947787817452,-0.29519841114737666,-1.0,0.1435980164549049,-0.013023659721886016,-0.17632232117886903,-0.44944945002036696,-0.08523508507931943,0.04809793692386588,0.04887621803201836,-0.09272711625595031,0.8177015669867291,0.054962746016100406,0.3791567275276151,-0.024742231544043092,0.611186220481833,0.3502009038022884,-0.006134057152965666,-0.056916780151160085,0.027189832880081033,-0.06593783670269837,-0.07265239546460078
638,2015,6,23,-0.032908416249186945,0.026299794862239656,0.012222291923962736,0.20272728052140754,-0.14842221398454936,0.04781563378941045,0.11318628785145202,0.14610286481790324,0.10960085170181677,0.16999371215639902,inf,0.18429496357883157,0.02412031907427692,-0.10825134036934592,0.7208651190810227,0.1637846235442606,0.0983510602836688,-0.002060590428426101,-0.030631020352974825,-0.03999797726647725,0.3887425445082986,-0.028522299432833575,-0.020866859655999104,-0.2535702283515632,-0.23246655895721113,-0.020984920163996224,0.11316477104025258,-0.023319069836989392,0.10975621051424866,0.1668575103506149
645,2015,6,24,0.1571803030957919,-0.01521846651296277,-0.1337844418269526,-0.10036352987589414,0.10301735241714405,-0.07004861767407378,-0.00853982114345786,-0.06377873438176396,-0.18042589031640255,-0.20166614810955286,0.25056357594436274,0.005294622253530612,0.008463853936674814,0.2885789516006749,-0.13111349312596943,0.20921039460438484,-0.22808626586306469,-0.08646361768542432,-0.04806009741651618,-0.20239923324118492,-0.020837227309124517,-1.0,-0.05545506696335756,-0.04486803012856844,0.2586954808800357,0.026904862670835694,-0.05319368020376802,-0.06906119886051632,-0.05651427999699121,-0.040812151714743505
652,2015,6,25,-0.041941933832925216,0.03851101073912111,0.23020536304313355,-0.05250907955122075,-0.0626461397716529,0.0007186245781918288,-0.02911155320737524,0.01812529678624486,0.16829970237726743,0.1279055138208458,-0.07551563828949082,-0.09863683777866317,-0.023383691268982543,-0.24644739185942888,-0.12099252772111824,-0.07042510182165929,0.1010974426314617,-0.01249898141085215,0.11724853071199037,-0.16878812758933193,-0.4419290541471763,inf,0.1651169252753948,0.009200050305217422,-0.10025197792671736,-0.01359932401207431,-0.027418527674473836,0.09427723616471528,0.021535511011092634,-0.10087538907616433
659,2015,6,26,-0.026608037725276867,0.02210955304355222,-0.14275218238001508,-0.013879859254754545,0.24610770212465538,0.07846149722669038,0.24578430352766056,-0.07924822661502606,0.17657596637444817,0.06888149287878131,0.30841039252895475,0.03267931240745092,-0.005119384684826311,0.18016124764468722,0.35942423634712073,0.09829473311718928,0.0818724701744089,0.15514324200033647,0.20972868549587487,0.2672475787589539,0.8140141676338386,-1.0,-0.3437498875393611,0.22664298706685804,-0.07310647171607543,0.05769925908038065,0.07964477397000747,-0.0426818667446589,-0.010072717823800037,0.22346938895564583
666,2015,6,27,-0.00750842723005396,-0.04392659952489264,0.014776184934830239,0.04981748459231894,-0.07033538767137482,-0.09614517017707958,-0.04839286914514063,-0.01201014195563932,-0.3560003234804474,-0.004753213192200456,-0.34356043466078756,-0.23453450424552158,0.04392684916183098,-0.03344252364306044,0.019250587391721474,-0.003564979369250043,-0.12268217026126016,0.012313076204993001,-0.24478673476274826,0.09214381108300196,-0.17238447818908265,inf,0.6104117558553588,0.37529322898328155,0.05481842268737669,-0.07673579559374344,-0.08209074709992836,0.05816460365044196,-0.08877259961340078,-0.036456163126034946
673,2015,7,28,0.06445093580154038,0.012478394411381322,0.13672741052813397,0.0670158263207854,-3.595941770595523e-05,0.1234582191779654,-0.02360840085921556,-0.014200125295179444,0.344867925510826,-0.144860131646534,0.06525555094832103,0.2529934231105768,0.08956971870840458,-1.0,-0.12162130836375762,-0.03061668039484089,0.1091909456919753,-0.03885162892511396,0.12919271415125588,-0.0046285081866327404,-0.1175525310747223,-0.20652936185303972,-0.026482050144432057,-0.3183905960267057,-0.02434455376874145,0.14403800523426114,0.06387178650543412,0.035764873565910404,0.0343882083304079,-0.04148597473085003
680,2015,7,29,-0.1440118394721147,-0.014184782553278485,-0.05901627552333055,-0.1390881955680351,-0.11555028842881698,-0.050012435757904705,0.034407141397611696,0.12504051567135677,0.06431846546556441,0.0965978050510179,0.28700984733001333,-0.06727637002104125,0.035875259199299014,inf,0.21916491895351986,0.05390029847106281,-0.02908090463480717,-0.001260846656442438,-0.024902818847583497,-0.04715215022746422,0.03469569836277797,-0.2508124967338994,-0.08484137974279682,0.11652623758387604,-0.016947937324587548,-0.12011617869824687,0.014695769102554435,-0.02587869289178657,0.09203148713370535,0.06013990572159167
687,2015,7,30,0.08675952429077549,0.11181481777981439,-0.0963844476651965,0.007155095241319742,0.13207336527597424,-0.09250872764150597,-0.12054509922131096,-0.09107947388893878,-0.1627102179698695,0.04701522091716215,-1.0,0.037888914483129144,-0.033413669650671496,0.2154489760955649,-0.11400222477037669,-0.15395923330364547,0.04495458631868776,-0.08856838241502574,0.3493566649511064,-0.12852551524352118,0.02645069728197158,0.21964984321233816,-0.01599454381622023,0.02472816427321267,0.05041376202390668,0.01140133194002857,0.011450593967757827,-0.09144836740330708,-0.040958361611069805,-0.07728122543313865
694,2015,7,31,-0.04655818386638522,-0.05940944034642459,-0.045801769937885095,0.06725754067268652,0.2682089207882954,0.06952095253130164,0.24046550699406977,0.033002926933834775,0.3946706603749872,0.026766628302240747,0.0,-0.10279513965263953,0.2833528163488286,-0.05495906908854342,0.0037414078412560947,0.041142733787082886,0.0681366229868825,0.013749736723160932,0.0039027066352848028,0.29936553744187955,0.17222295650126584,-0.2817225682997887,-0.16038894711730034,0.16828822332672355,-0.12103554150779994,-0.020761767525419805,0.11244700587857759,-0.023746613246907522,0.08847307944508387,0.011200541281630949
701,2015,8,32,0.34420565887842813,-0.030323556977339572,0.06834983430297559,-0.2436824830368728,-0.16959985537356093,0.07370147402749905,0.06905289553068061,0.02098352869128517,-0.06910372823043642,-0.07677964611017929,inf,0.041196544988317374,-0.2421654549790525,-0.1889609719720453,0.056169595190287636,0.21529147735430132,-0.18832890083842313,0.029064377097627325,-0.4129884168837945,-0.6272533410936996,-0.551545597234357,-1.0,0.17079718831051394,-0.3735767665107236,-1.0,0.12849529297517437,-0.18805577286953867,0.0589294593212224,-0.10808293117604006,0.036855914472126106
708,2015,8,33,-0.2293147501340802,-0.0440762197832445,0.12438937604897204,0.3777790472693483,0.17824952923128246,-0.04709094196185104,0.08828030289189281,-0.014137148524401733,-0.19768020343825066,0.018270760231130945,-1.0,-0.20317501734000043,-0.04193742228589237,0.696654052326769,0.1682633160712541,-0.2606966766357225,0.10288643254139473,0.07323030484749138,0.07599739580550358,1.051581265846095,0.826063903188214,inf,0.1829078125316168,1.1926370179656045,inf,-0.030360218221796242,0.11027690700492765,0.0999846772383659,-0.07688888769181279,-0.1037915568062594
715,2015,8,34,-0.028800241781847813,-0.07133739243236825,0.00656927023533993,0.206154324530758,-0.24448699382026473,0.02076645522032683,-0.22454482351822258,0.1262108443910619,0.2001346052827926,-0.08046683454384274,inf,-0.14331992426116713,0.15383823198719804,-0.3068520583300358,-0.04893712637222303,-0.017888416504218463,-0.0712750794213658,-0.11140335966828097,0.23211760668467374,-1.0,-0.10947218877375109,-0.1682789405284988,-0.21321973143294004,-0.13130180278322579,0.1007367089378084,-0.025099316818866346,0.005718774233934409,-0.07569208544354145,0.16053682557781856,-0.04598551265485873
722,2015,8,35,0.27947234194611403,0.2784374168368642,-0.06934677021523539,-0.12641950683383452,0.13257261086400773,-0.10821904226269663,0.0690777093748296,-0.09473264727064568,-0.12417741696978801,0.063197336201406,0.016891066642300112,0.3490969508593189,0.05285412637418507,0.14855666915694044,-0.21551694252266307,0.32645832187676294,0.0028445716245575348,0.08138196894797134,-0.15910380433180682,inf,-0.3075206717975615,-1.0,0.10868919864422155,0.3242099744922804,-0.061315428392923144,-0.008033702128163234,0.40913695072977774,-0.0067149156806883825,-0.04306264211062816,0.1342342187477561
729,2015,8,36,-0.23267629216424524,-0.07111178019755149,-0.17240634850109182,-0.06348696452855818,-0.18234737625387054,0.03482774852145698,0.07963179433734169,0.11307353366504946,0.1767824254863961,0.12261896271537776,-0.011267473296962649,-0.002717136083770222,-0.07722600828622939,-0.10487546895579958,0.24883589095621783,-0.03752175455214024,0.05254320236479959,-0.10566880310727056,0.014717879022128288,0.1647081439190652,0.5333639140855568,inf,0.10881151438136372,-0.042286113199100805,0.13701240739241904,-0.06297962615501607,-0.07540206617862655,-0.05070826877063639,0.06249307391534731,0.02348189626756514
736,2015,9,37,0.12291138386822786,0.07237611579261927,0.21427727396243257,0.11542948419896004,-0.16461971409667342,0.054781724112328734,-0.17619291323560438,-0.11244169463811449,-0.2926919764090793,0.0532320534736217,-1.0,0.09860056665258665,0.020737029264480844,0.0870192977301314,-0.3688526543653097,-0.16509371033648013,0.1587538648624467,0.1777258452765642,0.37957886455136824,-0.39986289279378207,-0.17548296973206878,-0.10235946485016512,-0.20624623018932542,-0.012962503782181334,-0.0950988611914998,0.04319499911106783,-0.17530847674585437,0.1013012428655129,-0.04084691131549212,-0.13319797139815914
743,2015,9,38,0.05610397080556262,-0.004441571437042047,-0.011028773167153005,-0.46959861097074507,0.25921033254074155,-0.09106290720798693,-0.09377211253957973,-0.034737902483818806,0.3979909734472824,-0.1303686498297999,inf,0.16295814670048192,0.03418916899935187,-0.1497773929761762,0.35998516933653146,-0.10217789753356743,0.036000674554603096,-0.18908229036191282,-0.3192630077709574,-0.16999757272159277,0.12829869404957894,0.39220794461069075,0.28329141190539975,0.030460671972111886,0.040088120024530216,-0.031062103133763785,-0.12183483990599098,-0.05840580056271727,-0.05472048671195884,-0.016884739478099653
750,2015,9,39,-0.12396254050658584,-0.052141551019565635,0.13376498799202174,0.5994229113550389,-0.11780238106157448,-1.6281067956369633e-05,0.44439130347613087,0.06443124002896816,-0.08466462453678936,0.04210858317091404,-0.09388941523730832,-0.042372044179883384,0.08356476502904209,0.2257757730658001,0.2670264090134291,0.14294090987317154,-0.06734677930411626,0.1065208588999087,0.40798620574132194,0.7365843602018816,-0.16747142542048543,-1.0,-0.31970641906621544,0.016634498329128222,0.0706750150098634,0.017044215143785735,0.2559822597108301,0.01959420751729013,0.09506223003858993,0.1589394535020905
757,2015,9,40,0.11442109133997058,0.0819419133640431,0.09384263991292419,0.020164307938015158,0.1328501151003023,0.016829961537585092,0.011817728121859217,0.002807008605783423,-0.2310133443783039,-0.04438654734041858,-1.0,-0.12456031971269421,-0.057629189348365806,0.05396843053706468,-0.1659224311862988,-0.08061351834936648,-0.10257722629435928,0.14513677387469448,-0.4767631150554009,0.035667251628553,0.23339341379085288,inf,0.08641849653053102,0.007085499777546911,-1.0,0.024522044744903715,0.07616005010479121,0.07971700952907068,-0.037872509761218254,-0.03216238948287353
764,2015,10,41,0.01452832314262098,-0.14945652742415527,0.0288660548686146,0.0065235722569461085,0.121730028169583,0.007578568142831088,-0.3427636644560079,-0.06352557757812027,0.2990963709942176,0.03288352668697825,inf,-0.015719037766400934,0.05856397470407648,-0.07940225948426316,-0.01603536023612029,0.05436803902403353,-0.0271939764738256,-0.07597884390885934,0.7955839658074011,-0.4352759829415206,0.15170821225737363,-1.0,0.28289880474311646,-0.0953679604065536,inf,-0.008641994268672515,-0.12886899016105235,0.020425792595943237,-0.03885037325469398,-0.10236466424895474
771,2015,10,42,-0.12105721647875545,0.10380825886128453,-0.36206544960254283,0.04321422427503663,0.02768941765294297,0.04955036140930669,0.2652059985186912,0.1460838925723531,-0.29061503058384563,-0.07964136776146713,-0.16342743302889806,-0.12927532900066818,-0.033210762364342616,-0.08327866398996098,-0.014643627738401888,0.08359806866647501,0.07536938596115683,-0.1253980688652666,-0.219202795142191,0.9085527317585038,0.010800165732980371,0.0,-0.21669141389618196,0.09661590520418906,-1.0,-0.03630950625593632,-0.025449186668097146,-0.23679098047056446,-0.03193335531547359,0.1495516285633327
778,2015,10,43,-0.003219486163859697,-0.047784500613570646,0.33523772192664714,0.06435658324494375,-0.050398825470394426,0.07963908386364627,-0.054816409147692036,-0.006783989514675626,0.6973369605081121,0.05213507719196131,0.021620140355844697,0.28563489182110735,-0.10541855311773884,0.23778819699762055,-0.0946218869176274,-0.15489182719511296,-0.10729729156664469,0.04959739356817683,0.21241013860152202,-0.1742181789337146,0.3473351055765346,inf,0.0512892192824268,0.015358817900261057,inf,0.1044267312593894,0.043290815032743346,0.16456504460746268,0.11617239125665302,-0.1212732401147496
785,2015,10,44,0.09807461951740559,-0.013359367752716178,-0.10173666331713971,-0.13346453951317916,-0.14876949949085572,0.07283788775759104,0.020987683639962285,-0.12386616333080358,-0.22045058308007925,0.08385134025982577,0.20297312208319807,-0.11422420696471958,-0.025217963073065897,-0.1872926784151684,0.04961384786594181,0.36086178718923767,0.22706591004500232,0.19579963049070637,-0.06817862382922957,0.15998497070867623,-0.022639328807581127,0.22783870957727848,-0.007292189055813969,-0.10872513635717096,-0.008309615432215423,0.02866003073685719,-0.12121850711001192,0.0706926893959956,-0.10649916205238597,0.1968058762374565
792,2015,11,45,0.14653040621674407,-0.01337293802029671,-0.040807163666251256,-0.04681677172608367,0.07224177600047188,-0.1442201154895737,0.12638282297089076,0.08665766334965586,-0.030795441823565417,0.030435913459635477,-0.13791505704671259,0.6660166194315369,0.03229320573078365,0.17812651237793897,0.0559584494932579,0.025274252274507303,-0.3499040901400534,-0.21704715610185554,0.08701853000917192,-0.12281838820349444,-0.2137142434914534,-1.0,-1.0,-0.18760063157366935,0.13787745873657786,-0.027083184386921033,0.0006769427521251536,-0.1275871489763808,0.17931606265860145,-0.027772122461865556
799,2015,11,46,-0.15089633131760416,0.20264449109530625,0.08075398355700569,0.07104347118511223,0.11033460550994212,0.20821637489965905,0.1136134973287819,0.059257579561874385,-0.10225857680334793,-0.10339137107439478,0.035653218558799216,-0.2800101619676556,0.1426337430650868,0.08715063379561871,-0.025881312981186344,-0.13447580575286133,0.37998314218443907,0.05050178147661,-0.09351829714290327,-0.2182665304772221,-0.0737032445753506,inf,inf,0.02460142103841334,-0.17580077850303488,0.08210709099223812,0.10474194184350472,0.054293060322842646,-0.025813188977123036,-0.10109369726693496
806,2015,11,47,-0.01742685412793432,-0.15700047003729545,-0.030053913009637,-0.09552945771170906,0.11996680266880921,-0.08346939341886828,-0.20289690574720343,-0.046979211517057196,0.21016477743873008,0.15023241673484966,-1.0,-0.1177591809847347,-0.030765927451808506,-0.11155949478440552,0.07131191890853716,-0.08334163027884423,-0.3124444094010542,-0.02582356108419004,-0.1201056846543952,0.3460505951016235,-0.06944653382742594,-0.05664249956971734,-0.04285308448795011,0.0103244725454541,0.08169743858533529,-0.11605236499611138,-0.03644189406138476,-0.028422522487825952,-0.08004162892245026,0.052083085661879025
813,2015,11,48,0.05945597542075465,0.07512798210396676,0.0963230235241681,0.2175088381599508,-0.19193944560364185,0.13192751469067843,-0.06884683428487459,-0.14481489538671755,-0.26201376597941617,-0.1339302923083091,inf,-0.0340331384346082,-0.1303806577664125,0.1101678702117983,-0.012678193875844679,0.05734140149201772,0.677306346788368,0.2502912454988231,0.03129283108869796,-0.12008204860545413,0.09954427530257215,-1.0,0.056656780132135376,0.12047707145817865,-1.0,0.1721576567672527,-0.0240573297249137,0.10878683234667141,-0.09297696138474132,0.0083735436469079
820,2015,11,49,-0.0936014130154107,0.010928577831258002,-0.040279282530587435,-0.0931861811104302,0.18053249453249398,-0.023627911441345684,0.22421184286787654,0.16571525366326112,0.1941604060056541,-0.05413761043787513,0.10037558073900388,0.006353723144464585,0.18788243519170056,0.009508313577371474,0.012858732886923185,-0.0788711809911703,0.00744920912433189,0.006307691970393936,0.0983505706385508,0.42088050476392236,0.24166699114270496,0.0,-0.06651793989142873,0.01776500980524265,inf,-0.04554870925186516,0.0315143300323133,-0.047530207177128525,0.12655439798583212,0.038891442409151766
827,2015,12,50,0.10991314470681623,-0.1564992003860255,-0.14951563633474396,0.6988549190374476,-0.060470969846781575,0.1264091820883919,-0.09043469542459359,0.031208559257780877,0.3078128829626363,-1.0,-0.2214366515837104,0.07370388202266676,0.0077710935660806335,-0.3310727424285329,0.10296372366607232,0.07889560442773447,-0.11357537659482053,-0.20509475689562662,-0.06514981799405772,-0.14961319790475713,-0.3932202425955923,inf,0.3055117309926141,-0.4278702756839514,0.1355835028457062,0.041980237083446115,0.1282928601637554,-0.016188610952245885,0.03550201700322275,0.05999117654846531
834,2015,12,51,0.11178831916838816,0.053495512419146296,0.006333897878054939,-0.3527671063020813,0.06627264828415491,-0.0847921927927815,0.09721902986808773,-0.07702700759372472,0.0032792372482097765,inf,-0.1557359538560137,0.09537705985640033,-0.09570091198555875,-0.13600719345006085,-0.18594918788864867,-0.033549432044828076,-0.10590755726598455,-0.06268808747835874,0.13596037138690198,-0.21191274789047476,0.5528463230741092,-0.15709573998240545,-0.08767060187126119,0.6636465071356026,-0.15864594631589168,0.01157087508274457,-0.08262660700018176,-0.06387999476843753,-0.00957670881084749,-0.14268468810447732
841,2015,12,52,-0.14718562740357233,0.14721740189178045,0.33443767992527573,-0.02504546115549633,-0.21749282842235507,-0.04567271580282073,-0.33853310592367936,0.041589689199845736,-0.33796626739703484,0.06690106542349894,0.26447410162908525,0.10237374021881562,0.11185007054831253,0.7552572299399809,0.019115406537692614,-0.10999006735926187,0.20664044979638385,0.21208136870933725,-0.0039023963367786907,0.11403176867545439,-0.33962774772332294,0.009678540974226824,0.14377365363396089,-0.08388550251600335,-1.0,-0.038773655199516144,-0.06320662629745866,0.200240992546741,-0.001199220052018446,-0.0029712276789005676
848,2015,12,53,0.05564180594256274,-0.034911974073332575,-0.21095556492893586,-0.031155691171705024,0.020753102722617323,-0.11399005670855744,0.28592082339696523,0.05875248251818954,0.5213123863930953,-0.14526865838377478,-1.0,-0.23840728672342337,-0.224861494049991,-0.06783431540074059,0.22078454334213315,0.2872680434255366,-0.12175665754072074,-0.045904651691284104,-0.16672130848736944,-0.37271391073407667,0.2430782733958976,-0.2145546737213403,-0.16220536892607718,-1.0,inf,-0.0860086089558949,0.021825468943432735,-0.11534720943420229,-0.06459059995404348,0.07299764030425226
855,2016,1,1,-0.10217572435765598,-0.0910841848977989,-0.16542443944055119,0.05892330564652304,0.2088333233603794,0.1631651001760781,0.22816488146764757,-0.03884940680474247,-0.14413407096277797,0.059194193899855696,inf,0.19474224180328648,0.12470502159653463,-0.07420310051977763,0.00427317945349559,-0.11033514785545318,0.06969119210172159,0.13406533619864325,-0.24387417145988355,0.6398167971622717,-1.0,0.01989241998559943,-0.09392874741409263,inf,0.07032291071701824,0.07190310076234319,-0.07777495953626379,-0.11175621345379183,0.06639699456547121,0.011424767357105958
862,2016,1,2,0.07917717987944695,0.08058383905178546,0.34621917757376997,-0.04825605275853917,-0.13671081386886352,-0.08577421581599143,-0.10492258574697788,-0.09366130138362239,0.05090687515722081,0.12455236547111248,-0.20150767682190784,-0.1650196868184285,-0.08155057816098565,0.14332014687903083,-0.04897517005608343,-0.031835584220166746,0.13707702689829881,-0.1220976672115428,0.4795286891282122,-0.0962215705094287,inf,0.21381267635213774,0.21471182579227377,0.037931169953641986,-1.0,-0.03943494575422968,-0.00915252856688098,0.2013073201656781,-0.07559464157850715,0.0011984684060497575
869,2016,1,3,-0.010629855085369178,-0.04085526592428068,0.03298979277864178,0.050464820714912095,-0.04812678430530415,0.029940809994345452,-0.014520727084488594,0.1534060104606303,-0.08716009332883934,-0.007487352872985964,0.02134343469388411,0.06516027565360893,0.03505422871518027,-0.09083955203922567,-0.08182076175676756,-0.09502376425514425,-0.03578944136614526,0.14099405352256933,-0.1335686020656317,0.011753305206980702,-1.0,0.12374728866588658,-0.2194765328701458,0.009708737864077666,inf,0.02529343012476737,-0.005267407908148503,-0.02588294290668669,0.10202602920394654,-0.03606681089707375
876,2016,1,4,0.031381004067992935,0.08695104963995526,-0.0725427460754332,-0.06572242768669778,0.10375461318289791,-0.07092033239632378,0.03826106974371157,-0.021545045786689587,0.2117680058315523,-0.027827232600735274,0.055197076208749474,-0.0028897179863361933,0.07099652620926755,-0.04786433190170192,0.058572402932907774,0.11471558263300552,-0.06366884819860885,-0.05388124591277821,0.12322366408893415,0.07765969818452478,inf,-1.0,0.21463062919823583,0.28865953599789385,0.1659166153827174,-0.07070872636266512,0.06550710559567863,0.026289212945171947,0.003743384935090077,0.04949329539978553
883,2016,2,5,0.053131167181982075,0.0937528990970673,-0.03482934695917583,-0.1131691787917779,-0.026889648238826114,0.11461761514927571,-0.003479049917463395,-0.07627706984519955,-0.2369600962554701,-0.0657290424757101,-1.0,0.11786275054045592,-0.010034229972838538,-0.00032870617740421437,0.1385713323789537,-0.1266891495641076,-0.15590820432799946,-0.12463687527361444,0.336805714775152,0.23820025032160608,-0.20430170728477315,inf,0.09443628496188206,0.15536139158383455,-0.3528630877582555,0.04284976027893195,-0.007863607449176357,0.0051220350110974255,0.021792413933377608,0.056818344769751894
890,2016,2,6,-0.13419849350421487,0.021225293242270737,0.002758289900911759,0.13890067581418197,-0.015316152774450975,-0.013092494788873421,-0.24898630534586175,0.2622045163042832,0.24553256174875449,0.03150007881245265,inf,0.16512782924856872,0.12437437747547664,0.03856315193098481,0.1806896314882378,0.0357744221453451,0.050663503587442316,0.10845170928829684,-0.3368370762454487,-0.16380013662161175,-1.0,-1.0,-0.06533948046778149,-0.33664054208176974,0.25269717422450855,-0.04031476047712734,0.0585861679009696,-0.007939995265853317,0.12244387302707893,-0.12322886154154722
897,2016,2,7,0.02372812861310747,-0.18535891104774826,0.14631995555139343,0.027688122573775065,-0.07012363243967645,-0.03675606132109688,0.29316166479389394,-0.15917108766908328,-0.24338197188888622,0.15006968569957535,-0.18120003453336786,0.11240566675773755,-0.2083795687649379,-0.13466752659438197,-0.1832079432110123,0.19036750332277852,0.2566257144995512,0.012755416630709338,-0.08538817376949281,0.17672644289277883,inf,inf,0.001658158849332736,0.38744157813142044,0.35555970583484786,-0.020604954180105772,-0.13049676201801852,0.04153234577056164,-0.005818619511600787,0.2065861530650448
904,2016,2,8,0.13755500394784792,0.04157609168913945,-0.08156015579625087,-0.04907513756824278,0.19339611468915519,-0.022654992339808833,0.10154830169509732,0.024204084475893728,0.3461910297456705,-0.049851606881227584,0.1919706405909023,-0.23486615246950615,-0.0715903058407189,0.1964839092786297,-0.10921570292264993,8.607176121033788e-05,-0.054812037063895924,-0.041908747848611316,0.20566910197632193,-0.13587022711209706,-0.31578011763987335,-1.0,0.11258249480170868,-0.26726027166212674,-0.19986882611467738,0.10104520075964829,0.050788781148531026,-0.028712819147208468,-0.114915934496014,-0.09323505415948363
911,2016,2,9,-0.06546406991096076,0.06666376813673192,0.11347102806047227,0.14538526150036057,-0.1680649868710593,-0.0880055736916775,-0.16612000667123716,-0.11530707468762769,-0.15498047552871552,-0.09412727496230988,-0.15866054175676414,0.07876887854324766,0.19218253304372768,-0.15244654954604542,-0.030476602476167125,-0.0748135041811987,-0.03943939811786945,-0.013853475804996296,-0.0014772917626115767,-0.0921933856037751,0.7242358031095766,0.0,0.07232863622961028,0.2753102945007777,-0.1504962193273428,-0.10384677711104195,0.03125100746392362,0.020701646877536506,-0.03758279555026167,-0.09951322032753451
918,2016,3,10,0.08100581538987983,-0.03634957250777471,-0.1610500273121399,-0.11178413833932443,-0.04271114186262459,-0.08645145061880988,0.06057357870299307,-0.05811228616537223,0.2822088966873586,0.11919229179665303,0.305761856747079,0.24137336172898483,0.00862436175938619,0.22593140549458757,0.08714735008827335,-0.000280147685691734,-0.09690832101444036,0.05988742909672129,0.008533192618499497,0.10930065737309036,-0.27721392378104825,inf,-0.18490211342604956,0.1543458394490571,-0.021727010925877588,0.028748456821111823,-0.011274743008652277,-0.05107987459083563,-0.08529104987070901,0.1013408400703153
925,2016,3,11,-0.09244442565990774,0.0674795624740987,0.10515476341556362,-0.0035513539431965002,0.03250634439053912,0.15536948969943754,0.0370797349357217,0.09472830568986779,-0.20198298019555616,-0.08444818350963856,-1.0,-0.10192491546903792,-0.12231393416314784,-0.038741748327573156,0.06545119368794161,0.001741575569124132,0.05646245949146422,0.03895127415047073,0.1972896990131141,0.0590262482201338,0.02540639347585616,-1.0,-0.051163558579100266,-0.18871513624709757,0.11134562476627208,0.009293395317646613,0.02731010958672697,0.03395208354543855,0.18344124824918362,0.014611206881077754
932,2016,3,12,0.091554195735152,-0.03241806650975121,-0.20205396059617287,0.10705388670964844,0.14013093779862107,-0.02911524666820986,-0.18336168322557933,0.08691854653687492,0.07844072450658457,-0.08779611671196708,inf,-0.1459782678223247,0.023287176089997308,0.0027180725559827756,-0.20826421553158592,-0.09300370200002372,-0.01672261915469342,-0.02632021883619895,-0.031938793631738904,-0.25410379641150016,0.029352237447326734,inf,0.11413642013366654,0.7624851547011324,-0.045713732698421716,0.011446303832471472,-0.004128372407857905,-0.051383416175921126,-0.07054460664746998,-0.16683838191990974
939,2016,3,13,-0.17062472747862578,-0.03022567191833958,0.2748037778642549,0.053545560611299114,-0.03131783129201937,-0.07341404840005816,0.20691748554077094,0.09039570273316189,-0.0584098040763491,0.13136785044456856,0.09907541448418877,-0.24622823735237154,-0.007194010752254343,-0.08484437675436762,0.1487857465161888,0.15627205132720867,0.04314430672417391,-0.17053499463501953,-0.11666904845015513,0.2135770225269642,0.2568098168174173,0.5847550926442571,-0.17668209062307194,-0.12820369743753923,0.17063645685128503,-0.10474708257677745,-0.022395168234560447,-0.05139892643729682,0.06442433968179873,0.19289685676924262
