,year,month,week,pct_서초구,pct_영등포구,pct_종로구,pct_강서구,pct_양천구,pct_강남구,pct_강동구,pct_마포구,pct_관악구,pct_노원구,pct_중랑구,pct_서대문구,pct_구로구,pct_송파구,pct_성동구,pct_동대문구,pct_도봉구,pct_용산구,pct_은평구,pct_광진구,pct_금천구,pct_성북구,pct_중구,pct_동작구,pct_강북구,pct_동남권,pct_서남권,pct_도심권,pct_서북권,pct_동북권
64,2013,11,45,-0.3436230752341225,0.26783095541353874,0.07989229289733579,-0.250114330559984,0.26452805028745563,0.011286608967051137,-0.17428301190039341,-0.1407684962573471,0.19913531412261842,-0.064890104201899,0.05405405405405417,-0.16419232599027367,-0.13554518117957814,-0.18682190810207244,1.2285841886296542,0.08857368123779841,-0.05438215381567124,0.3394383744112439,0.2589619258071456,0.0690694432745218,-1.0,inf,0.04969386190861513,-1.0,-0.07601676602729579,-0.15535360047800628,0.08221748334506818,0.1091916411535443,-0.17266631347915973,0.14769434819494776
71,2013,11,46,0.07166500479684546,-0.1419114080502304,-0.0008657655346948623,0.24034043644973213,-0.15140275290235294,-0.09286443944275435,-1.0,-0.009311627873163086,0.04621708795249435,0.019585123631537193,-1.0,-0.017777672135053435,0.19344593934604082,0.005363085443536253,-0.38413910793691264,-0.10327741324577078,-0.2692838511770993,-0.18813596400853283,-1.0,-0.1589847352426128,inf,0.26183490431439815,-0.2298967188818588,inf,0.08720235010870514,0.029925742456264226,-0.02551902514240756,-0.10414276319003068,-0.00947751501597649,-0.15929186119748773
78,2013,11,47,0.24958793871265272,-0.07121554567745392,0.059734956970423525,-0.04888649328093708,0.1999450850170723,0.15928934392385874,inf,-0.10929912342841375,-0.23347225011830453,-0.022197477305743507,inf,0.3659148158710215,0.08628645709220262,0.04472502923835475,0.36341308322229127,0.04440951863568876,-0.2178441503277152,0.3011220475244736,0.0,0.3933514329531005,-1.0,-1.0,0.4730430874894569,-0.05278861940334678,-0.05447785668251037,0.1269945605789744,-0.012390632267332946,0.18758546516390773,0.07745984845050424,0.09137498513798059
85,2013,11,48,0.10416733506683928,0.11532997228341135,-0.1233078726519008,0.2246318473765867,-0.016776118552517483,-0.04215076507509552,0.16447957117736478,0.1796065591292073,0.10403165485068344,-0.07567124080538956,0.17817267598229392,-0.11241554200783899,-0.10862431434274789,0.14966118238802895,-0.09428163240333387,-0.11126941549858704,0.4893573137529905,-0.25233689828604833,0.0,-0.049926248304261844,0.0,0.0,0.03675383777113561,-0.02408040917069776,-0.08642579527770944,0.015184205666286088,0.04747714363106881,-0.07523578792344143,0.03900451794197135,0.02568801897561568
92,2013,12,49,-0.17955950212342586,0.052515724680940234,0.12276041351465028,-0.060612788737011036,0.16752531497066103,-0.022162358186769926,0.09508532516023638,0.029461349624994915,-0.06843672932988454,0.15384605300403287,0.12390287908751274,0.04651910484023847,0.007980382320430968,-0.24550975179435286,0.04596171289461504,-0.44182612875730665,-0.16824321145951437,0.19252569937227748,inf,-1.0,inf,inf,-0.13180500119194127,-0.1884995088412409,0.1910156249999999,-0.09303786711711137,0.013635573278217406,0.033039033057415734,-0.010862339493002748,-0.09520893894769022
99,2013,12,50,-0.13304130956708027,-0.14075001622176364,-0.1709406224104374,-0.02238340533138994,-0.29753351881180234,0.46075864423783663,-0.15312635799704832,-0.015092994952432548,-0.030323765745091324,-1.0,-1.0,0.0053959331046462555,0.2144468230086074,0.07214191468486031,-0.14790655012955656,1.3547466985835568,0.29882081539566174,0.017867414970612838,0.5739783088292778,inf,-0.27906092135266536,0.25561651356129267,-0.1943346326871742,0.16599190283400822,-0.24199538291679212,-0.0401446279396096,-0.07694631741072966,-0.1503127488863817,0.023700040779659037,0.17821902064315776
106,2013,12,51,-0.13251961480988395,0.08627413945230367,0.309613852810539,-0.021010440361767246,0.2688071069633058,-0.33195307682685227,-1.0,-0.1499365721435808,-1.0,inf,inf,-0.05800343607240532,-0.37558374811369344,0.023688693966265273,-0.28278467661675555,-0.12227171703369832,-0.1681663147636836,-0.21427674265040508,-0.05332736007912775,0.1816691537361792,2.0573701687215817,0.30864839817561585,0.25133846944132654,0.3398023143683704,-1.0,-0.013445678560201069,0.24808035974699516,0.16417628685824748,-0.13214085077553517,-0.043952772091192416
113,2013,12,52,0.11158073321994788,0.019800993418867874,-0.08668974578904398,-0.017569120278504546,-0.2475985543911594,0.14042295384389836,inf,0.20624360025657085,inf,-0.006942653685240385,-1.0,-0.10008258321601271,0.5373056268667709,0.11715923945812712,0.7955730230965044,-0.05827573185306478,-0.0652125795454509,0.27463175719708355,0.17783792747790828,-0.030421941231059124,-0.3395700708142205,-1.0,0.11563647388141796,-0.1382271468144045,0.0,-0.02887364541153381,-0.23778911494049915,0.05433338597353243,0.045227165296177985,-0.005888794940251962
120,2013,12,1,0.03795809647242909,-0.08654354010805954,-0.05909502687250834,-0.12753501259487365,0.02576650664983582,-0.14896321332612739,-1.0,0.101907525371848,0.7066721457830445,0.030330775134710386,0.0,-0.007662393966689662,-0.15177514233326672,0.19834502844000323,-0.1479142818936907,-0.007717377475312981,0.20167591805885055,-0.02835005664715473,-0.31165396975560944,-0.16719569580854154,-0.2108943394954138,0.0,-0.14975795653517354,-1.0,inf,0.11367841146442959,0.024569518891614406,-0.0778575089560658,0.10449995327937867,0.019744301801853936
127,2014,1,2,0.09936792235860459,0.07749396511185425,0.0016597017238042522,0.0753302560964837,0.047591736789059036,0.05195518616901218,inf,-0.1656317023431515,-0.13490415036959325,0.02977348005816971,inf,-0.024360207753356122,-0.0015103883643077243,-0.24619648208444667,-1.0,-0.12033412107251718,-0.022453637827889783,0.23914593312523702,-1.0,0.18133666327340614,0.8551129559652795,0.0,0.09849162579681447,inf,-0.04616290106789467,-0.02929000329128484,0.08087114784698879,0.08946307380444418,-0.07335205766650876,0.057766495044809574
134,2014,1,3,-0.044092904511468856,0.15650535178290226,0.0922780998618582,0.05335018054292329,0.10534002810969767,-0.038293001344052,0.011147377632925393,0.04778508034705742,-0.013429086640096899,-0.10813300511451962,-0.0431556098222764,0.3355178324278403,-0.01779388055192943,-0.04122786200844819,inf,0.27328301075330663,-0.22151167617893985,-0.26072276548316997,inf,-0.06345348139054052,-0.5443085458111048,inf,0.12513097536074058,0.07275001258213165,0.3152054539622864,-0.05798609411022482,0.06316844826978074,0.014011479481517819,0.07501057686116419,-0.10184225533302316
141,2014,1,4,0.1099138744938657,-0.14290962424097886,-0.1622997049854561,0.16849556409144828,0.17080075435779873,0.030402995909214914,0.11754274289150568,-0.1512808155018932,0.0005639863818844848,0.1804193731839352,0.14685849900732784,0.015145872074053601,-0.03921037948409356,0.13342421072196675,0.6463986455401511,-0.07997579421274081,0.4362626228459672,0.2636704489346948,0.09387195415495264,-0.035499057701553816,0.11790179320859795,-0.29107379432563096,-0.03328820757346895,-1.0,-0.22428551893887594,0.06855473235073628,-0.05586584579652254,-0.05876911955781716,-0.11647389869027891,0.12494504509917137
148,2014,1,5,0.03858518348384443,0.0036253884590515817,0.0073209541593008964,-0.32798958898900077,-0.2418159078121903,0.14610984583799902,-1.0,0.1347105211431936,0.265322138566904,-1.0,0.050973616737471694,-0.07633598540949116,-0.06933477065224791,0.022249539162613186,0.15656855578974493,0.3586660025186026,-0.20876450653982703,-0.08866409935734576,-0.4375692100497339,-0.10729792148994433,0.7017953353666928,0.0,-0.3262853409005093,0.0,-1.0,0.16292300710466923,0.09469960879824302,-0.15234742767606524,0.04394981475578574,0.15077741129890776
155,2014,2,6,-0.13677506172164822,-0.031854490701683,0.4293714246571676,0.5589379012117244,-0.04285594563058359,-0.14400038368617674,inf,0.03234162928380546,-0.38191091962558166,inf,0.018577926821005564,0.17530697718835242,0.10325349622938385,-0.2031447071810003,-0.16540363183504803,-0.2157763290350877,0.04769662454991819,-0.20639839276268634,-1.0,0.10390135116028132,-0.00045780124853467274,-1.0,0.3671491737782806,0.0,inf,-0.18153106159732513,-0.10837100807345323,0.3507683108253883,0.1531021303080784,-0.16636290334996195
162,2014,2,7,-0.007412196804811422,0.26314459537670665,-0.2264339572790549,-0.16724945427761528,0.08931499847889635,-0.04163214962179318,-0.20594747754823328,0.043161861179997096,0.43533332391686375,-0.0514014383579835,-0.1496721242875957,-0.051835081408615924,-0.056679185123754805,0.23208623107639959,0.1131532906491961,-0.12111105035868786,0.11569340661245286,0.3170248374096165,inf,0.09949202197905693,-0.4014385935706092,inf,-0.10312706183280218,inf,-0.010378859950646468,-0.0013482267969887607,0.03917938928483777,-0.15310022018275182,-0.056305475326373644,-0.035061626673539514
169,2014,2,8,0.13227781585559573,-0.04543024250865757,0.006527137958506346,-0.0029104203027858766,-0.08128213196153677,0.19859896500664864,0.18769546988709362,-0.09012171111917588,-0.06155886271242372,-0.27452546758369756,0.06208995373924142,-0.0191756213543417,-0.054429603639494895,-0.21481957056878276,0.26776757997361944,0.09610508804978779,-0.08796524962182917,0.08254272440436794,-0.23501698535456716,-0.15973126645767322,0.5863383592493834,-1.0,0.13473264738481583,1.1177718539467794,0.006858840367704566,0.1414231227464835,0.05702103967415817,0.0987505046678725,3.409590296898912e-05,-0.010953621650698464
176,2014,2,9,0.19671127603738303,-0.1742919109947687,-0.12084182100326668,0.12301386849153806,0.20979047946854856,-0.18246264933529965,-0.14933362543514517,0.07262476109237737,-0.11081838869993887,0.6140539702624337,0.004805874750184902,-0.02213009725934767,0.01002962910754679,0.024955937093276814,-0.43733859648610207,-0.039353960100142804,0.08846065311680196,-0.3807966746527066,0.4338738809098668,0.1341095177017695,0.07836957808642553,0.0,-0.16526556327364683,-1.0,0.12508066720186117,-0.08479460700410313,-0.08173022004079056,-0.2117897056306336,0.01413830834562102,0.06981091640376547
183,2014,3,10,-0.22799970001908187,-0.03153115737266776,0.25066870847717904,0.335147744213802,-0.1211679911230461,0.02974930344782689,0.45667188600766795,-0.025538696189779442,0.005825106756699672,-0.3791100917195176,-0.3012009265218726,-0.10541196502081207,0.03948850502457146,0.00011912010546577534,0.49110581702054956,0.06500889232687168,-0.049014609405390375,0.3709007678573306,-0.23296366186042683,-0.011960680076634533,-0.009334520138793545,inf,-0.2336069269430493,0.0,-0.08006115769458166,-0.016624782449585318,0.05967857086864181,0.20052813429003935,-0.23537393605590817,-0.05589247428093602
