,year,month,pct_송파구,pct_노원구,pct_성북구,pct_영등포구,pct_강서구,pct_강북구,pct_동대문구,pct_마포구,pct_구로구,pct_관악구,pct_양천구,pct_도봉구,pct_서초구,pct_은평구,pct_성동구,pct_동작구,pct_중구,pct_종로구,pct_중랑구,pct_서대문구,pct_강남구,pct_금천구,pct_용산구,pct_광진구,pct_강동구,pct_동남권,pct_동북권,pct_서남권,pct_서북권,pct_도심권
607,2015,5,0.03671349636727661,0.007812829670779342,0.004662047647785661,-0.031521452575819064,-0.010632336235013473,0.024182831654992354,0.011055289983959993,0.030064499050523663,-0.020447103813910905,-0.009632826429820218,-0.01643894935758594,0.026033195043510204,0.0071762415469753815,0.016476133687952643,-0.04794443421622274,-0.007420341191564539,0.044979065017648034,0.06581527507836937,0.0009668777144888896,-0.010278116442502538,0.026962315263575398,0.07481323183610034,-0.0029669528672296996,0.050634068894265916,-0.03606014565333715,0.021941898170033447,-0.007395005864826776,-0.014268942332087642,0.018025441376596785,-0.0006517484811202623
638,2015,6,-0.02780005541048247,-0.002826552912299163,-0.00788503358888637,-0.01602019131088528,0.010814897301667958,-0.04055850493230129,-0.015176697788521043,0.01122880188165798,0.05086078892580259,0.003096345597152661,0.08160121571899359,-0.0013629351345791907,0.033089286755343617,-0.023489441387976817,-0.028274532636651806,0.047794144431385854,-0.04513936423693732,-0.08030112826768454,0.019381672049136878,0.059527566580561686,-0.02099569017230052,-0.09084407106785375,-9.371076600783734e-05,0.00025657103127962877,0.03424749202076316,-0.008183303217876192,-0.01072107105064457,0.024809673392773623,0.011864955535332511,-0.02885496894508388
668,2015,7,0.004295500533892493,0.020851993115027057,0.0017529809767407034,0.04915666129031471,0.012984259167287071,0.0353727532567667,0.03319822051257315,0.005328467303433282,-0.021031097680894395,0.01173284758299542,-0.035634585625232584,-0.004957022576478565,-0.0045746626358956766,0.019916135811108182,0.019370075094415684,-0.0035744122061474037,-0.01081562079641718,0.07086907164604295,0.0077701161504755145,-0.007719628836168613,0.04698049526134995,0.03213739892024581,0.02530150368970374,0.05355129954781601,0.0034087621201970286,0.003877485256695623,0.01446466931815138,-0.00012506191105621234,-0.0030090913817848453,0.027260378361606108
699,2015,8,-0.0027578278578328508,-0.00495920015054363,0.03288130431717784,0.012778287425005086,0.030167785008932135,0.010640131488533822,0.019324906516846596,-0.0205421523003545,0.03619898988892478,-0.00881261465766936,-0.020791589324497872,0.01760948138126528,-0.031747053972639105,0.02772719485752151,0.018328116085163826,0.0033198307326414156,0.02495735203502436,-0.0739902777391086,0.02877414137780332,0.0012561513778384104,-0.05473224083030459,0.009176991683579994,0.044763793611390934,-0.060309843839487676,0.012581129873833863,-0.031504248657303724,0.006197040511591201,0.008491300051733264,0.0013620695948057815,0.004498455080666597
730,2015,9,0.05357023629729829,0.026198240337240497,0.008960285672158674,-0.014346920578287459,0.06768365156987688,0.0038897590615478705,-0.008219073794645815,0.024077232263264525,0.013183033553352708,0.015145393067749424,0.04517829342359647,-0.00681519485117843,0.0463268125089662,-0.029183023652727402,-0.020002200708955642,0.24200674794876487,0.02076037164904787,0.044066186160742093,0.019825587792311028,-0.03547673679896435,0.04241824596085797,-0.0032007132240589042,-0.04641458840907842,0.03140262519774373,0.020748051215464525,0.05458048628204071,0.009525541608064847,0.09859966493216477,0.000411548481316526,-0.005128645430712675
760,2015,10,0.016950659717174688,0.013273082076202147,0.016077270355072004,0.019664456014796716,-0.010175084555805625,0.01492528180927577,0.03384882892108254,0.0552139948580983,-0.014612013655762923,0.03395598458255744,0.06052266196620004,0.031213397331462556,-0.0013007765058121734,0.020358069375231214,0.017484318803649312,-0.14708111353741016,0.01163176395443588,0.006323746611136327,0.14136096063334525,0.049786526371257356,0.00548610384822501,0.060569343391398967,0.041898382063879636,-0.003590457266155922,0.0071007693942537475,0.015148826195364284,0.035487013172313286,-0.038905962175045716,0.056005766385116784,0.020786753504604905
791,2015,11,0.010071467678687274,-0.0061905811523985665,-0.02531368261078737,0.00302554534316668,-0.020405774660570253,-0.0708631184577182,0.020752859425943404,-0.005966638066304819,0.009747575691688715,0.0007424401200881725,0.05234606573022904,0.02579345507643538,0.030296781113324567,-0.0001921402548192841,0.06105764167519023,-0.021012809992622117,0.01667479541568273,0.05668741292268309,-0.04282737898927769,-0.008717564713409343,0.02908937065144146,0.020420666585233782,0.06745396447295349,0.022539546060934557,-0.017103329732046424,0.016598718122172507,0.01482224640929708,0.014753021391198606,-0.020302308658608825,0.059824347901956676
821,2015,12,-0.08713924356611957,-0.004318497098507179,0.028593257279889484,-0.008462524919491843,-0.027072115105691186,0.0017310527043701285,-0.024389476564299573,-0.029377984803357515,0.0036881272941953203,0.03439049921807058,-0.09416032685787601,0.004592829581445024,-0.03499205878206457,0.012149116776918545,-0.01778518702695009,-0.007724714788286402,-0.023887265468874874,0.04090131493998439,-0.007282815382899321,-0.002076542209320631,-0.042587391402624464,0.0063399698139059435,-0.07076780962238982,-0.005010094941599763,-0.01599621784427685,-0.055894160727201325,-0.009563519707465495,-0.028523813289148436,-0.03585059099203558,-0.03861192290358717
852,2016,1,-0.004754996247157028,0.015066379240947336,-0.013944240673814168,0.006777838773056599,0.024416556423471514,-0.032059396911323756,0.011797465726517187,-0.0014785710707754252,0.015136120010851517,-0.03098416676544602,-0.05933527946776518,-0.02458141007646064,-0.026821889897706952,-0.011801942230080908,-0.0450704622041086,0.02231090356834975,-0.014663871097519099,-0.0031292240563074447,-0.04825061190328406,0.006724574716829412,0.015268062333156918,-0.07690000746243564,-0.011065837468305584,-0.0013725031806706145,0.05168242800221812,0.0039836505829038416,-0.02332027107315482,-0.014520309659070252,0.011714308215288405,-0.017200054871105208
883,2016,2,-0.022497668836882534,0.014793346836112331,-0.016245769739824722,0.0045938456006275885,0.021172247792121013,0.017918934157789224,0.007306532278369415,-0.07007631004293458,-0.00731139888697252,0.04463073581371768,0.0119681853103617,-0.011187513268642979,0.02082561169316688,-0.025246828520261055,0.02769717783101333,0.04406460658701872,0.006533789396221401,-0.05923788294609689,-0.013550854803826562,0.07054748648251485,0.05463766232206391,0.0837892787927681,0.0802228004109602,-0.05036268340638084,-0.020970090551350018,0.011230082299065192,0.0002413553783757738,0.028127800858358976,-0.022824817565863853,0.00716154728493823
912,2016,3,0.11278119103011797,-0.02600007779872615,0.010389651664317157,0.010080527758965507,-0.00867343246260488,0.015567801024726213,-0.0053631801457696415,0.043444656687681826,-0.028398020750383335,-0.039359368339261125,-0.029668288320366942,0.02502549853111269,0.07509511268511648,0.0330501756392485,0.03830303760359888,-0.062423671539517,-0.00709796555389941,0.054239773687170256,-0.0032491010374434692,-0.012618882732541081,0.04115978054718328,-0.027058776815400698,-0.04817296887255629,-0.022090130268385466,0.030079962993630582,0.08499816176117281,0.012170335716725988,-0.030168309624351797,0.019452629939191057,0.014479543656517269
943,2016,4,0.051081566484350915,0.02993169857952349,0.03139450951955647,0.035039197506856246,0.04472546511573161,-0.008021565701489153,0.038684238771039325,0.05038313591949639,0.02996642710686026,0.04711046828397425,0.15038342226502377,0.01035840469789262,0.01869212930536568,0.031552122021400564,-0.04094150946562103,0.010587863124557506,0.02117623684910508,-0.10090121624974391,0.010586558619010589,-0.033184396239043346,-0.027676919853458437,-0.01993153608453635,-0.008519167945821637,0.07795913431336743,0.06476824508174439,0.023544850320951882,0.023403596432446827,0.051081599255786925,0.03725085489106905,-0.01371111241203371
973,2016,5,0.024085283927214318,-0.005157504237125798,0.0005359263832920291,0.006897551173786987,-0.0002720533786401136,0.037797350482191794,0.001740727420723731,-0.0022108224658642373,0.05510801131634513,-0.038464171498685085,0.047173240278526984,0.0033808444699223728,0.017938409920395637,0.03703614658682253,0.04593373582933591,0.01784694437531864,-0.0008381958632494024,0.12035876343349194,-0.007884686872546731,-0.02068665192609287,0.012660434201126947,0.011372661424164487,0.16011329015107312,0.024605367225132957,-0.040337968425053994,-1.0309922925388904e-06,0.004077749212380688,0.028570723085969307,0.010098431115681539,0.15064708738001187
1004,2016,6,-0.03947591885131374,0.015512598126375954,0.005828391698777802,0.016045568433422197,0.05332568110411162,0.0386530245677843,-0.0013922257712191133,0.03325999089373277,0.0088527185870666,0.03139926183431774,0.04154250667370296,-0.0027178910714811266,0.027117235738245427,-0.035679464564505325,0.009017435818624353,0.03437426108821495,0.036904901825691505,-0.04660982632037336,0.008565729253128707,0.05627152608070074,0.013747742990185552,0.0322793356227018,-0.07805253931477651,-0.03512270768560588,-0.009837750366727294,-0.015732783237091597,0.004380320462763265,0.03698533120513803,0.015719558900685104,-0.05152051532659152
1034,2016,7,-0.021595609588997644,0.010217471021561453,0.027919749242997893,-0.02078964922531812,0.0004905017622269803,0.01807109138972751,0.0019318459003574429,0.04219360073841316,-0.023979595694532008,0.09164025822701372,-0.08096247777004151,0.030285219803763308,-0.03721593576019955,0.03161376908635405,-0.010798778999415726,0.004488782221645282,0.0063707189405788345,-0.0328313924239374,0.01500040473019415,0.0004838085860394692,-0.01562082309059909,-0.01493904204955665,0.02266105473002411,0.0332904321842773,-0.0005908317120395523,-0.03541021017044277,0.015328892599110855,-0.024111534074316987,0.025798722673369356,0.0011523702284048642
1065,2016,8,0.008787267735859805,0.010546778579515248,-0.009525505802078116,0.041593641664672276,-0.00026429286935081286,-0.013600118062809807,0.045901911163476194,0.02644982635574289,-0.0025834563499674834,-0.0710133172863654,0.0704794456725244,0.008478447933959465,0.048337166278610955,-0.00470714581839593,0.04217094054737047,0.009926200122494677,0.015255221073923853,0.05772966411980218,-0.010015192769667336,0.006708897238645539,0.055345247637773154,-0.006911291852073731,-0.008079217602202537,-0.026292104665363802,0.0025130094406873305,0.028000130433795123,0.01043078088668592,0.016062512616960678,0.024147702031350526,-0.004318125912719739
1096,2016,9,0.024492650577758512,0.028638477008017027,0.025576571313179475,0.013771879810933862,0.03198948054077011,0.027780903976089233,-0.0024749087321902508,0.0006719822458562952,0.03277076092886366,-0.0006242631582760172,-0.03659666029705111,0.008134331026341313,0.00717880292873363,-0.0005527520413340925,0.014181301360497445,-0.012422055146463884,0.022963265382653475,0.011503743497373042,0.010639543470122526,0.0508976554311793,-0.01399486603285871,-0.0032957053822088023,-0.05744151447196644,0.03713649214805326,-0.03821994419520269,-0.00316809812726071,0.014278411223843879,0.002939247233640696,0.01368372990273592,-0.015273724382099063
1126,2016,10,-0.019744727097070425,0.016991043311466614,0.00826286103956475,0.010730124575312194,-0.0002060484642772975,-0.010642108844352682,-0.011732185579772625,0.014600997854337106,0.015859326768361326,-0.006125391389715129,0.0064541733240224275,0.014994085553677428,0.006862489167472452,0.0011463773303090896,0.036959966751481055,0.019147635343715885,0.0019238301850719175,0.02774974031573829,-0.008248092533021278,0.02191673668134042,-0.021393763890015016,0.04060598555786399,0.0793247778593642,0.009033181032617188,0.026762054573245653,-0.008326226793164304,0.016923225834126976,0.002562243756022875,0.0066561277551389075,0.022208510166538353
1157,2016,11,-0.08294584679225914,-0.003482625008250806,-0.017369772648575865,-0.0006133253363228564,-0.04021008925043423,0.02957832114516723,0.043740651700686195,0.009687680679797639,-0.013078846282682077,0.03751629887389307,-0.1011307987402591,0.004040798326671702,-0.07811086427340441,0.04147427266913373,-0.038376012540323745,0.011446130098675678,0.019294479882508542,0.03425095754565888,0.001768181384194767,-0.01861684842506195,-0.07669620136761912,-0.02867907216878507,-0.05819174075133127,0.002703358284378954,-0.03846141365036149,-0.07668263560679844,-0.012021332580954391,-0.022892796035337226,0.004141648510534335,-0.024766841306415044
1187,2016,12,0.10169797482337817,-0.013065466115719127,0.0037648897362585476,-0.031823119801302036,0.019174045979450716,-0.05678224367070883,-0.01819534197993178,-0.013319838910251791,-0.0011267205153704385,-0.01470056050077595,-0.012321931774074812,-0.012763479854486781,-0.020746030440410013,-0.07679507374912176,-0.033700788138449456,-0.025140864600335933,0.011009514813955956,0.030674028676850096,0.02215005057116959,-0.030493145583631143,0.09047864611954815,-0.010064435082737244,0.10521173470494372,0.011796872219913324,0.04690949035038061,0.09293982556074676,-0.004575399406526848,-0.022013747673321094,-0.03331405387679809,0.057332563714047824
1218,2017,1,-0.022796861422414882,-0.0024074886338336654,-0.035507562040327345,-0.0036309717568533406,-0.03386385677081549,-0.016765866556341047,-0.006994744884396442,-0.006213826829426505,0.0013922305779492383,0.1413069499475368,-0.003640024229627281,-0.014867438623220153,0.08801860221750757,0.11586487427007564,0.09037636592554743,0.01179887390121781,-0.03254608262213421,-0.003979448062801594,0.0050843154353934494,0.05461224193912417,0.06613802177373751,0.058787562492306655,-0.07383310210962357,-0.058465613381474824,0.058236760955523215,0.03809068445990249,-0.001164139434554734,0.01845412275226299,0.044792233978614204,-0.05892563212499802
1249,2017,2,0.02792750949459233,0.01132281632832699,0.03299932214978285,0.0443926569191504,0.03809174271120952,0.023569303035222422,0.017319846802340777,-9.055105870714453e-05,0.000735554937969285,-0.11502197921436808,0.054872661495161346,0.015505833941026781,0.004249275492660631,-0.06154018518682769,-0.03858411105848769,0.003339473545054039,0.022828677774255235,-0.038953495652516934,-0.008807897738317028,-0.013088005793938984,0.03995846949061921,-0.008846972165082678,0.021567016450610765,-0.005294953234047495,-0.0416224170648406,0.016357660971131116,0.003374517341765637,0.012875228040626574,-0.018082108193924085,0.048921414201521296
1277,2017,3,-0.006354450762003583,0.00492657617908443,0.01316923344485077,0.057565952067061055,0.015055033508200477,-0.022713419367876964,-0.020437024925327507,0.007887110185998525,0.0126895462887886,-0.04582815505538185,0.04430834391485883,0.006409803225918109,0.015142949093165159,0.0015643139412104823,0.027857390195511256,0.027435384072438174,0.03616961569008126,0.025707524712269114,0.023172325255710335,-0.018093610635659396,-0.03348397218482202,0.003529320212134035,-0.015292786626747823,0.04053161464362809,-0.003988346797078823,-0.014828086688691733,0.014660854617114083,0.02373407327476018,0.026724669368429765,0.008033646676049555
1308,2017,4,0.039888038132398496,0.009755597794846249,0.010249210362964112,-0.018014540965190617,0.011328406502934651,0.039098288750588184,0.022405658876433865,0.04077231345800425,-0.01371799826025688,0.0025217939826995828,0.11966248686815906,0.02164618694299758,0.014712202642180872,0.021013227494184106,0.037832858822856696,0.006291485327019508,-0.03842788304984435,-0.03808286097778135,-0.0047546619325347095,0.07627047381549668,0.014543176975203354,0.020840863528722497,0.027400990110401757,0.062110604849091144,0.08196240501689567,0.01424725184099862,0.03959784881982609,0.017575655228774467,0.037701595696661316,0.015383950543751412
1338,2017,5,0.03822114790333697,0.027105836805827233,-0.02935743461974194,0.01061102682116144,0.05335641302777061,-0.029745407051508965,0.03157705796712462,0.025697337567351264,0.050552568288743105,0.034675336874849805,0.09058831293145819,0.024082834243390527,0.046742124636089066,0.017770718526879392,0.019465281467271556,-0.002833854307619954,0.025123332202226845,-0.00792295753220551,-0.019694188113545175,0.037551202189802124,0.035867517157789575,-0.03302561179144514,0.06404581686289634,-0.02600429707396512,-0.05444502662934836,0.02904908932505279,0.011349560850656415,0.048986299190844296,0.029358319180661452,0.0637843373418292
1369,2017,6,-0.06137134979236458,0.015711558006015425,0.054856173945338815,0.015267506481112525,-0.005780799910214962,0.09810726306376338,0.004937298999717621,0.002108826133444097,-0.0053138519635642645,-0.008390133488537677,-0.054571903977314706,0.012118993822724411,0.006519879460245459,0.01138599692579989,-0.03771105667025143,0.005353861695424289,0.018404296393472963,0.04478408054748062,0.031653951748955134,0.011055155844966746,-0.0445878853990026,-0.01838626662419729,-0.009287428938239528,0.008189132907477248,-0.001219224255883944,-0.017844835515749113,-0.000608643761019656,-0.02440703987183479,-0.010442596019169637,-0.04066659261472805
