,year,month,week,pct_de_강남구,pct_de_강동구,pct_de_송파구,pct_de_양천구,pct_de_중랑구,pct_de_동대문구,pct_de_강서구,pct_de_성동구,pct_de_금천구,pct_de_광진구,pct_de_구로구,pct_de_서초구,pct_de_영등포구,pct_de_서대문구,pct_de_강북구,pct_de_노원구,pct_de_도봉구,pct_de_성북구,pct_de_은평구,pct_de_마포구,pct_de_관악구,pct_de_동작구,pct_de_중구,pct_de_용산구,pct_de_종로구,pct_de_동남권,pct_de_서남권,pct_de_동북권,pct_de_서북권,pct_de_도심권
64,2013,11,45,0.015253353703582606,0.0013403500922906098,0.078559146742742,-0.04267138287095884,0.040696187160216946,-0.07657329925422762,0.02716628259503917,0.10859003406354084,0.04321541231583792,0.02642550132178556,-0.011577353915155686,0.029842878995830713,-0.022291389183789034,-0.0014027319581330078,-0.03573674058060139,0.01591870587457711,0.02450593393561351,-0.05995202779403919,-0.024171360018244492,-0.013825491800036005,0.10300488105433203,-0.011452854870029117,-0.011294992946369264,0.03990199394672622,-0.05389194342589887,0.018426323669221034,-0.0013901340502381343,0.006942937815880068,-0.021839503782563052,0.014117886893385556
71,2013,11,46,-0.02254372083461753,-0.026956032906009675,0.019069572320540296,-0.05498090375523379,-0.005678862363742265,-0.02198529687771944,-0.001539449130976922,-0.050589298035088937,0.021940006795988953,-0.010836811489801979,-0.00412762193248295,-0.03142203501701857,-0.0023568983413365663,0.03276746935489894,-0.02057155636718999,-0.02159263826044988,-0.006221017078009927,-0.019697569397654546,0.06818484679387349,0.020294680923094388,-0.039117385373841795,-0.04641136731365458,0.017759550269578428,0.028616756600789994,0.03142313730862023,0.003326494395153201,-0.02489435902739623,0.0011146877203305205,0.04240681244786981,0.03257624083211086
78,2013,11,47,0.04886092952510146,-0.07414065362557842,0.04271383653005878,-0.06089634513984998,-0.0564609939879247,-0.006088247779848843,-0.00679261239151685,-0.026963768763192064,0.010643171314344668,0.012680349403552116,-0.002957984179625228,-0.0203315586356434,-0.030318653856910682,0.008038392061970434,-0.01256560226827319,-0.030577480008419866,-0.02658404325485697,-0.025419158962847188,-0.10489022907627532,0.012582209362308028,-0.044003017410438994,0.044262743061177945,-0.07652531832737763,-0.06590014155701007,0.022874256207402466,-0.029777693008515627,-0.023869623629018122,-0.035934035120730456,0.0028952786532543406,-0.05992932245035976
85,2013,11,48,-0.0122638526019202,-0.06879703802489301,-0.0530459798146119,0.09786477311527109,0.07471066392781966,0.04010106576656325,0.034971624692960335,0.0822869450185113,0.06545649511403373,-0.00043158831599621195,0.006216074441705688,-0.012728229322028994,0.06456431695605658,0.002717077987874017,0.02601866117071472,0.015740671736561795,0.02980300606293662,0.03358478902050832,0.09989287521239909,0.020637475965502583,0.10309014649263237,0.023055469547408114,0.14612109439814325,-0.03257051766353236,0.010408198018061254,-0.008625313992000616,0.06550202291539509,0.02328092549966243,0.01684204593894645,0.013030969115498392
92,2013,12,49,-0.05641991448446715,0.19171157732192912,0.028420466964009572,0.015892414231527985,-0.010672620191192195,0.009174734223525549,0.004441480607232817,-0.04040546467440087,-0.08694157547145032,0.01099173714384305,0.025425945028049624,0.011819745137147786,0.0059809987568788525,-0.019426120258543067,0.02011197668146547,0.018043517282445576,0.030291414453732513,-0.04607305069736334,-0.14415507335549993,-0.05159979737361731,-0.031150800692729685,-0.03341751153298278,0.016153560123125965,0.16566360716237583,0.17279801020720265,0.04546370120249077,-0.009150926342467947,-0.006430011829136273,-0.11089175761084258,0.13020046343422131
99,2013,12,50,0.05844582039930968,-0.012301950177423304,0.0008797822709651903,0.02337197815735137,0.02634520477312874,-0.07038432332716993,0.006963717396230695,0.04600963496582278,0.0291929576181984,-0.006107313736545272,0.010625403386168797,0.03710432541081987,0.012667711875852694,0.036236924992126385,0.09716161108685362,-0.011944725719918559,-0.0008550385982146746,0.11613362847948272,0.1368525591561447,0.02411476911140009,-0.014359627595823099,-0.005778169792908905,-0.20156954523463966,-0.11642954748851453,-0.10837937112372387,0.014406700419887564,0.014334853220469679,0.004583984844554356,0.10137996906048907,-0.12419138336338365
106,2013,12,51,0.021640861379399468,-0.12999515534856576,-0.022404432120776696,-0.04617671008999158,-0.06044361714218793,0.04973638478663278,-0.04864099791817622,-0.04289121215539793,0.008893374166837775,-0.009919004637190199,0.007020445657810681,0.012972620627178522,-0.0015901047607064234,-0.0669850356705648,-0.05571126763862244,0.028271136645579897,-0.042698974427224146,-0.11654026616779534,0.06539765491615879,0.0067922047216428805,0.05548033800622654,0.04500324814644019,0.22180861611201075,0.06653485226636979,-0.003219907537013178,-0.046082350298299546,-0.01149522253823021,-0.002457650213608109,-0.0055765896513844115,0.07830860103962811
113,2013,12,52,-0.017323237004164938,0.009844697791304924,0.06263392583855665,0.022370246962085227,0.06102023175541449,-0.0417183223219415,0.03658753005874971,-0.04404859809710748,-0.09979568359031055,0.012143424161179972,-0.0036915897128613206,0.01752087516049272,0.02091471734644612,-0.1416066587915087,-0.03411160669555913,-0.04157794135121118,0.0008183058820752098,0.12116408834607073,-0.030815948130194393,-0.031308566257105874,-0.07097637563549142,-0.028044964836381636,0.008028970596271945,-0.026427966693716165,0.007990763954748736,0.017868986141607035,0.005095686138139044,0.024517720039250568,-0.06748630559018443,-0.016016556039720742
120,2013,12,1,-0.041126311390178416,0.13985344421382817,-0.02147143056745171,-0.034125723887670656,0.01055252364258874,0.07955071938201352,0.017519731467493083,0.05952021404197794,0.12341705553388649,0.01957089032314885,-0.028083700690525903,-0.04294661395178634,-0.007919207391199667,0.21752964527249619,0.06218125870454494,0.05591180210723623,0.062226995947213926,-0.010419274923731514,-0.04938560043862206,-0.007838591770193748,0.15129072628023943,0.04026403853358285,0.07593835521917813,0.0552829852967347,-0.1263362732838219,0.0032401782481410457,0.005264948377122547,0.02686407168654492,0.014762792288591786,0.044966041969891846
127,2014,1,2,0.03346756406584794,0.022340459871853735,-0.01980452666413912,-0.021141870421539033,0.021255448900237228,-0.00990230743180276,0.008524197296739588,0.00021011399500703298,-0.004079185875568769,0.047336566424055926,-0.044796627058516614,0.0008973338283115861,-0.06778817658222991,-0.08942185744404085,0.02435013448334078,0.03570036286713951,-0.001404742688621563,0.002212525161747303,0.13838500546609112,0.06140354363043876,-0.12351419873996217,-0.011039624018770566,-0.007869509133454633,-0.0557785960801197,0.05519671748164767,0.032464312662715766,-0.037359745680771494,-0.009117683272469868,0.07095672946945086,-0.043531800041599955
134,2014,1,3,0.02331478074915161,0.004443935180977077,0.022027997910527786,-0.08855500440622877,-0.05644403134940179,0.08870182385462155,-0.04155508904058203,0.021844337523295287,0.035509792783938954,-0.027662017400418626,-0.02536331346680598,-0.011101214395204062,0.1084433507986402,0.051562093698549916,-0.06250860032825922,-0.03171207299660972,0.0101231722426951,-0.06198185130234357,-0.09014086072302208,0.02370662526190226,-0.010545502297608755,-0.027110956112456397,-0.06011216734364788,0.03294816985797944,0.008812303547373501,0.015556893460656918,-0.0239148091246012,-0.008807292781021547,-0.016942281470372023,0.009843339095649384
141,2014,1,4,-0.05023779368574688,-0.07052618462856419,-0.03685586569397947,-0.1036791763875774,0.07141308072754149,-0.0786390726043743,0.05783735445816407,-0.004402594042194896,-0.1028138757891437,0.02816609725486785,0.014381755368941151,0.011174875829594644,-0.059750202381911977,0.16241681166015987,0.024472448811027503,0.01868257456013822,0.023632744600794675,0.03674113242180588,-0.015220680811456444,-0.05379080000417502,0.03054373255100118,0.08310093881298664,0.03894587231039237,-0.06173559711171639,0.11337181210412095,-0.03564121447129387,-0.03231316699152387,0.019974607767656583,0.01976898915174674,-0.005716759441095398
148,2014,1,5,-0.00036316951129355957,-0.010785867714186104,0.025411430254667522,0.15887350112418974,-0.04516070478202061,0.02215044325495663,-0.0075627207775864624,0.05619698499663106,0.16852250182128148,-0.04941888356621715,0.08282024362241458,0.0005935112703039369,0.03822556581446768,-0.060399097403319724,0.06978429908432915,0.0027351182432930887,-0.03886637641565904,0.023270750003249407,0.03554246309525588,0.05679478231801527,-0.05576997668275574,-0.02944025266873418,0.03885585587654017,0.09138065135854534,-0.11203702242492164,-0.0037334758770113385,0.08030133832702502,-0.008141579399202348,0.014127753337039861,0.045731892158454635
155,2014,2,6,0.03597605158603345,0.1959897366959722,0.009903925832518645,0.13997472080392237,0.10617832881792699,0.08268413445712208,-0.0035361748539205484,-0.05945786867169767,-0.03114091089685489,0.03557271376776616,0.01842332100536992,0.0072956824922647545,-0.05632138384632479,-0.037988594044947366,-0.0036176069727683613,0.010676674310760026,0.024286055782258398,0.029685932679800908,0.022739271174446074,0.012643137920749004,0.07431441889714918,0.044908816246130634,0.011218685404271511,-0.06548398649450748,0.20153825137870118,0.02964751939345245,0.03542709589728288,0.042125125682889175,-0.003651081716182447,-0.00276152711151767
162,2014,2,7,-0.005373802723158905,-0.07733418585971408,-0.00393197965753056,0.011083429914487075,-0.0954144093674989,0.021714858011259386,0.0028356738772454815,-0.08452400194219523,-0.014799793395706029,-0.037788340152801525,0.012711500430657718,-0.07132615619948024,-0.013081612288672884,-0.1110757044443782,0.021644220904830203,-0.06850391149064539,0.012457052792297807,0.004030744120667729,-0.0744777891961319,-0.09256523154043339,-0.03277851742363258,-0.0642650094648235,-0.07808628942513951,0.06808862523288517,-0.13222729643704967,-0.0014839821065190106,-0.023089058192307554,-0.08003138780850683,-0.09949305857473911,-0.016850643985478753
169,2014,2,8,-0.0008563900747037279,-0.018371876538746612,-0.004981718443466843,-0.05248755381816883,-9.125635365381246e-05,-0.11735546253217832,0.019014200374640522,0.1270215150612406,0.01223999352713534,0.008117462894809746,-0.198486931449251,0.07183888152326201,0.01001526150648524,0.18996699150106378,-0.0645639078114213,0.04488532065618722,0.0003841804241133673,0.011669804488713353,-0.012571836726941621,-0.007593074247686626,0.07119973681028746,0.058577626277842354,0.04852231938746021,-0.03170948166270904,-0.04134112387043942,-0.019520018057271327,-0.03420114554650555,0.0605589370666606,0.04555580698448014,-0.0007413994923933798
176,2014,2,9,-0.013299835429138263,-0.022329433366081286,-0.001450637842434932,0.04579952634073492,-0.04063429814835351,0.04445668476271947,0.000750790179407046,-0.07250488321031923,-0.008153744508422989,0.08134899703428689,0.18454264964002376,-0.017521813567560218,-0.0071780034593809106,-0.01694893632979,0.05100989741040407,0.04008522671487702,-0.0012220756674465871,0.009719420863357309,-0.03656550295228511,0.13723368379030032,-0.05879570708960147,-0.0035073866285916244,0.061785147515296845,-0.018610319799846398,0.14348720767338508,0.003482986212951289,0.04618590445069848,-0.014845987026602225,0.062296964202358085,0.020256430246216928
183,2014,3,10,-0.000503936316256226,0.14261280477289873,0.05038688556738702,0.008004935495374177,-0.15179313955711127,0.05666156460802174,-0.0014381132687312226,0.013620520692698923,0.06920017672792556,-0.0453237421507785,0.03902645256922943,-0.011411234907575007,0.00869340070981739,-0.12051722884936011,0.02459159980551706,-0.002585564403395413,-0.008412759125380975,-0.058373278508986326,0.1469396158577958,-0.017153440221320815,0.035159076140990564,-0.06566642234199815,-0.05689739610089439,0.07862685793390556,-0.06391452953194587,0.040535039451718324,0.0029098188027358862,-0.03897511134913212,0.003559387219681742,0.011082785988238086
190,2014,3,11,0.02617060069407584,-0.11458712211331001,-0.029991923047728353,-0.015263845115875196,0.25647636410464214,-0.032398496844733615,-0.021214282742860302,0.026503937808014744,-0.059384176860339255,-0.007120651669954903,0.05371914115431453,0.08492578596722833,0.012137329570401922,0.030628683052846162,-0.0514576740076198,0.0035493855909802807,0.015056554893157159,0.08486194031704142,-0.027341544930525985,0.03232950164963011,0.04819398178492729,0.06423852254088169,0.03596665738172722,-0.05970508866615243,0.06320188787965031,-0.025674791845988976,0.013093493893043595,0.06798060820542529,0.008539600399168457,-0.009370237515272772
197,2014,3,12,0.007849125611591345,0.17487899175427724,-0.006187157258897735,-0.09996436309246981,0.016782493113929542,0.02626936946806202,0.028322064050732454,0.0003286950639085351,-0.039617397385429354,0.07982715132592966,-0.21792736422064318,-0.02680624704241996,0.0062046998773741535,0.0963931301909644,-0.07201120099715907,-0.009133752558027508,-0.04871775634706155,-0.04136209048479156,-0.012494341887515081,-0.09191265838587215,-0.049958413511628,0.006905736983536581,-0.021772655533395135,0.03394889727126138,-0.06321610322905646,-0.002101894913748903,-0.07291635404959129,-0.005043176765943791,-0.0431045928877527,0.0025164766376317704
204,2014,3,13,0.009188941472725753,-0.1207762397708575,0.02486106547212663,-0.02040648244044818,0.011046062213507346,-0.07951250422193312,-0.14736284000979738,0.060283498923509926,0.044256209152641945,-0.09806352376688854,0.10074098151711874,0.012733205421620708,0.01205836940672178,-0.047947747446590694,0.06840924015872285,0.002347376951459701,0.03509728014449798,0.013897423715178103,-0.034378336067118265,0.03567382651168849,0.005513086111996746,-0.015473967105817277,0.05082395776230153,0.016644686463030522,-0.04033271719038822,0.007308576855094229,-0.0124937917818716,-0.00039689414774313203,0.015557092804014516,0.017972759069204924
211,2014,3,14,0.02278727612169651,0.0015817331060079542,-0.008180394461976825,0.26946189679663246,-0.17200454151148115,0.09591073762483049,0.18009518267666413,0.0018115472691302426,0.059298342925292014,0.03436305812728069,0.12729560437770004,-0.05477170729986591,0.0039350972720961774,-0.05421526199171156,0.02397046024702898,0.0021867953724568068,-0.029146307180260567,-0.024505263555441692,0.1377605127290802,0.056775560430541994,0.0352773682391907,0.02005696616870334,-0.05036374855736525,-0.03484588664644084,0.04989101579879329,0.01625110652006656,0.12920312978688453,-0.027395322229151753,0.04617384165254035,-0.030246542799924114
218,2014,4,15,0.020690740652642203,0.04033883932772864,0.0916849966788269,-0.026459704903923797,0.2128572184904851,-0.023750462784321802,-0.007188580737370942,-0.003393744050397718,-0.034401764010832614,0.018483170838552887,0.05868354326335212,0.04504706166934591,0.008375648613505149,0.14040526371580886,0.012827543772822692,0.03259400553036329,0.0939317963633568,0.008079997643873238,-0.09485530729299063,-0.032758501598948775,-0.07425695219395134,0.006069460381066261,0.02961543636739017,-0.01419988474685041,-0.05179913646825596,0.04892719101228238,-0.006630487398884277,0.03968306753563411,-0.01710191465538491,0.010971670058450345
225,2014,4,16,0.026267355948347504,0.08058169397529902,-0.05741180474294827,-0.007857022963509097,-0.01110446884733407,0.03646345315208599,0.013214087084538084,0.029950266562843497,-0.07674370163060584,-0.0001529619538714888,-0.044413629834805346,0.004995489027759481,0.004839404851987306,0.012614302881975847,-0.08464870575805583,0.019122806861076702,-0.05340814551689521,0.040411233002711544,0.06032050893599461,0.03063356105509829,0.04204207672901061,-0.01680534646720766,-0.015623796829680514,-0.03970461596111485,0.14701847195536022,0.025844589557476594,0.008786429306345322,0.019661886090202918,0.04917005179532841,-0.03108274544417866
232,2014,4,17,-0.031872925018790244,-0.06500800291836983,0.008129802852772539,-0.01237380695622936,0.0024211713972526194,-0.01536356005121109,-0.21365789744961106,-0.032402004347265145,0.08923543338759621,-0.01530633512755275,-0.02271181814370571,0.07162553443409259,-0.004306578055158994,-0.14898541934408915,0.08190331487268154,-0.06867094808668017,-0.012033861779145338,0.018775752084713826,-0.082391051142779,-0.0356448063163074,-0.011289859108249423,-0.013224210995820052,0.06918113714112506,0.08898321639291962,-0.2058482043103561,-0.025895666274801554,-0.06225138254476914,-0.010542222507312182,-0.09661355174588171,0.05318806315373403
239,2014,4,18,-0.0014894124181589197,0.005600323477243929,0.0022706736669468874,0.07343017624344972,-0.01867698286175057,0.0038728523335398446,0.28133891328004723,0.010473020306115854,-0.07034043127987344,0.07098750707229251,0.05362439737565383,-0.06468022849179089,0.031004784603042124,0.17830253328896473,0.05868168353458714,0.04537207340542815,0.04060235655058131,-0.024872857183468433,0.06319663793622765,0.0692128814507289,0.07263961458361012,0.030433118202327414,-0.06047339653327366,-0.0382889337075808,-1.0,-0.005677098817244874,0.09294001914960126,0.023453295230075444,0.1160120872985877,-0.015513756819573232
246,2014,5,19,-0.004030778533991475,0.04353237280416833,-0.01835890758007097,-0.0013193805708784367,-0.04839136422896673,-0.03402404591110708,-0.02637523119057783,0.012960795147040072,0.08577436432128471,-0.04842859261740906,-0.03686772978418029,-0.02113633531598802,-0.03263014342264969,-0.10635835163614094,-0.09645322059019212,0.044754226661534835,-0.010611617504608706,0.037154520032518956,0.0403618859146353,-0.016593706660624652,-0.02503588264618195,-0.023567793428322714,0.0686129368367161,0.19871369631823255,0.0,-0.0037090838142916915,-0.021848642986480926,-0.0004459690781967174,-0.03185580834840329,0.13767675770850651
253,2014,5,20,0.05809134121016335,-0.058016030435604105,0.01106329822165053,0.03408060826488413,0.041147072283002295,-0.015630430743130863,0.019162545180287927,-0.035502997282685356,-0.0046956090831776764,0.06977711344135495,-0.07399136612584101,0.0337013555217438,0.014337255622942635,0.14787395305139217,0.15066714367356426,-0.04884302346891123,-0.0030687365388969434,0.056393279853147016,0.051579171114691125,-0.008928046670543588,0.0024525424016856867,0.032677495533854906,0.03737392113388949,-0.1277646714441294,0.0,0.039641016016256136,0.017271134221000572,0.0014213767892705675,0.055076743335642275,-0.04557549585147014
260,2014,5,21,0.005318442908257337,0.012883371999765414,0.03468118377441343,-0.013829027241565206,0.01017642975861488,-0.0013656752923710824,-0.045385068698064135,0.09122120983334892,-0.04551330442033363,-0.010795817739377878,-0.09377202273458907,0.007671957580414945,-0.0014357709408370223,-0.009910753992162014,-0.060024071451236116,0.01218072649274271,0.019286909440207056,-0.0938822452421949,-0.14658259722763978,-0.026142712933705847,0.006585511577107628,-0.007992991749375511,0.039751738710662954,-0.02535314685084855,0.0,0.0009963426559391753,-0.04536348864263673,-0.0052322304555029175,-0.06899613869083865,-0.014368745191038035
267,2014,5,22,0.014064689255244067,-0.11280063880363556,-0.005909369882714843,-0.03868269554865811,0.04035368537029371,0.001326845065869442,0.05078733818048908,-0.05199419031527541,0.021162910053593498,-0.03153526369584059,0.007282807462363872,0.01070354988963751,0.00012823423563146363,-0.03347090869537095,0.02051799844401825,0.02303574346996351,-0.06294537768267716,0.03646978408346957,0.10214690245652736,0.05528667703038748,-0.016150860542955336,-0.021051888225145587,-0.13031496298310308,0.0900986627456084,inf,-0.016571723762271784,-0.011106005219664317,0.002224734337520795,0.04072106241977469,-0.02345576150419204
274,2014,6,23,-0.013132208051019223,0.16128612336251757,0.027145850787271497,-0.01456408051249558,-0.05249082655133619,0.06471908096128587,0.018444049606111124,0.04925701637910662,0.042321260417123474,-0.05616312253051203,0.23155256194406593,0.057009005284268444,0.011228496912624397,0.0045654668727579395,0.016577107115943956,-0.0509227130839931,0.05607731871960486,-0.008140932524500322,-0.038686972994701696,-0.04855034921852497,0.05170207262047288,0.017832006432601855,-0.007176613269545773,0.01253383285059062,0.10443176141570931,0.03447148094729613,0.06641256938169926,-0.00481248251459343,-0.027890310869188695,0.0049306889590250425
281,2014,6,24,0.0017593998957261547,0.012587932989062356,-0.014210386588448198,0.022450536781694952,-0.0406258810840916,-0.015512702480778295,-0.0435630940114653,-0.014657030547792549,-0.055515058086843094,0.06533196991903645,-0.018879830438563117,-0.055448132694886465,0.06136855573515909,-0.03486078370001333,-0.14083426940393606,0.02224694433492358,-0.0008180554261155715,0.015776132657802977,0.0646579207650031,0.006857664149565013,-0.02392281605428881,-0.06478174061043707,-0.022183334674243715,0.04306770293546247,0.101644330319143,0.0007851879749993795,-0.013023818336307169,0.0024977716465020006,0.022312886936311616,0.035234242020524054
288,2014,6,25,0.017114489436662828,-0.0241960898071526,-0.016120696980619353,-0.021537748718826633,0.026904098739741977,-0.02429524352124046,0.016399747717038338,0.028274648428362692,0.014604629877208897,-0.004381753705808178,-0.04411425841752026,-0.023353440844682827,-0.08779641211521605,0.025376820720325988,0.043054953427417164,-0.015355400920134876,0.0063004396809915875,-0.032084364605845184,-0.06355153877607445,0.02587721222722572,-0.0164981861889284,0.07046432065365349,0.08525741338401605,-0.08677876351005498,-0.05774061417999954,0.0013371434302762442,-0.018987485894551237,0.005581422220696242,-0.012246520781678982,-0.035742079197453314
295,2014,6,26,0.029543540243718747,-0.06465011505294338,0.010873087355924627,0.08013003095719462,-0.06987265178594426,-0.07344733545626492,-0.07157172203769757,-0.06100870421556159,0.048654444324783164,0.03963741686333355,-0.04171576670680932,-0.028818311337440172,0.06595352879915106,-0.06798678313635265,0.18128732325873642,-0.023770236725786487,-0.009288126671145647,-0.0594161247603644,0.01676224081568667,-0.06746195305675695,-0.0036458761814800456,0.017555460857644256,0.010965930736716478,0.0268177853939493,0.08637209683141855,0.007351169607405117,-0.013058330690058795,-0.04195300835957727,-0.05500751514647284,0.03435840465377393
302,2014,6,27,-0.051152388985949204,0.05678443735981409,-0.053672971433835204,-0.04533341755043718,0.09094849198977406,0.1652897188443465,0.10149841609410903,0.05393721926911477,-0.03796246373462708,-0.047223955810961615,0.0801670393454379,0.07687378664635491,-0.006515893374835824,0.08258454533486326,-0.07221835567074053,0.03991603610654382,-0.016814246028415747,0.069042597402172,-0.0029879785909303624,0.09334094618169919,0.051881994935583764,-0.020126128025989898,-0.04777258850696753,0.002948836943762023,-0.18448061564736162,-0.02962652023906409,0.048773345817396896,0.04227230012408145,0.07325146961968931,-0.0445125120647738
309,2014,7,28,0.0357756083771168,0.005118925492661575,0.02929779103193897,-0.04673378704376174,0.03764795153695322,-0.07110255538376664,-0.01209074629864093,0.044257299331965205,0.004351215953200871,0.03930889966861506,0.017620186461359877,-0.007508321033322551,-0.001673194567664571,-0.02071500167056406,0.040023343127101985,-0.0046267350746532765,0.0007623775323148951,0.010953634404076817,0.06104033707096779,-0.014619673679554523,-0.0757410170441759,-0.05701885949550267,0.03298203601999106,0.03995598436018111,0.14368971224527627,0.04402232284237306,-0.0341605746025071,0.012416817164776717,0.018333804791578645,0.045349310117679176
