,year,month,week,pct_de_노원구,pct_re_노원구,pct_de_강서구,pct_re_강서구,pct_de_성북구,pct_re_성북구,pct_de_강남구,pct_re_강남구,pct_de_서대문구,pct_re_서대문구,pct_de_동작구,pct_re_동작구,pct_de_도봉구,pct_re_도봉구,pct_de_양천구,pct_re_양천구,pct_de_강북구,pct_re_강북구,pct_de_송파구,pct_re_송파구,pct_de_마포구,pct_re_마포구,pct_de_동대문구,pct_re_동대문구,pct_de_구로구,pct_re_구로구,pct_de_용산구,pct_re_용산구,pct_de_은평구,pct_re_은평구,pct_de_중구,pct_re_중구,pct_de_관악구,pct_re_관악구,pct_de_성동구,pct_re_성동구,pct_de_금천구,pct_re_금천구,pct_de_종로구,pct_re_종로구,pct_de_서초구,pct_re_서초구,pct_de_중랑구,pct_re_중랑구,pct_de_강동구,pct_re_강동구,pct_de_영등포구,pct_re_영등포구,pct_de_광진구,pct_re_광진구,pct_de_동북권,pct_re_동북권,pct_de_서남권,pct_re_서남권,pct_de_동남권,pct_re_동남권,pct_de_서북권,pct_re_서북권,pct_de_도심권,pct_re_도심권
64,2013,11,45,-0.07370989736596567,0.8623155505107831,-0.15270567534941393,-0.043364424807723734,-0.09616734980485675,-0.19385026737967903,-0.16255015697910502,0.18697469671893363,0.1610689897980906,0.0215031315240084,-0.1961124241669312,-0.1562448440851344,-0.16837146597063823,0.12957467853610294,0.052374503968253716,0.09708737864077688,-0.14068751657430223,-0.08676669048186059,-0.009279523101293874,0.03086047273416903,-0.28382855109101157,0.1612398373983739,0.4980956346085643,0.15894568690095867,-0.01869876575192908,-0.31931464174454827,0.08425901576909478,-0.007821229050279377,-0.2692474693993898,-0.08289931449039667,0.007470217238962906,0.008681135225375725,0.10437728043877392,-0.2148362235067437,0.8095419378120403,-0.12903828197945844,0.36254586181593473,-0.21695257315842575,0.3320105051912936,-0.23955870764381382,0.03387899889044954,-0.043969076033926635,0.05895214504727675,-0.19678714859437751,0.2580478072249035,-0.05779655051038357,-0.2410047348098796,-0.041358293426208115,-0.15461035939184387,0.5097320525783617,0.11448425537460505,0.08659750771790686,-0.02979280331857692,-0.09296420910014613,-0.016311074805646086,0.08973281314311232,-0.21728909024892562,0.048189703155034236,0.16804890610338608,-0.0797809719370296
71,2013,11,46,-0.010875340373248332,0.07358357495494072,0.17991528322962402,0.0783947065592634,0.41954316325793206,0.6455914870093973,0.10954302616884437,-0.12088075736623771,0.3127114764986225,0.432566003381454,0.3420514647879185,0.20113184108215032,1.1773798303487277,-0.329246935201401,0.017638876824144445,-0.03123373243102534,-0.1359460457907966,0.028511821974964935,0.1040981563264789,-0.0433243635690812,0.4468767110373011,-0.04833819127917216,0.6616162136012274,-0.30530668504479674,-0.12480082216837463,0.4519450800915332,0.21790066153164234,-0.14714714714714705,0.3348810871158787,-0.10205246913580235,0.74712727626838,-0.1377027474346244,0.2473655967719024,0.536234662576687,-0.3354726288101114,0.30335702033815237,-0.406185870908493,-0.20103092783505172,-0.045380024363713245,0.1665205261060183,-0.014030439169768871,0.07408221587162034,-0.34099168997692797,0.20529411764705885,-0.28254983303899284,0.20591751344889397,-0.03858666961315105,-0.08356039963669393,-0.32128858859979836,0.0002989894157745532,0.011595075339177363,0.08962026368989173,0.1908866526120474,0.16462292115198607,0.02742997634051836,-0.06182838599851048,0.41468478722277746,0.06309765410016532,0.23534172066999504,-0.08681419073237573
78,2013,11,47,0.7241826554535329,-0.1586374695863746,0.19650153732218412,-0.1176162772801429,-0.3129110029409289,-0.46657868690201254,-0.30457264807298146,0.005607584691871947,-0.11964836073108276,-0.11759217229031127,0.020991422586362773,0.40429403202328995,-0.5141793536737698,0.349496456546065,-0.2786857907239232,0.08134067705534664,-0.020675295205955346,-0.042842215256008176,0.01717108614899776,-0.02484378937161713,-0.21755405770725733,0.1781169268636842,-0.4363129050270925,0.15986394557823136,-0.6529709290111986,0.5659574468085107,0.15843268316459813,0.3412291933418694,-0.04195735209010354,0.21828449653702697,-0.4213852753530868,0.2437619961612285,0.3259284889416416,-0.1650491029000949,-0.4749901066223443,-0.09825155104342931,0.5821161495624505,0.04946236559139794,-0.17509092362303869,-0.16923851056692374,-0.004954384630398101,-0.05403192795742928,0.07628093412338766,-0.2935578330893118,-0.11548091240924041,0.07992565055762069,0.7092069978291404,0.43904856293359784,0.8275921240787592,-0.23271162123385936,-0.10965031060536823,-0.15226991080934849,0.010073786759188907,0.07819089818420011,-0.09008714535949758,0.012924996101668862,-0.1350481907301142,0.10990751601911941,-0.11649097426439303,0.18685713641945423
85,2013,11,48,-0.004068549724447035,0.6912955465587045,-0.11385324804941976,0.1851222453678325,-0.21773562326153073,0.682170542635659,0.20082893957763592,-0.05906374205826059,-0.20214084918403863,-0.2796169564481418,-0.382818001182366,-0.3359610479944356,0.6103864365358176,0.09618573797678276,0.4350339456053698,-0.16991873651347522,-0.05595847370165663,0.1614160948222083,-0.09222584038088122,0.06955873583780581,0.42209516893605215,-0.1526471079441073,-0.2182232925573333,0.47201857282502435,0.4933903825276198,-0.2762249827467219,-0.2040231247763613,-0.32887828162291166,-0.22323507231759077,-0.23107516903088954,0.5188357931675098,-0.5793650793650793,-0.5467154697299156,0.25256460199974007,0.32756733023283857,0.26463988616462353,-0.049157246872360116,0.05942622950819665,-0.013300566375111122,0.29396325459317585,-0.14582840876514425,-0.003245348334054765,0.07667147044059797,0.29464594127806576,0.6752553129678878,-0.2716006884681581,-0.08000119538581074,0.1776859504132231,-0.14204368592291794,0.06970536905861846,0.03668263204201194,0.33002735663098925,-0.1914311740286574,-0.04505204220178438,0.05529817440371021,-0.04155691549828022,0.0987706370907917,-0.1586020924094511,0.02053293004552814,-0.27508304908381687
92,2013,12,49,-0.5293842592064597,-0.5679233991621784,0.08853972268884225,-0.028043513912425766,0.04769071427537819,0.5266202568879299,0.19925144212387558,0.2669964988402962,-0.1555215449723404,0.13254600384509785,0.09023487068472469,0.22252793296089401,-0.5888416230366491,-0.13823751891074132,-0.32548690322635043,0.08690265486725668,0.6394757026242261,-0.4685376661742984,0.11515883021380668,-0.04766479600404605,-0.26690530582649363,0.10454854039375427,0.11088432505376766,-0.13600619794693014,0.5811655144560852,-0.3853794199443782,0.14833727949975573,0.5696638466721566,0.1348910924398461,0.3886806596701651,-0.3696571758630063,0.8009040880503144,0.19968412390590418,-0.16947439353099747,-0.11242268425367008,0.05731905225576095,1.0989338748572153,-0.3123791102514507,-0.10530037633921807,0.31696126726552665,0.30239605302228467,0.048629147549081875,-0.22161396191354676,-0.10850231234436147,-0.18026524965827628,0.08195262982319584,-0.257674191976612,-0.4166666666666665,-0.35288418050186365,0.6536194132163415,-0.23853497295688186,0.011186356562980837,0.12182446710916861,0.005770505385252589,0.10278843324894948,0.10595488823747568,-0.17626118085838038,0.13240153411263456,-0.11426342174454218,0.5267281329444933
99,2013,12,50,0.006640009693445359,0.18905817174515227,0.2528610127425164,-0.13710629921259831,0.23510033741786507,-0.40140895953757216,0.005796975823176176,-0.1437578664893493,0.5960413881076427,0.6038776796973517,0.2819891021964305,-0.07590803849214911,0.5636564261973003,0.15924219150025598,0.3692707494883054,-0.1006034124011651,-0.019777546461444917,0.7762645914396886,-0.09671948420259813,0.03474834864108778,0.2125254558647971,0.10371850030731355,-0.27211137431162924,-0.22121592539454804,0.2657411302762591,0.40723981900452455,0.04313506383300525,-0.19101622406973895,0.15123096893426036,-0.07692307692307698,0.2009325014486114,0.05729564553093969,0.2801253746483836,0.006896551724137945,0.22397499211040306,-0.2796332678454486,-0.3950012597631646,0.17862165963431775,0.2094393999424693,-0.4508952120892419,-0.04680121991910957,-0.023142810080711285,0.3219609796310927,0.06933359936153227,-0.1765869673187459,0.551864630744384,0.5438135871348868,0.41203007518796997,0.8075162973562868,-0.3577167019027483,0.1570922403716266,-0.17305099093503995,0.2318754276215147,-0.029447873656375356,-0.07065112924140082,-0.013989023056540706,0.2648967075848272,0.17393312074163125,0.12478776233076339,-0.29129142300194943
106,2013,12,51,0.4292422570992809,0.38833122066531933,-0.2263225086372045,0.3576719148419478,0.18809045616956643,0.26097476667818875,-0.09544866609551528,0.20064400715563502,-0.29263358589782806,-0.1849786628733997,-0.10411522846756016,-0.027234571154317266,0.3747332185886403,0.3115965306778028,-0.046502351360429794,0.09832272990167734,0.09775683092709708,-0.058050383351588075,0.0049564780416020415,0.09751721024715021,-0.2631102136474113,0.089923430321593,-0.003010653446131495,0.12419532108651277,-0.48953717039663214,0.07717041800643121,-0.13827377764174786,-0.16747630331753582,-0.28056790253223196,-0.07439986282578881,-0.13104642215952822,-0.2650701899256812,-0.020933677633475756,0.05740378343118069,-0.29769437022794965,0.25888429752066133,-0.3581649481101431,0.9140811455847258,-0.12821618354363606,0.8137565152643338,-0.0261846054059508,0.05221643457000069,0.03674948845366832,0.1781696053736357,-0.06812545226001865,-0.14283504995205853,-0.3302118764172335,0.19787007454739047,-0.09308841145979119,0.33976574500768053,0.09666087064412343,0.23729552469135862,-0.14084128252072858,0.19619254019504706,-0.04567674953449774,0.05950537208296125,-0.29232692937991334,-0.08637003522877695,-0.12469465032990401,0.15132506343388763
113,2013,12,52,0.2885006658224989,0.16569810482676917,-0.03260541815374751,-0.08297902086400177,-0.19106214355238205,-0.30146948568001186,-0.06350365379481293,-0.13520069851154437,0.13222278047050473,-0.013124825467746404,-0.0754671380681633,0.26219970226307376,0.450811298076923,0.1444526083761939,0.511156615364291,-0.13933649289099537,-0.31442034916921613,0.12075134168157442,-0.043341526668214,0.07972194076707129,0.340786568798789,-0.1701334049047033,0.7526552781701408,0.476751181779115,0.5556446971414617,0.0029850746268655914,-0.25744376014286563,0.4344016977743923,-0.23233841557463975,0.10303516378856625,-0.43358273933383507,0.16797752808988742,0.05223459664450436,0.09865309479745021,0.3296733405721357,-0.09699655342195979,0.38900856475473633,0.5710723192019951,0.16160413648012506,-0.06109336048593805,0.10128792820863741,0.00768095069880359,0.28951068404986424,-0.38521474724439375,-0.046360432021629205,-0.05649574808453317,0.25671150702757584,-0.13095661450924612,-0.22081901814039395,0.09528526566484707,0.06425550444188488,0.030977536399134697,0.04296393076744698,0.0194159513372838,-0.009934602974187245,0.02132773109243713,0.27355850357392875,0.044037792903829365,-0.07133176982317169,0.1628099173553723
120,2013,12,1,-0.1545722974154341,-0.14805817963712697,0.06062275612257961,0.28080218363788023,-0.4142911358868052,-0.006624688442870341,0.23473665538885857,-0.23400603246418206,0.08679716908610291,-0.13118279569892477,0.05305062545105965,-0.15288771808676138,-0.197393021823981,-0.31176168464304055,0.010276517436421884,0.28854625550660784,0.522107246518208,-0.11119978717744095,0.18573164799180808,-0.1662059820441686,-0.1591015626909592,-0.008301138289735999,-0.06768256844786225,0.016645326504481472,0.4813799572477093,0.5119047619047623,0.1596225399861293,-0.08326810957591269,0.30032766830339686,0.15313416911176292,1.5865098182260318,0.010101010101010166,0.06966169965651026,-0.11815076505544886,-0.34963748759825986,-0.08533260632497264,0.4997555362475905,-0.5164021164021165,-0.1578835110402591,-0.09576534576534568,0.1064741803337621,-0.23172568593283893,-0.4432563340628587,0.5341134908368295,0.20040579722422813,-0.01193238316208134,-0.44924127625541943,0.1041773231031542,-0.17251855752249512,-0.1308497536945813,-0.16120482688798854,-0.07366431799351536,0.07174053169682582,0.010122543352601099,0.17665778115440434,-0.19047141759379937,-0.08985338659657383,-0.06821864372874609,0.0729250642833641,-0.078230111898977
127,2014,1,2,0.06695035022343188,0.22284426921993794,-0.08676072273152835,-0.16632163595051763,1.2650588048315332,0.47124463519313275,0.005695109833404599,0.21543636041777292,0.2072088751898178,0.09735973597359737,0.04676943161079694,0.0251677096933951,-0.1687261744179227,0.00816231343283591,-0.3534523165675141,0.12773029439696115,-0.32962957857152697,0.15426871137560094,-0.015536305902505654,0.0463734826024953,0.07997223631427919,0.12931705989451392,0.16224583719133312,-0.2555494332493704,-0.29318276133042553,-0.37277248238707017,0.4451867758954373,0.11484812580784176,-0.09813635154015021,-0.027723161620133885,-0.4117591754709664,0.01259259259259271,0.11891121995558662,-0.14853498474905258,1.100782484156693,0.08508977361436387,-0.35317989650904924,0.014223194748359091,0.4349593167073762,-0.07899619177814665,-0.23049194240412574,0.30506918486458123,0.4214198965043825,-0.07157370720308853,-0.04898453464387309,0.028727394711963283,0.3878156197754954,-0.18338480543545377,0.4901086834102941,0.04179950407368027,0.3182664399711197,0.08447438695830223,-0.009956597806005885,-0.06994480799236169,-0.05835796801678261,0.14136133657388283,0.06801064423824443,0.10849186201136352,0.22308947790901312,0.064202750975352
134,2014,1,3,-0.2479685872048627,-0.1746347574568432,0.3855512094565745,-0.10837219631356876,-0.10151659006788682,0.03491467327888009,-0.18553141554188635,-0.044893678997960706,-0.2232530196389031,-0.11090225563909795,-0.03520780702984405,0.09869565217391285,0.2407079940353778,0.08760450745183568,0.1503272900689967,-0.101764065335753,-0.2825225189295275,0.34319398626358777,-0.0793396684523221,-0.011037730971171889,0.2500707228801444,-0.2261147687775409,0.06979534946803345,-0.09162597214686186,-0.4652226053065506,0.10982408325074333,0.16882699769309362,0.2444878983179355,0.04467643234583507,-0.061180679785330816,0.8629879729891716,0.18361375274323333,-0.011432493845862535,0.40805471124620074,-0.14122655587090727,0.2046043165467628,0.03320807797971259,0.6463245492371708,0.14649564862477815,-0.05725190839694694,0.2936440100775166,0.013708133036307357,0.3851065950687593,-0.355419379548066,-0.04401753901297001,-0.07677941481635131,-0.02279072841117491,-0.3147265713637395,-0.012917456340411082,-0.18516377649325633,-0.01985618810053602,-0.06436132650371662,0.001250600013791292,0.013792813420769434,-0.03924922607713077,-0.029568195452020163,0.15425111367055466,-0.14772700015830786,0.24711178022324343,0.14766248574686403
141,2014,1,4,0.05180654147062036,0.1590644409937887,-0.20630721202180002,-0.13754191014464978,0.31464184718447163,-0.030156968447756505,0.06562038622383048,0.1264822134387349,-0.011286626786981668,0.3164482029598312,-0.17269608350747678,-0.02085213032581479,-0.21743365204181941,-0.12499999999999989,-0.04243775891031076,0.05729504711174749,0.03602552744692744,-0.27407027150353647,-0.12564651746432265,0.03765005123700749,-0.28112140721695555,0.06709168184578007,-0.3810012212544466,0.3318974472623517,0.830506890913338,-0.17426652527394826,-0.09592897004494871,-0.02429159318048202,0.0829399557468884,0.03307264050901404,-0.48755495978552277,0.10970333745364647,0.0013941643176647034,-0.21344195170422908,-0.06509098714493544,-0.018227424749164167,-0.011164197866232128,-0.5891603482167931,-0.1949907827075278,0.30076923076923134,0.13782513701426047,-0.11946583647386522,-0.1828360315918428,0.8585858585858588,-0.034866969973152195,0.05141604855023574,0.22189778201240729,0.022705771050141932,0.022794321891497882,0.11422770525354475,-0.06447623848202488,0.10916571789293394,-0.024061434543726556,-0.0704030120948842,-0.0025701691824635553,0.044386321191055345,-0.21015269323026176,0.09673158467484644,-0.1792728146515632,0.06584362139917732
148,2014,1,5,-0.10225127374226906,-0.10900998492840985,-0.1801333333333336,0.18872104733131922,-0.21252016269893104,0.1028939671367084,-0.021159916859495587,-0.040141506028445795,-0.19117280304521878,-0.04573777863429063,0.05164411968006277,-0.09821927841790623,-0.040604268243945474,-0.13190730837789666,0.30487668913618604,0.28369727264754907,-0.07265411346652983,-0.019878997407087096,0.0012814477285258974,-0.02725485182213372,0.21925251879142715,-0.28775743707093815,-0.13016681375598615,-0.4978265164987158,-0.4269307335000767,-0.13356164383561664,-0.2453870192800064,-0.020146202882483588,0.04190200463829341,0.07742563247150414,0.8796182942524404,-0.25689223057644106,0.39572874903136723,-0.08630148548278216,-0.35107832182817256,0.15891670924885015,-0.45680781267674675,2.968899521531101,-0.2457675465027519,-0.29627439384979315,-0.3596577340190904,0.24841495801134061,0.20184018206536014,-0.08260869565217399,0.2258549888277004,-0.20705467372134045,0.12632863729128463,-0.14847363552266424,-0.40057690293687875,0.03718191797225834,-0.17608256435497027,-0.053304664017381986,0.11578630817466418,-0.0016597619517322304,-0.08052726367376761,-0.000792793711973605,0.08953058640450662,-0.1563633377584953,-0.15214483068817086,-0.06007020007020025
