,year,week,pct_중랑구,pct_도봉구,pct_양천구,pct_중구,pct_서초구,pct_마포구,pct_강북구,pct_성북구,pct_노원구,pct_송파구,pct_은평구,pct_관악구,pct_강서구,pct_영등포구,pct_금천구,pct_구로구,pct_동작구,pct_동대문구,pct_광진구,pct_강동구,pct_성동구,pct_종로구,pct_서대문구,pct_강남구,pct_용산구,pct_동북권,pct_서남권,pct_도심권,pct_동남권,pct_서북권
64,2013,45,-0.13399582851300373,-0.05008937765622412,-0.03890707098447055,-0.4789209812905004,0.065046666964234,-0.11349225665445828,-0.15479496763970502,-0.15609844901903347,0.12433680049937434,-0.09337497050783494,-0.07227237742082104,0.08242258258083002,0.13987040780267201,0.31931193547792414,0.21080590697582546,0.09413249804571677,0.1847841375328152,0.06275104557645217,-0.036149290784337484,-0.05873046964462392,-0.19696143451144676,-0.18535745378446578,0.06358324215930988,-0.2436712780669934,-0.022178373421449127,0.030989381102871416,0.12189478647600649,0.02168080342129719,-0.03934258676140201,-0.1182717253389689
71,2013,46,0.24437721525234002,-0.11768206171819462,-0.027584765928587718,0.09723042073495813,-0.014173639467349286,0.054953694595749836,0.01378200202109836,0.1366354661006568,-0.07532794349469707,0.15839137459856567,-0.055969741909167925,-0.11916023449277513,-0.10082844152404258,-0.268925403147268,-0.03668961615364619,-0.03060257681547951,-0.057965573148078264,-0.07941588824182833,-0.0871141764873663,-0.08921794119682291,0.1666453437956339,0.04015454514663985,0.2463425229209646,0.1883221193011535,0.1560750353955891,-0.028471597591291142,-0.07710192783988667,-0.18839291682419157,-0.02788095922970335,0.0009065244839134845
78,2013,47,-0.18200433074538813,0.13681608211943708,0.13616619031099741,0.3231664990285852,0.14343517425662067,0.16962909055902986,-0.05587007454419801,0.19657004749756601,-0.06350392180704145,-0.0024417706680243123,0.036300022440360014,0.7439154606931526,0.14347851871172423,0.13780631765070073,0.07723922922293025,-0.00046976721264901933,0.17429315109543375,-0.056912400954709175,0.09017986615161466,0.026766550074373674,-0.11801840672059305,-0.29328071269765366,-0.31585513713328495,0.05558561541398421,-0.0549690344324163,0.03950388044262332,0.22111662115546382,0.29372476699348815,0.09497129118689074,0.300726971908025
85,2013,48,0.08996879141172287,0.037727638075625514,0.3399416247923588,0.35362003831344224,-0.04444637126353945,0.04790143295567195,0.1730752617571505,-0.19307945214916544,0.5210991585442633,-0.06565196329443679,0.0719768161107508,-0.42348103876816967,-0.15617773427685422,0.5040160641628568,-0.0439427901504571,0.015346611652065079,-0.18375478594128192,0.04234179588416098,-0.018023270098850963,0.008178367023609079,-0.16054497915210852,0.09538536550006693,0.1520651564061526,0.24703308400938773,-0.05211224214108645,0.07371443673603828,-0.09889421131160525,-0.003520525186524792,-0.06282140082828924,-0.11397194932087718
92,2013,49,-0.1301332080099764,0.11022353388564965,-0.3184760842552661,0.1299960135718481,-0.01787961841860186,-0.05729352334089133,-0.054913392034871,0.041726137569802146,-0.18493678663405966,-0.11040920699891366,-0.1328974814474848,0.05272392263162051,0.1465620528186704,-0.3944833976455767,0.06458515598862613,0.04981232419037407,0.059817395325687084,0.09603079807453296,0.041767158948840866,-0.15381640282927567,-0.01997959779309677,0.4044647692399419,0.19719275033082573,-0.158099363348434,-0.025899152638267253,-0.09284368793390785,-0.030730940892611636,-0.17395775069791186,-0.08158228034507564,-0.0554108427264276
99,2013,50,0.47343649778940544,-0.26720852882258195,0.23350075786506808,-0.32066355896361154,0.016306321021070103,-0.14344831380693235,0.12891154239705926,0.2008646138113226,-0.10923021218389029,0.11546927697168607,0.1275403603536538,0.09605394430878444,-0.09907987786955896,-0.004919823645967991,-0.17607971246627663,0.11679470790742164,0.16204715509019652,-1.0,-0.04325812302099996,0.3554480664515425,0.36040413861337584,-0.17761612655170966,0.11234121739690894,0.025997587798794353,0.008068645743456004,0.10401229465523176,0.07440997520488479,0.10354328564050674,0.16128196881014567,-0.002068932597686257
106,2013,51,-0.05397972544557039,0.27045003454363314,0.06726989885076828,0.08256280800844373,-0.05172128474507065,0.032192904582471815,0.03803914994780122,-0.15667942155749026,0.7557471345244606,0.10634565180560385,-0.13806201875902668,0.07933505530953355,-0.03397489561639688,0.15200568778239298,0.2892746670335167,-0.1370925685904204,0.03996509597456477,inf,-0.02517806766439068,-0.10707357101111592,0.22200069078297302,0.11759582865667517,-0.34061938414558823,-0.004885104601543566,0.023726785478194623,0.13100366617106562,-0.0025336059820756374,-0.026254836102774903,0.030730036368995517,0.04581634215829178
113,2013,52,-0.12842800839191637,-0.12979636109729387,-0.10996078217003946,-0.189975600421869,-0.07821450193282387,0.25385783742902923,-0.18643199723664317,-0.005572018281372992,-0.43478134584629935,-0.06454722943382118,0.10518870953379023,-0.13177019143125912,-0.004864831880341813,-0.14101090454830056,-0.0946540228351046,-0.2500626384823693,-0.21902001155341222,-0.24993560952900673,0.07565465074340327,0.12860012615902772,-0.19653192160670951,-0.016422282129095245,0.34184823385955454,-0.19966048392122882,0.18205801317754067,-0.1606174270153875,-0.1267430206765231,0.04882184574029114,-0.048300410349255474,0.0018249960594409753
120,2013,1,-0.042953082672262166,0.08739872242202762,-0.07700202582937055,0.01722933004531546,0.07327810715833794,0.07137295491923301,0.30604719389123103,0.0439795871879185,0.6424999703671441,-0.0931772490036985,0.006807143174316854,-0.08150147018259901,0.14896952540189878,-0.05010872781130615,-0.034353395907250395,0.44298647010892944,0.25711587109793044,-0.19051956230015887,-0.08647677097452267,-0.07728734816118077,0.4484811268727884,0.06700782200044597,-0.14595807168427177,-0.2581047962308606,-0.49410604768663857,0.07245031411173652,0.12765135165479014,0.23443612059936703,-0.06808367975090712,-0.052537922654563696
127,2014,2,-0.01961732816761086,-0.025168082752075494,0.0397321353592992,0.03223761632714495,0.04674653899751102,-0.38010700993526647,-0.005261311090246079,-0.054542394810614514,-0.34525051870690604,0.15287836653370102,0.0629747115327246,0.13320087222475152,0.028234475630440237,0.7609530945539991,0.12784491327004588,-0.21633764095738406,-0.12027488497861072,0.6070565842278406,0.07270991870916688,-0.13726880194829294,-0.34720167039456984,0.18447678277975665,0.04648794423593361,0.4598906979354591,0.5351340857590223,0.09223798714344178,0.019061087615667827,-0.4108219353062603,-0.028575982809388778,-0.07206213510910764
134,2014,3,-0.0964474885446589,0.0011949294502699992,0.025861377832134602,-1.0,-0.05505291932757361,0.06077439154224873,-0.09407600942578676,-0.01949878435970198,0.0626920877905679,-0.030965470735298317,-0.08855963825472468,0.024519442125299884,-0.14758899192016228,-0.30034868311666174,-0.07259761008459586,-0.016720847181636467,0.03509273488552567,-0.30211265907965923,0.12382352797044649,0.3558087127871137,-0.05929573190987103,-0.13718054463995977,-0.07883862965645294,0.3154002953115469,0.1041579856631707,-0.1473417678440997,-0.09304432125101125,0.40331429636254956,0.12913411082876824,-0.03781545906242423
141,2014,4,0.20404499245109542,-0.1110507865187933,-0.028326852610190634,inf,0.0950982050882132,0.28883735048992953,-0.09232446199176814,0.03497108292494566,-0.17621732786907174,0.09870562990494136,0.07020381703627665,-0.0853749858057109,-0.002031618008307312,0.16415484168417382,-0.02077399122750212,0.05974366877806081,0.07541583277703912,-0.07582612584144577,-0.047168491547913693,-0.2505028002443396,0.05033384198427382,0.21029518910279732,0.021563969420676843,-0.35840980469205996,0.010600159670762332,-0.01873498369150639,-0.004625686366622639,-0.0016487098116769738,0.10953615059025035,0.1631876126535068
148,2014,5,-0.05845289436575263,0.3120074355504794,0.11082228342794997,-0.07802676582306434,0.06817030331110518,-0.20248288571069684,0.02866058913634606,-0.05299877869427183,0.6166671130580015,-0.12177311227170329,0.023629259189612117,0.07926798794170398,0.030309536761735423,-0.02246851561787433,0.00030123011059179916,0.14877820100817085,-0.021022664307052796,0.5862879469767799,0.015070733990624197,0.16282941781374283,-0.2605603801643842,-0.19270445489352062,-0.04554215820950136,0.13898986678855718,-0.037998028158220065,0.18161034386112385,0.08647835499188727,0.12133553733983349,-0.16434979718436937,-0.07713553639963655
155,2014,6,0.22180333547964737,-0.18054183457922213,0.016892482291839928,-0.0066028874358551315,-0.06640382637297015,0.0690392447691679,0.01339440734100239,0.04384124405187495,0.09215142860809178,-0.01248492330478801,-0.007216312447757334,0.18542637225309266,-0.010741580924725103,0.02591303449058935,0.06211197059240625,-0.014356490302468328,0.1515229421200024,-0.33325572635670964,-0.09667922147473995,-0.05749236604998875,0.42193116308889467,0.17003639912418755,-0.0360450633357533,-0.10113378665426265,0.11342898145215075,-0.08640100121002858,0.07690573698587211,-0.042775476069145224,0.02974301196371676,-0.042853004237437875
162,2014,7,-0.2673616729926842,0.013466909759750845,-0.13236976920525922,0.0010358930760054896,-0.0058180036703338045,0.21853913127332625,-0.026230634066990444,0.02375393878865606,-0.17560715547191907,0.12949171280953387,-0.014421503873441655,-0.23842410011634319,0.04911437383518269,-0.12872364867902386,-0.059136150279957445,-0.21912650033350634,-0.2125867353263693,-0.06947654025611238,0.009328642935148457,0.06506288416541617,-0.19418010871809954,-0.08524874375705382,0.07423998456930891,0.2643242269762671,-0.06980457992981659,-0.05682222363956224,-0.15769994089010697,-0.015562204495248921,0.021177446053521898,0.20586063278781963
169,2014,8,-0.011924105914025818,-0.05722762250452529,-0.01070674782106218,-0.33478708601869056,-0.0935995741750485,-0.13674702698050245,0.022286927417312308,0.17180227284925653,-0.2631920362215625,-0.07988250812808961,-0.02659100324491037,0.04853017440072205,0.011397637127070537,0.038148868477220876,-0.057418594700077374,0.2667820456458123,-0.10106411538204818,-0.03932876304570332,-0.07311570556469649,-0.02191938087280798,0.38964855872273807,-0.18267383357888978,0.0293431291582551,0.18244857833834427,-0.07766771813797868,-0.0629275322341124,0.007181711552861847,-0.08432615819502753,-0.006751943695280982,-0.13573678005103496
176,2014,9,0.17598495979136675,0.05597060084810157,0.07159743819678854,0.14862494674616045,0.1435154829760028,-0.03832266249426797,-0.018527880980382827,-0.06749934466327734,0.46232042373009774,-0.07194404558089629,-0.008687118867974797,0.020150241469933494,-0.0016707360687651107,-0.07820807598254809,0.00461529495469204,-0.016252225311729984,0.07718921015927238,0.1124421978592407,0.09219407399217694,0.003265335436991146,-0.007749987483290144,0.021840351788124046,0.022060229367127704,-0.12362008338995278,-0.048225510499667945,0.13429672860656772,0.03256591625577099,-0.0849537277019553,0.10921936259321297,-0.003133744894068924
183,2014,10,-0.029051970305945085,0.01483208400982261,0.009297319987349173,0.3892978070274369,-0.05744937050282928,-0.027597339794749765,-0.06088462823698171,-0.11963661393369451,-0.3575427221630296,-0.01285062547764626,0.02118785589757466,-0.03891368007329421,-0.04241618503420175,0.16009455756485846,0.07725779688541712,-0.12922241697823933,0.022563112423651832,-0.0026994136711304684,-0.06504948354894391,0.07096966556013684,-0.2634353761301572,0.12371855896067219,-0.0538762748867907,-0.1270826025990529,0.028623685577765956,-0.1455864265909632,-0.018060307767790995,0.0007014680373957916,-0.11688822951276512,-0.0013989712831333767
190,2014,11,-0.06366315344732243,-0.0065929568121971815,-0.12620601614473415,-0.1289666622839124,0.020395067919633414,-0.11439236910379713,0.07438517666744926,0.09524489330716723,-0.012382637272822739,0.09380335363650971,-0.020403656384245683,0.20973318886044412,0.027064476278587213,-0.1553570646893817,-0.06148961219076299,-0.0012713532692713025,0.035598090204675525,-0.0032732791141608653,0.021968762944342357,-0.1535696133454173,0.21053069898759524,-0.016750728361015543,-0.07444621960922548,0.07735525213018124,0.07363600221226596,0.0008700628947331257,0.025016928219146584,0.030511394340097864,-0.012013427211702399,-0.049693315424299334
197,2014,12,0.04307308385937891,0.009667967302254388,0.01640460770905272,0.19530045974633503,-0.10857453750822299,0.07798879568637274,-0.043114760604508695,-0.01740180216381615,0.17044955139632623,-0.029795379063733418,0.028015279466295784,0.2839447190774542,0.0057974249440857495,0.05221067891553832,0.15230901876739633,-0.06194044500963081,0.00898506273377353,-0.06349337906435404,0.1278654229197571,-0.05508399418253074,-0.04216059034745523,0.09395063126936876,0.1925711694298773,-0.024627970256668186,-0.036782525766196006,0.13099118795819797,0.11596681092406724,0.02596132625347569,-0.018091569213146808,0.02078463671375097
204,2014,13,0.14247156907900682,0.02453306336169825,0.02046846336828012,0.01579960203002484,0.006666057266263348,0.06262386688696298,0.0718445515916224,-0.041111599158351386,-0.045501582001332586,-0.04561834747627136,-0.01181875199265281,-0.252469143998566,-0.03348730573332259,0.1116952321067961,-0.16626781891765763,0.16504250444365032,-0.02410488063112226,0.17225275220893854,-0.0735475207105114,0.1547385332609843,0.17747938358423854,-0.12955899863493137,-0.14473571602765345,0.12536415732005812,-0.08821690087047906,-0.03478427975287046,-0.10910491705200576,0.06703692066617917,0.009307412955074312,-0.010388710497465259
211,2014,14,-0.16757058590413987,-0.00023502688866827715,0.06768823739286667,-0.13482652436743559,0.0723070084678108,0.17417972700316398,-0.018937813396109004,-0.03319402857881415,0.1671545733657267,0.07015151264100572,0.017993977107141568,-0.09259527108861898,-0.02693424778227893,-0.20043501050473456,0.04250543092607195,-0.02129397584934467,0.24058606424817985,-0.055054408207927064,-0.08851267756116121,0.006708191411137099,-0.17215647766811093,0.14674620226708712,0.011955415062492092,-0.13345222596651785,0.0994921925247676,-0.03426478928072518,0.029561747035587116,-0.12679570724042588,0.05049117038462381,0.14926978921913658
218,2014,15,0.05403702960622869,0.007856449409707533,-0.08835763611723524,-0.18011193778428236,0.08227769285389819,-0.12118617004578625,-0.02376585946934051,-0.05171400769352241,-0.2527380496915691,-0.052708050764074144,-0.07140502595806386,0.019862741279539353,-0.020364279022022425,0.31494484862244887,-0.03298711469859572,0.0938048129478084,0.05882086356111249,-0.11714658902389663,0.1940651199762069,-0.16357031261490262,0.0043764128055041596,0.025675501522921307,-0.04374167422157682,-0.06435144196008435,0.15925473962737868,-0.020208860069942047,0.021022509118654664,0.09075562853878005,-0.035712830923464445,-0.15407013053131124
225,2014,16,0.4715571760516779,-0.060638393049896155,-0.05122432441811908,0.2611056834021219,-0.06626887456775277,0.07666158557267266,-0.09425765937267783,0.03255986631393726,0.10378106122718589,0.021870626236723867,0.0328840085942852,0.04123476397969794,-0.013946428111553666,-0.16752863190534362,0.014753927212554085,-0.04405428711277504,-0.11774137820323227,0.08321736582434847,0.009025212071745559,0.13268753495071395,-0.053197267293162764,-0.16694555136996325,0.3226821635019941,0.3175687712095543,-0.011960335082512485,0.11006245932043446,-0.049201289155935024,0.16558101481201715,-0.015122884967138428,0.05399566955005852
232,2014,17,-0.3725995903527881,-0.05319402468632706,0.052947511902808664,-0.2732309425422891,-0.12849365591808237,-0.10550727991754039,0.22552680270367897,0.2910306975960437,-0.04183970138698323,0.007358179560319922,0.04850481295965747,-0.011607313561918353,0.1695596633294547,-0.0037247058563231183,0.07791846410956271,-0.12795824809742373,-0.14587693781155664,-0.04239764784994127,-0.062309116473542536,0.23084447274347464,0.2992562510588548,0.011078104537085354,-0.09784305792241899,0.2072878979202697,0.010537761516544064,-0.0344554883639262,-0.008497275705456775,-0.2079463014852726,0.13446585445224946,0.06781614235789268
239,2014,18,0.3143294278906721,0.23790644603446176,0.18460757414835038,0.1303152790149802,0.1383292918588639,0.1450613649699397,-0.05590133746363524,-0.1313529257248307,-0.08261032486390929,0.04699463681452065,-0.03264167725367029,-0.023662301662564222,-0.04342151749804568,0.212801231548285,-0.0069183095110051385,0.05404543512031146,0.07124190660555607,0.14613424805644182,0.005797402909734739,-0.1302531548574778,-0.23438312792722182,0.38034932832880886,-0.2085812090904925,-0.24211678702830308,-0.10640245033798212,0.022822556970201857,0.06004256469503422,0.08778026868960032,-0.015910467533050032,0.008437685592910915
246,2014,19,-0.18807908107993476,0.05277729972971512,-0.13335104136743492,-0.28045126618188565,0.01012925246639873,0.14416747995895007,-0.11537883176150954,-0.07817874537634495,-0.013438458229383499,-0.004274173152684857,0.10097320370986473,0.029056274310673258,-0.0720970430166703,-0.07564092962225455,0.007203052560835532,-0.004349501020887159,-0.01510636960989964,0.005349178208519545,-0.060113998917301736,-0.10043522771488167,0.30421399265576676,-0.2872203530398577,0.1948038878291356,-0.12463458058002874,-0.11520396879235417,-0.1046345229464215,-0.04608632832914994,-0.09211193861196854,-0.09781547410441005,0.0983125475791522
253,2014,20,-0.003927868609939211,-0.14063881552969304,0.0341701512762731,0.5112844887230237,-0.19703934473498563,-0.1751648810721611,0.18535432744302005,-0.07709750829226669,0.13426940270936227,-0.03863019934642831,0.002422708445441346,-0.04863367083615122,-0.0003640450909883075,-0.00969244440258099,-0.14016127556213975,-0.008301535972306207,0.22159257280178024,-0.06774213733326506,0.15149552105248487,-0.05060788815974748,-0.12647576432319274,0.023396064628866453,0.07790115078189896,0.17136103142791792,0.24167236341804244,0.10454216754932588,0.08120576030266369,-0.042720732763507074,-0.06819520169601234,-0.07196882748302269
260,2014,21,-0.01709199992489907,-0.010321596505694641,-0.0930095820661645,-0.17354607868324923,0.28971542757894975,0.021935837970238348,-0.04762958314514365,0.08712599709503532,0.2628100814942891,-0.01878089059008281,-0.009961506359097538,-0.05432662465915816,-0.02908975880025444,-0.11966327174712688,0.38750456196928296,0.19943807595621443,-0.18335326693484388,0.05913450692017408,-0.12390910939109001,0.14923618872757038,0.17583625442477402,0.10967379922234155,0.08144118577800574,-0.18399311255733375,-0.07935287624623277,-0.04343315726972141,-0.08222301509633845,0.31240075330908135,0.12989449596289782,0.0197993120486466
267,2014,22,-0.05884478800843773,0.007354935535649698,0.2388809152785487,0.003112382076064346,-0.01502660426936342,0.13638668026599632,-0.12234953282189809,-0.06453173440029347,-0.3169154759872972,0.010919434021993135,-0.12556213172900277,0.597373242003904,-0.013770409872716494,0.114563507219126,-0.14809412658640608,-0.10128095228496947,-0.13078333941941978,-0.12585598590516134,-0.09304704980834044,0.3179507128157164,-0.2529478677764614,-0.02287814526738341,-0.1742167488143196,0.027251268095053627,0.07606472045764279,-0.09584354836184916,0.11418231153272695,-0.1515025199785982,0.06141217202965965,-0.027218758165882928
274,2014,23,0.22933739010270893,0.08233183871805361,-0.2697159630029292,0.767770062712068,0.06939936504218114,-0.23541010024818299,0.25581034419102733,0.08709699959517869,0.13395297428925712,-0.008616325743039943,0.06010055217928212,-0.31185662599135155,0.03845251302781705,-0.2016534977341704,-0.02574568759336371,-0.018810082902655956,0.2652944308557823,0.07462822532307833,0.1425354167234414,-0.2682146370595714,0.23116835644726752,0.06614313432897778,0.03653534524094493,-0.046951497990621816,-0.15406892449527687,0.12996766947580984,-0.11758928572034877,0.10832575760779362,-0.048343113484809686,-0.07425032791904085
281,2014,24,-0.12298102702473379,-0.09318500314313716,0.321371113196361,-0.48955915033726416,-0.1662977716884967,0.21500787312110337,-0.07608173689714948,0.03545988560121427,-0.042186596875429694,0.006127174878459041,0.009257481644569854,0.6235410536644721,-0.02247246099444855,0.26844653002029206,0.07594443576167009,0.28546066561751693,-0.09313199939628292,0.07189559596658923,-0.02826773704538388,0.03065821875453656,-0.22539663001383958,-0.052319527352180706,0.17030812356005365,0.04906528107132013,0.31011115271518563,-0.01697405628521298,0.22207766402336793,-0.0853614103596283,-0.07147261994699161,0.0823270739115265
288,2014,25,0.3268963141532668,0.12791514907449253,-0.21638776958935868,0.2933485044534474,-0.07266878721062187,-0.04408814083585144,0.034317743919672905,0.05771636161255356,0.48366797184588584,-0.03844139159629145,0.011657661746073522,-0.4711527169430536,-0.0006041361969187919,-0.028344126555077453,-0.03332693697197453,-0.1574176294487557,0.19043305805065303,-0.17949409531400418,-0.12857310512663722,-0.027529503785802545,0.05056541930199843,0.36345153935233476,-0.2282591589312245,0.2140356095694511,-0.20738682291928834,0.06924908828186949,-0.14334665170165373,0.013565024848151142,-0.07183612657905791,0.012806148268023287
295,2014,26,-0.32750377530923636,0.10925854087152698,0.02756744886265161,0.15356379811233278,0.11793304784747383,0.06207597261278286,-0.001337663300879477,-0.06958353056270439,-0.4044066146924187,0.011728626954532473,-0.0839468067359449,-0.03534062505623736,0.04789032735812526,0.029531977613506344,-0.07845039377780472,-0.21663672214554686,0.1921423014741539,0.3568693830297416,0.0316624364810818,-0.14545938885146747,0.7130738870181157,-0.18122273223943486,0.17410035818605962,0.1491303352411204,0.20847233412551036,-0.09561470973114672,0.04765322240774594,0.05005590082597289,0.2007603980839765,-0.11721972613973708
302,2014,27,0.10062910880474618,0.04981566779037361,0.16191738389100152,-0.029852504904092636,0.055300295218137174,-0.15016022468732226,-0.13566230103796462,0.17115439343094252,0.07775823549109506,0.08880871489951292,0.05388059127346678,0.2382813944407305,-0.010143219058060704,-0.18175897343610392,-0.022317039846476594,0.1957624822990418,-0.24474193063001626,-0.04977783379134437,0.18643968967614732,0.17298967574005597,-0.2513780306768151,-0.19456865126381917,-0.04605281719481147,-0.20213581225451938,-0.24180189522090534,0.16340155112980947,-0.06953545051936205,0.01434786128613652,0.06803380064219056,0.04023141048406931
309,2014,28,0.025133385317929413,-0.34410669863201615,-0.09630757121081446,0.1303412867166418,0.06808942700515375,-0.06674211074899583,0.09774646536147147,-0.17372974219283155,0.2047806150309286,-0.04907256357029155,-0.09208357272556278,-0.16350612597683356,0.24884707742506196,0.032800771211088264,-0.012806834828242963,-0.05359476581767819,0.027459586886853238,-0.09641054366780188,-0.016920363186149756,-0.05800670996818158,-0.16635357257587324,-0.05926647974179999,0.06461252405074469,-0.12208211630327936,0.37139481380849926,-0.12916822914002202,0.05409694107306806,-0.09615949316413008,-0.16692886952790642,-0.10896278020481198
316,2014,29,-0.06727410128671718,0.1311581555039889,0.0008523505041961865,-0.1996287988557972,-0.04347370428656527,0.18619664603966513,-0.022764841548887693,0.1596592776153556,0.29144995936440554,0.03473787967143238,0.12185121644731911,0.262847092964986,-0.16346640114517297,0.3898249583773523,0.10601832120612165,0.052069097917099016,-0.1566913098411834,-0.01749217355464916,-0.1507036225142595,0.07152794357443004,-0.0994641182124647,0.22085558798688232,-0.19918393006717428,0.24714443814443832,-0.1715377519704281,0.015153309696122719,-0.0358166837180921,-0.04285542620046878,0.05601201889813945,0.16727093225207534
