,year,month,week,pct_de_관악구,pct_re_관악구,pct_de_은평구,pct_re_은평구,pct_de_송파구,pct_re_송파구,pct_de_구로구,pct_re_구로구,pct_de_영등포구,pct_re_영등포구,pct_de_마포구,pct_re_마포구,pct_de_광진구,pct_re_광진구,pct_de_도봉구,pct_re_도봉구,pct_de_중랑구,pct_re_중랑구,pct_de_성북구,pct_re_성북구,pct_de_성동구,pct_re_성동구,pct_de_용산구,pct_re_용산구,pct_de_금천구,pct_re_금천구,pct_de_강동구,pct_re_강동구,pct_de_중구,pct_re_중구,pct_de_강서구,pct_re_강서구,pct_de_강남구,pct_re_강남구,pct_de_서초구,pct_re_서초구,pct_de_양천구,pct_re_양천구,pct_de_동대문구,pct_re_동대문구,pct_de_노원구,pct_re_노원구,pct_de_서대문구,pct_re_서대문구,pct_de_강북구,pct_re_강북구,pct_de_동작구,pct_re_동작구,pct_de_종로구,pct_re_종로구,pct_de_서남권,pct_re_서남권,pct_de_서북권,pct_re_서북권,pct_de_동남권,pct_re_동남권,pct_de_동북권,pct_re_동북권,pct_de_도심권,pct_re_도심권
344,2014,8,33,-0.07129103888535049,0.1579586683075742,-0.17962614528795817,-0.005841741901221442,-0.38916681936364683,0.1869063862803324,-0.11188050632120483,0.04170543537256721,-0.020510007255481577,0.11982555724768074,-0.06916049814671099,0.07098569157392731,2.4592854843900867,-0.2178217821782178,0.12080597014925365,-0.18227990970654617,-0.07855653986451272,0.19512195121951215,-1.0,-1.0,-0.2224777375477054,-0.06789667896678964,inf,inf,-0.3099000252291053,-0.019987409505823228,2.268744656332478,0.08125819134993462,1.8762931301492909,-0.08481262327416184,-0.17670395869191047,-0.02775164628410154,-0.11930772698273495,-0.017339544513457983,-0.7029440334753045,0.014296754250386456,0.12975834046193335,0.018242122719734466,-0.03423162050607165,0.024808033077377223,-0.26184433164128584,0.5842696629213484,-0.008877459099758789,-0.1670741646291769,1.6328544903742794,-0.15204678362573099,1.4298051139122903,-0.18967921896792195,-0.15473189734188808,-0.22528735632183894,-0.07100665947571183,0.057819779405427374,-0.009915744972103346,0.03745201784417529,-0.20329667552990482,0.0522478435746907,-0.11508238225845613,-0.0555502223928831,0.8694981926429941,-0.11252653927813172
351,2014,8,34,0.5157767268785998,-0.203022774327122,0.3592850198190114,-0.032451923076922906,0.40633679662586153,-0.06474088767666752,0.2866920448930237,-0.15474112201110513,0.11672473867595845,-0.12999938183841253,-0.27288105850407884,0.13232312578373095,0.5437755861555638,0.120253164556962,-0.3604460187675891,0.02415458937198056,0.3675793706897905,0.035957240038872795,inf,inf,0.640802970234724,-0.1686460807600948,0.21932536101083033,-0.3122065727699531,-0.1491581111120408,0.36882393876130837,-0.6603360532226423,0.13535353535353511,-0.3936293935217092,0.012931034482758674,-0.30768446799836935,0.7536687631027255,0.18182329179287504,0.04575768645874967,-0.17977612878883176,0.39154285714285697,-0.42272490653542194,-0.007166123778501676,0.5346165162049585,-0.06653858469420426,0.2407513530722698,-0.14326241134751783,-0.5206479513303526,0.47553816046966735,-1.0,-1.0,0.037400719511983205,-0.3855421686746988,1.0653789675816108,0.34520276953511364,0.1232006480506378,-0.01503029104174436,-0.24539377998621636,0.16946382978723373,0.18980601294655308,0.04047258769117623,0.3581399731875312,-0.048671920180854866,0.15156972207215302,-0.036682615629984094
358,2014,8,35,-0.2876147616599888,0.14587288328650594,-0.08582530949105927,0.0507246376811592,-0.43704222045235885,0.19476800937072936,0.17605710519203321,0.08458586504637022,0.007756697364668774,-0.056984510444792025,0.2365011157226986,-0.06943992666410392,-0.45657676661142077,-0.035310734463276816,-0.682176568573015,0.28975741239892217,-1.0,-1.0,0.1259736369083282,0.0066489361702128935,-0.36235330214006267,0.3257142857142856,-1.0,-1.0,0.06611322362813876,0.14215810879511936,0.27984012722859286,-0.00044483985765109146,1.236405611791867,-0.17872340425531918,1.1588993830077916,-0.4937553087740272,-0.012675682757718687,-0.08178369200523206,2.0049374386653587,-0.016097240473061603,0.5426017122960987,0.015867334764972485,-0.32791411042944785,-0.2580680570801317,-0.1824899928153546,0.2113686534216339,0.1397825621578641,-0.2141909814323607,inf,inf,-0.7247826305473186,1.7647058823529411,-0.6329410220511026,0.23529411764705888,0.007094695450019506,-0.0653788294721298,0.16072619664765875,-0.09035237097196769,-0.08302246617258136,-0.030257523717298507,-0.3041032042756401,0.05949191339262283,0.23716819153806123,0.020340586565752217
365,2014,9,36,0.06445338819043234,0.1237375745526843,0.4283371325825116,-0.11908045977011494,0.29513536794129513,-0.08266763495521645,-0.39965469228627126,0.12306255835667579,-0.09165751335451411,-0.037299578059071914,-0.009227698735396639,-0.0599955604883462,-1.0,-1.0,4.250786163522013,-0.2789968652037619,inf,inf,1.7579264777615187,-0.7675033025099075,-0.037862384217490885,-0.2995689655172413,inf,inf,-0.04456712741964497,-0.15072608913370045,1.7499877372835635,-0.3769470404984423,-0.5359162087475782,0.2409326424870466,-0.38523190195008805,0.061222967934377426,-0.24583720519579288,0.05325601441893291,-0.46420370464867067,-0.07011686143572615,-0.7455794965940383,0.19333529066353505,0.5395917909790449,0.5379494007989347,-0.0982423101067168,0.1805239179954441,0.2921202852179048,0.08691983122362856,-1.0,-1.0,0.2786705624543464,-0.5121580547112462,2.0,-0.29999999999999993,-0.18019737430436078,0.046999010342887004,0.11284286736679805,-0.03793619264817649,-0.1009711881358537,-0.013866947516236627,0.43593191745160675,-0.1151602300739526,-0.41697269213710964,0.09851645804357889
372,2014,9,37,0.5342975694945968,-0.39109935602575896,-0.1547615034552503,0.12421711899791221,-0.2680449764236489,0.0004837929366230398,0.7509936833077697,-0.08713002993016294,0.09613923420327497,0.13815374921235057,-0.03740233367540313,0.031420259190690025,inf,inf,-0.5766831361980337,0.30434782608695654,-0.20982800982800975,1.011764705882353,-0.7552818599864939,3.3181818181818183,0.23736442346763376,0.3599999999999999,-1.0,-1.0,0.16329722527949975,-0.14917452830188682,-0.6926369863013699,0.9199999999999997,0.10935441370223975,-0.02435629784272797,0.06261866264035265,0.07476635514018692,0.43583281441569355,-0.07854939090488733,2.025333333333333,0.09874326750448814,0.47885117493472573,0.05548037889039259,-0.009335587049798644,-0.2530062530062529,-0.11729899060215809,-0.17138722348563173,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.3262956681609577,-0.07359633027522894,-0.23135275831634516,-0.04111949429037498,0.28102316836363905,-0.03180388793596356,-0.17646024921923265,0.09767269921887545,-0.013601509250243504,0.03545051698670609
379,2014,9,38,-0.3497037574952103,0.4966394489807253,0.382862975592247,-0.10167130919220047,1.1212443166979993,-0.11519863115607787,-0.4402358012344072,0.02285146547441652,-0.02996536693354679,-0.16255111670336586,0.09135837073699649,-0.11374153309637158,1.1031118143459913,-0.34543454345434543,0.9337420419712334,-0.3466666666666667,-0.28769100923951674,-0.06871345029239762,-1.0,-1.0,0.35219474406581264,-0.0020110608345903502,inf,inf,0.46698536002390156,0.009009009009009139,0.727831940575673,-0.2511160714285713,0.3228861399882781,-0.03281027104136924,0.17415551623357262,-0.01863354037267051,-0.07933731586277815,0.11129292404355096,-0.09347520409662324,-0.07734204793028299,2.2160075329566853,-0.4273504273504273,-0.20224470510589787,-0.07772973967436325,-0.07760252365930587,0.2225548902195611,inf,inf,inf,inf,inf,inf,inf,inf,-0.15677635632589237,0.006208219780756696,0.30631661656624143,-0.06323434027667041,0.02672482904787188,0.04770398624340033,0.11997415313507265,0.02157133444196968,0.8958918160224574,-0.31900855920114113
386,2014,9,39,0.09206654990421792,-0.09511984452602029,-0.40645808642726344,0.1362618432385876,-0.19809748842473107,0.10123176524992639,0.6977034055563149,-0.11163532921667929,0.04431753675053951,0.08764578833693282,0.2263172835167213,-0.18657775255391607,1.7463636363636361,-0.3697478991596638,-0.24604316546762606,0.2897959183673471,-0.600802386371904,0.25379382522239635,inf,inf,-0.15182612988177524,-0.0993817265857565,0.27338640887119725,-0.7923076923076923,-0.1141402385801572,-0.05494505494505486,-0.038355612279169615,0.03896103896103864,-0.370366570282623,0.08230088495575227,0.369053364151279,0.15009041591320038,0.1591759787274618,-0.09305118448804983,-0.10649380715360557,-0.3879574970484061,0.27169292030216097,0.24477611940298494,-0.46961770056266117,0.1624775583482947,0.26521887824897394,-0.26857142857142857,0.15822532969531622,-0.26694915254237295,-1.0,-1.0,-0.3144698800891037,0.01807228915662651,-1.0,-1.0,0.18889359500940728,-0.00774442658210206,-0.04988813965051753,-0.08818925861759963,0.04420362778777487,-0.0836097807172036,-0.10624590217606578,-0.015014353474091746,-0.26953890085483634,0.29981670594396426
393,2014,9,40,-0.12322152821049415,-0.07521084658908928,0.537140890409572,0.03777180975482963,-0.10217930282144083,-0.08168734491315155,-0.15513805974335715,0.2113775586433586,-0.19731419413852225,0.020713430964727664,-0.393435682322979,0.2835841407269981,-0.47221175906584933,0.4026666666666665,-0.6549251735886488,-0.024261603375527407,0.01166423661737137,-0.18864774624373937,-1.0,-1.0,0.3137518421221246,-0.02334096109839845,-0.9337352536191433,10.425925925925926,-0.20345664415030829,0.20426356589147265,0.36911497625034917,-0.05112704918032773,0.25058886271721237,0.09157808667211764,-0.28374264569635077,-0.152108082925693,-0.03711101306671016,0.08498858028253764,0.19589972794403399,0.03443287037037024,-0.647460249485419,0.12949640287769792,0.9355773576879103,-0.16061776061776056,-0.16787982932056467,0.1674107142857144,-0.8295501950872372,0.40462427745664753,0.0,0.0,0.6016316371681418,0.029585798816567976,inf,inf,-0.20577382780670994,0.03625474000995599,-0.22869672943508412,0.17811934900542492,-0.019276328542803145,0.03839974548635938,0.0476477777715858,-0.09175824175824188,-0.48165810600238756,0.1142040876126289
400,2014,10,41,0.19024699991158478,0.1412063492063491,0.1823562284088598,-0.12584522915101404,0.06992850574522191,0.05544747081712087,-0.3289833078958363,-0.07897576879820978,0.4142613283674734,-0.12886717841358442,0.7568427282142327,-0.05153461812990723,-0.42415493414649974,0.31606463878326996,4.51210748320575,-0.4162162162162162,0.9113032736256947,0.22592592592592586,inf,inf,-0.5310201764150986,0.3728522336769762,10.763450522295857,-0.7082658022690438,0.2517784380998582,-0.12265558709073343,0.13302636445963723,-0.31670445956160254,0.09792284866468859,-0.11860174781523092,0.15476073224126896,-0.032932692307692135,-0.055989946447801975,-0.031096198272398512,-0.7657496628264084,0.006993006993006867,0.021290491118077348,0.03821656050955413,-0.12833418041456612,0.1372585096596135,-0.19006295729113476,0.18674314850223062,11.734811402245898,-0.8559670781893004,inf,inf,0.15752971308526886,0.33141762452107293,-0.0869824247840334,-0.045454545454545525,0.15465548437576415,-0.033084925477643634,0.6160327082088546,-0.1546644495608427,-0.0452822060080007,-0.018480675255441725,-0.21451673218427947,0.21533285267964453,0.8101276702139297,-0.17771203155818538
407,2014,10,42,0.036013543193458286,-0.05577664469593335,-0.11761914155194064,0.10755166621088419,-0.2765389082462254,0.062211981566820285,0.5586259327044911,-0.030218439716312107,-0.131588835078164,-0.001444350042481224,0.019350220518623118,-0.059000602046959894,0.7985014928736411,-0.3612134344528709,-0.4747045319275571,0.3541666666666665,-0.21656864012409516,0.09013091641490445,1.078377016129032,-0.3421750663129973,1.5369161105815063,-0.43961201501877345,-1.0,-1.0,-0.0006239562881238392,-0.008404202101050418,-0.2818674687944669,0.5199115044247788,-0.3206020391649135,-0.1076487252124646,-0.048165006980993796,-0.02921437031188323,-0.28035945330411016,0.14415666456095977,0.7007029226785053,0.7037037037037035,2.9521805857526546,-0.3006134969325154,0.7044025504125666,-0.21291053227633072,-1.0,-1.0,-0.2669575834313105,6.057142857142857,-0.36255610173113917,-0.09763313609467472,0.5746587773164606,-0.36115107913669076,-1.0,-1.0,0.12505856612569866,-0.06299995354670873,0.03367041516773828,0.10277910876856744,-0.26427886117995925,0.15262062098307227,0.698636113932505,-0.24241645244215937,-0.4020226959783486,0.10817941952506605
414,2014,10,43,0.01624527576874213,-0.05858053701320065,-0.2901366552012642,-0.051851851851851816,-0.06023438754214161,0.08459869848156165,0.28525095348295393,-0.17378738376476477,-0.14705228649219337,0.042933024481808246,-0.45493593971737534,0.004638515674984189,0.40486721043773155,0.1442786069651738,0.44561346714146977,0.2205128205128204,1.1818088068474784,-0.3163972286374134,-0.3654662301442949,0.6854838709677418,-0.44196214686308544,0.29696099545345755,inf,inf,-0.5406723219023741,0.10849056603773577,0.043359668924003225,0.05191654536632706,-0.5091710338256312,0.39523809523809494,-0.30056345134976026,0.12200081333875579,-0.04995418019940423,-0.001924533064109224,-0.6611376984990212,-0.40326086956521734,-0.10608016930888209,0.10150375939849643,-0.3396437066161836,0.1469681397738951,inf,inf,-1.0,-1.0,-1.0,-1.0,-0.4071758436944938,0.2702702702702702,inf,inf,-0.10589207249427268,-0.014051211445464062,-0.4771518611555148,-0.052878557462524456,-0.02467264367248323,-0.021564700646614088,-0.17135398538113478,0.12222599253478128,-0.17604811815150068,0.11666666666666647
421,2014,10,44,-0.16256996923322364,0.02681912681912646,0.402094691164012,-0.12407407407407423,0.6272879466018968,-0.19854545454545447,-0.10274739085295881,0.13526762211172838,0.07994294328806206,0.04734625105307533,0.32318684199911263,0.05078809106830118,-0.4778078363755276,0.13043478260869557,-0.4491098421229426,0.10084033613445387,-0.8545162357612137,0.31081081081081074,0.8530957385820752,-0.06459330143540676,-0.14166594519717768,0.2075645756457567,-0.5686092349411203,0.8966725043782837,0.9225845732333802,-0.018773466833542196,-0.2287027855404309,-0.0714944649446495,0.8839480708565879,-0.12627986348122855,0.37937546402137,0.21496589673465327,0.740631216373175,-0.0707730986800752,5.858449687048627,-0.2595628415300547,-0.8352410947002606,0.1865756541524457,0.23592500805085326,0.005376344086021945,0.7843285190773874,0.42776735459662296,inf,inf,inf,inf,2.913071268775967,-0.7606382978723404,1.3667298278856777,-0.2101571268237935,-0.025472458096091888,0.1080121580857516,0.3326291822696359,0.029452243325075678,0.6083589642405316,-0.06923699507026682,-0.08994807995102005,0.15888566360264456,0.17827182622857607,0.0561478322672353
428,2014,11,45,0.08003573203659142,-0.01983667409057155,-0.3254602648930258,0.23024577167019,0.7932317911131468,-0.4300362976406533,-0.07980202001101877,0.10660109030575948,0.20434269252035242,-0.093212530712531,0.690024682376783,-0.12318181818181817,-0.2063932139705673,0.20629370629370625,-1.0,-1.0,2.5733160060645437,0.02577319587628879,-0.09623862435226482,0.09207161125319696,-0.36795963696806544,0.07272727272727253,2.111925964728479,-0.5969529085872576,0.15542281230949517,-0.14744897959183656,0.39321890514036384,-0.09644453906748995,-0.14511529723250838,0.026475694444444198,0.17392385650038356,-0.292761641309359,-0.459383366779908,0.025933226826084566,-0.4909675909675909,1.0750307503075032,4.362439616938331,-0.22051773729626079,-0.3025772903898223,0.22406417112299426,-0.4830564784053156,-0.1011826544021025,1.4873072500515963,-0.29547844374342813,-1.0,-1.0,-0.11031934008493949,0.4444444444444444,0.48000133435633985,0.15630550621669603,0.17181034383690763,-0.08714323990587336,0.3566629625930178,-0.034536541889483074,-0.3273588011466253,0.02153265294082951,-0.21204709321435322,0.12950078274482535,0.22457492208243623,-0.046241107479330856
435,2014,11,46,0.30847090400504484,-0.1386372587632928,0.40492467173698654,-0.10563342462810799,-0.4143103852007961,0.9111208406304732,0.191358636408681,-0.06938866577420766,0.09497899646082053,0.022167220304391888,-0.45547367333585853,0.26986132711249367,-0.5508640540598704,0.0869565217391306,inf,inf,-0.5990423081585646,-0.10050251256281406,0.03263350068461879,-0.433255269320843,1.2190157016073977,-0.20239282153539373,0.31699584782852663,0.16494845360824728,0.0027787618179031526,0.0013963694394572013,0.49602477105593024,-0.05655042412818079,0.1360966953493823,-0.015898520084566492,-0.42898283989195507,0.1742177314211213,0.29410791271557546,0.03671793474691487,-0.012348587583607351,-0.19754001185536463,0.048783369052037395,-0.02862574080286262,-0.40171079006273325,-0.017038007863695803,0.0046155643842018534,-0.058479532163742576,-0.1271425523339892,0.1781094527363185,inf,inf,-1.0,-1.0,-0.18877068025064236,0.1267281105990783,0.1299535714855069,-0.03664779270705398,-0.19672623745086049,0.12142692295011703,0.19664007317054466,0.013717829235071033,0.006749303905840831,-0.17329093799682038,0.4169728542581763,-0.053247931385215774
442,2014,11,47,-0.21606082449455943,-0.0009144947416549476,-0.2835670212298109,0.029250802038120582,-0.3245208525950173,0.0730813287514318,-0.3466551901224567,-0.03757830986209165,-0.06274373574589553,-0.06338147833474916,-0.1268265647396083,-0.037630346078283305,3.2289279958182693,-0.2312727272727273,7.689297297297298,-0.5906313645621182,5.12562358276644,-0.11731843575418988,0.2730386740331492,0.9008264462809916,-0.24950356593483425,-0.08499999999999996,0.3619922033103977,-0.4513274336283186,-0.05568203171710828,0.049076421586381924,-0.21522089487763152,0.45571095571095555,1.1579093947270698,-0.1492652745552976,0.5153679377630402,0.14028837998303634,0.10329256582401869,-0.0014426749938808436,-0.04253573735011262,0.044875346260387694,-0.030572588421439395,0.055902497985495625,1.0082536924413557,-0.09259259259259256,-0.3681884268682757,-0.0922803904170364,1.1210005975338149,-0.8682432432432432,-0.47449090563062446,0.24135514018691584,0.0,0.0,-0.4237100941902142,-0.0010224948875255935,-0.19360781360262425,0.02729796032802989,0.02340063868214015,-0.09074872913292398,-0.014631522323829693,0.059437113947172326,0.4149231771911295,-0.022024983563445177,0.10774189816302626,-0.08646341463414642
449,2014,11,48,0.1573352015237428,0.06006864988558336,-0.04425081667947717,0.08340209020902067,0.9835914636151388,-0.19394629471486857,0.35826146104016865,-0.0065817520145565744,-0.23301196863274254,0.027646750524109365,0.17401826518283925,0.018562198748846237,-0.38707444279065617,0.1846420687480288,-0.37175276201851293,0.6716417910447763,-0.3066804866612374,-0.1033755274261603,-0.5156670427914243,0.11739130434782608,-0.18693945492037456,0.21857923497267762,-0.9017142142142143,2.0430107526881724,-0.12511487224758866,0.09017348524080782,0.06281558639524931,-0.18895116092874298,-0.05051777648034905,-0.025000000000000022,-0.3126928687650786,-0.09926361202023193,-0.3197924169297499,0.09570679309239138,-0.06314714889893513,0.10710498409331914,-0.43927097973432483,0.22728226652675776,-0.2821186188622109,0.05214285714285727,-0.21244477172312215,0.32062561094819153,-0.4715310769913733,7.5256410256410255,0.745789950203712,-0.15612648221343883,inf,inf,0.20075935635508935,-0.2835209825997953,-0.10300667326304414,0.023547942251007647,-0.10977956062469729,0.1186377181779481,-0.055526960210877885,-0.004815610454708574,-0.18065601070047066,0.11584415584415608,-0.18795143299058992,0.020721161690324674
456,2014,12,49,-0.26314790242332065,0.3985183731540993,-0.14594420254797635,-0.008440693025322021,-0.12323657643021746,0.07239552678045902,-0.11998920183568806,0.07318247472315842,0.0160329827228467,0.0750350631136043,0.3680344934239983,-0.0421575043630017,0.15026128774983039,-0.11433515240250214,0.35028517110266133,0.01785714285714257,-1.0,-1.0,1.2469534050179214,-0.27431906614785995,1.2784746306510013,-0.35201793721973096,-1.0,-1.0,-0.4907580099774067,-0.02460265621598101,-0.48675667715318716,0.17106190946269906,-0.017471670373058856,0.022977022977022976,0.3418033308032187,-0.002486922219363974,0.030586611186343315,0.011196767707569055,0.4066521378165211,0.12005108556832722,0.896032772746874,-0.10875512995896053,0.7784097061689919,-0.21559499563572881,2.1332398316970544,-0.20984455958549209,0.2871363261877453,-0.27368421052631575,-0.22049701520458298,0.06702353072376477,-0.19560439560439558,0.24822695035460995,-0.5259282681362364,0.18785714285714272,0.00276187397614569,0.08128241900031785,0.6727437638419391,-0.0598794373744137,-0.12447134258496162,0.05949992583976704,0.33501809245456227,-0.10512286851425856,-0.2782482027205466,0.022698209718670093
463,2014,12,50,0.18772264791383098,-0.11401108538553273,0.3694955598278864,0.05197132616487443,-0.40295808202083616,0.04621295279912152,-0.10396202458421988,0.02277339827810887,0.1346197569230252,0.12166620072686629,0.03141608598086698,0.0674571542447191,0.32929123217122913,-0.044183949504057574,-0.2783350932770151,-0.14035087719298245,inf,inf,0.9421757856117403,-0.6729222520107239,-0.12287018969644525,0.07612456747404828,0.0,0.0,1.0392250277910113,-0.036904761904761885,0.5200229546645374,-0.1894869942196531,-0.2607762312130024,0.16165364583333308,0.12951797079745386,0.2231086657496566,0.3512704015335133,-0.10091240767303311,0.30362610203253526,-0.2981755986316992,-0.4984321340035025,0.22697620874904056,-0.25062477497511493,0.2816023738872404,0.15196956132497763,-0.031147540983606614,0.05324457563982854,-0.31987577639751563,-0.21595985325146838,0.009197324414715657,-0.01062537947783837,-0.25757575757575757,1.715451802445609,0.05008160810926898,0.06542761150732246,0.05208789604321762,-0.061784328304999914,-0.002099440149293641,0.17596387071536612,-0.1347491445041361,0.02401167939114024,-0.03641959476788936,0.19801982734985346,0.12452420793262609
470,2014,12,51,-0.23948604721284672,-0.029703832752613568,0.1821374256300552,-0.1669505962521295,0.3986626320781457,-0.14332179204700435,0.1786110205412459,-0.005483028720626892,-0.0401538601573882,-0.06294891490046262,-0.2777703447901786,0.022270040825951742,-0.08979639501016667,0.048113207547169745,0.2411291305938299,0.12244897959183687,-0.4454727803779429,0.8151658767772514,-0.6069309268613199,2.4528688524590168,-0.5309420605615823,0.5241157556270095,inf,inf,0.1321840199361417,0.033629026394241146,-0.10044155545706723,0.02874972141742793,-0.2418350745965685,-0.04189006582101895,-0.007930095736707887,-0.20240415854450966,0.851980051150895,-0.04636506864731038,0.21757215619694414,0.23592897760241405,0.7366340281418711,-0.23377638780297094,-0.0063207873782087365,0.08806050783360342,0.14059970209183348,-0.14043993231810492,-0.5400313223478143,1.3692106979778211,0.7402414779614992,-0.005965202982601281,1.2138692850567656,0.2142857142857142,-0.21746046598671276,0.07657068062827199,0.01181442797501342,-0.06841165972635344,-0.30181371569811044,0.13494838576606072,0.6058064804285002,0.009616834680926889,-0.12141309472725059,0.18289969834087505,0.00926781449399372,-0.06431199411331845
477,2014,12,52,0.4947121191620609,-0.01445991251613632,-0.06464148442677253,0.13837764144512588,-0.24533855611280297,0.039804041641151366,0.11495449264136282,-0.09754856917826171,-0.10911770737323623,-0.08970389103508725,-0.1691706150723119,-0.002153018069973034,-0.25692653989653746,0.010608203677510586,-0.782163383602692,0.4840909090909091,-0.24267038964335574,-0.16971279373368153,-0.14065445174321678,-0.17388724035608305,0.1450038300438421,-0.06645569620253156,-1.0,-1.0,-0.3276715932832931,0.07736625514403306,0.18780336484069893,-0.029462738301559654,0.4725534499196784,0.0291173794358508,-0.06330566974327168,0.052662205411696306,-0.5727615419196503,0.020627802690583286,-0.15990378581886644,0.15746478873239456,0.9073566369659585,-0.3459183673469388,-0.12468145257625207,-0.1717974180734857,0.8730978878037701,0.0866141732283463,0.24920430489556056,-0.3138766519823788,-0.08753657109420732,-0.1213535589264878,0.6547470547470546,-0.32773109243697474,-0.4716808162939933,0.13617021276595764,0.1186156218555472,-0.047798386843674656,-0.12723191331700068,-0.04194947462553045,-0.45575010641416747,0.017074863542255514,-0.15063976806528723,-0.0801981843724886,-0.11515468106100168,0.14329570211923093
484,2014,12,1,-0.03771725876753029,-0.044973912353442946,-0.11021707049638496,-0.01965160587915049,0.3766555226951267,0.12140333165068151,-0.05972909442221874,0.03773126453538822,0.018491554314967296,0.12014076881429347,0.18184486514141018,0.0692323781635642,0.07653807113080235,0.005598320503849008,1.79715864246251,-0.17100561510974976,0.5091335679570974,0.1320754716981134,0.48126215756200375,0.10991379310344818,0.9874028525066187,-0.19171374764595095,inf,inf,0.04323722928775586,0.12637362637362637,-0.08475435524011421,0.12109374999999978,-0.48276481387861536,0.10013262599469486,-0.1301800058572503,0.0796019900497511,0.3726842829242738,-0.024441840786304736,-0.0923938752645338,-0.14616695059625218,-0.45152394071361546,0.5787831513260528,-0.11781681090855323,0.21103117505995184,-0.43496316954136227,0.01449275362318847,0.5914091663210286,-0.047752808988763995,-0.3616846935431005,0.17751217352811,-0.2119524248261998,0.09687500000000004,3.0282157676348547,-0.23670411985018736,-0.12571111813449987,0.07336537989895553,0.36238765192993827,0.00789431926372619,0.26511263849336353,-0.004810216215556662,0.19746130940986717,0.044675900139864,0.2189586801160972,-0.10705145871884714
491,2015,1,2,-0.13356221312027783,0.130843373493976,0.5051912180136553,-0.06668887778333077,-0.11135551663747789,0.009759990178626277,0.08059453735651201,0.05188181775252243,0.20573685773412276,-0.05242855838583049,0.15599812625094045,-0.1654478150957025,-0.005367128171318458,0.1255475050145316,0.4567881328603678,0.0640394088669951,-0.19971127151582446,0.012222222222222134,-0.4248340532055689,-0.055016181229773475,-0.39257528101772965,0.06416230554161584,0.9816418721554241,-0.2144665461121158,0.384903925714811,-0.11130820399113073,-0.48780989307954414,0.23205574912892013,1.0612099232223464,-0.1726943942133814,-0.11443102087939838,-0.009358821186778221,-0.0601066484090198,0.11628738234242819,-0.16620438949950112,-0.005941296444089694,0.022140643524199755,0.12516469038208156,-0.13418817844036446,-0.05862428348097959,-0.23859978540772542,-0.08125000000000004,-0.5044456310912521,0.44328238133547826,-0.0497014009041693,0.20018796992481191,-0.44608598607642036,0.4529914529914527,-0.4847361126718358,0.11983426016792054,0.05277762872316849,0.029318251404076623,-0.08326186710930872,-0.06776892961802672,-0.127971293225985,0.10666748451205321,-0.21617869265884204,0.0034609802389191646,0.06490401038464189,-0.09606481481481488
498,2015,1,3,-0.05054286647363937,-0.062078272604588314,-0.24973296833658354,0.07060363412380655,0.213701902789589,-0.02665832290362946,-0.06497746565317708,0.05670148781259887,0.030648012795214008,-0.019913865781790663,-0.16613275655055892,0.1879770421889635,-0.5754716054717037,0.054709775967413776,-0.10271167681239635,-0.03645833333333337,0.41289928676490995,-0.31174533479692634,0.4051326291346271,-0.059028642590286395,0.4957736073924117,-0.08612907572082984,-0.3362036902139912,0.6268876611418048,0.20122679837489033,-0.0954454726909818,0.7082331558445571,-0.11486251305255835,0.25356343999475905,-0.2043715846994536,0.0024572271427538706,-0.061275125628140414,-0.34298310264757426,-0.058080248281977664,-0.24851819680435328,0.320122339747674,-0.011710602622930888,-0.08430913348946134,0.09032572969003283,0.0487525206595234,-0.421713346250954,0.26984126984127,-0.03161186215799483,-0.016499442586398794,-0.21451854462161923,0.1511354737666406,2.6755252806293774,-0.4888888888888888,0.24164909857516714,-0.02562074001947412,0.020215378362165026,-0.04859929665698892,-0.16709762490552682,0.13691275167785255,-0.09417075172459666,-0.03890921183904228,0.05416255578328699,-0.034806408544726386,0.04685732208667992,0.034090255820638404
505,2015,1,4,0.11391106174794263,0.045683453237409966,0.23397855409545554,0.02480141218005305,-0.4382284506966915,0.13752584049613725,-0.3280405199529359,0.08487811502682119,-0.1402804899266228,0.20956804024026687,0.37053253640675354,-0.11117786990491318,1.0258999749758697,-0.176707576379304,0.16812631059578154,0.009009009009008917,-0.4668473741758493,0.4752791068580542,0.13738940436073777,0.019057702488088912,0.05921321012397818,-0.10948730234786774,0.4609466314812807,-0.29741151611199157,-0.3011030793377103,0.08859913072551007,-0.2676073797078694,-0.00039323633503751676,-0.20372590035578486,0.40309690309690316,0.3967548322501706,0.07773105317260076,-0.12944986738900432,0.09062524515572279,0.6760481164133678,-0.2137754609518293,-0.0453436419041342,0.051150895140664954,0.9059624729542795,-0.19542849700442821,0.5369791243603281,0.11122448979591826,0.15021434364500075,-0.0846956682368154,0.12023328847016601,-0.0965986394557824,-0.1297137387975288,0.24040920716112502,0.12590989926489526,-0.23838724513260756,-0.06003910976843552,0.11733158186196913,0.3217488372586912,-0.07581327985739739,-0.1600068870523419,0.03476643598615947,0.25000734537975644,-0.04286998741233583,0.007213816423053077,-0.027938625750500434
