,year,month,week,pct_de_강서구,pct_de_노원구,pct_de_성북구,pct_de_송파구,pct_de_동작구,pct_de_도봉구,pct_de_양천구,pct_de_서대문구,pct_de_강북구,pct_de_광진구,pct_de_강남구,pct_de_마포구,pct_de_영등포구,pct_de_관악구,pct_de_동대문구,pct_de_은평구,pct_de_서초구,pct_de_중랑구,pct_de_강동구,pct_de_용산구,pct_de_중구,pct_de_금천구,pct_de_구로구,pct_de_성동구,pct_de_종로구,pct_de_서남권,pct_de_동북권,pct_de_동남권,pct_de_서북권,pct_de_도심권
64,2013,11,45,-0.028542189644053306,0.1823332251241132,0.10411823019327238,-0.06322048260441215,-0.07523805146267992,-0.039814424521470215,-0.1371087798990247,-0.11361978358524039,0.08189053937487634,-0.02543281145700882,-0.02860997119185671,0.013249185396505325,0.08590369122537522,0.06984414528758842,0.31097986937750877,-0.12445894806387203,-0.043196291755077,-0.04175477955736695,-0.026344305176041916,-0.21563764893459947,0.12096560966699554,-0.007526187470487611,0.04377634167664346,-0.11068961820017909,0.02921917407105723,-0.028074664102502478,0.011002578953029474,-0.044660553386119184,-0.07156557839635636,-0.07780982480589227
71,2013,11,46,0.14031948000325145,-0.031997302761935464,0.009053054746351208,-0.033980825619651434,0.025145092225265397,0.0009151143995822508,-0.023411557940952288,0.014850922254279864,0.009321847954166795,0.1757978439829493,0.12626612761884193,-0.07779118731723156,-0.043560994253718954,0.22813102414602926,-0.1550387825117563,-0.0017813802042773164,0.1616209597047782,0.1679010008934665,0.18514575446107617,0.17113051526772294,0.09402656679735477,0.17769606415243078,-0.06327019622177021,-0.03532016553047701,0.0610716349505811,0.088428881911925,0.08620997818576814,0.07080514400262605,-0.02624989983494508,0.12093604254385548
78,2013,11,47,-0.07778107016837676,-0.17553006705896534,0.3098635320255323,0.0694624116443705,-0.025910915659852485,0.12570022471958486,0.17533573152807813,0.0938592472782549,0.03462260299946629,-0.1617105360944624,-0.18600717159952418,-0.03266304964215472,0.04981133621484313,-0.10171218801293147,0.167248243944506,0.023788761957566296,-0.10601813358885515,-0.01686265844865653,-0.02376044454432147,-0.1407427132708471,-0.11612863196158274,0.0472847909598908,0.016170515312403433,0.05148354808125721,0.104881443425066,-0.01612329218964259,0.006019617125712973,-0.03644356031283302,-0.025603446255989204,-0.055852838947278105
85,2013,11,48,0.06652850425427337,0.20192477655687058,-0.3043200032633623,-0.022193971524495315,-0.038848243924839654,0.033805289037325714,-0.13698016667088864,-0.11020999578113322,0.07224384310630994,0.06548939674942722,0.04405708154985466,-0.02336698566249229,0.00189762907056501,-0.027642346223399228,-0.16949262628937212,0.1481662003570119,0.027015526062594608,-0.07357387411439942,-0.007438483487300918,0.14414005897678428,0.02813364236567084,-0.3037117821424672,0.0267738752139004,0.024011750997445347,-0.15377498106391663,-0.04608245387150023,-0.035220083462529916,0.006438394784268997,0.06435107709485899,0.0027788678926545796
92,2013,12,49,-0.007728097589629224,0.17362844518125864,-0.050095833531841216,0.05201913407775516,0.17802300489383827,-0.17461373930949642,0.10062126082361389,0.09774224812958021,-0.1409855006829439,-0.024178299753538246,0.058230161479177145,0.20894421346252434,0.21411189949417664,0.2755174075379683,0.18190426887543798,-0.23374600362722697,0.0540168989314016,0.19848868199727554,-0.07521284565973907,-0.035457398584675226,-0.0034727127183686868,0.03734222153882305,0.012235915441948464,0.33056180386974776,-0.20157039224002593,0.13137648515358435,0.0777726532792884,0.021473437440159282,-0.026704101197984276,-0.058326542464008146
99,2013,12,50,-0.00600710227070389,-0.1624033272843468,0.06383844142496353,-0.027282829499675088,-0.009048749552943991,0.09298725854888357,-0.057681105356313656,-0.15454221078045616,0.1893076208178439,0.18227197897792236,0.010885186207719943,-3.313471798982448e-05,0.07008095740936282,-0.2662446508715165,0.06290439052289076,0.11340394058358672,0.058904544573775475,0.027230870776115967,0.09816099746683515,-0.082945599034562,-0.08154465878350436,0.04450249062977618,-0.025851114711895606,-0.28872523675263917,0.40394060123143793,-0.04930864474418539,0.006986178915030727,0.03536254404169248,0.011724554647195573,0.05041586585641289
106,2013,12,51,-0.11147734669247378,0.11570299505823756,0.18282862507149433,-0.0016588288006964547,-0.016179905762599534,0.1511641909176995,-0.00823849643099095,0.32644401276627977,-0.09654365186347436,-0.07201434094569492,-0.112599756600538,-0.16549250125874782,-0.13800464348760455,0.11816973703114186,0.14353236265593394,0.07547995671977148,-0.047384363468914614,-0.06563228609468519,-0.027742345709936278,0.03480156038522009,0.2542604501607717,0.39812110034631787,0.03250080735782257,0.1643132493133186,0.11082895404124948,0.013703563017527953,0.04442954517364939,-0.050483022462171734,0.03479098011873205,0.1107210967481258
113,2013,12,52,0.11986803218966702,0.01950690636555885,-0.050556776543300264,0.03604250075313953,0.10547946427371047,-0.07597924105078568,0.13532254362429108,-0.10072545975369906,0.016764295944053043,-0.012945408869312613,0.012540838991358827,0.12085643037781124,-0.00022392440100238442,-0.004737123897921691,0.06302554717619357,-0.008669640377882426,-0.07345733871169768,0.10827042131752407,0.05111415204321945,0.04551572623084588,-0.07318592578350303,-0.14762694824895495,0.05222009354110724,0.18431715054165165,0.007500511799908072,0.02449580796573403,0.011946255282382134,0.009691882546531083,0.015952005624016108,-0.01727025804333504
120,2013,12,1,0.00040986502720641305,-0.12372891298063615,0.0010390248807361502,-0.08057914225137686,-0.1206296792575402,-0.06641509024020842,-0.02149303955726789,-0.1250831666659986,-0.20243164288266313,0.10135542988477919,0.013232123600852796,0.12094896462177762,0.010311698771045652,0.0552920755950983,-0.03980521315680763,0.20237904394122075,0.05083839351688657,0.028399223618347236,-0.13558588673536087,0.1591405203951457,0.3720966898737852,0.16191180015959494,-0.018838066016221622,0.009824160422800432,-0.19673234282738938,0.01351132127292587,-0.027429626286151754,-0.045261682327777386,0.12951937909336175,0.0581298991306789
127,2014,1,2,0.034510623869801416,0.11659157933970832,-0.003953406531531534,0.027531718951111284,0.030176845259743956,-0.12336788383322073,-0.05702405769483754,0.1884899780688467,0.16174021348897005,-0.05193840935875449,0.10446060729702888,-0.09844470315063225,0.011512568894237907,0.11710086475967008,0.0852778887857073,-0.1563064910401234,0.07400215939200483,-0.07466640177477568,0.13197564078764956,-0.00854253726876908,-0.015641413319066655,0.11597850204332993,-0.08857814068944125,-0.19810505935614608,0.15336669804173653,0.0009287108477373796,0.0026357574112392257,0.06402253584541806,-0.10040582394725917,0.05893807668302875
134,2014,1,3,0.028946412037668567,0.049590329288352164,-0.0925921607677963,0.04688062259096615,-0.024351100463591346,0.1415420695600711,0.09277446419541335,-0.030158008414332915,0.044954657722807934,0.0012249284168406316,0.0747490185305506,0.06516004789641339,0.062486941851435995,-0.07915131578505785,0.06850951343662803,0.14907149308786116,-0.025286774144157476,-0.0800502158925549,0.05629000681137075,-0.08624663812477062,-0.14705123150779154,-0.27279810910679014,0.1116786363179123,0.1851046068919231,-0.0618335000743262,-0.0015741770721707793,0.028694875993742652,0.039844005070587274,0.0998470984346218,-0.10378249858865385
141,2014,1,4,-0.0653896235002508,0.14532229252325246,0.09395304568527929,-0.021554710525152676,0.09702851669021939,-0.03734636038635408,-0.028502292896246395,0.04226862810273668,0.23091996793409386,0.057948895428740155,-0.08450670675098071,0.0368688064318623,-0.010270318805061907,-0.0820168708335739,-0.11395632142497303,-0.15308421294308672,-0.01835695767506762,0.09699154777224361,-0.025040598473590636,0.053121070053981034,-0.05590392372570585,0.21916403873368906,0.020203236290625037,-0.06111314943747026,0.07187779940593586,-0.007561018514535278,0.05294327631704676,-0.030276124586894215,-0.02019386166167947,0.02791592348259475
148,2014,1,5,-0.025048104520760006,-0.08803545399789725,-0.09766321221627516,-0.04744690817138397,-0.0365847592384434,0.2549272276747583,0.06634141911943714,0.04242461432778666,-0.16697787294789446,-0.0035980790359386727,-0.07796186476141553,-0.018613268410423545,-0.01300780468280982,-0.14669538742008803,-0.2863208766216985,-0.020049125206601626,0.012416151732910663,0.008834373350391944,-0.015014342746652254,-0.10507404738560189,0.02225235319507024,-0.22217733458856204,-0.07660966280330639,-0.14187516266370725,-0.17999835051546376,-0.028833640546404027,-0.08611618020255507,-0.025677181136064653,-0.07877843095417247,-0.09455257962405517
155,2014,2,6,-0.022008588776942895,-0.03846894865005368,0.10974405196185999,0.09905828528294025,0.12895421306110189,-0.17703007923767933,-0.07610225733237141,-0.0018869598830402179,0.0003232816045914966,-0.00701955742464655,-0.03379676619608851,0.0013298149664822123,-0.03904962696289449,0.06987744627079073,0.24694822760011736,0.14038820544261066,-0.01980285860098241,0.021646736294546276,0.019320000127326376,0.07166887071253791,0.30086076978043197,0.24692129803715113,0.13280809184417053,0.14419522225214232,0.12229495138053514,0.0015360817650931224,0.04273949386346465,0.020195201082596315,0.07134737407865033,0.11098436551953328
162,2014,2,7,0.05196016874546605,-0.06610828325159968,-0.11053052169008437,-0.04188032679777898,-0.12215675158416162,0.048841807601012865,-0.1448529285726936,-0.02403599476902951,-0.09385845130488246,-0.06178900758979611,0.03861898089044269,-0.0013881239025752556,-0.25734569781241123,0.13916317639368248,-0.0323402624104826,-0.05881465777565076,0.025746066076737018,-0.017845886096762964,-0.05152204153196438,0.053436202124203414,-0.3902158197583204,-0.016184183246815698,-0.043833747110607946,-0.09851738668201471,0.021504798161750216,-0.03244820478605315,-0.04768161103539792,-0.012063065743333268,0.03285433033326579,-0.0555037013017019
169,2014,2,8,0.008659523130903679,0.06404554615601588,0.015157617266357004,-0.044988135504627436,-0.04218484903988129,-0.0810486270835652,0.0704199841462525,0.04362722141148878,-0.008488984171842628,-0.04054929763440385,-0.0043081543764159624,0.037266330004468884,0.2979648363500116,-0.09232665893550374,-0.05046871703550637,0.023744343778794086,-0.06383575029480004,-0.16413974392170583,0.027146828671075873,-0.03480846262831727,0.3250620665764272,-0.19052943833638525,-0.03413495931286059,-0.04699849650678589,0.05619502152348854,-0.003871757994835301,-0.06810755230001786,-0.03387469714140201,-0.019866302256397628,0.03775825115838605
176,2014,2,9,0.017496887249876414,-0.12664857975939936,-0.07187833483650519,0.0008410357470847174,-0.0037510210968541013,0.08918847401347607,0.06664191849782508,-0.0015948090237348778,-0.012952282289700134,0.059322509090190545,0.12276766345663903,-0.03219738634963121,-0.1485408913283056,0.031234949815329482,0.09069142368973093,0.015077949165859916,0.04955048183568711,0.16030545014317932,-0.048527977293319924,-0.06282107192899533,-0.4177414565500859,0.13537682349364344,-0.011250191803518494,0.17347309357801466,0.05134476741162497,0.005354360948193415,0.028693381789207217,0.0220107323893024,-0.0037532621590014026,-0.04062588589092919
183,2014,3,10,-0.03470156315403761,-0.12631347664346937,-0.03438661618346861,0.0286938469678355,0.0002286201698702417,-0.0496045949838384,-0.06401515229050958,0.07551510804964923,0.1237496694981921,0.016267845893151778,-0.0864542449596214,-0.0372624145443623,0.035470942068964284,0.020395943519111892,-0.17276568198809972,-0.057632655492890206,-0.05755270092294518,-0.1228562162296255,0.02359761814846717,0.07787397832158227,0.3741613508442778,0.016831449263743137,0.005842961955541126,-0.16369950705667846,-0.18376683111620717,-0.011705744862152034,-0.053979218214092906,-0.012605019712181309,-0.028870864985272915,-0.02753454074464523
190,2014,3,11,-0.020532865785951704,0.013610420011229918,0.12200794088784161,-0.0013261782235994835,0.04271633273556086,-0.00933227132762593,-0.048637861335278476,-0.23940931436824375,-0.06894985815619348,-0.10836875914949873,0.06344000424734753,-0.002294947223345223,-0.027591746394402206,-0.04467542026323046,-0.03434802905367551,-0.03408048029822708,0.002521337539014068,0.02875555397509255,0.034215244830851255,-0.08941082491136254,-0.14287895254488558,-0.09738584243988013,0.11473017229104343,-0.0226708964618082,0.10594297904095873,-0.009247889939995924,-0.008909893607803476,0.016860722160116914,-0.03604289031264851,-0.04132148325353613
197,2014,3,12,0.034163620279207274,0.20394236816419897,-0.22840922357318227,0.04013321455230545,-0.13327175534467783,0.07875150122572983,0.08121286787314674,0.21376774211030392,0.04437281099156243,-0.03574057305603329,-0.0035340164686553655,0.028313753548987908,0.21200039648887037,-0.05255716619394557,0.07248445468833764,0.0882962523398334,0.09419906782438603,0.008540669034589055,-0.1588322643480189,0.043213986140263616,0.24538549790150888,0.019162019162019206,-0.16445418754216423,0.10092454906036563,-0.10546807418946735,-0.023211220847560776,-0.026913747691793777,0.012502612711218664,0.05593087928778795,0.014495136119963226
204,2014,3,13,0.10404767085622435,-0.0940783721437356,0.20344330452998172,-0.07577161699345825,0.13869874946911875,-0.07111594643895036,-0.048130071659416185,-0.11807580910823579,0.08971772054923632,0.16444490736580808,0.024408336178614265,-0.04086731282161338,-0.05206004761645133,0.01923986708941894,-0.17435361448228248,-0.022874939136329986,-0.08792791242222742,0.043154961691606486,0.023526394418912355,-0.036635958289954584,-0.07071052581570803,0.03302099971399408,0.25103500706531734,-0.15498273187326117,-0.0008868910544521658,0.05414845733455098,0.029756444940946425,-0.04443558091736455,-0.04277032113387347,-0.034572531480857704
211,2014,3,14,-0.16725472877282488,0.01941210916388414,-0.04449691728354044,0.043089281620304565,-0.11707825180366993,0.04984779909914416,0.049545775614046716,0.02516075157576636,-0.002701360955513321,-0.051004843213470874,-0.07931367472616646,0.0939920721473344,-0.09583481120047521,-0.030438501267391116,0.08789688050753508,-0.03858261200991009,-0.0008343319746280109,-0.08051612126536711,0.1208467723156812,0.026945240104815582,0.286978719343449,0.00664193686990755,-0.09779557309154785,0.06797274409355314,0.1994635307225998,-0.07355212169056025,0.026948296739229605,0.02252114202682276,0.024353631023188438,0.10394422017448068
218,2014,4,15,0.06951279422374124,-0.23392404352506435,0.05543144311474979,-0.008498973637458329,-0.00399337261129562,-0.01299985949526583,-0.08600998015635652,0.039292558590328985,-0.13765340105775048,0.008652105498325513,0.023077061894162476,0.002511929100032173,0.007052601892709509,0.06709104924863074,0.2007630874161368,-0.06023239070826136,0.034961100642952436,0.03439544324048538,-0.11454631540691906,0.08165636946509713,-0.15802205950505155,0.0019218329286858626,0.01898317083132328,0.03854214266339895,-0.13266276024223123,0.02480899879660603,-0.0049617653223306135,-0.011990246825518303,0.0065630418340305585,-0.019350285100335096
225,2014,4,16,0.00753871200914924,0.0026514535566517505,-0.016070224948349976,-0.024657187380061507,0.1233637083469501,-0.046481881474285114,0.24207649536278542,0.02073939583773421,-0.02842681273579739,0.02636957181382482,-0.052941047156778276,0.02975170545957373,-0.12200018423961667,-0.16121066420706487,-0.1170870864535285,0.0048528244537158205,0.0476408921357212,-0.0333819115084687,0.15761042592444285,-0.062101055711446196,-0.10722581213328775,0.2949572933366198,0.0008836213652725355,0.031022834861868853,0.03847765546806747,0.030160911075823194,-0.058345607729995086,0.00769472691459705,0.01088327112257903,-0.03167919887558057
232,2014,4,17,0.03575139801649052,0.30977532594296875,-0.010017056994962914,-0.017872117143258537,-0.06417280212137766,-0.016910539039028727,-0.056848581323496794,-0.16939053233012336,0.10861459807086749,-0.10756891692849824,-0.01855195057357173,-0.06757728715238176,0.33829755183988586,0.029775934604422405,-0.03421654263531104,-0.011685516276095265,-0.013056243409438562,0.05217602387709652,-0.07087212246679264,-0.0860279963932995,0.07550097307250447,-0.13480933011955287,0.006381143144498003,-0.10270734281609262,-0.0052644944494587564,0.0036749780057578896,-0.006123070788248697,-0.0313888570147034,-0.0477584605476532,-0.026539546482652
239,2014,4,18,-0.0530189108641862,-0.04553511151791301,0.026404856179615965,0.06351629689733218,0.023902619438643802,0.06587485695715412,-0.03952956046355116,0.28966645595508145,0.026317435535606615,0.13874084330546,0.07817526857226409,0.07420618913664412,-0.08797394492864641,0.17503406225110418,-0.05105328000300202,0.12193049663004585,0.0357966440784494,0.08037051588952004,-0.022530886855223975,-0.04893838809268769,-0.0850025959533699,-0.061371868182546585,-0.008751492721459253,0.11996979187259171,-0.07253301574146465,0.008682599178182482,0.05365880849853455,0.03988185472372008,0.050242748752494126,-0.06687931566706351
246,2014,5,19,-0.05359772918527217,-0.014124952316364903,-0.08886848082378362,-0.037888814692487505,0.04285993960272494,-0.011807901540023091,-0.06454403309553236,-0.06270197946034606,-0.07213634666087365,0.002028220930250013,-0.033446520837052796,-0.06472938828109942,-0.24116866913577817,-0.11180346661571738,0.10998277988060434,-0.05983327239446656,-0.0744094611562287,-0.12688997543769565,0.09198504006619568,0.001122803907701364,0.17291122960767247,-0.054173365617433356,-0.012133312828122578,-0.15681629153999233,0.10961698214972992,-0.053229557700154695,-0.004849939949112425,-0.010459137376916505,-0.011697305385603984,0.0736968703962495
253,2014,5,20,0.1103688282126758,-0.06793447431244481,0.08627133326428815,0.036085172648843145,-0.07102895326392344,-0.056802918747010045,0.004860168064379611,-0.005294961267553022,-0.10475832501005344,0.06313757150233346,-0.06541639854971759,0.019067083393588646,0.2177248964944032,0.10050869106812366,-0.14546394128368645,0.1750917179484579,0.02923153678848678,-0.05629283112428629,-0.027891712315013528,0.3259048074178401,-0.09924353196461344,0.13012277537910322,-0.04455896302834028,0.006671978804799972,-0.04781806027174107,0.043144298225497035,-0.0901613330450105,-0.003183121441433845,0.06292516885142274,0.0995361883566821
260,2014,5,21,-0.06898309044345652,0.09237594682444272,-0.16545704477888523,0.005003488142870438,-0.03163949344254813,-0.05274913792837432,-0.05463030619385045,-0.07181604089567972,0.11815193623191944,-0.07125547633999496,0.11369716894428783,-0.08736897638917773,-0.17112751775824997,0.03417884577650532,0.16015347275000624,-0.23136614170779624,0.035597615480412514,0.0567906398024387,-0.08279388023894119,-0.16481243797058387,0.09984671353220032,-0.1614163699015133,0.17259002366538811,0.03999663662561792,-0.1443694322007103,-0.044141052023874416,0.08624213691194416,0.014322804902996422,-0.14165874381836152,-0.10004128018190339
267,2014,5,22,0.05385146189718326,-0.2046737766624842,0.11751227702144829,-0.061020669580657994,0.03466292248114855,0.2246856220295641,0.24785287305543013,-0.05585995287766676,0.13428391755931446,-0.13362283897395721,-0.0033275687768534734,0.02001191748708453,0.49616367583494214,-0.01197638144414559,0.20097467487131815,0.056915805735331615,-0.06518344413917387,0.1960758866303438,0.05946541890413681,0.03429086963183936,0.44716985709779933,-0.0020068201414594755,-0.15681869773462043,0.11212582706496166,0.20712596508311854,0.06517671874790554,0.026820523117704553,-0.027481258702150457,0.035739473969833346,0.07723470250963427
274,2014,6,23,-0.06687348734873533,0.29729886888238277,0.041163616916228385,0.10938259664313033,0.029404780182353596,-0.056009972255619656,-0.07185534041630603,-0.038974984977598326,-0.07302302099303493,0.05861356096606696,-0.008285419787782744,0.06338509254147984,-0.0727509540587179,0.02398944860599128,0.18345458606010978,0.10448675952417319,-0.002623304086796674,-0.15781987283571297,0.08895743227862485,0.11884341039027446,-0.2878107117310442,0.09249231867897856,-0.013234064567373194,-0.03516111123961996,0.3263475339746531,-0.01079609117364011,0.005553699795342704,0.06226868889996484,0.043609607075042245,0.13667317618210717
281,2014,6,24,-0.008605156511491407,-0.10043861444088675,0.08636422066331684,0.00025647625664415585,-0.04042088500267016,-0.01719182786439921,0.01441972009115533,0.15025247340272307,-0.05622635954157107,-0.027995961933218072,0.06480733318070775,-0.03655939778822315,-0.11883395068421332,-0.058557362257109835,-0.3822541119097138,-0.10860531225941517,0.035081303674989295,0.170228694035649,-0.08047915087051405,-0.15024003722163093,0.006727990548081264,0.18784588916879597,0.03905390349714666,0.05610756887579882,-0.31327280641061084,-0.01815422639201192,-0.01227269927262975,0.009290394170174299,-0.02876362972841251,-0.1837351451992365
288,2014,6,25,0.016534406015329628,0.11636403156960418,-0.13967965890368883,-0.028385870908574917,0.03339559092058231,0.0016221303979224722,-0.035670089641576364,0.03599482367463813,0.013358013059202367,0.06726805618564513,-0.04378447646218553,0.08145999042339613,0.02668369434714024,0.03491565570394162,0.1745864728362796,0.14136168131522964,0.0012890976710582258,0.0678347087226765,-0.10529773222448724,0.04497059091927236,0.034548645133704925,-0.29422848823254244,-0.08854093466980739,0.05030452649419215,0.23204895377093115,-0.015430163526487628,-0.0021497262625493896,-0.04901122193192975,0.04125294830676851,0.10488778920709096
295,2014,6,26,0.0910002409184385,0.02134378781550561,0.2259015650474696,0.03870041705412719,0.01569960770283041,-0.07149274222571722,-0.06536111062694028,0.06773286816807023,0.11593400370993234,0.023567652812962248,-0.04996560905149139,-0.0401611026677674,-0.12066556585799593,-0.053388709245380306,0.19830511822938401,-0.06572011648658937,0.0060341488452668735,-0.02566830842809109,0.15342295511250925,-0.015228426395938688,-0.04169303559051318,0.5363501323897211,0.09378417071099032,-0.14054175398058144,-0.02758178479835427,0.024871293602274358,0.07107413598896661,0.03901279953725312,-0.0012603013125792595,-0.008650341525142657
302,2014,6,27,-0.025542427310051408,-0.11645396198716351,-0.19236765514679766,-0.06560621755972851,0.05541636665667249,0.1323489722851472,0.1820596922816511,-0.14179710443708826,-0.09538554344986461,0.01790047356578306,-0.0036149093306919733,-0.07881534701342297,0.23056640284508934,-0.02733503095003631,0.10801515081095947,0.08607230105833108,0.06168993746579243,0.06128208478678299,-0.06604519751928839,-0.011231074050921164,-0.012386987216780332,-0.18440706633108905,-0.035130979565620724,0.054717480257688855,-0.13597290392433725,0.047876408419137206,-0.011503495624403559,-0.029287239767328277,-0.04535574145122123,-0.057150426600756976
309,2014,7,28,-0.0045408160011223275,0.06998486320082908,0.17792622329841756,0.06253536952704786,0.053680975145480536,0.009340879197502261,-0.10925037508155455,0.15589020425468436,0.049832006834191755,0.021755601747173836,-0.007312177879201354,0.09886457662111425,-0.06958225417164832,0.19008623477355613,-0.19713243727939844,0.013250002839652941,-0.014844252194918695,-0.0737391020096061,0.11465547876669646,0.10774638077174448,0.020882156897708448,0.07079797231873308,-0.11241581594018801,0.2822557389513385,0.15011256983892207,0.017777509588091656,0.03807845047394953,0.03675712963709965,0.11227207683537377,0.10407339059675591
