,year,month,pct_중랑구,pct_도봉구,pct_양천구,pct_중구,pct_서초구,pct_마포구,pct_강북구,pct_성북구,pct_노원구,pct_송파구,pct_은평구,pct_관악구,pct_강서구,pct_영등포구,pct_금천구,pct_구로구,pct_동작구,pct_동대문구,pct_광진구,pct_강동구,pct_성동구,pct_종로구,pct_서대문구,pct_강남구,pct_용산구,pct_동북권,pct_서남권,pct_도심권,pct_동남권,pct_서북권
546,2015,3,0.07162406543506683,-0.06682183196776648,0.06230633862187518,0.00270028489734897,-0.03716398285605493,0.024574044520949245,0.013546001274429287,0.006062950848077842,0.11110824283086518,0.03407130162841843,-0.013278412983125598,0.0032975262505499092,-0.03005558516720963,-0.09140272662880788,-0.010640302800360102,-0.019592455717054147,-0.21011975943333694,-0.03762044158932698,0.00027420460158511517,0.010671130237492,0.1351130354550767,0.08636786838629873,-0.0066527341875574075,0.09834050627290147,-0.08025988920073546,0.008928909157454035,-0.06922261352234649,-0.06134797653462565,0.020587038471644226,-0.0018142020365501388
577,2015,4,-0.05190627267175696,0.0339265092942691,-0.05569475907802279,0.057234327646432215,0.0013518428424912354,-0.003119730795288156,-0.01965948010725449,0.06352510349101004,0.024938110223921006,-0.02272992472836244,0.0263201663359236,-0.0295683745032711,0.06981537764791401,0.0745383430212101,-0.03556913546409146,-0.005519324949564752,-0.09684296321423358,0.04994031160350443,0.04580765347803872,0.004973214676810667,-0.07841627866658929,-0.0386259817170832,0.057819108714195044,-0.06027296740253829,0.05942645229595711,0.011170278681573942,-0.040920181062474414,0.039157137865132974,-0.02050812441686234,0.0148514038213714
607,2015,5,-0.017924553038365043,0.009996452157560842,-0.011969525778231738,-0.05826131624278885,-0.01948781947137368,0.01860816150807798,0.003868517521928627,-0.013470004621192078,-0.05910993546378285,0.04042141803401078,0.030077950412152665,-0.02100910532682765,0.03524652818331031,0.04855510793878448,-0.004184401334020316,0.0007857489092670811,0.03993833692509008,-0.020058173917472888,-0.0668511596312712,-0.039250261352383964,0.05792441721793584,-0.06548094081018918,0.009635933013878661,-0.07681104333095023,-0.09071356932853858,-0.02368231262349807,0.018773609110076084,-0.08160071315599238,0.0058531618602823965,0.04145692828237113
638,2015,6,0.028382305138219266,0.0034947872680552994,0.01589563810245953,0.359498700783889,0.050887390934058585,-0.023144854365979906,0.026688329233508723,0.04613764127443232,0.05877213067333442,-0.04581272551756399,-0.022188748279433734,0.04462678519034369,-0.05986465156876952,0.35051398483853813,-0.016512172468225117,0.026991122095515907,-0.07423824677179269,-0.011544620998766075,-0.03883780991976993,0.06602586593900717,-0.08635895156581408,0.05347712717515263,0.03178677901877114,0.2283381429847109,0.013091675213100507,-0.003473246437418198,0.0010959783671156131,0.05415356864451426,0.07404785809045134,-0.020253877172860202
668,2015,7,-0.09531773932405274,0.04556206256780593,-0.0012013229165174222,-0.2649332877291811,0.03293559615310482,-0.009202848157600751,-0.030903238110155162,-0.06676702651505584,0.07185263782261542,0.05527949469886462,0.06705406042621309,-0.012459505300830065,0.01625288010534298,-0.2526772347098247,0.013215228378509414,0.04536391810985907,0.0769803504107871,0.025867286261200384,0.09788690691296642,0.0563134019953897,-0.06121803746579424,-0.051458923120662914,-0.030681425750378133,-0.11940546223210136,-0.009788055568732967,0.01054003866054165,-0.007924206969699532,-0.04448896075405595,-0.0367067807174315,0.010151449600508844
699,2015,8,0.014805713715656088,0.01656938257911822,0.011840190020317776,-0.060289357617480444,-0.032957721953439933,0.03924091691002807,-0.02873707389153668,0.024869906316882018,-0.055167849909769084,-0.007219503861365495,-0.04592243924342643,-0.03234680223581721,0.006542984972879307,0.005897317784413936,-0.004633890113605044,-0.019568669692540452,-0.036285073679533486,0.0662132042967929,-0.02311107562796233,-0.015908151142202565,0.10025251213703679,0.0343567191079146,-0.03100499042380256,-0.0025300750214062306,-0.04127590467207465,0.00812618930361464,-0.002884112075069778,-0.06717404144558003,0.0005596534810119458,-0.021788292946081533
730,2015,9,0.01862164938921218,-0.06170947847866237,-0.020556345728810266,0.18080020158482313,0.05281279550431983,-0.0016889194513751704,0.0029411647980939204,-0.0024048355403636368,-0.14257576800939054,0.006333702644035544,-0.01432002773030161,0.04051602887480876,0.011901103261529489,0.014665840187933377,0.014686682564316378,-0.050573304953458686,0.10079831703112752,0.029541213698797364,0.14919935148175445,-0.026229243477640884,0.2497008182195526,0.029620305131512925,0.0922448922268182,0.037681749533236886,0.0256872820829539,0.05680727637374883,0.011350063405986877,0.04185536144602198,0.025400794489409684,0.00686363100188192
760,2015,10,0.0021735555431747766,0.027579797438433973,0.04362920176817986,-0.0208011236241894,-0.036886367146370724,0.01765032320663784,0.016210682321551317,0.041549269610671624,0.01592720962483085,0.018484006172747813,0.027365093674541985,-0.07152981826265559,0.024796103227785027,-0.007482436313440255,0.02209996970786099,0.014946867399882935,-0.07893121530826985,-0.0215672107446937,-0.007175145527564153,0.028843369031618105,-0.20020951212745064,-0.014335201885236737,-0.027936943538536485,0.21683087811881907,-0.0017435170895551133,-0.03056311814791368,-0.011058830856463198,-0.02743624115884502,0.0325041839664566,0.019429266760199404
791,2015,11,0.07135126876297448,0.038432617692966575,-0.05555520120255353,-0.019879189529509955,0.011955670429635301,-0.03965274117440731,0.061070227380151776,0.12112687090960095,0.18562560948000062,-0.02229703068525335,0.050060755780041655,0.07037769807432848,-0.007612926537451381,0.16539191463600234,-0.04304892255016002,-0.010588980745598775,0.23647293321705698,-0.07224792572209104,-0.10336651926013396,-0.007940994891577291,0.16337765995228049,0.00608719740739061,-0.021819789706758796,-0.1853154153399562,-0.0909515794624367,0.026784272300573564,0.06782844298450041,0.005380106369250015,-0.06989388539800756,0.008599936744648096
821,2015,12,0.03345742130355278,0.03321972799804351,0.08484627800126776,0.15903755988475,0.12456673832811194,0.06996919216108921,0.15107444135070947,-0.1433561810890075,-0.04202679063352133,0.02610701051148956,-0.011610375973343912,0.2879031353668975,0.10630185354650212,-0.10068094746184897,0.12746266401195672,0.11621328310007173,-0.19446640078196542,0.09606776023860109,-0.02231272458295186,0.04970044152873321,-0.039916222047981065,0.011051301777259992,0.06186598733758086,-0.04094226881045693,0.07273472832209582,0.0034398917986484534,0.06749978067954299,0.07845205242906439,0.04687577429368006,0.022390795999058133
852,2016,1,-0.030769536797805586,-0.0874807120119141,0.05823487243157954,-0.047227219382470764,-0.015389289962278174,-0.06290907175147864,0.05852029055073049,0.03135981669588417,-0.02679257826099679,0.0015251070421098412,-0.004483936437001401,-0.07162103825104549,-0.08165789103618093,0.01382099685515481,0.03400922564173081,-0.033064134816125246,0.07329503444215879,-0.04881540570277054,0.12560360268569704,-0.03434675524186637,0.035584133596076484,-0.029278980900197205,-0.07855360702612912,0.0758077400801378,-0.13328848926862646,0.03873187566613856,-0.03540857456815705,-0.1154053385515168,-0.002328626851557103,-0.03137012246744164
883,2016,2,0.0734377829086088,0.06475413686765075,-0.03250488091700876,-0.004017227749958496,-0.05925570166677363,0.006081777849390457,-0.04423804032585421,-0.0330290481232719,0.044677117886907425,0.03158824983997999,-0.012711679904805151,-0.20685662006852024,-0.020783840538917908,0.010771303571695867,-0.060127301037540715,0.047894440514409276,-0.0430693339816115,-0.014571704180710299,-0.005658822294081101,0.025065801074008354,-0.1606450048696646,0.05571921098644461,0.08676445714142678,-0.07276284038523972,0.238888580321021,-0.02719585871702379,-0.060122884171996294,0.1593346517335812,-0.00545345244186346,0.004800394529301588
912,2016,3,-0.02621042881332969,-0.006641454984641748,-0.041448783041954096,-0.154445993191056,0.06558314416435707,0.0671342492291731,-0.137583821281122,0.024383918436712282,-0.13985228478414546,-0.0019251341146777623,0.034735430295088854,0.2056292372950883,0.0024854710383424017,0.030187761514922418,-0.018182350715739592,-0.05030100524872705,0.023698215857204774,0.03572359612827447,-0.03510517108701272,0.0031642942571505905,0.12278958536176354,-0.03055591224721299,-0.05685243215781988,0.11527206772294774,-0.06890306060280738,-0.028735509534186576,0.02800954546324297,-0.11009507688978415,0.045035246581724975,0.02243849010871335
943,2016,4,-0.054010999326759235,0.15101614463796897,0.043272542235659905,0.11487475312848305,-0.09300544686373158,-0.005170713567639984,0.034209468262021536,0.05303179751957221,0.022406344303169012,-0.01728848927170601,-0.008701513313256193,-0.06251344876852127,0.012315976854329502,-0.029301839615686776,0.02856925865624338,0.03818508851415081,-0.041469712669165326,-0.12595809193505336,0.0003538608478084182,-0.021733817447156967,-0.01415256317965019,-0.0555376626360482,0.0037222053458401128,-0.047088289644518055,0.012803846319072498,0.004387209926109525,-0.0002539954356121088,0.08012571831771953,-0.039961749880623176,0.00804652163812003
973,2016,5,0.0653627211059995,-0.09828970588962826,-0.016148906537419738,-0.12854967388455918,0.0591544482706321,0.008006907284638487,-0.009674394991702973,-0.009887305828166548,0.20021899664520926,0.029610784211327568,0.02921218565649686,-0.058429409954787626,0.04407947094164655,0.04566069458852873,0.061264366446171836,0.04498406681965417,0.1631898080903753,0.2106530874091832,0.036340702230666544,0.09942048101524636,0.10075613051250576,0.0850755633369864,0.14250195318749603,0.012429631834452115,0.20095770319264594,0.0621147294055755,0.032234117493415315,0.14870275896947205,0.055699809811596834,0.04702751056293275
1004,2016,6,0.07297245725056212,0.00987496506509089,0.09602110249948925,0.14180943075232255,0.037682629126975176,-0.0016824959422357955,-0.03858792655494969,0.0403314202514391,-0.19000470839637607,0.002056278226923336,-0.021718166900315472,0.09443487955621466,-0.03724209988916827,-0.09107144067341666,-0.04560886209720694,-0.049954620352935186,-0.06043652045512249,-0.03900806090831466,-0.0738259462544747,-0.03345017069527323,-0.022973384809653608,0.15255974571384856,-0.04694873197832605,0.04235336732690631,-0.017655623272762266,-0.02610668069811184,-0.008018808095087815,0.052399386425730166,-0.0028563722634091793,-0.013282555217865477
1034,2016,7,-0.058588596672022986,-0.01080299434695764,-0.10119542086553879,-0.09052133658403216,0.004049243953654802,0.05721293336592814,0.048725836862658856,0.0025699936056748918,0.2570992376259764,0.01619902809370033,0.045031701439161465,-0.03471991062551638,0.000352890635922698,0.035890941940126986,-0.005412846031950025,0.06251117577471099,0.011794499982561657,-0.020762584974357345,0.07947154516826216,0.051524108516909584,-0.10735637175915502,-0.06038134410268747,-0.03857593460821007,0.08928940438484889,0.018006878348653554,0.013154267105374151,-0.006039681144897946,0.04371282809691879,0.07489865973103327,0.016443993469866136
1065,2016,8,-0.01694625381710657,-0.042893826208916686,0.028594960930646396,0.08405347314013945,0.024523200514166676,-0.028200013184950024,0.037755637071336556,-0.007930320162515492,-0.1359515771878439,0.004631449347773708,-0.03917322715301219,0.07935295180255642,0.06534625009800155,0.10245026203825014,0.22916756773247404,0.07865769287966451,-0.08709451704228865,0.13027375951983755,-0.02707073784066749,-0.0073637399372245005,0.21211256573511017,-0.031989003633971946,0.030031785056968463,0.015175389625251334,0.12128919202854016,-0.014667327846409783,0.0559319798033342,0.026564592760367045,-0.0048966079365254656,-0.015066968088812027
1096,2016,9,-0.022917513737097384,0.038261585678256216,0.02753170002612637,-0.07674966470054934,0.09655230658878322,0.055284397490589,-0.07240158242722639,-0.05873873762098469,0.06510030721635873,-0.015927588144765248,0.021516199987021034,-0.056972472375948935,-0.0516444862546962,-8.541947201745614e-05,-0.20970836196883424,0.02209621881003332,0.17648567827584305,-0.15189997049891746,0.0037783581456585225,0.0231770316242339,0.06186966094337398,0.07709348797329896,0.004517078262149754,0.022839443822617378,-0.17897929412116653,0.005998792294918287,-0.006752043146268538,-0.15513872138352724,0.02796728459250164,0.03369698998585324
1126,2016,10,0.13327069446123496,0.03404184278268385,0.006597995900278653,0.13753230835442287,-0.06213024451196536,-0.017765660906125746,0.08283939672970364,0.05048782203933744,0.2048155391941171,-0.00588859882407422,0.018756508398598548,-0.051116417672331216,0.03559526980793648,0.09627081651619318,0.12435196070949206,-0.07272322236653839,-0.08361443772606036,0.11188948420345413,0.07532641938771123,0.02067417189857257,-0.0435662438328307,0.07733473685247638,0.02607512102174825,0.03410082992895713,0.01749000048255467,0.04887090513155257,-0.016097443803302025,0.018967926927893064,-0.01287449162754406,0.013451817529946286
1157,2016,11,-0.07496509345490898,-0.0049873306773803305,-0.034306063319690216,-0.021191347275010042,-0.015506252265578002,0.006791625957189629,-0.0186250888364764,-0.03529169188681747,-0.05410433361042688,0.031357722694831835,-0.015561749459935714,0.19117071829085241,-0.05648983268669827,-0.1086338032875519,-0.11438246486714798,-0.006011512650711648,0.006607647842306941,-0.0011841930024037994,0.05789871080020492,-0.0116810350582508,-0.07211226346999233,-0.14658123090401787,-0.004385373260731962,-0.13785801839613498,0.11358158597876522,-0.0050450493675320285,-0.0024968864548193803,-0.009637678153595952,-0.026550154171449902,-0.017199260594708554
1187,2016,12,0.09985936944397156,-0.03245986793999456,-0.03082160556310909,0.1403767489213914,0.028646121849065453,0.04052599250328681,0.07444528028129427,0.020934232570532618,-0.03336216333434605,0.054651809061482926,0.02483407104717239,-0.07624986844724835,0.012801768952896975,0.07179298095639464,0.11818434825348634,-0.02722111818763384,0.10848336239183731,0.12384297586593651,-0.05172889170225636,0.06518119726037641,-0.0739647380115106,0.10210499687320906,0.024601554577597717,0.1152779450899779,-0.07742913741411184,0.028650205621177482,0.01871825615766487,0.05531094268141956,0.026917338257858914,0.03487590805810736
1218,2017,1,-0.03776330573930553,0.05088479314388672,-0.013256691527157693,-0.15363758228910385,0.013102520490079206,-0.02658779710900694,-0.10658315785437211,0.09350777457397408,0.011090801512665394,-0.024182622423705724,0.019502961921738615,-0.03117598634848484,0.10862703664580664,-0.03828380402274134,0.11904357106634755,0.05251891936856712,-0.027537294474219154,-0.07072470544516285,-0.03086792998130039,-0.035472850163453584,0.06969562897613102,-0.07747873285090734,0.05533073820973744,-0.07790839497846547,-0.0034937786026816298,-0.002964039168059429,0.020483276321437982,-0.06820075947391613,0.0041396027681495084,0.0102041925772145
1249,2017,2,-0.008166838999716597,-0.09018146347624623,0.09742849060579406,0.04173979742831957,0.03385448978743022,-0.007096283720869123,0.003683655867640079,-0.061235821811861935,0.050600738689168034,-0.03007406778016153,-0.002195481004324651,0.18412883952039438,-0.08520613368267371,0.04663073100309534,-0.08761444165957633,-0.04786687764717168,0.07644795321824871,-0.0004533838745043317,0.06548691987553035,0.0068583996817142,0.025854687361498874,0.0202877289352299,-0.01942765306865757,0.05585763049932324,0.17686945406071874,-0.008907929588467534,0.03424069980373745,0.205052326642168,0.0065714047828475675,-0.026047041830938755
1277,2017,3,-0.06345913343323117,0.07348737717203391,-0.06177828327048718,0.043269664733254665,-0.08217174030681784,0.07342837774334976,-0.008791718078612343,0.06711924534066971,-0.18889589409032892,0.005163399954580816,-0.025820155014970703,-0.06120091565810759,0.028588757605428672,0.035204281250168945,-0.01346762814760849,-0.021393190918714278,-0.006630307470457231,-0.01719665143961968,-0.09539961553343312,-0.05244672762822811,0.16908559183297545,-0.020944097316927923,0.015473362763442466,-0.005484008226381287,-0.11667265014720807,-0.0224966631419935,-0.02552507456710862,-0.10918595820289001,-0.025833569138499546,0.029452748062080536
1308,2017,4,0.006587709394213048,0.025408549901611677,0.0989129341398367,0.016854900227445402,0.04340218940101859,-0.01921214301862184,0.06828188741712937,-0.022818990483013835,0.08716147981375166,0.07267504966962224,0.04062979322329063,-0.1539763835952016,0.031224925921639723,-0.0920168815161232,-0.09902922803472458,0.027020466243533825,-0.0749791518146411,0.025098483337294253,0.15488758629154775,-0.05984822367943643,0.08773118255973889,-0.023011035918343747,-0.0922232020954511,-0.010158548867847728,0.07382331901688843,0.08668881288468211,-0.029346073889803703,0.05271746975927449,0.011448945852221115,-0.006869220989786262
1338,2017,5,0.012847474274071402,-0.028810167102109263,0.008062832606281933,0.15797145402844226,0.02720013484303241,0.13189987827757754,-0.010145173386649109,-0.014858172201781206,-0.01611109001181621,-0.0003266208917189761,0.00780753228448372,-0.023806349897422918,0.02040400290759914,0.05764373481387364,0.16121478316765603,-0.03914044918528048,0.04090791110856373,0.010800763913906719,-0.10791285732857414,0.07234026018368733,0.09609440181667739,-0.005619624987693528,0.15340658618476555,0.07056103295649496,0.0010662485976518088,-0.0217897906403256,0.021127345112958995,0.05395531866268155,0.046456365365722174,0.08870038638263633
1369,2017,6,0.01579459987536569,0.038126401608153504,0.013033235105952556,-0.09415990407130392,0.04258579221117831,-0.001267843481787878,0.08368879358892167,0.08745664835318401,-0.031046861654583258,0.02293598515010231,0.013315962522902458,0.21047943147910186,-0.014812832607226656,-0.021230399040945813,-0.0882362651829054,0.07177501221942961,0.14004510266271408,-0.04592612734762336,0.07833025022903684,0.011576234625469306,-0.04204879203140954,0.032200509098852415,0.019185207994935283,0.017529111970782107,0.07176915457518307,-0.0015154582856347076,0.05787872880442091,0.009196786253262701,0.002991460226536846,-0.0036955419322463046
