,year,month,week,pct_송파구,pct_노원구,pct_성북구,pct_영등포구,pct_강서구,pct_강북구,pct_동대문구,pct_마포구,pct_구로구,pct_관악구,pct_양천구,pct_도봉구,pct_서초구,pct_은평구,pct_성동구,pct_동작구,pct_중구,pct_종로구,pct_중랑구,pct_서대문구,pct_강남구,pct_금천구,pct_용산구,pct_광진구,pct_강동구,pct_동남권,pct_동북권,pct_서남권,pct_서북권,pct_도심권
64,2013,11,45,-0.006258419990358477,0.0060719132416240384,0.006360971350446665,-0.016678489175546707,-0.23604436388974148,0.07915806394332736,0.030069927330421686,0.013243456536581766,-0.008545525521441055,0.026187818965467402,0.10569954625568267,0.016422224378908723,-0.05246735102044653,-0.09871991259179103,0.013733209329313878,-0.007538330748370181,0.10230691821342197,-0.04847430909159145,-0.06636342428748188,0.06479269333042903,-0.04461848901939447,0.03190687155095917,0.1973997833152763,0.13968710207782897,-0.038598646960296246,-0.0010255161054925077,0.038315023853265906,-0.04738815407081476,0.012661008926290185,0.14226558048891058
71,2013,11,46,0.007417649193681264,-0.004129337329007998,-0.023707307849505366,0.05246160482328266,0.04268104189705557,-0.042827240974945724,0.12252715249972579,-0.006793881283833625,0.0688208149532743,0.0233661244577843,-0.06924067539852508,0.02594073579634304,0.09196857199221964,0.03561031618254362,0.060459591404379065,-0.014991102386159305,0.012008165870118326,-0.1664413952452829,-0.01194073904517412,-0.016909783131554335,0.03116282621277011,-0.05808514790615538,-0.09532699758167984,-0.07369050100907149,0.017996522665946646,0.046317599231093576,-0.008360183224402129,0.010243340610037954,-0.014843772427676538,-0.08686881256444023
78,2013,11,47,-0.0221554301545398,-0.013514536614631756,0.010782036859475541,-0.08861959749165638,0.015517270387510385,0.07091791367089262,-0.09203755359149579,0.013412619940221582,0.09735399427006519,-0.034884659487923075,0.08073718059452228,0.01167828440661589,-0.01596482000915056,0.0014323241426410505,-0.07798313691466896,0.02114059285063785,-0.159935290245951,0.05440175317205109,0.02840908834257183,0.05675231564594818,-0.020665135576011684,0.0023717573304598005,-0.11414915897442013,0.09745883434597435,0.02392951400673593,-0.013290615048547005,0.010875855336730966,0.02167405618851448,0.009123183004470459,-0.09005206623794759
85,2013,11,48,0.026029351745036067,0.014220598271218021,0.013754486749618211,0.02607032694918776,0.024879170153959684,-0.009700989741983967,-0.020556274338142333,-0.024366840344672847,-0.1168922325381726,-0.024593109028401283,-0.02360589619896991,0.04896471786231538,-0.05082411500687134,0.045809438797196345,0.017347767934251523,-0.019349793606317722,0.11896111129669795,-0.04648627300797059,0.03993587992600256,-0.07133054016484897,0.019648417019809017,0.18219584266853106,0.152596011300014,-0.02707228345136581,0.17925103942748533,-0.011340666240381658,0.02053200453592363,0.0021320194081384525,-0.0020888689449163333,0.07526363478645193
92,2013,12,49,-0.011607372613906763,0.03966440638030155,-0.028509750455388505,-0.008580416345836173,-0.07633420849172667,-0.0619636887006062,-0.010531083764996674,0.006639334590592849,-0.013493732984335538,0.026557577520650355,0.021073484339627857,-0.05564781778419914,0.03921032928062429,-0.030593863592838222,0.08237331881478904,0.010271501131963845,-0.03610819507968932,0.05349067509102734,0.05092493321088076,0.03720372639645797,0.06180623680042152,-0.18815030024649992,-0.06656599702698018,0.019251903875436405,-0.151505565383249,0.05047308746539381,0.012393735465164868,-0.014517631293098021,-0.003087919383213289,-0.023941534096888706
99,2013,12,50,0.015621150130090022,-0.0005641668853900716,0.043591452586979385,0.13898374031391003,0.024466498744663223,0.04908713406832477,0.026144045407587413,0.07691026421761293,0.02381689134337872,-0.03244373789481603,-0.0931061955562269,-0.011412480498072974,-0.009506329128726287,0.016788949195292835,0.015217052656648855,-0.018981870248698574,0.08514858369207712,-0.09749833418007181,-0.10728761174656687,-0.021097541662217,0.025220497778219775,0.07584473165037409,0.21558123814300334,0.0034245958015195477,-0.05264679907142433,0.008814658335847714,0.00941862310365349,0.0025737280986293243,0.034447779138725876,0.14675193744115878
106,2013,12,51,-0.03704344587331243,-0.01100549541586493,0.005847435563525627,-0.030060580327739395,-0.03376903051516689,-0.014514039344244445,-0.014705974151697276,-0.04352160438718122,0.07426354584795947,0.011040691501087885,0.11579562374483632,0.020211605145834977,0.032199134714863575,0.12095661301082217,0.006978500867777626,-0.036624714720713936,-0.12943686731086734,0.15725766529282126,0.07095765329151305,0.03164811896326358,-0.10636123650373475,-0.04408141083358608,-0.04702807893897487,-0.0023976384243427074,0.07381648026561782,-0.0628756798487029,-0.0033028809641865164,0.0012442638711502862,0.015459636587268344,-0.026855491838463585
113,2013,12,52,-0.0032237335322991,-0.010507245970965307,-0.05162801528498273,-0.004894682125618832,-0.008228435182922822,0.005634769243437088,0.02051874534965048,-0.009749790582183393,-0.06748654549986999,-0.0177866584626718,-0.03043004189401488,-0.014481281931546075,-0.02959572197982918,-0.15641194757183663,-0.07732567843490812,-0.0013586879275049313,0.1226818843006856,-0.027756745889156664,-0.08303613688202849,-0.010726984394066164,0.09804582507373438,0.9117104084429783,-0.1418321132706144,-0.05088264205663051,-0.024328817032323258,0.0571532099037626,-0.055327664969540225,0.0629094366422549,0.013275417172109227,-0.08161164868755921
120,2013,12,1,0.022322969418729244,0.006798167618925044,-0.0006497225004394869,-0.07481028090258135,0.06762184832848295,-0.011053801901459548,0.0009276623853240462,-0.008637634242716463,0.015361332708531128,0.08393316906827786,-0.013254472552349017,0.0172036004744045,0.03302110873460773,0.13146258833700109,-0.025291978531891357,0.011525672229274253,-0.05467064624946083,0.06341316397050822,0.006871714175925581,-0.044723415716106496,-0.05545944676646308,-0.4756227237618096,0.09301093762463064,0.004320435243187815,-0.014325463883319012,-0.02549213582532861,0.02073363419254215,-0.0681426513811868,-0.033803153613261694,0.036520927622281985
127,2014,1,2,-0.02764013618058303,-0.01744697314032362,0.03206948048743685,0.06997070009809203,-0.04173833980745112,0.05439176710706284,0.02631352227482786,-0.0068352718991409045,-0.004143339461866624,-0.044430027365866986,0.05296992187987137,0.02674356465463723,-0.01883607319634717,-0.09072983859609585,0.03312340891284826,0.039437039101410054,0.034749186139698685,-0.12024140518116444,0.016166090613966455,0.055154900591144695,0.010733026103102006,0.09170667306769076,-0.07807349968129851,0.062201452690647585,0.049671656305519285,0.0009166210204814007,0.03231441206614272,0.023109768985871026,-0.04028142494281428,-0.06325875082548738
134,2014,1,3,0.04302485071189843,0.004978469554338449,0.019347762757645937,-0.0664879607039025,0.01905369656047795,-0.0020744175675160292,-0.01588062703751414,0.019649364979481554,0.025164786938465022,0.02734333374613729,0.02473676714841999,-0.046010306069674045,0.0147560605928585,-0.0009379732892743631,-0.010305010875719778,-0.0374809538197266,0.007330407051430843,0.09750958767360007,0.11268900602950782,0.0019748178770178093,0.02867293038137997,-0.01664349656346209,0.07175736387950815,0.0016267760898001082,-0.0011476900780941213,0.017929728656383315,-0.0063877693181727535,-0.010052511409417542,0.03428525509270175,0.08495761936551216
141,2014,1,4,-0.014894683697809774,-0.005373035140022853,0.02124487682076115,0.06723922417241268,0.00937084462412141,-0.01651150726216344,-0.002850247216081403,0.04296509261609094,0.00826838641136085,0.011338197033406772,-0.04374822323078553,0.04008473837431037,0.03792338163884712,-0.03522206801953476,0.01739778855184526,0.04219010267097123,-0.018247579604741437,-0.011274651439541317,-0.0751287134414872,0.09988915275124732,-0.028663560512468322,-0.049822688476072186,0.021628807821502116,-0.07942338417988515,0.008718063394328901,-0.005032974112656241,-0.005957464070096674,0.002863406323382778,0.024011589228428498,-0.013477100021688004
148,2014,1,5,0.05316597122839961,-0.0002613559208480831,-0.021252627851432226,-0.07995749698671617,-0.010594409616199618,0.16781696907798427,0.21157769595219023,-0.07972247992964543,-0.0448032337462525,-0.044489357767621085,-0.00417890705829993,-0.009384073642363266,0.01950621744988057,0.15716004274771178,0.0209483209940291,-0.047636828562356404,-0.06416112005622598,0.07527901295105499,0.18449403669021813,-0.04161414407909203,0.009233479807914113,0.02474377333405564,0.15235347164594137,0.07668734256712728,0.006548533398161416,0.011909414485437031,0.06370966949256984,-0.029736035220334744,-0.005848519984819389,0.03790247516560252
155,2014,2,6,-0.09353317305201014,-0.001314960430001011,-0.012175882196566956,0.5803384208743261,0.03667127770284928,-0.1519648545884289,-0.19437976416777192,0.0677546688348063,0.051431618223733766,0.028838790541252157,0.021197107171499585,0.020265161243128826,-0.05836614816976371,-0.08184639603758292,-0.02977619767543327,0.06947856225433635,0.006641814182699379,-0.17082727434733525,-0.11663577622361099,-0.029809039216382782,-0.054289831620169204,0.07530472972393487,0.3514249923449755,0.04259333748526428,-0.04077870130211658,-0.06266714575258647,-0.058310195438007306,0.19151582179813276,0.020165126699501545,0.44169375828158564
162,2014,2,7,-0.004021225107305959,0.0017875228946255817,-0.007867163214716033,-0.3237476178912313,-0.02391567345025236,0.07401645000572832,0.061240043218882656,-0.033431349669319155,-0.04514858926250198,-0.03659004536432553,-0.061067379904743646,-0.03083277812117413,0.010122422868934722,0.02660738027043119,0.0635626990390672,-0.02764302329817092,0.06024083774692057,0.08462160166796728,-0.02822376157050277,0.014504469725576952,0.06631114076127931,-0.09015805971267954,-0.3725481120451113,0.0185951121317125,-0.018527660724631412,0.0019292984025067739,0.00755101431903582,-0.14357185914523696,-0.0038810740639512176,-0.34752111207392833
169,2014,2,8,0.10399069669740624,0.02062038641264019,-0.023527603317378798,0.004069983368723662,0.039449529829853835,-0.024619204751977986,-0.057976807461591395,0.025748019420282375,-0.03365614319685151,0.043546207260807934,0.0794001681939196,0.005589366404289642,-0.008229689329183998,-0.021485073227353157,-0.052183788464603253,-0.002070540580084046,-0.08483743375123476,0.00245888947040962,0.044967391180114724,0.009606142407072138,0.006165614433788047,0.0016939213978020007,0.010846091648181622,-0.008241267134116104,0.05846252969838561,0.027351141031128456,0.0011032773337007473,0.016502131441787915,-0.0014550098049528337,-0.005578777233896215
176,2014,2,9,-0.0970715961917662,0.0038944360126489386,0.014512656455467399,-0.024779209512247213,-0.0075461131397734915,-0.032356911587619,0.033210970437723475,0.018700842911604232,0.00847796762180919,-0.01893112036715472,-0.026429008334111437,-0.04030715665936613,-0.035518343080835346,0.02261761931045858,0.1013262856576056,-0.04417245746491838,0.050678757004708475,-0.01907075445356543,0.02311235521839894,-0.05293777497214003,0.004361521639312027,0.018009787052761794,0.058861686256513224,-0.047464279205417514,-0.06924353312993803,-0.038774765316209936,0.013530921541141216,-0.030763795001973238,0.006216415268132103,0.05053360388279393
183,2014,3,10,0.003139891188314037,-0.03616255836350801,0.053689014281649516,-0.0273163261749233,-0.05112632808068818,-0.036511559028772456,0.005376287724451201,-0.00898480666657675,0.02749252019652393,-0.001154803583188313,-0.007051211258469192,0.058787623818488566,0.0591141610098227,0.019029304376229073,-0.12012753116587238,0.040330875584943415,0.047114575614662924,0.012593285385745112,-0.06924684156587135,-0.005026025928176248,-0.05234884335643397,0.014380506498770984,-0.0923550483745329,-0.06685717387442525,0.05548358967615341,-0.003743155708143875,-0.02255672044201118,-0.008210890804838389,-0.05377844767069484,-0.030889769834487435
190,2014,3,11,-0.0169578327858112,-0.0023549339254398394,-0.039102044709285355,0.0012642215429208292,0.0217251656256634,-0.020593567196576457,-0.026867525289718475,-0.05942652017107719,-0.017003193382013948,-0.013392699470807345,-0.0581099806568639,0.014950396394161292,-0.06278511208566706,0.016104391877706625,0.045501139340553776,-0.010458810763897874,-0.09632585916221115,0.02722885900291705,-0.0007832380728974853,0.003079201238584961,0.030731554376333348,-0.031325905233143825,0.12183315630420433,0.15382301586678548,-0.030015197199593335,-0.043583375564368976,-0.010368482949181468,-0.014934160375846828,0.00988645275575939,0.09254412399654544
197,2014,3,12,-0.029519727769675375,-0.012470877707493666,-0.008631655808209349,0.013328992288660135,-0.015374591174495467,-0.04702838486691019,0.02109282392998968,0.0818555341145748,0.003635299179168827,0.014484432727154273,-0.06973232784530603,-0.035935415436066376,-0.016198460058643227,-0.0727112730181535,0.027563991024963208,0.0013807273197554704,-0.05075412005451063,-0.033412076708215666,0.011663896570638155,0.00953158034721202,-0.03842658032639967,0.04075847227707774,-0.1149207840768861,-0.08234660777881275,-0.03737148096793652,0.02040202504092936,-0.004757922661606351,-0.005995503301977401,-0.008752994773374989,-0.1475519595361262
204,2014,3,13,0.04790331088247646,0.03818790444093412,0.009115186070744352,0.12529381513448112,0.021567089400819528,0.10412513229351794,-0.026207967639908625,-0.05207688008547029,-0.0045528690248508585,-0.011668962036230135,0.1423103674773798,-0.03581229204951153,0.0309298995924292,-0.06503496932446573,0.034222198634948464,-0.01589743789259057,0.15585533769743964,0.06121473186798809,-0.04623294087664087,0.02290872824690493,-0.014389321180369063,0.035244985902005865,-0.054822099646344435,0.011208010070024477,0.06362772170848108,0.02006318337343016,0.007166063882400042,0.055285213786393284,-0.003721955000505317,0.027055527289329806
211,2014,3,14,-0.01728618224971834,-0.023165559284524462,0.01504225217197197,-0.06100737399724543,-0.005149558386971065,-0.09658993964945506,0.05060213449621309,-0.008986879348633403,0.013909321566784039,0.025366310081352594,-0.04704121791590288,0.039023569758781074,0.04518597585954831,0.025203564841690618,-0.12546749059680806,0.03045597425140323,-0.001786113657533006,-0.031722572016285144,0.06017778032889609,-0.05489136246463544,0.04773581048799169,-0.010216089827590591,0.01875264320814085,0.014808359217129752,0.013357003924964195,0.03444014044022592,-0.0069757580291133214,-0.027664761064496446,-0.02858123645304289,0.030233329190740177
218,2014,4,15,0.05947512071899097,0.028755632931173336,0.015959674944570512,-0.04490371561664097,0.006610482859054301,0.12234570740361339,-0.0037257732251486653,0.023721637715403476,0.06823455358779085,-0.004370508083731739,-0.01250993548530932,-0.004319826887964506,-0.044945149674329166,0.08815277139058963,0.08451523382007764,-0.00959512283520314,-0.02135261216422757,0.11939958316095778,0.012972588740988167,0.038639962060311506,-0.036248326574651824,-0.00985556080516281,0.10410716456627855,-0.08404376972052852,0.024134701944145798,-0.009223463658622921,0.02541064293576567,0.005173958911170118,0.06651225293342389,0.05202204265350918
225,2014,4,16,0.06559868486920961,-0.016233989017358952,-0.008372132916037667,0.03234726084034434,0.00032089236186938486,-0.019083733705322126,-0.032212370448350125,-0.003708001606864242,0.039706434378323774,-0.028856929728169,-0.036554917769187845,0.002111240990067209,-0.06955814305570718,0.0030280497317378696,-0.004706882633115583,0.013307165340648908,0.040482974870098776,-0.11588890724637246,-0.01699444977820097,-0.019046768155763227,-0.01330576081054713,-0.04409210379702044,0.02532277417583395,0.038923671374465396,-0.06719138835398464,0.010882672237166435,-0.01176904078534946,0.008668156170752228,-0.026972922467987104,-0.0010228550852714458
232,2014,4,17,-0.117838484229139,0.0012595292064425667,0.029486874364337945,-0.08978556547237737,-0.020955642513491357,0.040087068803185355,0.0012327037135395624,0.005108741742124723,-0.0874247297112356,0.009414547852852673,0.14660132983104912,-0.002314493512746485,0.12199580839718305,0.018371708243118068,0.00945357611126596,0.027961530826905223,-0.12407232417133729,0.12620336551451716,-0.036280105375186,0.03236935824831044,0.057916492886497695,0.016127262753702798,0.4619350304568757,0.0014953646815405452,0.09127844985850198,0.007894911416976402,0.02088144557535143,0.0037741354648666015,0.025655061227904064,0.3570695595248887
239,2014,4,18,0.030859078132013718,-0.008561081155151418,-0.03192616080122579,0.1068949356963036,-0.027335123199763278,0.12186189425005511,0.019023447122252568,0.003390194943772684,0.0849461672064531,-0.002732850533625486,-0.06969691783714771,-0.02905545870386661,0.00047811940220765514,-0.06516270473802932,-0.06364528241816292,-0.04730823035605192,0.037064409720850344,0.09459458225147244,0.027886802286366086,0.04357337843463882,-0.020420330614632776,-0.030202560042227655,-0.3702919058752774,-0.017740255653174497,-0.13818943875187228,-0.000594565834221461,-0.015871932183142534,-0.003407294865934829,-0.017822380294958307,-0.2667952563796496
246,2014,5,19,-0.01996700708471566,0.029858294663380303,-0.002460148428699016,-0.0987768856095681,0.0069754795801664216,-0.004120037709125723,0.06619441226454592,0.022625040860689616,-0.05779006160201994,0.02326561753840961,-0.01867031335347269,-0.005464274753810061,0.03878309649752354,0.07214700950183928,-0.028394739363290844,0.01943855143238249,-0.014499938791218248,-0.33408666168867285,-0.050958559114796076,-0.032612660007221295,0.05157276668285116,0.14148329346567223,-0.05023577112927535,0.06734551745538231,0.1035869001256482,-0.0034783580539228254,-0.0052605985394654775,-0.006838358369476438,0.012629740713564708,-0.1347998216771904
253,2014,5,20,-0.02220601195743832,-0.04900973898697014,0.03407256034403594,0.09827537813740439,0.06478969688656022,-0.13918678117708727,-0.0444183569531188,-0.025086191819005177,-0.02631962777658714,-0.013161789186133754,-0.01543626118946373,0.002661886286567494,-0.11462865623149165,-0.039759479220537464,0.0003289730626840903,-0.050898992839415236,0.03436630597993684,0.10731325885649334,0.062232840829829605,0.02764048237933303,-0.14354633031679387,-0.12748503314839033,0.08685730330007613,0.010557980036942638,-0.011718653381057709,-0.06691731562584424,-0.015175704510534183,0.0064407256337455365,-0.01030287913906991,0.05204353578372256
260,2014,5,21,0.03163547221178642,0.016210339573735855,0.005799813485996008,-0.051365387835276666,-0.11241107819551865,0.006010920467415692,0.055039765280473496,-0.03621635440943127,-0.04365423054824702,0.05175309695134045,0.09909373100633845,0.003810234337731977,0.05554089135381446,-0.012154703124065303,0.1221535000976699,0.07169672828726514,0.03585546578082033,0.27879705245813735,-0.02417357526461228,-0.0054787079040495845,0.08537723546957854,0.07758214766355698,-0.043160045823586235,-0.01812264294334287,0.03305886009772485,0.07096258729616367,0.02993883151949439,-0.01068475127016566,-0.01133279915198504,0.05786982770432214
267,2014,5,22,-0.010908652094160254,0.055713075316973004,-0.044647805070319735,-0.005914036238224285,0.0816041731906374,0.012301117695618924,0.001957074640652978,0.03365715860548435,0.13759069609615415,0.04617961327323106,-0.05264025976633635,-0.008862860535350126,-0.01415319978296703,0.036949316555395795,-0.03094507737562069,-0.09924916232429482,-0.02561835036674487,-0.11525898078238417,0.0295364699404157,0.023198806358984303,-0.04150453646154739,-0.09131668772221013,-0.09144405847765935,0.0050015790557700335,-0.030856475794467264,-0.039416533208111115,-0.0012446508964052416,0.0033602570875186366,0.06564064139086923,-0.07304564256888768
274,2014,6,23,-0.04473214439688378,-0.05924418861100078,0.02369567228225633,0.029499300514421067,-0.050686581720522206,0.01780188517810788,-0.043292642848796636,0.012143381268846731,-0.055969876810030295,0.04745705950190926,-0.016107851172035836,0.022960871831493535,-0.02809301724129487,-0.08604643084233132,-0.061156638303002886,0.1288319317795248,-0.01337090915761674,-0.13709015198440277,-0.02479623120351937,-0.07507722163450903,0.05763108137609296,0.05011524870134654,-0.04309325938228359,0.002452912241525995,0.04190213556943578,0.01242074261748538,-0.018270481856850762,0.01977580227130349,-0.0828705301417364,-0.06960976334290503
281,2014,6,24,0.02809842447784372,0.00904887294430079,0.051819783011517684,0.029014372914544895,0.03474022914298747,0.0069410057354135635,0.004172979996538206,-0.03448674412567476,0.02126751809730032,0.013373149920021365,0.009550889165471865,-0.007481683506417425,0.1517414772624197,-0.018435015141734512,0.038406704794554436,0.004517013774179457,0.056179641228855104,0.28007615318064993,0.007995008756036315,0.06282350381119128,-0.059190335797226434,-0.032621731950897126,0.20175922356435083,-0.047742212463455225,-0.028659035423820423,0.02407560794452901,0.02882718614727464,0.013540046043463816,0.0013525204214908104,0.18610283191600674
288,2014,6,25,0.0651910518138421,0.01781348949226147,-0.058901423096230476,-0.05160943533943396,0.015123671334089206,-0.02253988185159994,-0.042609549018380544,-0.008180053258808662,-0.03742834617199475,-0.07854042197958977,0.06993528869320853,0.033636870632620886,-0.0338509248196206,0.19701723398540882,-0.05827685004156091,-0.08259171119688224,-0.10508738397656514,-0.03949121097939601,-0.015026769304531173,0.017962667661040266,0.0809922882462295,0.1134645988002767,-0.028940351273222253,0.014007897961123117,-0.024572341170755907,0.01571338528845967,-0.04871476761463667,-0.021313969558463874,0.08441053392691034,0.009190459874403034
295,2014,6,26,0.004232183931442091,-0.01826178692816871,-0.016315463335980773,0.052098886472190076,0.01575551536307973,-0.058926400502679055,0.06108841411855259,0.00444003254812908,-0.026700129587525767,0.08498044486784684,-0.03991415189714165,-0.026680651194458282,-0.013892172014112636,-0.11416557417932693,0.02977025118703236,-0.015565798800844965,0.05577659223691134,0.023276303462099746,-0.048657507851393555,-0.05983901809410219,0.07560001123683158,-0.07427348642877996,0.038248153366216675,-0.06243443992165898,0.020748957044655736,-0.007134710649384979,0.009419963425122191,0.0018597532905451075,-0.062128492009986824,-0.03682234943166385
302,2014,6,27,-0.04276214911025922,0.011914123170477353,0.024797275202164792,-0.04899746301304775,-0.04929308832147916,0.09626802018512826,-0.060221574220603924,0.07209534161492592,0.13951699129638984,-0.1535586627604526,-0.02912808868458927,0.002502874893949958,0.032277143711690215,0.0047924749550349866,0.058527830151000826,0.008790279111392074,-0.007468956836802265,-0.04459503261810793,0.017194756322663984,0.028540773743447545,-0.10882188063761666,-0.02947538566108787,-0.007161887419225077,0.022587486275904567,0.06232453146053274,-0.019445280870820314,0.0065837153958108185,-0.019219829144068723,0.01583788988868151,0.01244628627295108
309,2014,7,28,0.03030829293708126,0.033589956023474254,-0.04733436802786706,0.10419170789979648,0.04009921770273839,-0.04781456822114716,0.008067703867348008,0.04693184465605538,-0.11988844947593202,0.06264011371733846,-0.05563137777951521,0.027150737589921814,-0.021500334349062733,-0.011249379308760465,-0.009510625170761289,0.07024353466602262,-0.032089129886121115,0.1721817953891518,0.05614047090894503,0.03099790715155404,0.034287044817794765,0.0990745208651782,-0.05504151502076815,0.09684391825919558,-0.05854164362115821,0.028399469639084574,0.018349081941423373,0.012332871258028177,0.04382476352548559,-0.008857745246836024
