,year,month,pct_de_강남구,pct_de_강동구,pct_de_송파구,pct_de_양천구,pct_de_중랑구,pct_de_동대문구,pct_de_강서구,pct_de_성동구,pct_de_금천구,pct_de_광진구,pct_de_구로구,pct_de_서초구,pct_de_영등포구,pct_de_서대문구,pct_de_강북구,pct_de_노원구,pct_de_도봉구,pct_de_성북구,pct_de_은평구,pct_de_마포구,pct_de_관악구,pct_de_동작구,pct_de_중구,pct_de_용산구,pct_de_종로구,pct_de_동남권,pct_de_서남권,pct_de_동북권,pct_de_서북권,pct_de_도심권
303,2014,7,-0.008681501184556129,0.06792242895347855,0.034082419353298254,0.011082451448201747,-0.02362295093793687,-0.05303961211651198,-0.012297309917698951,-0.031151916687852887,-0.033623798082812684,0.012740595060974247,-0.014693813101019138,-0.049786500340723516,-0.025095718400137135,0.00817864697546633,-0.022612526884614126,0.015751627605409046,-0.007054323223516956,0.036514455143845215,-0.024316390325702653,0.014922069341912092,-0.014139950145866886,0.035007829583706185,0.021387271879671488,0.013603674860028558,-0.06165238332882128,0.00241592366473653,0.00110645892242478,0.0021063939064238646,-0.020229662840426266,0.005909900487632624
334,2014,8,-0.014886494656336069,0.01753117028551965,0.036425151369074316,0.006024161786062576,0.04025027212321319,0.05804806537137175,0.011510100094476616,0.029801925271772722,0.015197265400828996,0.008241748958936812,0.02771636134142441,0.046635223003069326,0.02313325407277067,0.03202213931825493,-0.016499521716525578,0.014168780883577536,0.02524472633571495,0.023656865975699493,0.02620058900078881,-0.05285984858778414,0.05509205341296708,0.025406703075577353,-0.01233654860002198,0.05374502449575136,0.008347284886699446,0.014819535986815069,0.020007154393991256,0.01845099183196508,0.021540137342150212,0.03609868780614689
365,2014,9,0.008721678087365126,0.0017921994533991459,-0.014116151029754942,0.022126245807567058,-0.0011622770495842705,-0.020588967488285315,0.020939362294909003,-0.018476548338107412,0.010774915501156723,0.011532650229790109,-0.018264039138980448,-0.01878481794566811,0.009129289364080195,0.043625715137773025,0.019807594470115042,0.004630385022090788,0.01617124635254963,-0.010288849744217732,-0.11981416107090026,-0.019410541946894733,0.0035072262429087786,-0.0004915184216607305,0.01819283174069164,-0.05200195938423846,-0.027960828870238652,-0.00984116709191818,0.010183542970219506,0.0004477240011773187,-0.06556983698631114,-0.031244071569993537
395,2014,10,0.025510287976432622,0.03289191397951696,0.005576725319831111,0.0204784246909544,0.01707864587882657,0.006467298075519601,0.019409365929903055,0.0065048623876757805,0.014346456684631415,-0.0030376254822896964,0.039117102726302644,0.04837020343801046,0.05461549853049941,0.028956359046595548,0.015435513059262718,-0.0018504989653724824,-0.004618961668188648,0.022584107934022546,0.21414438610837672,0.07173797416403871,0.00011820064227729965,0.013615861958659936,0.019766839994938668,0.0025482133853316213,0.019895766337585385,0.029387224676905355,0.03133925917325797,0.006041720969101494,0.1353960598816104,0.0019288018911554072
426,2014,11,0.036467494212075735,-0.010426262151978172,0.0008722219799139896,0.02509883275629754,-0.014275305651955339,-0.00045446132892656976,0.01025481175082521,0.007407626797109712,-0.011109760205777142,0.023933271844976955,0.036664074009356895,0.015251701303486298,-0.04541882880830794,-0.010103070644619905,-0.026906488561706077,0.017321533696310176,-0.0024572033520579017,-0.04598167338839809,-0.018252640826355027,0.0037837856000235703,0.010301049620135672,-0.0023873773062477177,0.02329544485200019,0.035680816509449986,0.03057440224150998,0.017048925345305888,0.011721222074159376,-0.00011887223364837052,0.007630778055218945,0.03439899708555849
456,2014,12,0.028013883153512165,0.035581202694637604,0.02956263479114618,0.0785558560925288,0.023107582339381372,-0.003581357742191593,0.00847599121867404,0.002702032942915711,0.09289429428895013,0.0022927968222501427,-0.025041423321946588,0.03578017785030041,0.014124972624557586,-0.029072041389247794,0.05337045449953348,0.013976466578542235,0.02612424689776649,0.05096480893215771,0.02232398056668461,-0.06358849071812755,-0.004216776629661689,-0.008545227692922652,0.051812897670164615,0.009704343900263757,-0.001301907186820217,0.03469190752792639,0.027562470823388363,0.021502333663805606,-0.025168343899043655,0.018137659887381696
487,2015,1,-0.011406482421470243,0.023567753867939745,-0.013244910709698132,-0.03762352824309301,0.027142532068441305,0.007036868761643333,0.056033304451398536,0.06865238660673545,-0.06293753379541767,-0.002110959395647316,0.04600157243722225,0.03624323703453025,0.0037605221706629166,0.005281376621554479,0.03191860944012448,0.0006162050239288952,-0.0018065588669941013,0.012485583808024892,-0.03394434439920424,0.08499332363551448,-0.0010365324353611705,0.03717137874230514,-0.009385421724092069,0.024736058162754926,-0.033011190590027106,-0.0032307936297578665,0.0074047016095297735,0.020060559981711634,0.008615623671072159,0.006922052605738971
518,2015,2,-0.00015972107220374454,-0.02823906438333834,-0.013424255228357884,0.013456456150470197,0.014914937184252075,0.014319495399437221,0.003577949233757982,0.009449645833895737,-0.03465560113227173,0.009562175998397482,-0.028610022329400242,-0.008843027582650986,0.019587175244980104,-0.008384118881840541,-0.03696744742256852,0.012974922913910447,0.012877142342472059,-0.01033422587335131,0.0011143034568266152,0.006394981656109744,-0.0014839035853254634,0.01786584939108926,-0.01760127400596201,0.004459188090895516,0.13174035292441677,-0.014851663932119674,0.005843557258299326,-0.004278253708064228,0.006895336186500067,0.01680041142727906
546,2015,3,-0.001598925840018972,-0.0805244082280312,0.0005760228247508881,-0.03206494676200755,0.020380206115644173,0.015678304655199593,0.014091278747202063,0.0016824629749114806,0.05302289536070459,0.0009252951710732038,0.005412496770964115,0.0025743279324084156,0.00315419872205136,-0.004027801743881065,0.0077758387419635255,0.015853660132072456,0.010605713914355386,0.021066983391149652,-0.04862204686561489,-0.0058085216349974544,0.016778629606877482,-0.01145861104395729,0.009531624481454282,-0.014229760270330072,-0.08012020451180069,-0.04195492704589121,-0.01517443122711959,0.012195361710594987,-0.038379933841582115,-0.016138765900901575
577,2015,4,0.009363017795092743,0.1148112351710111,-0.0261367536188023,0.010074678858305708,0.0020731954865009783,0.02874072181329468,0.03720598324960678,-0.0017279413264953414,0.016118869299576843,0.011174329427253049,0.01551696079551279,-0.032401738343081354,0.04040208433653514,0.01770725650452376,-0.00015936489273638,-0.007981218142566138,-0.003086138666907212,0.028853035381212866,0.022043575930529746,0.016731040569185396,0.0013311538491618258,-0.012236328614085967,-0.0017311901930859852,0.05159772011702701,0.03989235220187082,0.03077231487624732,0.01627864780521948,0.002401959146177024,0.04044804335718433,0.041979012535201976
607,2015,5,0.012859029393736732,-0.03983178353982042,0.03477982905661792,0.04236386332155706,0.03840941802248321,0.01308759429796269,0.011199283621507572,0.013544366680372733,0.0013516120895680217,0.04491767534954905,0.010326179795283386,0.08195343977057301,0.03939738633583323,0.07682413420288348,0.06249564676095898,0.01703768704256392,0.025350359416646873,0.028499815697400788,0.04601885066841671,0.007056705614656211,0.03327678108061338,0.015054905865927282,-0.008280753278089525,-0.009257772683891607,-0.055218329947825606,0.016108265777939668,0.02441597531092854,0.02423371557864784,0.013001472403076697,-0.023729116597181354
638,2015,6,0.004546165295153726,-0.04337031217896192,0.06903474683554789,-0.05034395598047159,-0.008770955608279452,-0.023265237020097973,0.03359425494325574,-0.014664877846216284,0.22541870683207654,0.006516310979948869,0.021140711624798136,-0.08363656546255638,-6.248940804931546e-05,0.025535213201791196,-0.0070963258041610855,0.022811638054890837,0.01267469932989651,-0.006002579683046183,0.035284377732240024,0.023824827267201032,-0.005269920380936544,0.009414462847757266,0.004990681805824293,0.010266752406891122,0.1739149733909604,-0.004019151523859121,0.006255858878976728,-0.004408617056333997,0.023959971997386864,0.03514885936487011
668,2015,7,0.017271334684944906,0.09688746214054511,0.0001828969546338044,0.05950435985730951,0.051151050516044405,-0.06682216063219903,0.011657829535607789,0.01696888335509361,-0.14244116849691335,-0.0022121744202505678,-0.00962466997341238,0.07050691183521685,-0.0004654156985723912,-0.0061610028112243365,0.0199465492807831,0.017959352325538358,0.010321394046213905,0.02056103000022902,0.0861559510063239,-0.04526231965581018,0.02105107050078403,0.011449744309723675,0.06935560539772201,-0.012024178884458947,-0.08441704409218054,0.04796028377010941,0.013593865760986645,0.0033732647798696558,0.01039897793358402,-0.009032021132575396
699,2015,8,0.022168161157404276,0.04470305732266633,-0.023355058114650218,-0.09008288982399404,0.040317270192611554,0.09182440642994028,0.046176924938032826,0.010221607066078553,0.01961686180523592,0.013971501944573417,-0.05296741918634096,-0.0006201908542199375,0.00029620679158814944,0.10429436793452607,0.06671110562843152,0.016802262365513965,0.028244735338628812,0.054107402589492315,0.02734268421981567,0.06689224040352948,0.022598987642630908,0.040679126063631665,-0.07697713470896428,-0.0012521220901541286,0.15011510453370902,0.0047746053046737735,-0.019794437407171683,0.026140096674788893,0.0634585948209716,0.0020520964633354843
730,2015,9,0.02817179263870284,-0.0006630761986756717,0.07626361125214998,0.13714213290312038,-0.0047325532077320265,0.049777195598402546,0.01692318826702066,-0.02483901788202858,0.029484084582188652,-0.012370998712587622,0.039651109480827396,0.017013914870770863,0.027120191656825332,-0.025681348428964745,0.012247377637660373,0.031349218600972506,0.020536324253549676,0.00030209428287664153,-0.08253628623107989,-0.005314455854383171,0.03353558938300605,0.04085010090510832,0.05363723052026481,0.04216516528261205,-0.05017881798351309,0.02977438661395504,0.048073725870152684,0.01920056725848207,-0.03877706578235862,0.031206539457199867
760,2015,10,0.030938757001693684,0.02477752491917906,-0.013240572130853612,0.007753920730268371,0.01785255851099965,0.01892058350335102,-0.01604224998692827,0.0669657714448979,-0.011653005186902377,0.024230397829436257,0.07050345432717275,-0.003629155489786484,-0.01201263225849969,0.03556579172733132,-0.004983323051509614,0.025530864680045617,0.02066861367349082,0.058437905292578085,0.07876169245505804,0.032651581260321194,0.04828802481801753,0.01855678748813938,0.10768070348961767,0.021389412074530822,-0.03785589447606974,0.022737147636254562,0.014048573947417653,0.02580659238680716,0.04992156365548306,0.03255222718581141
791,2015,11,0.044055140549332794,-0.03720866321487437,0.03494968970154244,0.08216140011574002,-0.027260039646906598,0.0043531822189115665,-0.004805646689343246,0.023305323858523463,0.023712522966237604,0.03016884481313986,0.0522551234360118,-0.0181240778474423,0.015381027022645766,-0.011490507685831597,0.05108615507178493,0.01590647413354085,0.02490843000009879,-0.00486484171098811,-0.01041776693663865,0.055492696593478996,-0.05336866325961198,-0.02074996425050446,-0.04561066212543963,-0.006384486125973532,0.03665579238882488,0.008226776067188357,0.027967349711926826,0.026744346461822,0.02495131709829712,-0.010041966179892947
821,2015,12,0.0024342183627319436,0.08725727552312312,-0.004485266152437606,0.06861382585405407,0.029377514058440468,0.017278252533073468,0.03432167314103762,0.013151464957400272,-0.0060664510117095505,0.05479104566372239,-0.13290152912503383,0.06035746843586187,0.056704039411605844,-0.011421213635052219,0.021868998568969067,0.02519114772808173,0.030809600306116902,0.01660654881773249,0.032152954327901107,0.023046466387059983,0.028866169762502114,0.05011067396099356,0.07731523354503378,0.06660378724316707,0.0732422085541895,0.03954495758091725,0.012144323064922746,0.023684859031730676,0.01494701256819675,0.07277194711761359
852,2016,1,-0.037296627339277855,0.015508294410224721,0.012327867280310878,-0.031054698451948193,0.0072990093956617486,0.05556300139674364,0.04466565183575266,0.02407080370344139,0.017487250547638444,-0.05984370697467656,0.1759688510954347,-0.006360674988982851,0.0037757591368334786,0.011673293482073355,-0.07586968732408306,-0.006528644046628007,-0.0039514211582364345,-0.015302114263391675,0.06949424033401286,-0.01405946284979731,0.02250750284758385,-0.013926017151376757,-0.005653171710398031,-0.006779411475809516,-0.0188454588370216,-0.002745408069633082,0.030806439537297114,-0.008768591237202195,0.026924236884627417,-0.009409219193342255
883,2016,2,0.031300213492915674,-0.009926090882406813,-0.030184256083702454,-0.06878176483923248,-0.20873711075307544,-0.007201117020290471,-0.058692543535718955,-0.03443633077921637,0.04136735698308036,0.024011521299789784,-0.023589996925763024,-0.06929216244183822,-0.0036622749926649156,-0.04013210914508025,-0.012580717485119575,0.004983484603952704,-0.002126509147322486,0.004418869595586905,-0.018997277875354435,-0.022346467038589335,-0.022075302412999376,0.020259263401107175,-0.10568342155267851,-0.010727487204281183,-0.11485583181018977,-0.020165172014578236,-0.02922103833592893,-0.03821742190251454,-0.03866102397611648,-0.05697540720090477
912,2016,3,-0.04095471982641086,-0.015087658567530804,-0.04905609575519809,-0.006580625880558522,-0.05391920889548418,-0.05639422868812494,0.04106237486749609,0.001101308134051182,-0.07725939717656538,-0.04758605523690418,-0.0050322293539893925,0.10756992743202276,-0.020728348476299563,0.020152452810716204,0.059824336347276574,-0.02498842297039916,-0.002331686655907217,-0.006832406392318635,-0.04423886099997265,0.01669777670182837,0.03150308159618698,-0.052904791995996514,-0.040473809953544326,0.00042844782438944407,0.11361571620666577,-0.020927599492618576,-0.005347015162205815,-0.023322932671508645,0.014916447001019906,0.0013956494500877437
943,2016,4,0.005082310554941127,0.003710177001054138,0.05431242512853429,-0.05012937080352564,0.2553831030163991,-0.020482858311801966,0.011486157527656138,0.055806549063221134,0.05300309258914293,0.07552292489836243,-0.12271634738309489,0.02419622987171044,0.020500303615830662,-0.006218692098742928,0.030027555194827915,-0.007958658812471042,-0.02095980525377683,0.008978891962537539,-0.11131020413475379,0.028579351703696076,-0.015646290698006604,0.007841336842954405,0.15169844677880007,0.0434517758509716,-0.010005470113355619,0.026748359666465493,-0.029607383481535132,0.05398297709966138,-0.06384622007531038,0.06916868970303436
973,2016,5,-0.09051143705767573,0.011742114945852311,-0.029657229301233712,0.10720643413948117,0.028670246315333436,0.0588774151395437,-0.0022514977414869186,-0.0020807086256302565,-0.051597590699833606,-0.02994497238399907,0.14631313621474762,-0.04354918846109124,-0.029212438811035413,-0.03142356107270361,-0.0034826177385638424,0.012553210911893986,0.03071106000589552,-0.015232812237945259,0.19951264895666943,-0.01367140140530354,0.0019419212148386045,-0.025463212799269774,-0.0910807234915344,-0.05031769675370923,-0.07127946197445545,-0.039983878281804275,0.0463448948707843,0.01205419381754358,0.07886988027197583,-0.06384299005430838
1004,2016,6,0.14311929553682967,-0.014844028451441393,0.03602712498595939,-0.019781217083668423,0.003025394315354646,0.014463759546831101,0.006538142058459817,-0.012553985191166794,0.00959249318540345,0.02149359904329451,0.029245554693529296,0.04898267094733155,-0.009368302454306532,0.04012149283469557,-0.010117419439921393,0.004067736827555679,-0.01385167731790149,0.010876705967757472,-0.025314580589913205,0.011667378127489636,0.012696189155554594,0.05602075834084874,0.03885508742423349,0.014842614951959598,0.024952339087549014,0.06573556574031958,0.008513192005271675,0.006908724192715487,0.0012627228184800554,0.027352793391075103
1034,2016,7,-0.012748620403000066,0.04584909289292738,-0.012067101136740477,0.04291878726243237,0.030898970179423557,0.0075850402252390925,-0.08996053281095606,-0.01579582917958544,0.03707339591132541,-0.011433343431350829,-0.02947765277326908,-0.020391507493987437,0.004777926766979856,0.03396017456178302,-0.06759939339548882,-0.007458155376367626,0.022520070979748397,-0.0007077903961323351,-0.14425045031389938,0.03005947525335384,0.014518814524842938,0.01284859932707172,0.04003232821997016,0.01766207945858911,0.10747879030565599,-0.009074790965373003,-0.025359507566028783,-0.008287112741440117,-0.03752594345424631,0.032268056856483485
1065,2016,8,0.0030190317811178424,0.05519538705961646,0.04131466249100457,-0.03843843507984401,-0.21369905984800985,0.04927593504266903,-0.057804434996640786,0.02953700140023674,0.07955166281179205,0.019356625678926154,0.002784357815779792,-0.03221156817001358,0.018034240789881917,0.04022571820808363,0.09903275421499669,0.007812675150629778,-0.020136953562259863,0.031094117365435547,0.06345896578741539,-0.06042828119083088,0.02392070870184737,0.007717667267655326,0.04455769855017655,0.0005399174416609309,-0.05442755049867787,-0.0030419203191421884,-0.02361566215261568,-0.015102853054199117,-0.005181351332094963,0.0067199595006999235
1096,2016,9,-0.014712097524029133,-0.004932265924915136,0.012069464179628842,0.031102972063132173,0.2632611867093211,-0.011340984373879204,0.1578655182357569,0.022243079712913394,-0.040936680372531065,-0.0026183728843958143,0.038077061675427126,0.1042158439640597,0.0055781361683830966,-0.020590827542846912,0.001564238542445695,0.017805382663217406,0.04640536070800105,0.03541147044443549,-0.1120825946781343,-0.013062643714763622,0.009371335328691943,0.0202481751754513,-0.07921765390616609,-0.014680620941550537,-0.10303107958651003,0.028920126429671233,0.07582431384935928,0.04685121586339669,-0.0494068066763097,-0.04570175319789871
1126,2016,10,0.03256763381063954,0.04047967308576417,-0.009350333394030352,0.021079701522965788,0.02207855601857256,0.03704144904841855,0.0072602471163842885,0.0721170300496472,-0.03770254046769006,0.008642569766550645,0.02866660656422826,0.02631104265864015,0.04323809332980022,0.04132050595673831,0.006352365058041487,0.0148332329031724,0.004151612044703823,-0.025499594715412854,0.33778759426617433,0.1272761411296739,0.032793104558345165,0.01900180197050605,0.132453660577166,-0.004047377123113427,0.059910737869536046,0.021597829144894387,0.021806300156476777,0.028155429036495594,0.20189995726936605,0.04147570350647345
1157,2016,11,0.02476286927963267,-0.022557259002549124,0.00957579305258327,0.030151338017236684,0.0015694553286773605,-0.09478628394518374,-0.02092622496118246,-0.008674213891398108,0.0015011306656407264,0.029475868543448636,-0.011620550212813496,-0.016763439362809107,0.031161229608328567,0.03568802219205902,0.04330895451651218,0.013192345794007299,-0.03139295236473638,0.01580124630446611,-0.012861481681843756,-0.011427945894017855,-0.019380107727223095,-0.00836275156182198,-0.058011498595360145,0.036027187200523336,0.021561822388583618,0.004025365459251251,-0.0038354758765817287,0.009061798249166753,0.007607856967012827,0.005417043302785807
1187,2016,12,0.0006740939846210381,0.036579186007446474,0.017351820813420238,0.012600532736010805,0.003214402451521714,0.04769399289924414,0.03226796403742771,-0.011731934288269574,0.02140264573862849,0.022592103017257115,0.0657213414281459,0.008697214754103122,-0.03328097193405144,0.054375367203186364,-0.041213677530880455,0.012118948242039407,0.01367786265448312,-0.00745497079538715,-0.001990424350187703,-0.04753676488770142,-0.0061799887194290415,-0.037640468842631836,0.02641362159675653,0.015416464986178102,0.03241754405851949,0.020349766893499988,0.021661602266088487,0.026056470540082755,-0.003211441186639963,0.021876675031325288
1218,2017,1,-0.008400259259554566,0.01676355439766497,0.0028860641384991226,-0.006041454543438518,0.022174538388650245,0.05145991572392039,-0.0007371492123420254,0.04822889471338021,-0.008497152152822651,-0.021249103912623912,-0.01631302910926158,0.0023050381468994185,0.02820794747787625,-0.01727800861539286,-0.01152794010882996,-0.01431100259661433,-0.008627632972898813,-0.005110172457406192,-0.11347088251055248,0.07276402846246954,0.01109881468926921,0.043210913066195955,0.007761377120085289,0.05334105098718256,0.3815828222342694,-0.011742211019153737,0.0017367538309907005,0.027905161516256438,-0.01393686168701913,0.09630635718787994
1249,2017,2,-0.00269472265128623,-0.027727878981666287,-0.046299073578031646,-0.032681638544509894,-0.012738277074677895,-0.0773265100624142,-0.016995804864926245,-0.031108412635614813,-0.03293642506330208,-0.03144216942497591,-0.024424201531787926,-0.016154617876768418,0.04347395481977534,0.041855726291083695,-0.0078524949230514,-0.006669723168300612,0.017691698355653207,0.026255862496120885,0.038704097697989326,-0.009505791591164603,-0.024717978895248738,-0.00888482827899717,0.005220232306365924,-0.056576359733651604,-0.09234652444340674,-0.027247862734094852,-0.013858450400747624,-0.046731087452459685,0.01883673105960204,-0.05639522517062623
1277,2017,3,-0.01208194737145385,-0.11820130220375269,-0.039264352952769976,-0.023866023842084916,0.04912509642104368,-0.0035010576642529045,0.028714297560170854,0.00016795428417193392,-0.018736737467735853,-0.00520148716707991,-0.010586013581989517,-0.09058397862116718,-0.015144668915625048,-0.04809429533962806,0.0010062519427067596,-0.0018109029513915242,-0.0213691068394547,-0.041241565871193764,-0.01710296054422067,0.008233867694824815,-0.015599341910175202,-0.03461761391175644,-0.03928180309163243,-0.003878258009035851,0.0949520152746337,-0.0723944165059972,-0.009754415759569146,-0.027157155036644953,-0.021876339293601887,0.022597888027421797
1308,2017,4,-0.019443466917621888,0.12557020489068815,0.0015279476019036675,-0.0182422473952778,-0.0148313226143032,0.036555264904076346,-0.011370638348748296,-0.023443145275475308,0.07827698861512844,-0.006158954685052009,0.0005997059477760303,0.08339915498600536,-0.01731856773175855,0.02045534977236274,0.009070714653264256,-0.008581234357656231,-0.0026971859076138083,-0.009217897917358386,0.10075156263657692,-0.027413832175769315,0.015050736564704792,0.04204592356515424,0.06584823318315358,0.03445142883947283,0.025678240021593135,0.05095476771281704,0.005760847951257864,0.0022587863939840247,0.02515487154767193,0.03414592070553035
1338,2017,5,0.05343747389744191,-0.005667384730243419,0.0672843940905441,0.018025792421751285,0.042705546264729666,-0.00016958680067258314,0.017848565098517843,0.034923597651252525,-0.036264459513783764,0.044346200406682135,0.03382335509383916,0.06571466738582443,-0.011855870567948013,0.0027021897978598552,-0.0010738822412970084,-0.005450521886507853,-0.002868524999389832,0.010096890229056577,0.021935788741653806,0.04115615091466762,0.02372550628917125,-0.035015390023911075,-0.043130418080292277,0.0028502763995330582,-0.02206663241412088,0.03420477751162965,-0.0028217209064653748,0.018015236457228134,0.03017111937342487,-0.008984713763430796
1369,2017,6,0.02758961820188288,-0.047015763461803584,-0.028673942447438705,-0.05546110334515575,0.02085961347853682,0.09106333106492626,0.02555143338600141,-0.006779862054891894,0.04878093215307189,-0.010742223146185337,-0.02896898776925183,-0.0023168894158674957,0.020111049136749104,0.04255199853916092,0.022826764480290862,0.020445941507194032,0.017002595565518863,0.02408744540465446,0.05966515819764706,0.0011056922064678343,0.031064587463168536,0.06769683860497677,0.11526984541198004,-0.006478105622613528,-0.014325216856188261,-0.01429129417204933,0.013135950344735914,0.02244681659540948,0.019068731802468486,0.00860011465028876
