,year,month,pct_de_강남구,pct_re_강남구,pct_de_강동구,pct_re_강동구,pct_de_송파구,pct_re_송파구,pct_de_양천구,pct_re_양천구,pct_de_중랑구,pct_re_중랑구,pct_de_강서구,pct_re_강서구,pct_de_동대문구,pct_re_동대문구,pct_de_서초구,pct_re_서초구,pct_de_구로구,pct_re_구로구,pct_de_금천구,pct_re_금천구,pct_de_성동구,pct_re_성동구,pct_de_영등포구,pct_re_영등포구,pct_de_강북구,pct_re_강북구,pct_de_도봉구,pct_re_도봉구,pct_de_노원구,pct_re_노원구,pct_de_성북구,pct_re_성북구,pct_de_마포구,pct_re_마포구,pct_de_은평구,pct_re_은평구,pct_de_관악구,pct_re_관악구,pct_de_용산구,pct_re_용산구,pct_de_동작구,pct_re_동작구,pct_de_종로구,pct_re_종로구,pct_de_중구,pct_re_중구,pct_de_서대문구,pct_re_서대문구,pct_de_광진구,pct_re_광진구,pct_de_동남권,pct_re_동남권,pct_de_서남권,pct_re_서남권,pct_de_동북권,pct_re_동북권,pct_de_서북권,pct_re_서북권,pct_de_도심권,pct_re_도심권
303,2014,7,-0.0012100281045211991,0.05126196580177189,-0.13974002182248701,0.10640738975453212,0.08155645285465285,-0.008324381846436912,0.015935191991647724,0.019343022788162356,0.05708590660865065,-0.11567281470090984,0.0012158402591915252,-0.24901479989490982,0.04188960906979111,-0.16918432538057404,0.06026747735596816,-0.03960707840521793,0.09758853941179879,-0.03269054663285409,-0.1695384431953193,0.19906510090069585,-0.043901982708437925,0.0013264467359936916,0.11374926867640078,0.035380650703318084,0.04521889493036202,0.16544661308840358,0.12992067693741705,-0.007439335887611143,-0.007435711399256917,0.001476664160882768,0.259492092714664,-0.016390954621338993,-0.10674893263897944,0.02189351591286992,0.09093913076267457,-0.25537135551981516,-0.015410833413043279,-0.05057580059946354,0.1315745972223359,0.15152098743817577,0.01735104846940172,-0.0731177972784286,0.12537525359466994,-0.19738019169329069,0.05200572985822216,-0.0028179342844144584,0.3080592511991793,-0.005057621885545371,0.16870749492277248,-0.09308758561990804,0.02131556999173778,0.031008283079246635,-0.015310819210043514,-0.0834151619360155,0.06383122498334504,-0.019071858792145124,0.014846033563808536,-0.08554858220502559,0.09957633536302546,0.007800717379194744
334,2014,8,0.07023716228171462,-0.05772898861381692,0.1063678640506589,0.00025940132972679386,0.005736658960932894,-0.035033890766041687,-0.0007810965689750704,0.03339637830574582,-0.014363078837034693,-0.03392281716640577,-0.03667541491330306,0.2380073222444734,0.17189467914793277,0.15030807526718482,0.020190219519441666,0.06497592504405869,-0.10230009680936536,0.028680905817577873,0.1914782317066499,0.33640296662546376,0.07655405312329777,-0.026523822817792198,-0.144059195569746,0.08675149749069133,0.0019411224586052267,-0.01868046838729598,-0.13030208633237106,0.05426299977076754,-0.030277162688312376,0.054192867570133085,0.006701882591867436,0.13345293175501127,0.21679672021492147,0.11566750501110779,-0.04084210832429802,0.10691756849177358,0.1938285906166919,-0.14743381341396433,-0.09313507614868011,-0.011932655467138398,0.08976852076541464,0.055765937764481244,-0.08070252455507243,-0.20736804394554564,0.14781076216223776,-0.04904495188855362,-0.036005449127008204,-0.04823286589146669,-0.09575970524303334,0.3912563543936096,0.05154054455208601,-0.029024350816828748,0.028353264804070744,0.08465091902943467,0.008730881430524917,0.06764885099676143,0.11204860041288356,0.11492973879817625,-0.003984564384548972,-0.07067776065337772
365,2014,9,0.05508924361052259,0.0037341795812229073,0.10022559412068799,-0.14278647087751017,0.018587226996646056,-0.04296517840946279,0.006676945691597158,-0.01733186813186749,-0.019250401059527245,-0.161197128644752,0.003113776486352249,0.11378795346373116,-0.03821496310816008,-0.17406168163692792,0.019140441289911214,-0.09569063055234084,0.1646925444925056,-0.02753935320640888,0.11467666113401509,0.31019747491097416,-0.1539275300860713,0.07704188153793612,0.027052418502842013,-0.08650255706574261,0.02562632275132226,0.042662596853721535,0.1016191944571121,-0.0407827810674517,0.0028851488139565173,-0.022976517848179556,0.07320124104399373,-0.09415589536649549,-0.05355630262999145,-0.06273316523498185,0.18347176325489478,-0.06680136571546869,0.02937707744280882,-0.048732794638501664,0.20005271975037076,-0.22739397065104416,-0.08900939898524074,0.0026801211029767735,-0.04311621991868342,-0.05569007263922543,-0.09950506648718405,0.09977012866823887,0.15154594972517454,-0.10509359739555046,0.06923946250777835,-0.24881986727782757,0.04090052057118876,-0.051806077455972765,0.014696917662362141,0.018853761258695867,-0.03229269159718351,-0.062080840348766264,0.05914589736491238,-0.06047282518485564,0.04166547893892858,-0.07902869034663462
395,2014,10,0.20530005604890778,-0.11110166255618437,0.039732465676738604,0.02276460512363565,0.011344918843934515,-0.02065600617710661,0.08717907424635274,-0.0006222916171664261,-0.02544081645862295,0.22760290060206945,0.045342017917870736,-0.03698624638111969,-0.0990925844493784,-0.045405513304477396,0.117382589502943,0.005966379912261122,-0.05045484855616633,-0.017849340207987452,0.023936517136514457,-0.10194836069514868,0.008192328806472027,-0.02993795554484724,0.10269025916655083,-0.0033394274361441267,0.05075222590723527,-0.13985291228549734,-0.050365675637462415,0.050982039701712,0.1524189009376009,-0.08563036285121517,0.06722020836265963,-0.05318412430531727,-0.054601016739863284,-0.00754934222288528,0.0692483797181973,-0.09218389344175482,-0.18891662469860582,-0.18152815044411652,-0.15639423266044084,0.17263215758131034,0.12504824868960385,0.009864197929098983,-0.0893770032489507,0.27377998345740284,-0.1799563347980344,0.21667606692987373,0.08872947554985156,0.017180097442034414,0.018723381194521105,0.09648030432573718,0.09921014626656732,-0.03894398897953155,0.027576454526216265,-0.059195164648103704,0.04156059334842621,-0.028237343897017708,0.008939369271728115,-0.0005132186534029248,-0.15913957231951215,0.206052326662566
426,2014,11,-0.019570473043713954,-0.11367684156734292,0.010963980602399337,0.11425893559711997,0.05459123795983145,-0.09674973364279749,0.14327840177754614,-0.05372202948430649,0.1502332165471676,-0.036272871234996895,0.04684342691531396,-0.18860723631766074,0.08132312333036862,0.1486956599933449,0.08689061657850794,-0.09959771133366202,0.03771344545548572,-0.0027745959017433375,-0.013773726319919355,0.0929827017065008,0.3173190842432152,-0.09925340360122903,-0.04437340751579255,0.06218466617836804,-0.16791421148849628,0.6162135323009206,0.14196064346540593,-0.06767758522186273,-0.06777782749773842,0.02844037506505437,-0.19066940352522566,0.02562874509116675,-0.009819701363022348,-0.10502035278154676,0.09013500857928936,0.13963942648937633,0.38245666250220567,0.04266596578837967,0.18038538412400285,-0.08044636184254772,-0.005187890051908228,-0.06415976839015958,0.27756912550772483,0.0066490996925776535,0.042650383815595605,-0.09973430242953163,-0.06681747195622256,0.142315363284081,-0.22324777066216206,0.5828639472974078,0.015973237799326023,-0.07049073133283101,0.06533448476919079,-0.020528980644061168,0.05302448939393156,0.10883386666086659,-0.0025841008378234553,-0.00781623359870065,0.14075940876959758,-0.05701574913663421
456,2014,12,0.18507079240027124,0.05670378511558272,0.022530088096987422,-0.042369329470771766,-0.042785474936417045,0.09531789876532382,0.10015714570136902,-0.04180126183540689,0.04154400444462003,-0.003331253337610196,0.1470945355447879,0.0006180361165080139,0.18952222012011233,-0.05696838622554323,0.13048166836083697,0.014186500173276162,0.15228569035095973,0.04513504508667965,-0.13716033212843504,-0.13337691096822413,-0.08404945792144625,-0.1052205641390449,0.14734094579636947,0.029894420436637814,0.020621919850418946,-0.2616966258021963,-0.19779776572292584,0.03061110503182518,0.154642291992809,-0.01714689537832781,0.1461473445795889,-0.016188771171459893,0.012712549017962704,-0.010148125221349114,-0.15368574553123648,0.36817246195692177,-0.09899877186122552,0.2985917332099457,-0.0715075165173048,0.09030915246711468,-0.10500850975548648,0.03435138193293974,0.311209122254668,-0.26042409488446794,0.1041562395191038,0.16855281207133044,-0.045696086057428364,-0.09972937390286751,0.16634068913147293,-0.1558069013214295,0.10388462564751166,0.03711155712299452,0.10059236878569,0.03503800370386756,0.05900746650298738,-0.06919682094206814,-0.02892885337398221,0.026658421238725305,0.05728218537816998,0.05971220471001182
487,2015,1,-0.13962504094115136,0.10413428321987195,0.1247215038200642,-0.022431455953559,-0.04374144772028321,-0.02408835573735102,-0.002748605299952245,-0.021738854919527872,0.08724361611935749,0.07434222979367733,0.08016623924710609,0.09653723535138492,-0.09481797326281916,0.15849664785146045,-0.0991034345744044,-0.014220970045587089,-0.04205963176321603,-0.04785057224488465,-0.07246602949439285,-0.25305337881880496,0.17438525499035995,0.09306106991367136,0.04215059524250808,-0.10879588724335176,-0.01207321244064219,0.26121895767750924,0.3060725387222549,-0.03845380194045134,-0.0924429817857616,0.05650890022047306,0.002218323799834554,0.15563464254921033,0.24364947458789676,0.08715248106090168,0.13845898636256382,0.06301053326531214,0.10911208526618998,-0.04785196909809197,0.05038119452373846,0.07810890842139862,0.060376193576880066,0.14067071087207905,-0.287309353797067,0.39829212337496855,0.12245240361317733,-0.17217495148529627,-0.09970757848514256,0.28896443514644354,0.08476202188631499,-0.2801213279474144,-0.09351729947401877,0.024706853691010222,0.019762401467144697,-0.02249903008752796,0.021121822167464277,0.0347302776339633,0.14771424947307832,0.12442027029599823,-0.0013891589334272814,-0.008255328469150891
518,2015,2,0.01101571602810858,-0.06140151991095666,0.06330018333557219,-0.11961545221230163,0.026807596511682963,-0.009109427015361882,-0.09438355352833405,-0.01324033882921638,-0.02058999425282093,0.014471870995817593,0.038929186073856314,-0.05259311635048769,0.04847555662169967,-0.053725043459938115,0.07147765136433071,0.03767362463551538,0.1619676261352443,-0.00688353790120122,0.015325103080560787,-0.32918925288710843,-0.03270353616502486,-0.0014284142680773826,-0.01144141814865185,-0.011134458046572981,0.20712261664406273,-0.2699143124001314,-0.06477288702876483,0.10666001994017926,0.06642665189433905,-0.04344826169989857,-0.10948832866030356,0.039388508590077365,0.022981729035655762,-0.014207599794462622,-0.16562540370872791,-0.4577234372309281,0.05935679659432713,-0.1389882894441189,0.13469134543226935,-0.11504165805962929,0.06302664778812472,-0.03361198111959074,0.10373640401629558,-0.14992556132835055,-0.023325882902094253,-0.09425215409743071,0.04867824769014795,-0.029294462378431807,-0.045572107427965136,0.07079686170715527,0.028865637768174857,-0.034866715757151945,0.02649746171934142,-0.055235088587092473,0.013891045792824963,0.00034568234145404553,-0.04430512217631366,-0.14361963705416148,0.08197479968479948,-0.12159972520902074
546,2015,3,0.051881414145871,0.03951992166489804,-0.08783238211363131,-0.1334411417699145,-0.003936246818647571,0.008728174726023497,-0.027417126142935566,0.009113925031429604,0.02781633174552245,-0.14790292739697375,0.0017640300731722736,0.1586772945834205,0.10715747562422129,0.09551540268960146,-0.028514049672137998,0.005019856832240377,-0.0341058660400505,-0.07045217314897234,-0.009865207127689568,0.20474308300395316,-0.0824831686578299,0.14433381620842423,0.011635012563082414,-0.10718794550412647,0.0538024133896553,0.06257063731030432,0.04816469521763933,-0.10469595375281016,0.014217588032454653,-0.001765515535992912,0.25114259745237577,-0.08881621295244746,-0.004860425429474402,-0.030040512097433525,0.04317003706666456,0.11011376683018503,-0.09857496054270143,0.08343517893650088,-0.004854465240815231,0.05005036056633538,-0.025303530949255637,-0.053723272693157464,0.045675641158451574,-0.013049855589663095,0.0029792331723603738,-0.051914355485783825,0.01528006725576958,-0.052619478869257,0.03357354485578545,0.013546493933077386,-0.019424243514986728,-0.024803324758139844,-0.0307562535840733,-0.007876461780595756,-0.0028867879938111463,-0.006788611379333731,0.019784460493876832,-0.0001935717735827014,-0.008200821489820265,0.007296317926273277
577,2015,4,-0.0038912951628711223,0.04390241236957415,0.0794376646097219,0.12445036560541167,-0.06793638802100521,-0.017855125224204516,0.15535560116222769,0.017445793728647185,0.068171544312297,0.0289621659496071,-0.04709612521179063,0.05101684637290571,-0.0066100327766248634,-0.06774852523968933,0.06455762818755306,-0.017468247832253314,-0.07880832685103356,0.02037687639731689,-0.0014585000084460509,0.20228721409823747,-0.00018363464233861482,-0.029141263333195444,-0.018009446509103855,0.029624052032039216,0.005445463228869185,0.007078141671338134,0.07433668778453106,-0.027544648111097803,-0.03995193383736595,0.01290014333492695,-0.051135053512129325,0.022272848715041427,0.05159624286405684,-0.02764222411657835,0.013729208174406704,0.10304823736663904,0.01880456784695661,0.013923508963288533,0.11481175894990026,-0.1488114199849736,0.04231519771757819,-0.021529968454259363,0.0071270222670267724,-0.0960248335663616,0.086130805427161,0.020539095566941334,0.11183847098146193,-0.05141649266620274,0.04913469362343448,-0.09142047753945848,0.021855794652400062,0.050002834327564916,0.003570539398903172,0.01893267014241773,0.01617757101919537,-0.013296992277742836,0.07903801162169932,0.007070782054823255,0.1049729476531529,-0.09188433620917358
607,2015,5,0.058960992888282604,-0.03797682085231102,-0.08712776973940795,-0.03559327932071843,0.16704032683597125,-0.04531540608222173,0.08432328370505116,-0.1160072456859571,-0.11731536462783321,0.11209450249886332,0.0440789194193687,0.00039147008339779354,0.03294909885835695,-0.10675800590075046,-0.013450137653331806,-0.04373222974501145,0.1037613799483601,-0.1114681728178657,0.12432607815942087,-0.20520436765259564,0.03600514198765348,-0.061551743736573794,-0.0038033436994542313,-0.019491606557942687,-0.06970408672694228,0.20346383824559644,0.09269690490067606,-0.016162695612897626,-0.0071834253672117265,0.022514619883041043,-0.1199799264570196,0.01569030489893808,0.028806866327144576,0.06285005208975258,0.20894101881533622,0.052190742608073215,0.05033121809770269,0.08511452185333845,-0.034635524067134216,0.17905342626198184,0.020050733601319815,-0.05180310654123765,-0.08439549175498606,0.2572403615569081,-0.105308610910958,0.0909710040243521,-0.054206389335273664,0.012971465244865144,0.17533545697713282,-0.18573716425223175,0.04428838028430815,-0.05069342725647186,0.05769414592375943,-0.035413547153912095,0.008148143945734487,-0.014300391551233749,0.04266738229442657,0.05545523836070365,-0.07257039868639314,0.17166126278402927
638,2015,6,0.009669370794988197,0.04502338834335862,0.013548725184786559,-0.055489177248605026,0.026482795275663884,0.04315225623392238,-0.07391878516818218,0.1003192338387866,0.07792119112967488,-0.09879761120099029,0.14863455202485842,-0.14866741348585466,-0.036125009185726364,-0.015404243625728564,0.06499734544043334,0.08529584393544565,-8.594075030743387e-05,0.01999738653192762,0.0977527629532049,0.03293109801031657,-0.0676762439428612,0.11741441515291151,0.07346028664469806,-0.04496749928406807,-0.04686852556919485,-0.18424078492156348,-0.11324127867346367,0.04411241295023083,0.12638488190311925,-0.05072231733485055,0.050122681754284804,0.05684379939756545,-0.047775736012494296,0.02553490981301887,-0.047404829381715974,-0.02320828679125342,-0.04203691757468542,-0.05413608509920331,-0.04449859527020639,-0.048081567741504405,0.0013926734406479735,0.10089317356250604,0.11199783210734271,-0.16381252816584058,0.11286705886819792,-0.021131069446265527,-0.03544564085760138,-0.0006874328678837527,-0.09703023910896702,0.3094431280105754,0.033843092586270274,0.0537788330137956,0.038125825795121804,-0.033093200252722,-0.014683255007763685,0.01562638412786166,-0.05993214480732134,-0.0017181564474177957,0.030570574048670807,-0.06384105035267762
