,tradeYMD,buildYear,gu,dong,aptName,jySize,floor,price,add1
12,20150121,2014,광진구, 화양동,광진 코지웰,19.53,14,14010,113-1
13,20150126,2006,광진구, 화양동,한림타워,30.3,18,20200,7-3
14,20150131,2005,광진구, 화양동,KCC파크타운,32.16,12,19000,527
0,20150120,2004,동대문구, 신설동,동광동대문베르빌,28.31,10,13800,97-8
1,20150121,2004,동대문구, 신설동,동광동대문베르빌,28.31,14,13650,97-8
2,20150123,2004,동대문구, 신설동,동광동대문베르빌,28.31,4,14500,97-8
3,20150129,2004,동대문구, 신설동,동광동대문베르빌,29.48,12,14300,97-8
4,20150130,2004,동대문구, 신설동,동광동대문베르빌,28.31,8,15300,97-8
5,20150103,2006,동대문구, 용두동,한방천하-용두동 포스빌,39.02,11,15950,788
6,20150115,2004,동대문구, 용두동,신설동역대우아이빌(236-1),27.63,4,11700,236-1
7,20150119,2011,동대문구, 용두동,에이플러스빌,23.5,2,11400,40-35
8,20150128,2011,동대문구, 용두동,에이플러스빌,28.9,5,12800,40-35
9,20150105,2004,동대문구, 답십리동,답십리한화오벨리스크,31.93,14,13000,492-4
10,20150109,2004,동대문구, 답십리동,답십리한화오벨리스크,27.64,13,11500,492-4
11,20150112,2015,동대문구, 답십리동,청계 푸르지오시티,20.62,13,13000,497-23
12,20150112,2015,동대문구, 답십리동,청계 푸르지오시티,20.62,21,13130,497-23
13,20150124,2004,동대문구, 답십리동,답십리한화오벨리스크,34.53,5,13900,492-4
14,20150130,2006,동대문구, 답십리동,청계벽산메가트리움,31.86,13,15500,999
15,20150108,2004,동대문구, 장안동,장안현대벤처빌,43.42,9,16900,374-1
16,20150110,2005,동대문구, 장안동,르.메이에르 장안타운 3차,21.6,2,6500,337-3
17,20150110,1999,동대문구, 장안동,	(466-9)	,25.5,3,5500,466-9
18,20150113,2005,동대문구, 장안동,르.메이에르 장안타운 6차,62,5,16400,342-3
19,20150114,2004,동대문구, 장안동,장안현대벤처빌,43.42,2,15000,374-1
20,20150114,2004,동대문구, 장안동,장안현대벤처빌,31.71,21,13000,374-1
21,20150115,2014,동대문구, 장안동,양우 내안애 애플,18.64,12,12438,373-1
22,20150115,2014,동대문구, 장안동,양우 내안애 애플,18.64,12,11774,373-1
23,20150115,2014,동대문구, 장안동,양우 내안애 애플,18.64,12,12438,373-1
24,20150115,2014,동대문구, 장안동,양우 내안애 애플,18.64,13,12499,373-1
25,20150116,2014,동대문구, 장안동,양우 내안애 애플,18.64,9,12254,373-1
26,20150116,2002,동대문구, 장안동,장안 삼성쉐르빌,43.1,4,12800,371-1
27,20150120,2014,동대문구, 장안동,양우 내안애 애플,18.64,9,11703,373-1
28,20150120,2014,동대문구, 장안동,양우 내안애 애플,18.64,9,11703,373-1
29,20150120,2005,동대문구, 장안동,르.메이에르장안타운7차,55.55,10,14000,313-8
30,20150121,2014,동대문구, 장안동,양우 내안애 애플,18.64,10,11658,373-1
31,20150123,2014,동대문구, 장안동,양우 내안애 애플,18.64,11,11716,373-1
32,20150125,2014,동대문구, 장안동,양우 내안애 애플,18.64,9,12254,373-1
33,20150125,2014,동대문구, 장안동,양우 내안애 애플,18.64,9,12254,373-1
34,20150126,2014,동대문구, 장안동,양우 내안애 애플,18.64,9,12254,373-1
35,20150126,2004,동대문구, 장안동,장안현대벤처빌,28.49,7,11500,374-1
36,20150128,2014,동대문구, 장안동,양우 내안애 애플,18.64,16,12122,373-1
37,20150128,2014,동대문구, 장안동,양우 내안애 애플,18.64,8,12162,373-1
38,20150129,2014,동대문구, 장안동,양우 내안애 애플,18.64,11,11716,373-1
39,20150131,2012,동대문구, 장안동,장안 루아르 오피스텔,18.92,8,9500,431-7
40,20150131,2014,동대문구, 장안동,양우 내안애 애플,18.64,11,12377,373-1
41,20150131,2004,동대문구, 장안동,장안현대벤처빌,43.42,4,16500,374-1
42,20150131,2014,동대문구, 장안동,양우 내안애 애플,18.64,11,11716,373-1
43,20150107,1999,동대문구, 휘경동,	(330)	,32.41,10,9400,330
44,20150115,1999,동대문구, 휘경동,	(330)	,32.41,5,9500,330
45,20150122,2006,동대문구, 이문동,이문동오피스텔,21.6,11,8900,255-182
46,20150124,2004,동대문구, 이문동,민족통일 대통령 리빙텔,22.14,6,10600,325-20
47,20150126,2006,동대문구, 이문동,이문동오피스텔,21.6,5,8800,255-182
48,20150131,2006,동대문구, 이문동,이문동오피스텔,21.6,3,9000,255-182
0,20150102,2003,중랑구, 상봉동,한일써너스빌,32.48,11,14000,81-5
1,20150115,2003,중랑구, 상봉동,한일써너스빌,30.88,4,12950,81-5
2,20150128,2003,중랑구, 상봉동,한일써너스빌,31.88,2,13200,81-5
3,20150108,2008,중랑구, 망우동,한일써너스빌리젠시 2단지,59.2,24,22000,495
4,20150112,2008,중랑구, 망우동,한일써너스빌리젠시 2단지,59.2,19,22400,495
5,20150119,2008,중랑구, 망우동,한일써너스빌리젠시 2단지,59.61,14,22700,495
6,20150124,2008,중랑구, 망우동,한일써너스빌리젠시 2단지,59.2,3,21900,495
7,20150125,2008,중랑구, 망우동,한일써너스빌리젠시 2단지,59.29,11,22500,495
8,20150115,2003,중랑구, 신내동,디아뜨갤러리,35.1,2,13000,648
0,20150106,2003,성북구, 동소문동6가,돈암동 메트로빌,30.3,4,16300,121
1,20150117,2005,성북구, 동선동4가,골든타워,24.46,12,15500,111-1
2,20150131,2005,성북구, 동선동4가,골든타워,23.4,10,16000,111-1
3,20150108,2002,성북구, 보문동2가,이-파크,23.18,5,7600,111
4,20150107,2007,성북구, 하월곡동,성북힐스테이트,57.61,2,22500,88-64
5,20150120,2005,성북구, 석관동,고향빌딩,25.45,4,7600,124-21
0,20150123,1991,강북구, 번동,가든타워오피스텔,36.9,19,10750,446-13
1,20150123,2003,강북구, 번동,북한산드림캐슬,24.09,8,8970,448-2
2,20150102,2005,강북구, 수유동,효성 인텔리안 오피스텔,34.13,20,11700,230-7
3,20150107,2003,강북구, 수유동,두온오피스텔,33.2,9,11500,223-1
4,20150119,2005,강북구, 수유동,효성 인텔리안 오피스텔,27.76,9,10250,230-7
5,20150126,2005,강북구, 수유동,효성 인텔리안 오피스텔,30.49,4,10300,230-7
6,20150128,2005,강북구, 수유동,효성 인텔리안 오피스텔,30.49,10,11000,230-7
0,20150105,2004,도봉구, 방학동,북한산현대렉시온오피스텔,32.1,14,12950,719-2
1,20150114,2004,도봉구, 방학동,북한산현대렉시온오피스텔,26.4,7,10900,719-2
2,20150123,2004,도봉구, 방학동,북한산현대렉시온오피스텔,32.1,10,12950,719-2
3,20150129,2004,도봉구, 방학동,북한산현대렉시온오피스텔,32.1,3,11000,719-2
4,20150129,2004,도봉구, 방학동,북한산현대렉시온오피스텔,27.76,5,10900,719-2
5,20150106,2005,도봉구, 창동,ESA홈타운,75.01,10,22300,585-1
6,20150109,2004,도봉구, 창동,타임프라자,24.4,6,5500,296-1
7,20150110,2005,도봉구, 창동,북한산현대홈시티(647-1),60.97,5,19900,647-1
8,20150113,2005,도봉구, 창동,북한산현대홈시티(647-1),61.57,10,20700,647-1
9,20150115,2005,도봉구, 창동,북한산현대홈시티(647-11),60.97,12,18100,647-11
10,20150119,2005,도봉구, 창동,북한산현대홈시티(647-11),60.97,6,18900,647-11
11,20150119,2003,도봉구, 창동,창동신원리베르텔,32.76,8,12400,338
12,20150122,2003,도봉구, 창동,창동신원리베르텔,32.76,11,12400,338
13,20150124,2005,도봉구, 창동,북한산현대홈시티(647-11),60.97,13,21800,647-11
14,20150127,2004,도봉구, 창동,EQ빌딩,33.24,7,11150,13-2
15,20150127,2004,도봉구, 창동,삼성쉐르빌퍼스티,35.05,5,12400,659-29
16,20150128,2005,도봉구, 창동,북한산현대홈시티(647-1),60.97,5,20300,647-1
0,20150105,2002,노원구, 월계동,그랑디오피스텔,19.81,7,6400,635-4
1,20150105,2002,노원구, 월계동,그랑디오피스텔,19.81,7,6430,635-4
2,20150108,2002,노원구, 월계동,그랑디오피스텔,19.81,4,6400,635-4
3,20150108,2002,노원구, 월계동,그랑디오피스텔,19.81,3,6450,635-4
4,20150115,2002,노원구, 월계동,그랑디오피스텔,20.65,4,6400,635-4
5,20150127,2003,노원구, 월계동,카펠라오피스텔,30,4,10950,366-3
6,20150131,2002,노원구, 월계동,그랑디오피스텔,19.81,3,6300,635-4
7,20150102,2003,노원구, 공릉동,엘네스트빌 오피스텔,22.8,3,9500,653-5
8,20150102,2004,노원구, 공릉동,로우폴리스,21.09,11,8300,670-11
9,20150129,2004,노원구, 공릉동,로우폴리스,27.6,9,9900,670-11
10,20150112,2005,노원구, 상계동,토마토파르코,36.77,3,13000,1267
11,20150113,2005,노원구, 상계동,토마토파르코,36.77,8,16400,1267
12,20150114,2003,노원구, 상계동,수락네스트죤,29.97,4,10500,1132-28
13,20150115,2003,노원구, 상계동,하이베라스,39.29,3,11500,1262
14,20150116,2004,노원구, 상계동,노빌리안골드,27.72,10,12000,734-3
15,20150117,2004,노원구, 상계동,오피앙,23.37,14,8900,1258
16,20150121,2005,노원구, 상계동,토마토파르코,31.07,11,13750,1267
17,20150122,2004,노원구, 상계동,오피앙,23.37,6,9000,1258
18,20150129,2004,노원구, 상계동,노빌리안골드,30.24,9,12000,734-3
19,20150103,2000,노원구, 중계동,중계동 두타빌,27.85,4,12100,360-9
20,20150103,2005,노원구, 중계동,	(506)	,59.64,8,24000,506
21,20150109,2000,노원구, 중계동,중계동 두타빌,27.85,5,12300,360-9
22,20150122,2005,노원구, 중계동,	(506)	,51.3,11,21000,506
23,20150126,2005,노원구, 중계동,	(506)	,83.62,7,28000,506
24,20150131,2005,노원구, 중계동,	(506)	,83.62,10,26900,506
0,20150110,2003,은평구, 응암동,래디앙,35.23,3,11500,109-12
1,20150113,2003,은평구, 응암동,래디앙,35.5,6,11800,109-12
2,20150115,2002,은평구, 응암동,네오라이프,35.51,2,12500,113-23
3,20150127,2003,은평구, 응암동,백명 TRENDY,37.84,11,12400,111-61
4,20150128,2003,은평구, 응암동,송원하이본,31.28,5,10700,111-1
5,20150102,2013,은평구, 진관동,아이파크 포레스트 게이트,24.91,3,14581,100-3
6,20150103,2013,은평구, 진관동,아이파크 포레스트 게이트,24.91,4,14839,100-3
7,20150112,2014,은평구, 진관동,메이플카운티,22.2,4,11500,100-5
8,20150112,2014,은평구, 진관동,메이플카운티,22.2,4,11500,100-5
9,20150113,2014,은평구, 진관동,메이플카운티,22.2,3,11500,100-5
10,20150119,2013,은평구, 진관동,아이파크 포레스트 게이트,24.91,4,14839,100-3
11,20150119,2013,은평구, 진관동,아이파크 포레스트 게이트,24.91,5,14793,100-3
12,20150119,2013,은평구, 진관동,아이파크 포레스트 게이트,24.91,5,14793,100-3
13,20150122,2013,은평구, 진관동,아이파크 포레스트 게이트,24.91,5,14793,100-3
14,20150126,2013,은평구, 진관동,아이파크 포레스트 게이트,24.91,4,14687,100-3
0,20150114,2009,서대문구, 충정로2가,서대문 디오빌 오피스텔,25.35,4,15600,192
1,20150121,2009,서대문구, 충정로2가,서대문 디오빌 오피스텔,35.53,5,19200,192
2,20150123,2009,서대문구, 충정로2가,서대문 디오빌 오피스텔,25.35,15,15700,192
3,20150126,2009,서대문구, 충정로2가,서대문 디오빌 오피스텔,25.35,3,15800,192
4,20150103,2005,서대문구, 합동,SK리쳄블,49.83,8,26500,116
5,20150105,2006,서대문구, 합동,충정로대우디오빌,37.15,4,19500,117
6,20150108,2006,서대문구, 합동,충정로대우디오빌,29.26,11,18900,117
7,20150110,2006,서대문구, 합동,충정로대우디오빌,29.26,5,18400,117
8,20150112,2005,서대문구, 합동,SK리쳄블,34.22,14,20000,116
9,20150112,2006,서대문구, 합동,충정로대우디오빌,30.86,13,18500,117
10,20150115,2006,서대문구, 합동,충정로대우디오빌,29.25,11,18000,117
11,20150124,2006,서대문구, 합동,충정로대우디오빌,37.15,3,19900,117
12,20150115,2004,서대문구, 대현동,이화인비따레오피스텔,24.29,5,15000,45-5
13,20150115,2014,서대문구, 대현동,신촌푸르지오시티,23.7,16,21600,104-5
14,20150118,2014,서대문구, 대현동,신촌푸르지오시티,23.38,17,22200,104-5
15,20150119,2004,서대문구, 대현동,이화인비따레오피스텔,24.29,5,14850,45-5
16,20150124,2001,서대문구, 대현동,신촌현대캠퍼빌,28.9,7,14000,110-20
17,20150127,2001,서대문구, 대현동,신촌현대캠퍼빌,32.11,10,15400,110-20
18,20150130,2014,서대문구, 대현동,신촌푸르지오시티,28.43,9,25000,104-5
19,20150130,2001,서대문구, 대현동,신촌현대캠퍼빌,26.18,15,14000,110-20
20,20150131,2014,서대문구, 대현동,신촌푸르지오시티,27.66,17,24200,104-5
21,20150131,2005,서대문구, 대현동,신촌가이아,26.64,12,17450,27-20
22,20150103,2002,서대문구, 창천동,창천오피스텔,17.82,2,8450,92-7
23,20150110,2005,서대문구, 창천동,신촌 르메이에르타운5,26.34,6,17200,29-81
24,20150122,2004,서대문구, 창천동,아남오피스텔,28.5,7,16200,20-41
25,20150123,2004,서대문구, 창천동,아남오피스텔,26.75,14,16500,20-41
26,20150131,2000,서대문구, 창천동,신촌르메이에르타운3,26.95,13,13000,20-26
27,20150102,2007,서대문구, 연희동,브라운스톤 연희,97.65,9,42000,194-30
28,20150106,2001,서대문구, 연희동,연희소프트빌,16.2,8,9700,212-2
29,20150107,2007,서대문구, 연희동,현대싱그런,115.53,9,46000,340-27
30,20150114,2007,서대문구, 연희동,브라운스톤 연희,28.79,5,17750,194-30
31,20150105,2014,서대문구, 홍은동,A동,39.69,3,13800,400-6
32,20150109,2009,서대문구, 홍은동,코지펠리스,56.12,8,18800,165-2
0,20150122,2005,마포구, 아현동,효성인텔리안,21.9,17,14300,733
1,20150110,2005,마포구, 공덕동,마포현대하이엘,31.38,16,19700,463
2,20150113,2004,마포구, 공덕동,마포 신영 지웰,25.91,7,19900,461
3,20150113,2013,마포구, 공덕동,공덕푸르지오시티,27.74,19,22500,475
4,20150116,2013,마포구, 공덕동,공덕오피스타,24.41,18,16000,12-98
5,20150117,2005,마포구, 공덕동,마포공덕파크팰리스Ⅱ,42.5,21,25200,462
6,20150117,2002,마포구, 공덕동,미네뜨오피스텔,19.08,6,9000,29-5
7,20150119,1990,마포구, 공덕동,풍림브이아이피텔,30.89,13,13120,404
8,20150125,2005,마포구, 공덕동,마포현대하이엘,31.38,15,19500,463
9,20150129,2004,마포구, 공덕동,마포 신영 지웰,30.09,8,21500,461
10,20150110,2005,마포구, 신공덕동,메트로디오빌,40.3,14,25000,167
11,20150124,2005,마포구, 신공덕동,메트로디오빌,26.74,11,20200,167
12,20150128,2005,마포구, 신공덕동,메트로디오빌,26.74,16,19400,167
13,20150106,2006,마포구, 도화동,마포트라팰리스,55.92,5,35700,559
14,20150106,2005,마포구, 도화동,에스케이허브그린,27.79,21,17000,556
15,20150107,2006,마포구, 도화동,마포트라팰리스,92.91,31,65000,559
16,20150114,1988,마포구, 도화동,고려아카데미텔,20.25,7,8300,36
17,20150115,2006,마포구, 도화동,마포 태영 데시앙,70.64,16,33700,560
18,20150115,2004,마포구, 도화동,마포 한화 오벨리스크,33.93,33,28200,555
19,20150122,2005,마포구, 도화동,에스케이허브그린,47.78,21,24000,556
20,20150126,2005,마포구, 도화동,에스케이허브그린,38.51,12,22000,556
21,20150129,2005,마포구, 도화동,에스케이허브그린,29.51,11,17100,556
22,20150130,1987,마포구, 도화동,삼창주택,23.4,11,7500,173
23,20150102,1987,마포구, 마포동,한신오피스텔,44.11,4,12000,136-1
24,20150102,1986,마포구, 마포동,현대빌딩,29.06,8,9600,35-1
25,20150105,1986,마포구, 마포동,현대빌딩,25.03,12,10500,35-1
26,20150105,1986,마포구, 마포동,현대빌딩,22.97,12,10000,35-1
27,20150120,1992,마포구, 마포동,강변한신코아,26.4,2,6000,350
28,20150129,1986,마포구, 마포동,현대빌딩,25.03,9,10500,35-1
29,20150131,1992,마포구, 마포동,강변한신코아,52.8,12,13000,350
30,20150105,2013,마포구, 대흥동,이대역 푸르지오 시티,28.8,15,25500,12-27
31,20150114,2013,마포구, 대흥동,이대역 푸르지오 시티,29.14,4,24000,12-27
32,20150118,2013,마포구, 대흥동,이대역 푸르지오 시티,28.8,8,24000,12-27
33,20150121,2000,마포구, 대흥동,캠프21오피스텔,31.68,14,14900,12-33
34,20150123,2013,마포구, 대흥동,이대역 푸르지오 시티,28.8,16,25200,12-27
35,20150124,2003,마포구, 염리동,삼부골든타워,32.5,11,17800,164-4
36,20150126,2003,마포구, 염리동,삼부골든타워,40.5,3,20500,164-4
37,20150106,1999,마포구, 노고산동,	신촌르·메이에르타운(I)	,24.18,12,9200,57-18
38,20150107,2006,마포구, 노고산동,우정마샹스 오피스텔,18.72,13,13400,107-17
39,20150108,1999,마포구, 노고산동,	신촌르·메이에르타운(I)	,23.85,11,11000,57-18
40,20150124,1999,마포구, 노고산동,	신촌르·메이에르타운(I)	,38.04,5,14000,57-18
41,20150127,1999,마포구, 노고산동,	신촌르·메이에르타운(I)	,22.79,7,9800,57-18
