,tradeYMD,buildYear,gu,dong,aptName,jySize,floor,price,add1
39,20140128,2004,동대문구, 제기동,재경포항학사,16.82,5,9000,1153-16
40,20140128,2004,동대문구, 제기동,재경포항학사,16.82,5,9000,1153-16
41,20140128,2004,동대문구, 제기동,재경포항학사,16.82,5,9000,1153-16
42,20140128,2004,동대문구, 제기동,재경포항학사,16.82,5,9000,1153-16
43,20140128,2004,동대문구, 제기동,재경포항학사,16.82,5,9000,1153-16
44,20140128,2004,동대문구, 제기동,재경포항학사,16.82,5,9000,1153-16
45,20140128,2004,동대문구, 제기동,재경포항학사,16.82,5,9000,1153-16
46,20140128,2004,동대문구, 제기동,재경포항학사,16.82,6,9000,1153-16
47,20140128,2004,동대문구, 제기동,재경포항학사,16.82,6,9000,1153-16
48,20140128,2004,동대문구, 제기동,재경포항학사,16.82,6,9000,1153-16
49,20140128,2004,동대문구, 제기동,재경포항학사,16.82,6,9000,1153-16
50,20140128,2004,동대문구, 제기동,재경포항학사,16.82,6,9000,1153-16
51,20140128,2004,동대문구, 제기동,재경포항학사,16.82,6,9000,1153-16
52,20140128,2004,동대문구, 제기동,재경포항학사,16.82,6,9000,1153-16
53,20140128,2004,동대문구, 제기동,재경포항학사,16.82,6,9000,1153-16
54,20140128,2004,동대문구, 제기동,재경포항학사,16.82,6,9000,1153-16
55,20140128,2004,동대문구, 제기동,재경포항학사,16.82,6,9000,1153-16
56,20140128,2004,동대문구, 제기동,재경포항학사,16.82,6,9000,1153-16
57,20140128,2004,동대문구, 제기동,재경포항학사,16.82,6,9000,1153-16
58,20140128,2004,동대문구, 제기동,재경포항학사,16.82,6,9000,1153-16
59,20140128,2004,동대문구, 제기동,재경포항학사,16.82,7,9000,1153-16
60,20140128,2004,동대문구, 제기동,재경포항학사,16.82,7,9000,1153-16
61,20140128,2004,동대문구, 제기동,재경포항학사,16.82,7,9000,1153-16
62,20140128,2004,동대문구, 제기동,재경포항학사,16.82,7,9000,1153-16
63,20140128,2004,동대문구, 제기동,재경포항학사,16.82,7,9000,1153-16
64,20140128,2004,동대문구, 제기동,재경포항학사,16.82,7,9000,1153-16
65,20140128,2004,동대문구, 제기동,재경포항학사,16.82,7,9000,1153-16
66,20140128,2004,동대문구, 제기동,재경포항학사,16.82,7,9000,1153-16
67,20140128,2004,동대문구, 제기동,재경포항학사,16.82,7,9000,1153-16
68,20140128,2004,동대문구, 제기동,재경포항학사,16.82,7,9000,1153-16
69,20140128,2004,동대문구, 제기동,재경포항학사,16.82,7,9000,1153-16
70,20140128,2004,동대문구, 제기동,재경포항학사,16.82,7,9000,1153-16
71,20140128,2004,동대문구, 제기동,재경포항학사,16.82,7,9000,1153-16
72,20140103,2003,동대문구, 답십리동,목련빌딩,36.52,5,11000,94-9
73,20140103,2003,동대문구, 답십리동,목련빌딩,36.52,5,11000,94-9
74,20140113,2006,동대문구, 답십리동,청계벽산메가트리움,31.86,12,14000,999
75,20140115,2006,동대문구, 답십리동,청계벽산메가트리움,41.87,6,14300,999
76,20140116,2004,동대문구, 답십리동,답십리한화오벨리스크,31.93,4,13300,492-4
77,20140118,2004,동대문구, 답십리동,답십리한화오벨리스크,27.64,14,12000,492-4
78,20140110,2004,동대문구, 장안동,장안현대벤처빌,43.42,11,16500,374-1
79,20140122,1997,동대문구, 장안동,황금오피스텔,24.51,8,5300,373-6
80,20140102,2002,동대문구, 휘경동,휘경동 코업레지던스,13.86,2,6400,319-5
81,20140120,2006,동대문구, 이문동,이문동오피스텔,23.52,4,9700,255-182
0,20140121,2003,중랑구, 상봉동,한일써너스빌,32.48,15,13400,81-5
1,20140127,2004,중랑구, 묵동,묵동신도주상복합,28.51,4,12600,169-10
2,20140108,2008,중랑구, 망우동,한일써너스빌리젠시 1단지,59.63,3,21000,479
3,20140118,2008,중랑구, 망우동,한일써너스빌리젠시 1단지,59.63,6,21500,479
4,20140116,2003,중랑구, 신내동,디아뜨갤러리,35.1,4,11000,648
5,20140125,2003,중랑구, 신내동,금강리빙스텔,33.3,4,12000,646
6,20140127,2003,중랑구, 신내동,디아뜨갤러리,35.1,5,13000,648
0,20140121,2002,성북구, 성북동1가,성북리시온오피스텔,26.22,5,11700,35-18
1,20140127,2002,성북구, 성북동1가,성북리시온오피스텔,26.22,7,11700,35-18
2,20140115,2011,성북구, 동선동4가,벨라미아 오피스텔,21.13,7,13300,295-4
0,20140106,2005,강북구, 번동,효성네오인텔리안,32.97,4,12500,418-3
1,20140110,1991,강북구, 번동,가든타워오피스텔,36.9,13,12000,446-13
2,20140110,2005,강북구, 수유동,수유동이테크밸리오피스텔,27.81,8,10200,95-7
3,20140115,2012,강북구, 수유동,제네스타워,37.8,19,17750,48-1
4,20140122,2005,강북구, 수유동,수유동이테크밸리오피스텔,27.81,8,10130,95-7
0,20140102,2004,도봉구, 방학동,북한산현대렉시온오피스텔,32.1,10,12400,719-2
1,20140106,2004,도봉구, 방학동,북한산현대렉시온오피스텔,32.1,5,10500,719-2
2,20140107,2004,도봉구, 방학동,북한산현대렉시온오피스텔,26.4,9,10750,719-2
3,20140123,2004,도봉구, 방학동,북한산현대렉시온오피스텔,26.4,6,10700,719-2
4,20140128,2004,도봉구, 방학동,북한산현대렉시온오피스텔,26.4,7,11100,719-2
5,20140104,2003,도봉구, 창동,창동신원리베르텔,37.31,10,13000,338
6,20140106,2003,도봉구, 창동,창동 SR스타빌,33.75,8,11500,135-28
7,20140110,2005,도봉구, 창동,북한산현대홈시티(647-11),64.09,3,19800,647-11
8,20140113,2005,도봉구, 창동,ESA홈타운,72.21,8,19450,585-1
9,20140125,2003,도봉구, 창동,창동 SR스타빌,28.5,7,10500,135-28
10,20140127,2005,도봉구, 창동,ESA홈타운,82.34,10,25350,585-1
11,20140129,1991,도봉구, 창동,	(10)	,25.53,6,4850,10
0,20140115,2002,노원구, 월계동,그랑디오피스텔,19.64,3,6500,635-4
1,20140115,2002,노원구, 월계동,그랑디오피스텔,40.31,6,10900,635-4
2,20140116,2002,노원구, 월계동,그랑디오피스텔,19.81,8,6500,635-4
3,20140103,2004,노원구, 공릉동,로우폴리스,29.07,10,10300,670-11
4,20140116,2004,노원구, 공릉동,로우폴리스,29.07,8,10500,670-11
5,20140111,2003,노원구, 하계동,삼정 이오니아,26.91,7,11500,256-13
6,20140110,2003,노원구, 상계동,하이베라스,39.29,9,11000,1262
7,20140111,2004,노원구, 상계동,오피앙,23.37,14,9200,1258
8,20140116,2003,노원구, 상계동,수락네스트죤,30.38,3,7500,1132-28
9,20140122,2005,노원구, 상계동,토마토파르코,36.77,10,14886,1267
10,20140125,2004,노원구, 상계동,오피앙,27.78,6,11000,1258
11,20140102,2000,노원구, 중계동,중계동 두타빌,36.19,7,15000,360-9
12,20140113,2005,노원구, 중계동,	(506)	,72.55,11,26000,506
13,20140115,2005,노원구, 중계동,	(506)	,80.96,11,32000,506
14,20140121,2005,노원구, 중계동,	(506)	,66.09,9,24000,506
15,20140121,2005,노원구, 중계동,	(506)	,89.12,10,34000,506
0,20140104,2003,은평구, 응암동,래디앙,34.23,3,11000,109-12
1,20140127,2002,은평구, 응암동,미성오피스텔,27.24,1,7500,111-50
2,20140117,2004,은평구, 역촌동,대상오피스텔,24.32,3,7300,8-15
3,20140115,2014,은평구, 진관동,메이플카운티,22.2,8,11000,100-5
4,20140115,2014,은평구, 진관동,메이플카운티,24.17,8,11200,100-5
5,20140115,2014,은평구, 진관동,메이플카운티,22.2,8,11000,100-5
6,20140115,2014,은평구, 진관동,메이플카운티,24.84,8,12000,100-5
7,20140120,2014,은평구, 진관동,메이플카운티,24.84,7,12000,100-5
8,20140120,2014,은평구, 진관동,메이플카운티,24.84,7,12000,100-5
9,20140120,2014,은평구, 진관동,메이플카운티,24.84,7,12000,100-5
10,20140121,2014,은평구, 진관동,메이플카운티,22.2,7,11440,100-5
11,20140124,2014,은평구, 진관동,메이플카운티,24.84,7,12000,100-5
0,20140104,2009,서대문구, 충정로2가,서대문 디오빌 오피스텔,25.35,11,16300,192
1,20140104,2005,서대문구, 합동,SK리쳄블,41.57,4,21000,116
2,20140117,2005,서대문구, 합동,SK리쳄블,49.83,7,27000,116
3,20140117,2006,서대문구, 합동,충정로대우디오빌,29.25,13,18900,117
4,20140127,2005,서대문구, 합동,SK리쳄블,34.22,10,19500,116
5,20140114,2001,서대문구, 대현동,신촌현대캠퍼빌,34.2,15,16000,110-20
6,20140116,2014,서대문구, 대현동,신촌푸르지오시티,26.76,12,22000,104-5
7,20140117,2014,서대문구, 대현동,신촌푸르지오시티,27.66,17,22600,104-5
8,20140118,2014,서대문구, 대현동,신촌푸르지오시티,27.66,16,22700,104-5
9,20140122,2014,서대문구, 대현동,신촌푸르지오시티,28.43,7,23500,104-5
10,20140124,2000,서대문구, 창천동,신촌르메이에르타운3,32.41,12,13200,20-26
11,20140106,2007,서대문구, 연희동,현대싱그런,115.53,10,34850,340-27
12,20140108,2003,서대문구, 연희동,정연지오빌ll,22.23,3,11300,88-11
13,20140110,2005,서대문구, 연희동,연희체스트빌,16.83,3,10850,218-1
14,20140111,2007,서대문구, 연희동,현대싱그런,86.17,5,31500,340-27
15,20140113,2007,서대문구, 연희동,브라운스톤 연희,64.41,10,29800,194-30
16,20140116,2007,서대문구, 연희동,브라운스톤 연희,28.79,6,16800,194-30
17,20140102,2009,서대문구, 홍은동,코지펠리스,56.12,7,16500,165-2
18,20140105,2003,서대문구, 홍은동,현상준건물,22.95,6,6300,396-24
19,20140117,2003,서대문구, 홍은동,현상준건물,21.45,5,6600,396-24
0,20140109,2013,마포구, 공덕동,공덕오피스타,16.88,7,9600,12-98
1,20140109,2013,마포구, 공덕동,공덕오피스타,16.88,7,9600,12-98
2,20140111,2005,마포구, 공덕동,마포현대하이엘,31.38,3,18750,463
3,20140115,2013,마포구, 공덕동,공덕푸르지오시티,31.28,13,23800,475
4,20140116,2005,마포구, 공덕동,마포현대하이엘,31.38,17,19750,463
5,20140116,2005,마포구, 공덕동,마포현대하이엘,46.09,7,24000,463
6,20140116,2005,마포구, 공덕동,마포현대하이엘,53.06,13,27000,463
7,20140117,2013,마포구, 공덕동,공덕오피스타,16.88,10,10800,12-98
8,20140120,1990,마포구, 공덕동,풍림브이아이피텔,30.89,5,12900,404
9,20140120,2005,마포구, 공덕동,마포현대하이엘,31.38,7,19250,463
10,20140122,1990,마포구, 공덕동,풍림브이아이피텔,35.8,4,13500,404
11,20140125,2005,마포구, 공덕동,마포현대하이엘,31.38,18,19600,463
12,20140109,2011,마포구, 신공덕동,펜트라우스,59.68,9,35200,172
13,20140116,2005,마포구, 신공덕동,메트로디오빌,40.3,11,24800,167
14,20140103,2004,마포구, 도화동,마포 한화 오벨리스크,28.71,26,20600,555
15,20140106,2006,마포구, 도화동,마포 태영 데시앙,70.64,10,33000,560
16,20140106,1987,마포구, 도화동,삼창주택,23.34,11,8700,173
17,20140106,2005,마포구, 도화동,에스케이허브그린,47.78,18,23500,556
18,20140109,1987,마포구, 도화동,삼창주택,25.13,11,8500,173
19,20140113,2006,마포구, 도화동,마포 태영 데시앙,77.69,17,33800,560
20,20140115,2006,마포구, 도화동,마포트라팰리스,106.47,14,58500,559
21,20140117,2006,마포구, 도화동,마포트라팰리스,80.3,29,50000,559
22,20140118,2005,마포구, 도화동,에스케이허브그린,27.79,11,16800,556
23,20140118,2004,마포구, 도화동,마포 한화 오벨리스크,33.93,24,27500,555
24,20140120,2006,마포구, 도화동,마포트라팰리스,80.3,8,42500,559
25,20140121,2005,마포구, 도화동,에스케이허브그린,44.03,10,23800,556
26,20140124,2006,마포구, 도화동,마포트라팰리스,98.86,9,48000,559
27,20140128,2005,마포구, 도화동,에스케이허브그린,27.79,7,16600,556
28,20140110,2013,마포구, 대흥동,이대역 푸르지오 시티,28.5,7,23500,12-27
29,20140116,2000,마포구, 대흥동,캠프21오피스텔,25.68,11,12400,12-33
30,20140116,2000,마포구, 대흥동,캠프21오피스텔,31.68,15,14300,12-33
31,20140101,2006,마포구, 노고산동,우정마샹스 오피스텔,13.52,12,11000,107-17
32,20140114,1999,마포구, 노고산동,	신촌르·메이에르타운(I)	,22.79,9,11000,57-18
33,20140123,1999,마포구, 노고산동,	신촌르·메이에르타운(Ⅱ)	,26.07,13,11000,31-90
34,20140129,2005,마포구, 상수동,세방글로벌시티,59.78,15,26700,157-1
35,20140104,2004,마포구, 서교동,동양한강트레벨,29.09,4,18000,394-25
36,20140111,2004,마포구, 서교동,동양한강트레벨,29.09,8,18000,394-25
37,20140113,2004,마포구, 서교동,동양한강트레벨,29.09,10,18500,394-25
38,20140114,1999,마포구, 서교동,	(393-5)	,26.64,11,13100,393-5
39,20140107,2002,마포구, 동교동,마젤란21 오피스텔,32.76,9,15700,156-2
40,20140110,1999,마포구, 동교동,LG팰리스빌딩,92.6,11,42900,165-8
41,20140118,2004,마포구, 동교동,효성홍익인간오피스텔,32.92,8,18500,155-27
42,20140120,1999,마포구, 동교동,LG팰리스빌딩,43.58,9,18900,165-8
43,20140121,2002,마포구, 동교동,마젤란21 오피스텔,40.32,13,14400,156-2
44,20140121,1999,마포구, 동교동,LG팰리스빌딩,43.88,9,17300,165-8
45,20140122,2004,마포구, 동교동,효성홍익인간오피스텔,32.25,4,19000,155-27
46,20140127,2004,마포구, 동교동,효성홍익인간오피스텔,32.25,4,19000,155-27
47,20140128,2004,마포구, 동교동,효성홍익인간오피스텔,38.9,14,22700,155-27
48,20140127,2006,마포구, 합정동,KCC엠파이어리버,63.39,6,37700,381-16
49,20140106,2005,마포구, 성산동,이안상암Ⅱ,60.46,11,25900,592-6
50,20140108,2013,마포구, 성산동,상암 두산위브센티움,28.36,11,20038,590-1
51,20140117,2004,마포구, 성산동,골든빌오피스텔(51-2),24.38,7,8500,51-2
52,20140121,2005,마포구, 성산동,이안상암Ⅱ,65.96,12,27400,592-6
53,20140125,2007,마포구, 성산동,대명비첸시티오피스텔,76.56,12,37000,591-4
54,20140125,2005,마포구, 성산동,이안상암Ⅱ,60.46,4,25000,592-6
55,20140129,2005,마포구, 성산동,이안상암,76.04,12,30500,591-1
56,20140108,2007,마포구, 상암동,DMC 이안상암2단지,103.34,24,48000,1653
57,20140114,2007,마포구, 상암동,DMC 이안상암1단지,99.18,18,43500,1654
0,20140104,2003,양천구, 신정동,이스타빌 3차,33.6,16,25400,323-9
1,20140104,2004,양천구, 신정동,우림필유,77.1,4,29400,319
2,20140105,2004,양천구, 신정동,우림필유,77.1,2,31100,319
